"","combinedPval","adjustedPval"
"LAMC1_ITGAV",7.94348705822623e-05,0.000568552865285437
"LAMC1_ITGB1",2.8165101584321e-08,2.33526123502527e-07
"LAMC1_ITGA2",6.05882233273292e-09,5.25782862126211e-08
"IL1RN_IL1R1",6.73916344950953e-08,5.45269444885599e-07
"CCL21_ADRA2A",2.20193867583873e-08,1.86258262375039e-07
"MMP7_CD44",9.25692082618151e-25,1.91406661335051e-23
"MMP7_SDC1",7.76517584127823e-37,3.4681314082655e-35
"MMP7_CD151",3.60053754292194e-29,9.42242929750636e-28
"THBS1_CD47",3.46480987012399e-07,2.72442791876085e-06
"THBS1_SDC1",4.81518798041983e-21,8.40073975229979e-20
"THBS1_ITGB1",1.20834644068424e-07,9.70646125881766e-07
"THBS1_LRP5",2.8486990544252e-11,2.87418025154092e-10
"THBS1_SDC4",2.61612953522672e-12,2.76442934828799e-11
"THBS1_SCARB1",2.13910511526194e-09,1.89559624497688e-08
"THBS1_ITGA6",1.57948987222767e-10,1.52913651811777e-09
"ADAM10_GPNMB",4.55982636092411e-36,1.88568349324872e-34
"ADAM10_TSPAN15",0.0014164449212194,0.00972266635911095
"ADAM10_CD44",9.05469584646451e-21,1.55540957669392e-19
"ADAM10_CADM1",2.00226386581903e-08,1.69796888477802e-07
"ADAM10_TSPAN14",5.93949278150472e-18,8.50235070445433e-17
"ADAM10_NOTCH1",3.61559671091527e-11,3.61526959683038e-10
"ADAM10_MET",0.000124757007718745,0.000879785608237288
"ADAM10_TSPAN17",3.29865649031089e-28,8.06532808036573e-27
"ADAM10_AXL",6.72748543881255e-36,2.74817527095802e-34
"VWF_SIRPA",1.03844320941615e-20,1.76185047171408e-19
"CDH1_LRP5",6.98559011276676e-38,3.44111906647274e-36
"CDH1_IGF1R",2.05553162475457e-26,4.71603283744003e-25
"CDH1_ERBB3",1.13162338153033e-65,4.73824418793713e-63
"CDH1_PTPRM",9.25928582937761e-34,3.16487767144784e-32
"CDH1_PTPRF",4.04880117985941e-35,1.54116554803198e-33
"SEMA7A_ITGB1",3.73218033786002e-65,1.38907477388096e-62
"SEMA7A_ITGA1",3.54723449303616e-35,1.3945216264468e-33
"TIMP2_CD44",5.05297137465277e-10,4.6627886023631e-09
"TIMP2_ITGB1",3.52140538950607e-12,3.67465444567383e-11
"LGALS3BP_ITGB1",3.98402477674864e-09,3.47533216276029e-08
"LAMC2_ITGA6",2.42083131318793e-10,2.32351036737925e-09
"LAMC2_CD151",1.07430088514658e-28,2.7261987583621e-27
"LAMC2_ITGB1",1.05077531180385e-21,1.88223466341288e-20
"LAMC2_ITGA2",4.13349552645642e-17,5.61207846302137e-16
"LAMC2_COL17A1",1.21203047598328e-12,1.30965636987222e-11
"NID1_ITGB1",2.52984729835887e-18,3.74965561566144e-17
"NID1_PTPRF",1.72607376768949e-16,2.29437459331068e-15
"ICAM1_ITGAX",1.77374182008805e-09,1.57599403268406e-08
"ICAM1_MUC1",1.45949918817223e-12,1.55696813007863e-11
"ICAM1_ITGB2",9.14533559992492e-10,8.32448436089616e-09
"VCAN_CD44",1.28742564310697e-38,6.73825891459957e-37
"VCAN_ITGB1",4.94784379771938e-51,4.73536488754725e-49
"TIMP3_CD44",2.94441561077177e-30,8.42982896465763e-29
"TIMP3_MET",3.48309890918497e-05,0.000253087324764575
"LUM_ITGB1",2.57898802313861e-09,2.26147335748776e-08
"CGN_F11R",0.000243628766951276,0.00170017193567834
"CALM2_INSR",1.25483981695019e-35,5.00396793331561e-34
"CALM2_AQP1",1.16770264129764e-38,6.20865069126539e-37
"APP_LRP10",6.31716901011714e-14,7.47724436267621e-13
"APP_PLD1",1.15131237876653e-11,1.1793723313934e-10
"APP_TSPAN15",1.45192080580614e-08,1.23753044387087e-07
"APP_TNFRSF21",3.54281403800449e-05,0.000256869118061647
"APP_NCSTN",7.4806827399243e-13,8.21574422884358e-12
"CALM3_INSR",2.41235142972585e-09,2.12648582702075e-08
"CALM3_AQP1",2.75335310107039e-14,3.35378123246568e-13
"TFF2_MUC6",1.0051943549309e-16,1.34683857198004e-15
"TFF1_MUC5AC",3.11835557376128e-10,2.95071922206668e-09
"TNFSF12_TNFRSF25",2.1465900235107e-07,1.69585518398219e-06
"TNFSF12_TNFRSF12A",3.33066907387547e-16,4.35809840723315e-15
"FGF19_FGFR1",5.37282188806807e-32,1.66641897265833e-30
"FGF19_FGFR3",7.84236647197285e-34,2.70820111129032e-32
"VCAM1_ITGB1",4.89869418363043e-08,4.00222946236959e-07
"VCAM1_ITGB2",7.105427357601e-15,8.75037797844461e-14
"VCAM1_EZR",9.87850246048083e-10,8.88239572862699e-09
"VCAM1_MSN",4.08463485257471e-10,3.8325738839323e-09
"ARPC5_LDLR",2.30617031623397e-25,4.98385264152007e-24
"COL6A3_ITGB1",1.17562143975525e-34,4.23438226910022e-33
"COL6A3_ITGA2",2.58942087374245e-23,4.92828131425471e-22
"LIPH_LPAR4",4.19454744080561e-05,0.000302160486524381
"LIPH_LPAR2",7.23904203248082e-09,6.2657872779452e-08
"MELTF_TFRC",1.2121259551634e-10,1.18720893945e-09
"COL1A2_CD44",1.72972747236599e-13,1.96408907743291e-12
"COL1A2_ITGB1",5.65374138126756e-19,8.56937559480413e-18
"COL1A2_ITGA11",1.55704989162285e-51,1.62988913089906e-49
"COL14A1_CD44",1.50256479281019e-06,1.13614822831976e-05
"COL6A2_ITGB1",4.06911204173541e-61,1.04848400415798e-58
"IL16_KCNJ15",2.16737406054974e-30,6.31308365638333e-29
"CD14_ITGB1",1.47968443275689e-55,1.90634399229459e-53
"CD14_ITGB2",1.66865462349411e-20,2.80878756027876e-19
"COL3A1_ITGB1",2.58107313300115e-10,2.46319450475151e-09
"COL3A1_DDR1",5.83617099092493e-09,5.07776726369837e-08
"FGB_ITGB1",3.58028988616927e-35,1.3945216264468e-33
"FGB_ITGB2",4.62629077216077e-18,6.70851598641072e-17
"FGA_ITGAX",1.3483039140727e-07,1.07533558614383e-06
"FGA_ITGB1",1.16416736345898e-19,1.88386851508523e-18
"FGA_PLAUR",2.52506692134268e-23,4.84419757592593e-22
"FGA_ITGB2",0.000762022933342488,0.00527385510160268
"SEMA4C_PLXNB2",1.56751864971712e-19,2.5123025768287e-18
"HAS2_CD44",9.3448804250329e-11,9.17962379273267e-10
"EFEMP2_AQP1",3.36924393415697e-17,4.62538771024936e-16
"GNAI2_EDNRA",6.40043304453651e-18,9.12319609600869e-17
"GNAI2_ADORA1",4.49756184781717e-26,1.02486183998844e-24
"GNAI2_PTPRU",1.87939530420408e-29,5.03632372243917e-28
"AGTRAP_RACK1",1.74353350839105e-108,5.84030881471223e-105
"PKM_CD44",1.22749588271631e-10,1.19875777604396e-09
"MMP1_CD44",2.4286506639381e-17,3.36167092447966e-16
"FBN1_ITGB1",2.18016678818628e-19,3.39669672797335e-18
"PSEN1_NOTCH4",2.41512552412448e-06,1.80982964611378e-05
"PSEN1_CD44",9.61342117022923e-13,1.04552101425404e-11
"CSF1_SIRPA",2.67426969458029e-10,2.54488435980465e-09
"JAG2_NOTCH4",1.94764056272723e-05,0.000142757233807553
"EFNA5_EPHB6",0.000238046926307467,0.00166468696187799
"EFNA5_EPHA2",8.82492182700056e-19,1.3315681721318e-17
"FBLN1_ITGB1",1.90483319117973e-07,1.51199380677301e-06
"COL7A1_ITGB1",6.6538624728851e-22,1.19830229032237e-20
"HSP90AA1_FGFR3",6.55540221187502e-38,3.27740456230073e-36
"FGG_ITGB1",3.0510210437583e-34,1.07578902933416e-32
"FGG_ITGB2",1.85423482240393e-16,2.45498998607769e-15
"CXCL14_CXCR4",1.4166445794217e-13,1.61956654529369e-12
"RTN4_GJB2",5.8466285790119e-33,1.92004252115635e-31
"HMGB1_SDC1",7.81407694700003e-57,1.09061622687419e-54
"HMGB1_CXCR4",6.84173755871598e-07,5.31734273676527e-06
"FN1_ITGA6",4.44089209850063e-16,5.74349133720303e-15
"FN1_CD44",3.53529832075594e-08,2.90962601463505e-07
"FN1_ITGB1",3.43891581877642e-12,3.59978928437459e-11
"COL18A1_ITGB1",1.20754945536618e-29,3.3155120374308e-28
"ADAM15_ITGB1",7.66077270789119e-18,1.087341809667e-16
"CALM1_PTPRA",4.31019923633989e-37,2.00525848418463e-35
"LAMC3_ITGA6",7.42455430401518e-25,1.56415136159432e-23
"LAMC3_ITGB1",7.15427717068451e-13,7.88311189788364e-12
"COL6A1_ITGB1",4.5205364713477e-24,9.01334944845213e-23
"COL6A1_ITGA6",5.61144817279313e-08,4.56229384333831e-07
"TGM2_ITGB1",4.93941873291996e-18,7.10109686388234e-17
"TGM2_SDC4",2.59255151622804e-28,6.43278653078894e-27
"TGM2_ADGRG1",9.28120594423376e-06,6.84784733949442e-05
"THBS2_ITGB1",2.2516545289042e-23,4.35974579751707e-22
"THBS2_NOTCH4",0.000141059329811899,0.000990578620418752
"THBS2_ITGA6",3.10775405409913e-10,2.94901817801889e-09
"PTGS2_ALOX5",2.28274906950432e-05,0.000166590795565016
"SEMA4A_PLXNB2",3.05977465586693e-13,3.42786546025156e-12
"EFNA1_EPHB6",3.79868661804947e-25,8.15669797854148e-24
"ADAM12_ITGB1",1.4118928248763e-11,1.44189421956333e-10
"ADAM12_SDC4",5.79049468346562e-35,2.17937103135301e-33
"S100A9_ITGB2",5.7223021743269e-07,4.45766928872927e-06
"COL5A1_ITGB1",1.0991207943789e-13,1.29183211734406e-12
"CEL_CXCR4",2.98331690929593e-17,4.11243104868948e-16
"SPTAN1_PTPRA",4.83643125548383e-11,4.80729342948591e-10
"PLAU_ITGB1",9.65170248934258e-18,1.36414675339961e-16
"PLAU_ITGB2",1.61723967551097e-11,1.64159477342342e-10
"COL16A1_ITGB1",3.22515519620136e-19,5.00152426479383e-18
"HSPG2_SDC1",3.78296794385594e-31,1.12139788071386e-29
"HSPG2_ITGB1",2.25132823684881e-24,4.57046500012917e-23
"HSPG2_FGFR1",3.77253783767628e-13,4.21228611919026e-12
"COL5A2_ITGB1",3.48610029732299e-14,4.23093456965012e-13
"COL5A2_DDR1",0.00038682110634114,0.0026826779848217
"COL4A1_ITGB1",1.43522143762547e-19,2.31132539535141e-18
"ACTR2_LDLR",6.43333513983142e-32,1.9770387956638e-30
"AGRN_ITGB1",6.01833345156062e-39,3.2515472576946e-37
"ZG16B_CXCR4",1.32093023943713e-21,2.35357231293507e-20
"LAMB3_CD151",6.44151398887516e-13,7.14474156892306e-12
"LAMB3_ITGB1",8.29414663061839e-29,2.12083033460361e-27
"LAMB3_ITGA6",9.89084592006861e-10,8.88239572862699e-09
"AFDN_EPHB6",1.77635683940025e-15,2.24538000956314e-14
"SPP1_CD44",1.2637471331222e-30,3.71330690656996e-29
"SPP1_ITGB1",4.39344222968301e-37,2.01598628549971e-35
"LGALS9_CD44",3.15057397948237e-08,2.60579455317892e-07
"LGALS9_SLC1A5",9.99485143975783e-21,1.70814913450264e-19
"MDK_ITGA6",3.33066907387547e-15,4.17855128184153e-14
"LRPAP1_LDLR",1.37186060799006e-31,4.13992544752505e-30
"HSPA8_LDLR",2.15759428407777e-34,7.68860310400077e-33
"S100A10_CFTR",2.51609995061131e-08,2.11763121684719e-07
"HSP90AA1_CFTR",2.47999413931269e-46,1.88800652689132e-44
"PLAU_ITGA3",5.27374265854644e-59,9.29759974484997e-57
"LAMA4_ITGA3",1.45439216225896e-13,1.65706562567994e-12
"LGALS8_ITGA3",1.24789067967868e-13,1.45646535202195e-12
"NID1_ITGA3",2.31656367293674e-39,1.33789417055907e-37
"LAMC3_ITGA3",1.84693339786723e-58,2.94603195501378e-56
"THBS1_ITGA3",1.73996726847823e-24,3.57568281710254e-23
"CALR_ITGA3",1.11098487076688e-08,9.51780714708391e-08
"TIMP2_ITGA3",5.23317002745613e-41,3.37106413423225e-39
"LAMB2_ITGA3",3.01864429023616e-16,3.96531116363733e-15
"LAMA5_ITGA3",1.30310431195692e-27,3.11786035287556e-26
"ADAM9_ITGA3",1.60925553599262e-22,3.01146274010148e-21
"LAMC1_ITGA3",4.05026170602341e-07,3.16989465950177e-06
"LAMB3_ITGA3",4.75974815117297e-12,4.95146388180273e-11
"COL18A1_ITGA3",1.08526232445172e-09,9.72005310284822e-09
"LAMB1_ITGA3",5.21804821573824e-15,6.44977122211923e-14
"LAMC2_ITGA3",2.1472138242654e-19,3.36098856240572e-18
"FN1_ITGA3",1.99840144432528e-15,2.51655607274817e-14
"APP_CD74",9.73132664286174e-32,2.96336316699946e-30
"SLPI_CD4",3.42625699880694e-46,2.5504272221769e-44
"IL16_CD4",9.42679117647557e-28,2.27171894421962e-26
"CALM1_SCTR",6.21315572616587e-47,4.84004385348277e-45
"CALM2_KCNQ1",5.14343461400478e-30,1.44781067734286e-28
"CALM1_KCNQ1",1.18542753485795e-29,3.281671865107e-28
"CALM3_KCNQ1",7.64917021944811e-07,5.90921325777201e-06
"LTB_TNFRSF1A",2.04112199808648e-07,1.61634516800526e-06
"LAMC3_ITGB4",1.42639043817522e-58,2.38898782535687e-56
"LAMB2_ITGB4",1.23192990593056e-17,1.72660745008943e-16
"LAMA5_ITGB4",5.79293588678899e-26,1.30232076981769e-24
"LAMC1_ITGB4",7.51862011592666e-21,1.29820095924439e-19
"LAMB3_ITGB4",1.33650861131196e-26,3.10895748092489e-25
"LAMB1_ITGB4",5.39043292157706e-17,7.25153274270266e-16
"LAMC2_ITGB4",6.26586825887341e-24,1.23463291636364e-22
"HBEGF_CD82",1.85168060884422e-08,1.57425604657225e-07
"LTB_LTBR",9.69399671646443e-10,8.77084024204279e-09
"CD55_ADGRE5",5.75095526755831e-14,6.85550075428676e-13
"AGRN_LRP1",6.22781811742163e-50,5.79480642687103e-48
"GPC3_LRP1",8.20130838862937e-56,1.09887589641994e-53
"PDGFB_LRP1",3.93018950717305e-14,4.75268724497109e-13
"A2M_LRP1",2.31825442820188e-06,1.7411322212867e-05
"SERPINA1_LRP1",2.26489049832563e-61,6.32224726303832e-59
"HSPG2_LRP1",3.64431446331359e-06,2.70074091062028e-05
"APOE_LRP1",1.97427076240225e-42,1.29670758484498e-40
"HSP90B1_LRP1",2.73753843349489e-06,2.04229934211294e-05
"MDK_LRP1",6.47260023356466e-14,7.63424261834195e-13
"PLAU_LRP1",1.0159363400389e-17,1.42986505223956e-16
"LRPAP1_LRP1",1.37887996594394e-59,2.88676873027377e-57
"C3_LRP1",5.84102441382107e-63,1.95656614609424e-60
"THBS1_LRP1",5.58254554548169e-19,8.49992526954806e-18
"HSP90AA1_LRP1",1.30310700785646e-47,1.09125338111804e-45
"CALR_LRP1",4.82524929867662e-28,1.17124077472057e-26
"C1QB_LRP1",7.85460058651679e-63,2.39186648684226e-60
"VWF_LRP1",1.84262793774436e-51,1.87037730879896e-49
"APP_LRP1",4.55191440096314e-15,5.66822811428986e-14
"PSAP_LRP1",1.09913619057217e-66,5.84416510854269e-64
"COL4A2_CD93",1.25899290992493e-13,1.46432106483034e-12
"COL1A2_CD93",9.60137624961277e-09,8.24658984758744e-08
"COL4A1_CD93",2.43360886997834e-13,2.73552084722114e-12
"C1QA_CD93",3.08973502464386e-18,4.53933152676506e-17
"HLA-B_CANX",2.16307531901716e-05,0.000158201893528158
"GSTP1_TRAF2",1.24986601512944e-07,1.00159625248063e-06
"S100A9_CD68",1.38322601852536e-05,0.000101832701700298
"AFDN_NECTIN2",4.90744011286441e-26,1.11070520323591e-24
"LRPAP1_SORT1",6.50824229970636e-20,1.07392311108865e-18
"PSAP_SORT1",1.85685541458946e-22,3.45550158574253e-21
"PSEN1_NOTCH2",1.32651510542647e-06,1.00696876599398e-05
"ADAM10_NOTCH2",3.53175853670473e-19,5.4517606801141e-18
"APP_NOTCH2",3.87853416050632e-10,3.64941402055719e-09
"JAG2_NOTCH2",0.000276497014616961,0.00192553263397379
"PDGFB_PDGFRA",5.00166661056539e-32,1.56580067444639e-30
"CD14_RIPK1",1.67177494608864e-19,2.65399970612524e-18
"CALR_HLA-F",1.41553435639707e-13,1.61956654529369e-12
"B2M_HLA-F",1.32338584535319e-13,1.52334758896221e-12
"PLAU_ITGAV",1.06543662781178e-11,1.09475146797163e-10
"SPP1_ITGAV",9.16136803437195e-25,1.90607492200678e-23
"NID1_ITGAV",4.12273323116906e-17,5.61207846302137e-16
"PDGFB_ITGAV",1.67676983409137e-12,1.7830700764632e-11
"CALR_ITGAV",1.246177801284e-06,9.48708622006391e-06
"FGG_ITGAV",1.0414267386701e-20,1.76185047171408e-19
"FGA_ITGAV",6.98474226235035e-08,5.63777580966029e-07
"MFGE8_ITGAV",1.93615123933455e-11,1.95937155102063e-10
"FGB_ITGAV",1.83981314159371e-21,3.24358758160719e-20
"FBN1_ITGAV",0.0109803240098928,0.0746059989138083
"AZGP1_ITGAV",0.00258166840259744,0.0176126409051084
"ADAM9_ITGAV",0.0601176294846827,0.407643396837375
"VEGFA_ITGAV",8.06760696128173e-05,0.00057620550430162
"ADAM15_ITGAV",0.00140861875600362,0.00968880061963972
"COL1A2_ITGAV",1.22442556178792e-16,1.63404562840163e-15
"COL4A1_ITGAV",3.46289740216221e-07,2.72442791876085e-06
"FN1_ITGAV",7.90918601645263e-05,0.000567309978619683
"SAA1_SCARB1",3.99110612336884e-08,3.27671467400223e-07
"PDGFB_PDGFRB",6.53055673196645e-35,2.43059841555633e-33
"MFGE8_PDGFRB",3.50116063753812e-27,8.2590330897153e-26
"CALM1_KCNN4",5.53617316096212e-37,2.50601380535503e-35
"PSEN1_NOTCH3",2.92999989848722e-22,5.4224373600434e-21
"THBS2_NOTCH3",6.95175560637091e-23,1.31560871809667e-21
"SCGB3A1_NOTCH3",2.07579756915455e-38,1.06973734063137e-36
"JAG2_NOTCH3",4.13823523570384e-17,5.61207846302137e-16
"APP_APLP2",2.24145213501004e-09,1.98105153096279e-08
"HLA-A_APLP2",4.44089209850063e-16,5.74349133720303e-15
"GPC3_CD81",2.22283869517304e-68,1.86145898008615e-65
"CD99_CD81",1.89533448162132e-60,4.53485433319664e-58
"AFDN_NECTIN1",5.00678054571324e-08,4.08058329668271e-07
"BMP2_GPC1",2.53077993989468e-23,4.84419757592593e-22
"APP_GPC1",5.16753417834082e-10,4.75540475183944e-09
"COL18A1_GPC1",5.20414822346993e-11,5.15749090257982e-10
"VEGFA_GPC1",3.13279766388742e-22,5.73438397314836e-21
"NLGN2_NRXN2",8.2774365139926e-10,7.59641193347733e-09
"AFDN_NRXN2",9.19451292880069e-10,8.34656682789535e-09
"GPC3_IGF1R",6.06181771445335e-14,7.20044400673075e-13
"INS_IGF1R",3.56989607510367e-22,6.49895101661858e-21
"GNAI2_IGF1R",3.82839658510928e-25,8.16813263155252e-24
"S100A4_ERBB2",4.58066745028858e-18,6.67123809916066e-17
"SEMA4D_ERBB2",3.71041354394878e-51,3.65551788309088e-49
"HLA-A_ERBB2",4.10782519111308e-15,5.13431692951647e-14
"HSP90B1_ERBB2",6.96144253353737e-11,6.85844781775263e-10
"HSP90AA1_ERBB2",1.02821277284271e-36,4.47298851093959e-35
"PSEN1_NOTCH1",1.58060114996417e-07,1.2576092152716e-06
"MFAP2_NOTCH1",4.3002801319858e-10,4.01243317350203e-09
"JAG2_NOTCH1",2.75096407875708e-08,2.29226265885752e-07
"PLAU_ST14",3.75718194462985e-44,2.67774910000044e-42
"SPINT1_ST14",3.48977407737549e-24,6.9998116538584e-23
"GNAI2_ADRA2A",2.93121288073499e-33,9.72146014314079e-32
"AGT_ADRA2A",1.28106311114706e-07,1.02414633691274e-06
"SAA1_ADRA2A",4.08729212697523e-08,3.34747917591705e-07
"CXCL2_ADRA2A",2.00696219598182e-33,6.72271507692637e-32
"APP_ADRA2A",5.36599101070723e-21,9.31318317921548e-20
"CXCL1_ADRA2A",9.08036312807781e-09,7.8191425088881e-08
"PPY_ADRA2A",6.61838996940389e-08,5.36794200109166e-07
"CXCL16_ADRA2A",6.83692129228998e-24,1.33927568202737e-22
"ANXA1_ADRA2A",1.82035400014833e-32,5.75248507450984e-31
"COL6A1_ITGA1",1.27375887615244e-12,1.36316491317397e-11
"COL5A1_ITGA1",8.82627304576999e-13,9.63040377676538e-12
"COL6A2_ITGA1",2.01488022176472e-17,2.80051371928062e-16
"COL6A3_ITGA1",4.71569739268224e-30,1.33865737369267e-28
"COL5A2_ITGA1",1.70783947898215e-19,2.69846445023962e-18
"COL1A2_ITGA1",1.77635683940025e-15,2.24538000956314e-14
"COL4A1_ITGA1",2.95230506708322e-12,3.10985131324496e-11
"FBN1_ITGB6",2.50424695424911e-08,2.11296430672563e-07
"FN1_ITGB6",1.53182355688841e-10,1.49161181489352e-09
"CSF1_CSF1R",2.26534313303217e-18,3.37253906876721e-17
"GNAS_PTGIR",9.03743524460765e-10,8.24868364052752e-09
"FGF19_FGFR4",8.09495565355714e-27,1.89619915957324e-25
"PLAU_ITGA5",1.98321366568118e-40,1.16546749091865e-38
"SPP1_ITGA5",2.73123286553692e-27,6.48851227273e-26
"FGG_ITGA5",1.74039447878879e-25,3.78558053047832e-24
"FGA_ITGA5",5.50137501676202e-29,1.4175337633341e-27
"FGB_ITGA5",1.29735684925236e-28,3.24309868353266e-27
"FBN1_ITGA5",4.44089209850063e-16,5.74349133720303e-15
"COL18A1_ITGA5",6.47620935525506e-05,0.000465522285405241
"ADAM15_ITGA5",4.88498130835069e-15,6.06044697025608e-14
