"","combinedPval","adjustedPval"
"SEMA3F_PLXNA3",3.11646264350429e-11,3.13489648752955e-10
"SEMA3F_PLXNA1",0.000139799690857867,0.000983795363909833
"SEMA3F_NRP2",2.45071740678782e-10,2.34547443934124e-09
"DCN_MET",2.52584586579729e-09,2.22068716668942e-08
"GRN_TNFRSF1A",5.24736380516166e-53,6.06106150048408e-51
"GRN_SORT1",4.12533097181432e-20,6.87492956752156e-19
"GRN_TNFRSF1B",3.64205216197456e-37,1.71827759044887e-35
"ICAM3_ITGB2",0.000207833181074979,0.00145643967685314
"EFNB1_EPHB6",0.000878824377179566,0.006069681041845
"EFNB1_EPHB4",8.28594619584067e-07,6.38055365798358e-06
"EFNB1_ERBB2",2.63607414785483e-08,2.20751236036734e-07
"EFNB1_EPHB3",9.71425717644081e-10,8.77084024204279e-09
"SEMA4G_PLXNB2",7.48402544317646e-20,1.22888318336987e-18
"VCL_ITGB5",9.99272205229327e-37,4.40428818863557e-35
"EFNA2_EPHA2",4.58494575639179e-10,4.25434311823434e-09
"LGALS1_ITGB1",1.22127932152356e-66,5.84416510854269e-64
"TIMP1_CD63",1.52163762574699e-42,1.01940497222204e-40
"MMP2_PECAM1",4.31215117232104e-57,6.28017368698443e-55
"MMP2_FGFR1",1.19814430299463e-47,1.02908212199462e-45
"PLAT_LRP1",2.141201026136e-19,3.36098856240572e-18
"PLAT_ITGB2",3.39981003354417e-05,0.000247572460474725
"TGFB1_ENG",1.06035194855647e-59,2.36790510078061e-57
"TGFB1_SMAD3",8.43769498715119e-15,1.03530113078301e-13
"TGFB1_ACVRL1",1.05037904421269e-32,3.38312638870612e-31
"TGFB1_ITGB6",4.65205483674099e-18,6.71679902424902e-17
"TGFB1_ITGAV",1.91318492137383e-36,8.01274717565366e-35
"TGFB1_ITGB1",7.3985163829305e-35,2.72338324235302e-33
"TGFB1_CXCR4",1.12927252460929e-40,7.00503831883903e-39
"TGFB1_ITGB5",7.40791848370632e-41,4.68193994214684e-39
"COMP_ITGB1",8.41793301731286e-12,8.67616131106743e-11
"LAMB1_ITGA7",2.22488694134881e-13,2.5093255637176e-12
"LAMB1_ITGAV",8.9967340877406e-05,0.000639837206393437
"LAMB1_ITGB1",1.91366499796382e-36,8.01274717565366e-35
"LAMB1_ITGA6",3.4056204079036e-08,2.80980201352355e-07
"LAMB1_ITGA1",7.83817455385361e-13,8.58023173997485e-12
"LAMB1_ITGA2",3.41279218302431e-18,4.9920608942814e-17
"PDAP1_PDGFRB",2.07566166865373e-57,3.16038067664342e-55
"SERPINE1_PLAUR",2.21164041575711e-16,2.91666341666489e-15
"SERPINE1_ITGAV",0.000117072440196653,0.000827335847655783
"SERPINE1_LRP1",3.52654622504112e-07,2.7664779886526e-06
"SERPINE1_ITGB5",1.7001340335554e-09,1.51461003397108e-08
"COL1A1_ITGA5",4.56788051828028e-10,4.25028202260157e-09
"COL1A1_CD93",9.59301605640839e-05,0.000680798650258545
"COL1A1_ITGA1",1.31894495325469e-13,1.52334758896221e-12
"COL1A1_CD44",3.02237044680354e-06,2.2447948918924e-05
"COL1A1_ITGAV",2.60455701450724e-09,2.27793122640132e-08
"COL1A1_ITGB1",4.8536327312303e-38,2.46336342236567e-36
"COL1A1_ITGA11",1.43917293713436e-05,0.000105719147983476
"COL1A1_ITGA2",3.72081316486741e-35,1.43259728512874e-33
"COL1A1_DDR1",1.87797574762323e-26,4.3383790129304e-25
"LAMA4_ITGA6",2.19300843973258e-06,1.65076710240769e-05
"LAMA4_ITGAV",8.37626142611292e-05,0.000596977384265376
"LAMA4_ITGB1",1.68349751535366e-25,3.68575583923544e-24
"HBEGF_CD44",1.18810616900333e-09,1.06127881848357e-08
"HBEGF_CD9",8.00721479922392e-20,1.30837769330707e-18
"HBEGF_ERBB2",5.61772850460329e-14,6.72060280094469e-13
"LTF_LRP1",1.39931074828395e-81,2.34363344850937e-78
"LTF_TFRC",1.56927788230064e-40,9.38679514558972e-39
"CD160_TNFRSF14",8.46677218476046e-53,9.45370688983744e-51
"FGF23_FGFR4",1.92362986076178e-23,3.74626570389433e-22
"FGF23_FGFR1",2.60866131240876e-30,7.53295237166992e-29
"FGF23_FGFR3",1.09387221093038e-28,2.75499275988238e-27
"TGFB3_ENG",1.1666576423143e-48,1.05620256908817e-46
"TGFB3_ITGB1",3.21803607211581e-59,5.98858083553662e-57
"TGFB3_ACVRL1",1.76118612984087e-47,1.43888774300706e-45
"TGFB3_ITGB6",3.11648483341845e-31,9.32078538657178e-30
"TGFB3_ITGB5",2.08791535451632e-43,1.4273231882347e-41
"TNFSF10_RIPK1",0.000107091720012664,0.000758403391493548
"TNFSF10_TNFRSF10B",0.00028947396964818,0.00201172212277791
"INHBA_ENG",2.86888793205126e-28,7.06610665898711e-27
"INHBA_SMAD3",5.31201353955756e-19,8.12494765629326e-18
"C3_CD46",1.38500108430608e-40,8.43515247224297e-39
"C3_ITGAX",1.14926444326818e-43,8.02018241757275e-42
"C3_ADRA2A",9.61829943010662e-36,3.88173348567321e-34
"C3_ITGB2",9.11361278817234e-26,2.0084105686465e-24
"C3_CD81",1.04725210636296e-67,7.01595430036979e-65
"LIF_IL6ST",2.65595537378319e-39,1.50790602078529e-37
"APOE_LDLR",1.2481890888059e-29,3.39923182149264e-28
"APOE_LRP5",6.45967364959174e-22,1.16961885933147e-20
"APOE_LSR",1.87308497849824e-44,1.36397108141258e-42
"APOE_SCARB1",9.65005853004186e-13,1.04610910324182e-11
"APOE_LRP8",6.05826500077455e-12,6.28277138852323e-11
"LAMA5_SDC1",1.70294189276347e-29,4.60027355246697e-28
"LAMA5_ITGA6",4.69551304323355e-25,9.95477566866369e-24
"LAMA5_BCAM",1.29674049276218e-13,1.50300609982696e-12
"LAMA5_ITGB1",2.11930338417736e-59,4.1758964755775e-57
"LAMA5_ITGA2",1.54187680045347e-32,4.91887615446854e-31
"JAG1_CD46",1.19015908239817e-13,1.39394133111167e-12
"JAG1_NOTCH4",0.00114659085781654,0.00790274045163556
"JAG1_NOTCH1",3.51335620919778e-20,5.88433922808198e-19
"JAG1_NOTCH2",2.42177419207401e-06,1.81076105818075e-05
"JAG1_NOTCH3",1.77635683940025e-15,2.24538000956314e-14
"LAMC1_ITGA6",7.06059808286419e-07,5.47473694862732e-06
"LAMC1_ITGA1",9.37322714111843e-07,7.16837215539907e-06
"LAMC1_ITGA7",1.77635683940025e-15,2.24538000956314e-14
