"","gene_name","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"SEMA3F_PLXNA3","SEMA3F_PLXNA3",6.60924650602107,6.60924650602107e-08,15.8507697424657,-1471.93627804166,0.269,2.36340418897497,6.46924162369645,1.08777224676907,0.99999999,-1792.08027002102,640.287983958712,425,0,0
"SEMA3F_PLXNA1","SEMA3F_PLXNA1",4.38108676043231,4.38108676043231e-08,15.6033755293851,-1310.3355057968,0.880000000000001,1.30114292466916,4.38612165878766,1.60866614648423,0.99999999,-1644.01852660346,667.366041613329,405,0,0
"SEMA3F_NRP2","SEMA3F_NRP2",2.17141085782576,2.17141085782577e-08,20.7598990938473,-1128.93574852849,0.227,0.572031009649918,2.06247226815082,2.57603304706349,0.99999999,-1356.53878881271,455.20608056845,492,0,0
"DCN_MET","DCN_MET",1.23356397439381,1.23356397439381e-08,18.5109508044902,-879.943477999806,0.212000000000003,0.405210862106903,1.22614821998627,2.74094146040024,0.99999999,-1158.40824807846,556.929540157314,470,0,0
"GRN_TNFRSF1A","GRN_TNFRSF1A",9.72632741075701,0.384876960534452,3.53075103121771,-1249.19535465632,0.257999999999999,2.98176141264594,10.3315682750251,1.04592742876084,0.961935596749758,-1970.44359189019,1442.49647446774,23,0,0
"GRN_SORT1","GRN_SORT1",6.03347715117724,0.0514133430975101,8.19472865614935,-1234.42583177904,0.311,1.19678671640267,4.80523500072488,2.0524239604033,0.991550654338663,-1678.78880041023,888.725937262379,224,0,0
"GRN_TNFRSF1B","GRN_TNFRSF1B",8.87452878401097,8.87452878401097e-08,5.04066452264301,-1187.47025340032,0.204999999999998,1.25413402167082,5.34516339597013,2.37535596857495,0.99999999,-1719.36002931991,1063.77955183917,132,0,0
"ICAM3_ITGB2","ICAM3_ITGB2",3.8804856270783,3.8804856270783e-08,10.8323055563104,-1144.21575314433,0.276,0.782277775488064,3.67995503307342,2.51815261550948,0.99999999,-1577.13593693989,865.840367591121,234,0,0
"EFNB1_EPHB6","EFNB1_EPHB6",5.33795862890141,0.175780318817835,9.3416600442762,-1274.56464810698,0.296000000000003,1.47107882449782,5.04737055431639,1.57054960422753,0.968119579021682,-1697.51932299722,845.909349780482,246,0,0
"EFNB1_EPHB4","EFNB1_EPHB4",3.74096501801678,0.435187094608875,10.893039554184,-1286.73394312409,0.291999999999998,1.2313168229787,4.0392783967291,1.57080404316957,0.895792326794519,-1612.63200330444,651.796120360696,415,0,0
