,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
449,0.9201354854854569,4,CD99_CD81,5.18771278254663,0.06435579821661404,-83.86547242271406,4.23731449621475,6.24546967411019,SE,64,0.0002901953376343859,0.0453686341291341,0.001116037368774414,184.3664771788668,-148.74913482022788,64.88366239751382,7.771561172376096e-16,0.0
462,0.8739357615528689,4,CALM1_AQP1,5.18771278254663,0.10695423817638107,-89.42739513223437,-7.87941273322004,9.124729182945293,SE,64,0.0006936291767825379,0.0518723563067585,0.0015654563903808594,195.4903225979074,-145.97729136065325,56.54989622841889,5.484501741648273e-14,0.0
489,0.7895244362984989,4,SEMA4D_PLXNB1,8.313868603102732,0.13870371629225084,-74.53125693906442,15.100890083532978,14.094652310264555,SE,64,0.001260841627219146,0.04607112074589004,0.0015392303466796875,165.69804621156752,-129.3360370576251,54.804780118560686,1.3311574065255627e-13,0.0
430,0.8537618498312296,4,CALM1_SCTR,5.18771278254663,0.127001703252326,-91.28693175585259,-8.990869236984715,10.37421821037936,SE,64,0.0008282180652223359,0.04961166645632404,0.0011296272277832031,199.20939584514386,-144.7661667518614,53.4792349960088,2.6134649999676185e-13,0.0
415,0.8514912489258804,4,ACTR2_LDLR,5.18771278254663,0.12931754819761943,-97.66389049801344,-18.1321983910134,31.59294548209438,SE,64,0.0005693087815487127,0.03334622823731498,0.0013170242309570312,211.96331332946556,-148.83494185355613,51.17105135554269,8.465450562766819e-13,0.0
474,0.8137835908724927,4,SEMA7A_ITGB1,8.313868603102732,0.119058665808534,-82.97912358243362,-9.209142617020088,8.239221022858711,SE,64,0.001959451863599673,0.08379295907088652,0.0013210773468017578,182.5937794983059,-133.3063748521947,50.32725126976108,1.301292407163146e-12,0.0
493,0.8314625166790295,4,SEMA4D_PLXNB2,13.323870084366236,0.05912414535037566,-84.40486982502284,16.666813962210185,19.30768926361502,SE,64,0.0024233523738319543,0.11862452321176556,0.0015163421630859375,185.44527198348436,-134.1200379233426,49.715168098319765,1.7776891070298007e-12,0.0
340,0.9112325509229354,4,GNAI2_ADRA2A,3.2370446538154347,0.08617898797235006,-88.68228594466464,5.213867509766878,6.77685397200809,SE,64,0.0003745153742824002,0.04904819628680777,0.0013279914855957031,194.00010422276796,-137.94384160503984,49.261555660375194,2.2400969967861784e-12,0.0
377,0.8708591863576208,4,MMP2_FGFR1,5.18771278254663,0.10995150696216138,-80.90447691239129,0.5638565438894145,2.984763337598704,SE,64,0.0011157771766204811,0.08043306515321628,0.0013294219970703125,178.44448615822125,-128.36204036715137,47.45756345476008,5.62072610676978e-12,0.0
388,0.8033532018753454,4,CD160_TNFRSF14,5.18771278254663,0.18149553929251333,-91.18981389652319,-17.621522158348466,27.901136445305987,SE,64,0.0011792936209723693,0.04696353195799117,0.001356363296508789,199.01516012648506,-138.58649796660447,47.39668407008128,5.7980287238024175e-12,0.0
390,0.8784177657826089,4,TGFB3_ITGB1,5.18771278254663,0.1026253412472928,-78.15639366904455,-20.25231704409628,37.207608691430515,SE,64,0.0018569850694632752,0.14681534930594325,0.0013413429260253906,172.94831967152777,-124.07551760042092,45.919123931376376,1.2323697617944163e-11,0.0
472,0.7362378879399017,4,CDH1_ERBB3,8.313868603102732,0.18640014282947495,-87.12488659477482,4.037179577275376,3.8871029530863206,SE,64,0.0027294416920433055,0.0768460607922982,0.001321554183959961,190.88530552298832,-132.57815052216273,45.45326392738791,1.5632495298234517e-11,0.0
342,0.9148932181181131,4,ANXA1_ADRA2A,3.2370446538154347,0.08229446683374664,-92.6491658818089,2.9844762870248784,4.416716879344028,SE,64,0.000452611753173072,0.06358422150623443,0.0013475418090820312,201.93386409705647,-137.7551771901463,45.1060113083374,1.8665180512300594e-11,0.0
293,0.9178777132033191,4,ADAM12_SDC4,3.2370446538154347,0.07915039463787348,-78.36212782888975,-37.10157224400828,211.8980685082854,SE,64,0.0003375229348045949,0.05034305961735561,0.0015330314636230469,173.35978799121818,-122.79724622320425,44.4351183943145,2.629285678068527e-11,0.0
469,0.8398078862312992,4,LTF_LRP1,8.313868603102732,0.09924603739498654,-87.72591055674536,-7.461508281051674,8.171368556138152,SE,64,0.0016739166578566395,0.08796884005401637,0.0013196468353271484,192.0873534469294,-131.92682898612716,44.2009184293818,2.963418399559714e-11,0.0
419,0.8212663656595236,4,HSP90AA1_CFTR,5.18771278254663,0.1613644471832115,-87.10981132446398,-11.084261292655484,12.721242866111623,SE,64,0.0008543722223539763,0.03859536077914447,0.0013301372528076172,190.85515498236663,-130.93428678073536,43.82447545627139,3.591849040418538e-11,0.0
228,0.8658332887619381,4,LAMA5_SDC1,3.2370446538154347,0.13708419002157876,-95.82779969634024,-47.73037354461064,341.24928674703096,SE,64,0.0005140563183140864,0.03498162042242868,0.0016491413116455078,208.29113172611915,-138.40376473687016,42.57596504052992,6.79897249611372e-11,0.0
461,0.7441479050039294,4,CALM1_INSR,5.18771278254663,0.2549266970959683,-97.53196824281156,-5.724943856537784,5.264591669728333,SE,64,0.0015590166739390206,0.045352130983200956,0.0013225078582763672,211.6994688190618,-139.20540481444618,41.673436571634625,1.0786460613587678e-10,0.0
404,0.8225044206151658,4,VCAN_CD44,5.18771278254663,0.16000549789583485,-91.17055196934108,2.7861330824101023,3.7445588440728153,SE,64,0.0021650142473089574,0.09872543347822625,0.0012247562408447266,198.97663627212083,-132.5522697811171,41.38171781177603,1.2522305414819357e-10,0.0
397,0.8617168353624733,4,C3_CD81,5.18771278254663,0.11898448554846731,-102.21677549825611,-4.447361849420363,7.085627605943767,SE,64,0.0011861184938169694,0.07715302270718084,0.0011794567108154297,221.0690833299509,-143.08893864705615,40.87216314880004,1.6251966439284615e-10,0.0
424,0.7996322105014961,4,LAMA5_ITGA3,5.18771278254663,0.1857903839428047,-95.93443197321645,-38.17508148159789,120.66699907278854,SE,64,0.0013064551352503287,0.05079121744671275,0.0011281967163085938,208.50439627987157,-136.72073096059847,40.786298987382025,1.6981949180205902e-10,0.0
375,0.8604208747242628,4,LGALS1_ITGB1,5.18771278254663,0.12028047629321614,-88.40981441885063,-5.329858175040371,5.8651405355237864,SE,64,0.0012037975643820979,0.07722620086967766,0.0013287067413330078,193.45516117113993,-128.23278150448894,39.82296708563831,2.780561336734877e-10,0.0
392,0.8474193771071427,4,TGFB3_ITGB5,5.18771278254663,0.13350163922148953,-90.3906534093597,-32.55070337039275,90.76182141259454,SE,64,0.001586211384926844,0.0893482934104685,0.0013248920440673828,197.41683915215808,-129.91389245661918,39.52323904725948,3.241785728747004e-10,0.0
341,0.8917454590696198,4,CXCL2_ADRA2A,3.2370446538154347,0.10739451260419988,-90.05174119203767,-7.536317445396224,11.029819516301076,SE,64,0.0009075109714771036,0.08607211363594391,0.0013096332550048828,196.739014717514,-129.53238843290157,39.4806472408639,3.313267438187495e-10,0.0
389,0.8607537934618973,4,TGFB3_ENG,5.18771278254663,0.1199471773315713,-95.46747657001788,-31.96590058987766,89.15138910000356,SE,64,0.0012639992532819048,0.08137590230554112,0.001316070556640625,207.57048547347443,-134.88170654518336,39.41422997516548,3.4278979654800423e-10,0.0
422,0.8158582205020557,4,NID1_ITGA3,5.18771278254663,0.1673490483666796,-75.60990120126216,-25.836487909715352,56.03054771489907,SE,64,0.001223947806652196,0.053124722743727266,0.0013196468353271484,167.855334735963,-114.79781486371135,39.18791366244919,3.849156549051713e-10,0.0
431,0.7180447635684176,4,CALM1_KCNQ1,5.18771278254663,0.2911482944726501,-101.18764062737257,-17.898660627565203,27.685082799948972,SE,64,0.0019317083798237199,0.0507811447846123,0.0013422966003417969,219.01081358818382,-140.26926561701129,39.08162498963871,4.064515390922452e-10,0.0
272,0.8959114808253076,4,COL1A2_ITGA11,3.2370446538154347,0.10278141758369318,-101.08550606578402,22.68835701977515,81.19463828453107,SE,64,0.0007914872169167953,0.0799256522094139,0.0014088153839111328,218.8065444650067,-140.1104539072012,39.02494784141717,4.1842418418980287e-10,0.0
402,0.7356820558137771,4,CDH1_PTPRF,5.18771278254663,0.2663925589854601,-94.41112847884371,11.38382641386051,12.524090886410859,SE,64,0.0017372040042017262,0.04880119740970024,0.0011322498321533203,205.4577892911261,-133.3825400471566,38.97141156831289,4.3005743410873265e-10,0.0
475,0.7362534628711399,4,VCAN_ITGB1,8.313868603102732,0.18638519312469207,-91.77412819543082,-5.64369584796113,5.133367750340084,SE,64,0.003344607186444433,0.09417163062282329,0.0012366771697998047,200.1837887243003,-130.63176485857352,38.8576366631427,4.558670108067986e-10,0.0
483,0.728857612266878,4,SEMA4D_ERBB2,8.313868603102732,0.1935560338723491,-98.22707856835474,17.182323050134034,18.680637901211952,SE,64,0.00367251295491042,0.10045284123574308,0.001405954360961914,213.08968947014816,-136.77390020508983,38.54682163673509,5.345575093684829e-10,0.0
265,0.9100831311656965,4,FGF19_FGFR1,3.2370446538154347,0.08740514260510417,-92.80350659153423,11.87100065584427,24.390061810948808,SE,64,0.0005170543472086976,0.06628715051153437,0.0013828277587890625,202.24254551650714,-131.2863005047217,38.48279391318748,5.523853596756112e-10,0.0
434,0.8216199866391707,4,LAMA5_ITGB4,5.18771278254663,0.16097587778407335,-97.90495785441765,-55.44225516698581,253.9667463708857,SE,64,0.00182340209590605,0.08259080566609407,0.0011470317840576172,212.44544804227397,-135.61641025431962,37.71145239990197,8.202160062253938e-10,0.0
229,0.8789818969003231,4,LAMA5_ITGA6,3.2370446538154347,0.12179999931498144,-82.83604536937054,-22.811318753061663,79.67845034725545,SE,64,0.0004644464919991366,0.03698446824365485,0.0019197463989257812,182.30762307217975,-120.33932281440156,37.50327744503102,9.125951105914965e-10,0.0
236,0.9025951401423401,4,MMP7_SDC1,3.2370446538154347,0.09546946970275381,-78.2047105186854,-13.107433792560181,27.80675134518647,SE,64,0.00030341747529578634,0.03411045353870394,0.0011126995086669922,173.04495337080948,-115.61368594245555,37.408975423770144,9.578032811319304e-10,0.0
468,0.7481123126265523,4,CXCL17_GPR35,5.18771278254663,0.24964664944809212,-104.56088811643913,15.76948780234483,23.008578431456314,SE,64,0.002521885076368878,0.07462670425279827,0.00113677978515625,225.75730856631694,-141.35370610682367,36.792817990384535,1.313733233310188e-09,0.0
482,0.6629041348616388,4,CALM1_KCNN4,8.313868603102732,0.26457858515402544,-100.14238186760993,-4.190668401876681,4.283727249417545,SE,64,0.004671955140045993,0.10461879480423132,0.0011303424835205078,216.92029606865853,-136.81780526873473,36.6754234011248,1.3952743405099e-09,0.0
266,0.9238322479069115,4,FGF19_FGFR3,3.2370446538154347,0.07293817556008937,-101.69216173241816,20.763915275930355,70.24953105513168,SE,64,0.0006905217844937365,0.11700253140194111,0.001409292221069336,220.019855798275,-138.2138318039516,36.521670071533435,1.5097839645150657e-09,0.0
391,0.793508557174422,4,TGFB3_ACVRL1,5.18771278254663,0.19294611990228988,-94.89151544131802,-41.99716055031545,144.79074267130366,SE,64,0.002434421171906163,0.09110301300795563,0.0013225078582763672,206.41856321607472,-131.21152166774192,36.3200062264239,1.6743625375070792e-09,0.0
283,0.899706035532682,4,AGTRAP_RACK1,3.2370446538154347,0.09861683040333744,-93.19515928098497,28.888420536670594,128.92004052277713,SE,64,0.0006138731202228586,0.06581362014707196,0.0015337467193603516,203.0258508954086,-128.94840732555167,35.7532480445667,2.239582741481172e-09,0.0
454,0.779167233103822,4,HSP90AA1_ERBB2,5.18771278254663,0.21014469866771757,-90.9937554323144,-6.975203424573212,6.416817394143681,SE,64,0.0015373393156895368,0.05296373550658946,0.0013442039489746094,198.62304319806748,-125.48895362000187,34.495198187687464,4.27304158723274e-09,0.0
405,0.8675058988634948,4,TIMP3_CD44,5.18771278254663,0.11324256863177942,-101.60868816973212,14.915969350716484,24.056613448217522,SE,64,0.001560586732345018,0.10822039691173976,0.001634359359741211,219.8529086729029,-136.05974712490487,34.451058955172755,4.371049078244482e-09,0.0
399,0.765594585474572,4,LAMA5_ITGB1,5.18771278254663,0.2270149147555959,-99.94243302857673,-18.242266760836888,29.590605953050854,SE,64,0.0024643045148545527,0.07910720430588722,0.001130819320678711,216.52039839059213,-134.04900774691308,34.10657471833635,5.217468124207869e-09,0.0
248,0.9440682653471323,4,LAMC2_COL17A1,3.2370446538154347,0.05241212458465196,-94.78006897965611,24.897559376999666,99.96602934224545,SE,64,0.0004534840991521889,0.13166011462347801,0.0014331340789794922,206.1956702927509,-128.80081985999146,34.020750880335356,5.452743923051173e-09,0.0
470,0.6762223905166047,4,TGFB3_ITGB6,8.313868603102732,0.24912038006639456,-90.33332633671549,-13.613873099356304,11.572800041040491,SE,64,0.005649100242140283,0.13073452827856963,0.0011205673217773438,197.30218500686965,-124.09389186353249,33.760565526817004,6.2329602590338595e-09,0.0
488,0.7271526204083119,4,CD6_ALCAM,8.313868603102732,0.1952298433949037,-92.21069069083401,-0.20148306365094215,3.482321323476648,SE,64,0.005141698234660378,0.13973289158879748,0.0012340545654296875,201.0569137151067,-125.88349049051436,33.67279979968035,6.520610718041553e-09,0.0
418,0.8783065179242411,4,HSPA8_LDLR,5.18771278254663,0.10273225413203169,-78.10109738204447,-49.436302973283105,207.55127688524442,SE,64,0.0017144230446877,0.13535298047190578,0.0013086795806884766,172.83772709752762,-111.54629165536366,33.44519427331919,7.330067552935304e-09,0.0
465,0.7285791902929636,4,ALOX5AP_ALOX5,5.18771278254663,0.2762180049461629,-87.53621197216651,-3.735553630151469,2.939496518010614,SE,64,0.0028344243467092103,0.07744673003881582,0.0011420249938964844,191.7079562777717,-120.94957891567383,33.41336694350731,7.451009031989031e-09,0.0
394,0.8537521994713672,4,C3_ITGAX,5.18771278254663,0.12701151983963513,-87.99104153173994,8.743047627300397,9.649343791411862,SE,64,0.0014795817858713693,0.08862092235545942,0.0017938613891601562,192.61761539691855,-121.30895323719918,33.31791170545924,7.825850301124149e-09,0.0
254,0.8604801709628097,4,CALM2_AQP1,3.2370446538154347,0.1434405506603926,-104.99404403141946,3.4615673585410014,5.196077432905849,SE,64,0.0009701270803015898,0.06227494876604639,0.0014679431915283203,226.6236203962776,-138.21332211422686,33.21927808280739,8.23302526153924e-09,0.0
286,0.8722763259831787,4,HSP90AA1_FGFR3,3.2370446538154347,0.12953710659727707,-96.76975855445735,3.9762434452273694,5.145268445751466,SE,64,0.001762853753933236,0.12922886161484423,0.0013294219970703125,210.17504944235338,-129.89803266505425,33.12827411059689,8.627499603619526e-09,0.0
436,0.785336194426586,4,C3_LRP1,5.18771278254663,0.2026696958902418,-96.0761279943896,0.1757021746974425,3.0498986611259404,SE,64,0.001934601444996171,0.06899020085934995,0.0014259815216064453,208.78778832221786,-129.15621624055584,33.08008824616624,8.843979659722834e-09,0.0
487,0.7149697808656384,4,COL6A2_ITGA2,8.313868603102732,0.20742218877778557,-91.278555464779,-6.5026532732131965,5.2707523010773825,SE,64,0.005007673767600517,0.13023636569191832,0.0011279582977294922,199.19264326299668,-124.22061257130197,32.94205710652297,9.494686925570761e-09,0.0
395,0.8250351213073895,4,C3_ADRA2A,5.18771278254663,0.15724036689283294,-88.32245301650735,10.93833612523829,12.636060178079488,SE,64,0.0016526581054371959,0.07684591571460174,0.0011544227600097656,193.28043836645338,-121.25365637147172,32.93120335496437,9.547842960699882e-09,0.0
