,C,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
C3_CD81,0.049160447212730836,0.0,0.0004248094182808732,1.985884574583247e-158,0.000999000999000999,0.0012442407190843675,0.0,9.665082170683648e-157,0.000999000999000999
HMGB1_SDC1,0.07176780501953839,0.0,0.0004248094182808732,5.340370076016302e-161,0.000999000999000999,0.0011838518904671957,0.0,4.3969046959200886e-159,0.000999000999000999
AGTRAP_RACK1,0.0727239213517398,0.0,0.0004248094182808732,3.429228485926423e-160,0.000999000999000999,0.0011691901698548306,0.0,2.420055531496647e-158,0.000999000999000999
TIMP1_CD63,0.07892164550977887,0.0,0.0004248094182808732,1.1885727811114686e-159,0.000999000999000999,0.0011645500393754494,0.0,7.339436923363319e-158,0.000999000999000999
C3_LRP1,0.08028280269476529,0.0,0.0004248094182808732,3.4725660024430894e-146,0.000999000999000999,0.0012806389900011312,0.0,2.8590793420114772e-145,0.000999000999000999
ICAM1_MUC1,0.08037455676630673,0.0,0.0004248094182808732,1.970984021171182e-156,0.000999000999000999,0.0011752940609947322,0.0,6.491107376390426e-155,0.000999000999000999
HSP90AA1_CFTR,0.09009409082494621,0.0,0.0004248094182808732,7.873962056792576e-166,0.000999000999000999,0.001081097303036604,0.0,1.944868628027766e-163,0.000999000999000999
APP_CD74,0.0906745493312379,0.0,0.0004248094182808732,1.206730202321841e-165,0.000999000999000999,0.0010917747040666127,0.0,1.9870823998232982e-163,0.000999000999000999
THBS1_SDC4,0.09431592160918853,0.0,0.0004248094182808732,5.153325011566995e-156,0.000999000999000999,0.0011635491507072685,0.0,1.5910890973213097e-154,0.000999000999000999
VCAM1_EZR,0.09892472646009481,0.0,0.0004248094182808732,1.5945329974156627e-154,0.000999000999000999,0.0011600023741769932,0.0,3.7509490510635117e-153,0.000999000999000999
PSAP_LRP1,0.09926092712311148,0.0,0.0004248094182808732,8.657465942120813e-143,0.000999000999000999,0.0012552103260192564,0.0,5.483061763343182e-142,0.000999000999000999
ACTR2_LDLR,0.1031713770107511,0.0,0.0004248094182808732,5.787916799504714e-156,0.000999000999000999,0.001148646928841083,0.0,1.681900528797252e-154,0.000999000999000999
TIMP2_ITGA3,0.10442215100081466,0.0,0.0004248094182808732,8.263524033735218e-151,0.000999000999000999,0.0011928143094184285,0.0,1.0742581243855783e-149,0.000999000999000999
TGFB1_ENG,0.10924832730625414,0.0,0.0004248094182808732,1.416211129740985e-143,0.000999000999000999,0.001211582177512906,0.0,9.716781917945092e-143,0.000999000999000999
THBS1_SDC1,0.10925440783549006,0.0,0.0004248094182808732,3.037658761979323e-153,0.000999000999000999,0.0011492221176259143,0.0,5.7715516477607145e-152,0.000999000999000999
LAMC3_ITGB4,0.11188450183375762,0.0,0.0004248094182808732,5.7051617740818025e-148,0.000999000999000999,0.0011903770818272302,0.0,5.419903685377713e-147,0.000999000999000999
LAMC3_ITGA3,0.11293182803676732,0.0,0.0004248094182808732,8.370077914577149e-149,0.000999000999000999,0.00118482574750021,0.0,9.188485532891358e-148,0.000999000999000999
LTF_LRP1,0.1136815691024119,0.0,0.0004248094182808732,3.416476917091166e-157,0.000999000999000999,0.001092116674532082,0.0,1.4064496642025302e-155,0.000999000999000999
THBS1_ITGA3,0.11630769629526112,0.0,0.0004248094182808732,2.762828621537315e-153,0.000999000999000999,0.0011401381129541603,0.0,5.459349356157734e-152,0.000999000999000999
HSP90AA1_FGFR3,0.11899130596001922,0.0,0.0004248094182808732,1.6647006461694095e-162,0.000999000999000999,0.0010322028101638285,0.0,2.0559052980192207e-160,0.000999000999000999
FGF19_FGFR3,0.11935072344124416,0.0,0.0004248094182808732,2.7698178668007343e-166,0.000999000999000999,0.0010084981852807257,0.0,1.3682900261995627e-163,0.000999000999000999
MDK_SDC1,0.12175792137954926,0.0,0.0004248094182808732,2.1521438031886663e-158,0.000999000999000999,0.0010799830770079721,0.0,9.665082170683648e-157,0.000999000999000999
COL1A2_ITGA11,0.12344571086971677,0.0,0.0004248094182808732,1.0268540058334141e-161,0.000999000999000999,0.0010493300829576544,0.0,1.0145317577634131e-159,0.000999000999000999
CALM2_AQP1,0.12466715497359974,0.0,0.0004248094182808732,1.1128126672336654e-156,0.000999000999000999,0.0010659710866138302,0.0,3.926638982953077e-155,0.000999000999000999
LAMC2_ITGB4,0.12645842339022625,0.0,0.0004248094182808732,1.902365589217042e-148,0.000999000999000999,0.0011417234590303449,0.0,1.999507661857912e-147,0.000999000999000999
LAMC2_CD151,0.1284221318105626,0.0,0.0004248094182808732,3.2582568273164206e-148,0.000999000999000999,0.00114482856315716,0.0,3.2191577453886234e-147,0.000999000999000999
MDK_SDC4,0.13032315274077405,0.0,0.0004248094182808732,4.659332498075533e-152,0.000999000999000999,0.0011187586643422625,0.0,7.299223707763378e-151,0.000999000999000999
CALM1_AQP1,0.1307787950941317,0.0,0.0004248094182808732,6.267147818717268e-156,0.000999000999000999,0.0010395853319965782,0.0,1.7199839013590725e-154,0.000999000999000999
SERPINA1_LRP1,0.13127009191435177,0.0,0.0004248094182808732,2.7356866500875726e-154,0.000999000999000999,0.0010762091493578417,0.0,6.142860023378459e-153,0.000999000999000999
CALM1_SCTR,0.1314326038402999,0.0,0.0004248094182808732,1.2482239178821264e-149,0.000999000999000999,0.001122336856448537,0.0,1.5415565385844261e-148,0.000999000999000999
TIMP3_CD44,0.13333553310696844,0.0,0.0004248094182808732,7.681372474971976e-155,0.000999000999000999,0.0011239017740728545,0.0,1.9971568434927136e-153,0.000999000999000999
VIM_CD44,0.1387452246727072,0.0,0.0004248094182808732,3.2939724957907984e-153,0.000999000999000999,0.0011868673505898227,0.0,6.026749677483905e-152,0.000999000999000999
THBS1_LRP1,0.14031660496660706,0.0,0.0004248094182808732,2.5120818610690807e-147,0.000999000999000999,0.0011067718402239886,0.0,2.2980897025335663e-146,0.000999000999000999
SPINT1_ST14,0.14270069496086082,0.0,0.0004248094182808732,3.9120897000098425e-152,0.000999000999000999,0.0010740609421538482,0.0,6.441907706016208e-151,0.000999000999000999
MMP2_PECAM1,0.14357437121826014,0.0,0.0004248094182808732,4.9019634193624835e-136,0.000999000999000999,0.00116645790209654,0.0,1.7174254816773525e-135,0.000999000999000999
GRN_TNFRSF1A,0.14394431664780866,0.0,0.0004248094182808732,7.458663534048235e-152,0.000999000999000999,0.0010488993856345307,0.0,1.0836999370058318e-150,0.000999000999000999
VCL_ITGB5,0.14438564540272034,0.0,0.0004248094182808732,4.01384499183275e-153,0.000999000999000999,0.0010420303542165148,0.0,7.081569378447781e-152,0.000999000999000999
CD160_TNFRSF14,0.14470197515364627,0.0,0.0004248094182808732,2.099334898984953e-152,0.000999000999000999,0.0010426506735535513,0.0,3.576108414132989e-151,0.000999000999000999
PDAP1_PDGFRB,0.1456688132538599,0.0,0.0004248094182808732,5.001567395424737e-149,0.000999000999000999,0.0010623310886029656,0.0,5.6153961212268646e-148,0.000999000999000999
LRPAP1_LRP1,0.14597174097841584,0.0,0.0004248094182808732,8.93014743558683e-134,0.000999000999000999,0.0012081618908200286,0.0,2.6103507888638428e-133,0.000999000999000999
HSP90AA1_LRP1,0.14604673278320351,0.0,0.0004248094182808732,2.894716879084203e-148,0.000999000999000999,0.0010849183212755902,0.0,2.918347220954278e-147,0.000999000999000999
AGRN_LRP1,0.14736189314835843,0.0,0.0004248094182808732,2.9547391681242544e-133,0.000999000999000999,0.0012031984054580464,0.0,8.388742235938975e-133,0.000999000999000999
CD55_ADGRE5,0.14925009316999763,0.0,0.0004248094182808732,2.796008557592429e-149,0.000999000999000999,0.0010553656238917273,0.0,3.3688493352455116e-148,0.000999000999000999
SPP1_CD44,0.15008673567411882,0.0,0.0004248094182808732,1.74033898771518e-148,0.000999000999000999,0.001137721880597009,0.0,1.8689727389810844e-147,0.000999000999000999
CD99_CD81,0.1501835737361837,0.0,0.0004248094182808732,8.454967074467846e-157,0.000999000999000999,0.0010113063892575097,0.0,3.2128874882977816e-155,0.000999000999000999
MDK_TSPAN1,0.15089019909863474,0.0,0.0004248094182808732,1.5366375596361745e-153,0.000999000999000999,0.0010500787474765527,0.0,3.3004302367837833e-152,0.000999000999000999
VCAN_CD44,0.1526294022698917,0.0,0.0004248094182808732,7.706758487109809e-146,0.000999000999000999,0.0011259158007047249,0.0,6.241210971528272e-145,0.000999000999000999
TGFB1_CXCR4,0.1529225207772201,0.0,0.0004248094182808732,1.1658572235389877e-138,0.000999000999000999,0.001102422469853599,0.0,5.382555779703364e-138,0.000999000999000999
C1QB_LRP1,0.15298002464994742,0.0,0.0004248094182808732,4.498242021987925e-147,0.000999000999000999,0.0010689232140765508,0.0,4.0402391979309726e-146,0.000999000999000999
VWF_LRP1,0.15354587115710183,0.0,0.0004248094182808732,4.2237384549138523e-128,0.000999000999000999,0.001227850235180182,0.0,8.2146724280608e-128,0.000999000999000999
APOE_LSR,0.1566246861173296,0.0,0.0004248094182808732,2.127101306968295e-141,0.000999000999000999,0.0011253631192381717,0.0,1.2362212301674563e-140,0.000999000999000999
GPC3_CD81,0.15713611268045416,0.0,0.0004248094182808732,2.3549818961084222e-138,0.000999000999000999,0.0011481443082989203,0.0,1.0480730240338382e-137,0.000999000999000999
MMP7_SDC1,0.15793560930397924,0.0,0.0004248094182808732,3.571710468729175e-143,0.000999000999000999,0.0010824247368750107,0.0,2.384358069665152e-142,0.000999000999000999
LAMC2_ITGA3,0.16128892890600577,0.0,0.0004248094182808732,1.8606665988760162e-144,0.000999000999000999,0.0010895551185107519,0.0,1.3926807573405331e-143,0.000999000999000999
LAMC3_ITGA2,0.16149984386454183,0.0,0.0004248094182808732,1.90455493636529e-151,0.000999000999000999,0.0010563662095732288,0.0,2.688143253041295e-150,0.000999000999000999
TGFB1_ITGB1,0.1615179612071757,0.0,0.0004248094182808732,8.081099080084913e-137,0.000999000999000999,0.001117476865233266,0.0,3.024290110274202e-136,0.000999000999000999
