"","combinedPval","adjustedPval"
"ADAM10_CD44",4.256150987203e-12,5.28030216026675e-11
"ADAM10_CADM1",8.0641264776915e-09,7.54535742642464e-08
"ADAM10_TSPAN14",0.000228125201924279,0.00160873744248235
"ADAM10_NOTCH1",3.59712259978551e-14,5.2616901643311e-13
"ADAM10_MET",5.62921180780052e-08,5.00163220900315e-07
"ADAM10_TSPAN17",1.70035097113441e-11,1.9708167483981e-10
"ADAM10_AXL",1.11022302462516e-15,1.81410275162876e-14
"VWF_SIRPA",3.49580349974232e-05,0.000266133686351057
"CDH1_LRP5",5.00707844894742e-20,1.10343389703359e-18
"CDH1_IGF1R",8.77076189453874e-15,1.32938434672524e-13
"CDH1_ERBB3",1.51278706531232e-20,3.37825211074926e-19
"CDH1_PTPRM",6.41429217896445e-25,2.14859347254619e-23
"CDH1_PTPRF",3.69098307473337e-10,3.88794799362139e-09
"SEMA7A_ITGB1",5.02964336845935e-12,6.19403708683556e-11
"SEMA7A_ITGA1",6.49769127392119e-12,7.91465324239058e-11
"TIMP2_CD44",2.85744961026069e-09,2.75045693821978e-08
"TIMP2_ITGB1",8.16265398196191e-18,1.56242382078418e-16
"LGALS3BP_ITGB1",3.68594044175552e-14,5.36816666416754e-13
"LAMC2_ITGA6",4.02433156265758e-06,3.21725322706988e-05
"LAMC2_CD151",5.48430648978227e-29,2.26799562113225e-27
"LAMC2_ITGB1",1.06505933391368e-16,1.87769787651626e-15
"LAMC2_ITGA2",1.5617046486814e-16,2.73886766713996e-15
"LAMC2_COL17A1",2.82643699445195e-06,2.28688581678651e-05
"NID1_ITGB1",6.48572898760429e-25,2.15101251316821e-23
"NID1_PTPRF",1.68096647712446e-11,1.95511396634773e-10
"ICAM1_ITGAX",8.44412327046754e-18,1.60711668586201e-16
"ICAM1_MUC1",1.77635683940025e-15,2.88847428414676e-14
"ICAM1_ITGB2",2.04281036531029e-14,3.04124247961942e-13
"VCAN_CD44",1.22516456979582e-08,1.130559223177e-07
"VCAN_ITGB1",9.99200722162641e-15,1.50766647601579e-13
"TIMP3_CD44",7.15975168041894e-10,7.31188967010251e-09
"TIMP3_MET",5.3831383795e-11,5.93154013955127e-10
"LUM_ITGB1",1.09707243108936e-40,9.67068457431114e-39
"CGN_F11R",1.51580969998122e-11,1.77535072592666e-10
"CALM2_INSR",1.79204410859501e-05,0.000140580904509904
"CALM2_AQP1",1.61385034225248e-07,1.40413234107442e-06
"APP_LRP10",7.31174606668566e-36,4.37359522227695e-34
"APP_PLD1",3.33066907387547e-15,5.28755067417861e-14
"APP_TSPAN15",3.78228122710489e-07,3.1993676159303e-06
"APP_TNFRSF21",1.49436019114546e-13,2.05149742728247e-12
"APP_NCSTN",4.68744290286949e-25,1.6021952073679e-23
"CALM3_INSR",2.13605066967659e-09,2.0860414982675e-08
"CALM3_AQP1",7.31201663558893e-24,2.12982952770188e-22
"TFF2_MUC6",9.22391881951537e-47,1.10347615772683e-44
"TFF1_MUC5AC",1.61452096136827e-09,1.6047940308368e-08
"TNFSF12_TNFRSF25",6.07514039074886e-13,8.07534882010745e-12
"TNFSF12_TNFRSF12A",1.75806546914062e-22,4.60077068656855e-21
"FGF19_FGFR1",8.93567531079498e-09,8.31439000676292e-08
"FGF19_FGFR3",1.24387722577054e-18,2.58795758144556e-17
"VCAM1_ITGB1",1.28367871887747e-09,1.28740558227857e-08
"VCAM1_ITGB2",5.57572432668962e-10,5.83655830545613e-09
"VCAM1_EZR",3.06937390681661e-06,2.47746320661376e-05
"VCAM1_MSN",6.25274942933629e-10,6.48446299546428e-09
"ARPC5_LDLR",6.8874903494707e-25,2.26186325269745e-23
"COL6A3_ITGB1",6.71921203580712e-38,4.89289648463689e-36
"COL6A3_ITGA2",1.21751497772493e-11,1.44620785998923e-10
"LIPH_LPAR4",8.79907572337579e-05,0.000640744278429185
"LIPH_LPAR2",9.86988268891764e-14,1.37754648321076e-12
"MELTF_TFRC",0.00124709767293085,0.00866680337768885
"COL1A2_CD44",1.48681067457801e-12,1.92292089969557e-11
"COL1A2_ITGB1",2.55351295663786e-15,4.0925810880046e-14
"COL1A2_ITGA11",1.60337957911002e-51,2.68541781506891e-49
"COL14A1_CD44",2.86760829107932e-33,1.50087791356346e-31
"COL6A2_ITGB1",2.75045410086851e-43,2.79187503552941e-41
"IL16_KCNJ15",2.29133334528342e-09,2.22471659087862e-08
"CD14_ITGB1",2.8324009804237e-12,3.59382001019256e-11
"CD14_ITGB2",4.06865846078741e-05,0.000307647239172718
"COL3A1_ITGB1",3.77475828372553e-15,5.9642906504021e-14
"COL3A1_DDR1",2.02062767611366e-05,0.000157406751013245
"FGB_ITGB1",4.93739480236073e-19,1.04675798347436e-17
"FGB_ITGB2",4.21185948340508e-08,3.78242700243326e-07
"FGA_ITGAX",1.10840170153281e-05,8.75662679361991e-05
"FGA_ITGB1",2.07871461805019e-16,3.60780515222347e-15
"FGA_PLAUR",1.51055834507474e-11,1.77535072592666e-10
"FGA_ITGB2",2.38870345725672e-09,2.31255277521585e-08
"SEMA4C_PLXNB2",2.20082207063843e-21,5.30365964104787e-20
"HAS2_CD44",2.01663130638963e-11,2.32934609180438e-10
"EFEMP2_AQP1",8.99280649946377e-14,1.26038394103747e-12
"GNAI2_EDNRA",4.32759184037533e-17,7.79361346140604e-16
"GNAI2_ADORA1",1.17379098472493e-24,3.81732431135399e-23
"GNAI2_PTPRU",5.80648710717295e-24,1.70613789047384e-22
"AGTRAP_RACK1",3.44660689259621e-88,5.77254423812394e-85
"PKM_CD44",4.83142510121529e-18,9.35480332824097e-17
"MMP1_CD44",4.53207460116012e-07,3.79526907781004e-06
"FBN1_ITGB1",1.18923003802152e-24,3.83034633643921e-23
"PSEN1_NOTCH4",1.34754429836903e-11,1.58938907726222e-10
"PSEN1_CD44",1.2823684913954e-07,1.11863171350403e-06
"CSF1_SIRPA",4.1310978033125e-27,1.55482309757288e-25
"JAG2_NOTCH4",4.39877779281339e-05,0.000330371578553967
"EFNA5_EPHB6",0.000250016233375616,0.0017557203473869
"EFNA5_EPHA2",1.72800659371096e-18,3.52945021738097e-17
"FBLN1_ITGB1",8.68638494466722e-13,1.13659206460641e-11
"COL7A1_ITGB1",6.8443834767562e-05,0.000504991414514442
"HSP90AA1_FGFR3",1.32212268183485e-17,2.47413981504984e-16
"FGG_ITGB1",3.83013080395668e-17,6.93501477787079e-16
"FGG_ITGB2",6.89110374166857e-05,0.000507321075740941
"CXCL14_CXCR4",5.94705487929016e-26,2.11923738128169e-24
"RTN4_GJB2",1.04823674003243e-29,4.50163509557716e-28
"HMGB1_SDC1",2.00883981131912e-28,8.20610307223142e-27
"HMGB1_CXCR4",1.86632337991689e-32,9.06031546172122e-31
"FN1_ITGA6",4.02775440777603e-08,3.63659205260309e-07
"FN1_CD44",1.69669533978123e-09,1.67159268994218e-08
"FN1_ITGB1",2.10548348940753e-23,5.87727629133502e-22
"COL18A1_ITGB1",1.49952494864489e-23,4.25674075833319e-22
"ADAM15_ITGB1",3.26906844125527e-21,7.6576143170985e-20
"CALM1_PTPRA",1.26567293766415e-21,3.07218893842269e-20
"LAMC3_ITGA6",2.81132894741631e-11,3.20862297362098e-10
"LAMC3_ITGB1",1.40989267513818e-17,2.6237295248666e-16
"COL6A1_ITGB1",4.14462699716012e-08,3.73205491056343e-07
"COL6A1_ITGA6",3.2973933583591e-08,2.98520766510773e-07
"TGM2_ITGB1",2.13733726745108e-18,4.23635032642242e-17
"TGM2_SDC4",4.78322134792481e-36,3.02308335738788e-34
"TGM2_ADGRG1",7.69037731274125e-08,6.81492940785314e-07
"THBS2_ITGB1",7.21644966006352e-15,1.10884950300244e-13
"THBS2_NOTCH4",2.3153996870251e-05,0.000179119796517897
"THBS2_ITGA6",1.70358076534427e-08,1.55914733185032e-07
"PTGS2_ALOX5",3.11537295919484e-05,0.000238254684732955
"SEMA4A_PLXNB2",0.0705716738815126,0.47950044281081
"EFNA1_EPHB6",5.24736809147663e-05,0.000391471997979062
"ADAM12_ITGB1",6.66133814775094e-16,1.11567319225169e-14
"ADAM12_SDC4",2.81618062203393e-11,3.20862297362098e-10
"S100A9_ITGB2",0.000110321104574096,0.000787936596332769
"COL5A1_ITGB1",1.38991397552557e-66,6.65112936613795e-64
"CEL_CXCR4",5.95079541199084e-14,8.51853035679351e-13
"SPTAN1_PTPRA",3.49342776928552e-11,3.92682020888049e-10
"PLAU_ITGB1",7.45710090306018e-54,1.38772377176516e-51
"PLAU_ITGB2",2.42283970663948e-11,2.78892738539617e-10
"COL16A1_ITGB1",7.47068174931561e-61,2.08537663421512e-58
"HSPG2_SDC1",9.77466043783348e-06,7.74046097312943e-05
"HSPG2_ITGB1",7.8665856435813e-38,5.60652716254109e-36
"HSPG2_FGFR1",3.88512566991335e-37,2.65591703508393e-35
"COL5A2_ITGB1",3.30914905303763e-17,6.02426433429348e-16
"COL5A2_DDR1",9.9637489430937e-27,3.70839323323545e-25
"COL4A1_ITGB1",2.2626006796544e-23,6.26365827860038e-22
"ACTR2_LDLR",1.4995178661685e-41,1.43512296305253e-39
"AGRN_ITGB1",1.08100195461702e-11,1.28862238888686e-10
"ZG16B_CXCR4",2.60487724110529e-43,2.72673414348899e-41
"LAMB3_CD151",4.322556674099e-47,5.36268694713762e-45
"LAMB3_ITGB1",2.9014124436344e-11,3.29452620757386e-10
"LAMB3_ITGA6",5.54900025730409e-20,1.21486725782194e-18
"AFDN_EPHB6",1.19193225067704e-07,1.04245738467189e-06
"SPP1_CD44",1.27467329745883e-18,2.61949031439496e-17
"SPP1_ITGB1",1.33164284277155e-24,4.24819040253489e-23
"LGALS9_CD44",7.47640727105647e-10,7.61206637480092e-09
"LGALS9_SLC1A5",4.73621142305092e-13,6.32066645172072e-12
"MDK_ITGA6",6.91430113164415e-09,6.5058463965888e-08
"LRPAP1_LDLR",7.98136000107591e-21,1.8187168010336e-19
"HSPA8_LDLR",5.18174184813437e-24,1.53604112251116e-22
"S100A10_CFTR",1.34336985979644e-14,2.01788424906509e-13
"HSP90AA1_CFTR",1.41732311131369e-29,5.93450356737003e-28
"PLAU_ITGA3",1.08766718215795e-22,2.91468432392436e-21
"LAMA4_ITGA3",4.32278918876996e-23,1.17723850495509e-21
"LGALS8_ITGA3",3.028423862129e-21,7.19454047452286e-20
"NID1_ITGA3",7.69614481890825e-21,1.76573647666447e-19
"LAMC3_ITGA3",1.79780852516025e-32,8.85604951611732e-31
"THBS1_ITGA3",5.04528670518444e-32,2.41431161613788e-30
"CALR_ITGA3",1.866461221746e-16,3.25629135257158e-15
"TIMP2_ITGA3",1.45215036411429e-24,4.58892791997094e-23
"LAMB2_ITGA3",7.21167441774756e-22,1.79983114443486e-20
"LAMA5_ITGA3",3.9830632976638e-31,1.8029803839831e-29
"ADAM9_ITGA3",1.37889699658444e-13,1.90077654976213e-12
"LAMC1_ITGA3",1.56470041248139e-24,4.89838518224017e-23
"LAMB3_ITGA3",6.78551212381673e-50,1.03315495589168e-47
"COL18A1_ITGA3",2.38079168794584e-16,4.11078895515048e-15
"LAMB1_ITGA3",7.26085858104852e-14,1.03496491876965e-12
"LAMC2_ITGA3",1.82713623694151e-24,5.61500240059186e-23
"FN1_ITGA3",1.94163391481838e-22,5.04177142250685e-21
"APP_CD74",3.26707897016076e-61,9.94884031660234e-59
"SLPI_CD4",3.95992381937293e-34,2.17451550859398e-32
"IL16_CD4",1.11077127384895e-07,9.7401756795097e-07
"CALM1_SCTR",7.08489267253753e-10,7.25756670646984e-09
"CALM2_KCNQ1",3.39045642228086e-07,2.87519023266888e-06
"CALM1_KCNQ1",1.87139193030816e-12,2.40176083379239e-11
"CALM3_KCNQ1",3.24922476702127e-08,2.94957132224439e-07
"LTB_TNFRSF1A",3.22654573855928e-21,7.61123261084615e-20
"LAMC3_ITGB4",3.11310146545968e-48,4.01074860605605e-46
"LAMB2_ITGB4",2.079315069521e-22,5.3577502109468e-21
"LAMA5_ITGB4",6.74601457949695e-40,5.51148883591432e-38
"LAMC1_ITGB4",1.16913992574954e-49,1.70272365338785e-47
"LAMB3_ITGB4",1.04360490184348e-55,2.05632948262158e-53
"LAMB1_ITGB4",7.71385698694315e-35,4.45501430240178e-33
"LAMC2_ITGB4",1.16887164758396e-25,4.12143763394566e-24
"HBEGF_CD82",7.99360577730113e-15,1.21709802791093e-13
"LTB_LTBR",7.52059414743655e-10,7.63385182321225e-09
"CD55_ADGRE5",1.93819389071592e-06,1.57965014523344e-05
"AGRN_LRP1",1.64418407777589e-08,1.50890913245141e-07
"GPC3_LRP1",3.70550326213312e-56,7.75769552916124e-54
"PDGFB_LRP1",5.44545883940373e-08,4.85123315865241e-07
"A2M_LRP1",4.83710274686799e-58,1.08018854333238e-55
"SERPINA1_LRP1",4.63057234874425e-33,2.38630983268968e-31
"HSPG2_LRP1",3.05280334323023e-28,1.21737689782353e-26
"APOE_LRP1",9.788095547581e-23,2.64412527919475e-21
"HSP90B1_LRP1",0.00194658898508537,0.0134720725591366
"MDK_LRP1",1.22392250251519e-25,4.27059315749379e-24
"PLAU_LRP1",4.65325350833047e-63,1.73188765808704e-60
"LRPAP1_LRP1",8.41549052665869e-14,1.18442616208232e-12
"C3_LRP1",0.000216322252879264,0.00153195345279502
"THBS1_LRP1",6.07197403468263e-10,6.31654431475873e-09
"HSP90AA1_LRP1",1.92956761679852e-13,2.62742548527565e-12
"CALR_LRP1",1.1409429695272e-19,2.46568590033182e-18
"C1QB_LRP1",1.27866651711273e-08,1.17668826593967e-07
"VWF_LRP1",5.26207966089487e-11,5.81728449107551e-10
"APP_LRP1",5.70113486944282e-43,5.6167864369592e-41
"PSAP_LRP1",0.000105139008047539,0.000754140922763328
"COL4A2_CD93",3.50670403825859e-09,3.35611305705404e-08
"COL1A2_CD93",1.04807473810808e-09,1.05427408925043e-08
"COL4A1_CD93",8.2016757829706e-09,7.65268191370193e-08
"C1QA_CD93",6.66133814775094e-16,1.11567319225169e-14
"HLA-B_CANX",3.71354451463183e-18,7.27441438909226e-17
"GSTP1_TRAF2",3.46248030247409e-09,3.32328354967063e-08
"S100A9_CD68",0.912096776258881,1
"AFDN_NECTIN2",5.28399290988801e-08,4.71993993347052e-07
"LRPAP1_SORT1",4.24527080156167e-12,5.28030216026675e-11
"PSAP_SORT1",6.37722763485726e-10,6.59314189395077e-09
"PSEN1_NOTCH2",1.63591362678517e-12,2.10762108818316e-11
"ADAM10_NOTCH2",2.3037943142068e-07,1.96361646506235e-06
"APP_NOTCH2",5.0924627494884e-24,1.52305417527182e-22
"JAG2_NOTCH2",2.05079184375512e-05,0.000159385872688389
"PDGFB_PDGFRA",1.01598729429497e-11,1.22419046965631e-10
"CD14_RIPK1",7.54951656745106e-15,1.15473024464406e-13
"CALR_HLA-F",3.81716880326621e-11,4.2621195217775e-10
"B2M_HLA-F",5.38458166943201e-14,7.74108008929998e-13
"PLAU_ITGAV",3.2329871496035e-26,1.17712250892459e-24
"SPP1_ITGAV",1.34822673030582e-23,3.85995805092156e-22
"NID1_ITGAV",4.10698748121163e-07,3.44791060070962e-06
"PDGFB_ITGAV",0.000359051348974626,0.0025161363934743
"CALR_ITGAV",8.89849238596696e-05,0.000646578145244028
"FGG_ITGAV",4.16938674544509e-05,0.000314553646841189
"FGA_ITGAV",5.65591396162191e-07,4.6895043441159e-06
"MFGE8_ITGAV",0.00265990766841528,0.0182954507428554
"FGB_ITGAV",1.69338432165489e-10,1.81224416568666e-09
"FBN1_ITGAV",4.8446974365568e-07,4.02686552322795e-06
"AZGP1_ITGAV",2.07515750361154e-07,1.78234581757151e-06
"ADAM9_ITGAV",4.18799154431326e-05,0.000315247243980372
"VEGFA_ITGAV",7.21948056892074e-11,7.87722208192271e-10
"ADAM15_ITGAV",0.00202780388308887,0.0140052132204901
"COL1A2_ITGAV",6.66133814775094e-16,1.11567319225169e-14
"COL4A1_ITGAV",1.3737100787982e-22,3.62323812079819e-21
"FN1_ITGAV",3.98300098095605e-05,0.000301851721705684
"SAA1_SCARB1",8.43176543918744e-07,6.92251438280712e-06
"PDGFB_PDGFRB",3.84215992355053e-10,4.03450509211843e-09
"MFGE8_PDGFRB",1.97354016895357e-05,0.000154097002706015
"CALM1_KCNN4",5.04476130584191e-46,5.63280712813607e-44
"PSEN1_NOTCH3",4.05910630069163e-18,7.90510224078167e-17
"THBS2_NOTCH3",6.40050046740726e-07,5.29376214118583e-06
"SCGB3A1_NOTCH3",4.05637995422844e-40,3.48401113328379e-38
"JAG2_NOTCH3",2.23504073891578e-18,4.40394651095855e-17
"APP_APLP2",4.05856084163739e-23,1.11434005996992e-21
"HLA-A_APLP2",0.0159983387285794,0.109366501813118
"GPC3_CD81",7.05939190740528e-75,4.72936465917121e-72
"CD99_CD81",1.14037081035679e-62,3.81989658570616e-60
"AFDN_NECTIN1",6.16795503560752e-12,7.56805126602378e-11
"BMP2_GPC1",1.1231427432909e-22,2.98586331952352e-21
"APP_GPC1",1.08942347587515e-07,9.57805369173816e-07
"COL18A1_GPC1",1.66311409088848e-13,2.27384822039868e-12
"VEGFA_GPC1",1.27103360200868e-18,2.61949031439496e-17
"NLGN2_NRXN2",1.35225830533159e-09,1.35213596238976e-08
"AFDN_NRXN2",1.06552544565375e-11,1.27470974944242e-10
"GPC3_IGF1R",2.19934249038962e-22,5.58115966337972e-21
"INS_IGF1R",5.41735429803418e-21,1.25148241248294e-19
"GNAI2_IGF1R",1.83535077215538e-25,6.33800909269208e-24
"S100A4_ERBB2",2.18775147624877e-34,1.2420854866693e-32
"SEMA4D_ERBB2",1.5338903485982e-60,3.95235982234498e-58
"HLA-A_ERBB2",0.000741514631250939,0.00518548908752065
"HSP90B1_ERBB2",8.31772441323153e-06,6.61801800688724e-05
"HSP90AA1_ERBB2",3.7340616529935e-05,0.000283627546494963
"PSEN1_NOTCH1",1.67177405252517e-09,1.65189863916148e-08
"MFAP2_NOTCH1",8.98319398440581e-33,4.55923896647849e-31
"JAG2_NOTCH1",2.59456538032055e-06,2.1043602060299e-05
"PLAU_ST14",9.67809948835129e-41,8.7618108112763e-39
"SPINT1_ST14",5.99439408276687e-31,2.6772537823873e-29
"GNAI2_ADRA2A",3.26509926792078e-36,2.10328710495695e-34
"AGT_ADRA2A",4.74338942346719e-07,3.95246689544058e-06
"SAA1_ADRA2A",9.07194879509188e-05,0.00065633431737209
"CXCL2_ADRA2A",1.96686666953383e-09,1.92643485838238e-08
"APP_ADRA2A",2.80294784603331e-28,1.13120792210796e-26
"CXCL1_ADRA2A",5.16510769532782e-25,1.74763083980121e-23
"PPY_ADRA2A",9.38757977771853e-28,3.69947612037566e-26
"CXCL16_ADRA2A",2.50638331089625e-07,2.13086914846995e-06
"ANXA1_ADRA2A",4.87949680660904e-11,5.43017787412813e-10
"COL6A1_ITGA1",4.32986979603811e-15,6.80927300435302e-14
"COL5A1_ITGA1",6.95537555642686e-40,5.54723810615403e-38
"COL6A2_ITGA1",2.84025413819599e-17,5.22746732157871e-16
"COL6A3_ITGA1",2.18758344772141e-12,2.79684791095767e-11
"COL5A2_ITGA1",4.88498130835069e-15,7.54064830400526e-14
"COL1A2_ITGA1",2.41806574763359e-13,3.27926614402723e-12
"COL4A1_ITGA1",2.04110184975903e-07,1.75760220305192e-06
"FBN1_ITGB6",6.33586689695598e-05,0.000470581680714848
"FN1_ITGB6",1.0606404643454e-11,1.27341365291007e-10
"CSF1_CSF1R",1.56238824108191e-30,6.88621983104292e-29
"GNAS_PTGIR",1.57618362806033e-11,1.83962976891954e-10
"FGF19_FGFR4",1.79329493001106e-24,5.5620319400109e-23
"PLAU_ITGA5",1.3036128709627e-20,2.93067651849575e-19
"SPP1_ITGA5",4.66293670342566e-15,7.26484869373192e-14
"FGG_ITGA5",3.05386437125797e-17,5.58990167433291e-16
"FGA_ITGA5",3.40172334745148e-12,4.26769370918748e-11
"FGB_ITGA5",1.10896847260733e-10,1.198292990908e-09
"FBN1_ITGA5",4.18343867883596e-21,9.73142474839002e-20
"COL18A1_ITGA5",3.83063757491975e-07,3.23210953858759e-06
"ADAM15_ITGA5",1.00105145892824e-17,1.89447400225409e-16
"FN1_ITGA5",2.21925167132042e-09,2.16099432488677e-08
"WNT7B_LRP5",1.02614583497029e-10,1.11238755275347e-09
