"","combinedPval","adjustedPval"
"SEMA3F_PLXNA3",7.52923012381501e-07,6.21198002956542e-06
"SEMA3F_PLXNA1",0.000142842091214179,0.00101803768576513
"SEMA3F_NRP2",1.17340565553818e-18,2.4565958154415e-17
"DCN_MET",4.91828799908944e-14,7.13193685667385e-13
"GRN_TNFRSF1A",8.36274992548538e-17,1.49800415125669e-15
"GRN_SORT1",3.40837136292294e-10,3.60158076985739e-09
"GRN_TNFRSF1B",1.94378049216989e-24,5.91915956233324e-23
"ICAM3_ITGB2",7.95994297142499e-08,7.03519694380955e-07
"EFNB1_EPHB6",8.98399243816073e-05,0.000651377743654499
"EFNB1_EPHB4",2.51078047242004e-11,2.88025808334374e-10
"EFNB1_ERBB2",0.00246737833221544,0.0170061102637956
"EFNB1_EPHB3",6.50093469416468e-05,0.000481773471047757
"SEMA4G_PLXNB2",1.39268853607266e-05,0.000109766693957703
"VCL_ITGB5",4.04404503115815e-39,3.07871026501096e-37
"EFNA2_EPHA2",3.07794199172484e-06,2.47840692188316e-05
"LGALS1_ITGB1",6.25255403008396e-12,7.64385436024703e-11
"TIMP1_CD63",8.33465237616029e-22,2.05283524663231e-20
"MMP2_PECAM1",1.98729921407903e-14,2.97180805674185e-13
"MMP2_FGFR1",3.67557095870552e-11,4.11774204086953e-10
"PLAT_LRP1",7.43285696476832e-95,2.48978180464629e-91
"PLAT_ITGB2",1.83216592996279e-31,8.40712406005919e-30
"TGFB1_ENG",3.11097814176264e-11,3.52055198814448e-10
"TGFB1_SMAD3",6.82121026329696e-13,8.99566416429707e-12
"TGFB1_ACVRL1",5.31021138172605e-09,5.03897979738051e-08
"TGFB1_ITGB6",1.00470298747268e-10,1.09267873308151e-09
"TGFB1_ITGAV",0.000192342023849434,0.00136501585585501
"TGFB1_ITGB1",2.88657542313331e-10,3.06957231445674e-09
"TGFB1_CXCR4",1.0680345496894e-13,1.4783438167302e-12
"TGFB1_ITGB5",1.66655897160251e-06,1.36157742592145e-05
"COMP_ITGB1",1.40268396307341e-31,6.52578631137985e-30
"LAMB1_ITGA7",6.7449867913183e-10,6.95189583026373e-09
"LAMB1_ITGAV",4.98161319255619e-05,0.000372475320181484
"LAMB1_ITGB1",8.18490252580307e-19,1.7243360215344e-17
"LAMB1_ITGA6",3.39737127319495e-11,3.83170507535976e-10
"LAMB1_ITGA1",3.33066907387547e-15,5.28755067417861e-14
"LAMB1_ITGA2",4.93654006561428e-11,5.47546789067946e-10
"PDAP1_PDGFRB",1.19693440149181e-39,9.32411040104013e-38
"SERPINE1_PLAUR",8.4954265844317e-13,1.11596487151764e-11
"SERPINE1_ITGAV",1.02791665612637e-37,7.17335260869209e-36
"SERPINE1_LRP1",1.0698209435521e-52,1.8860925865781e-50
"SERPINE1_ITGB5",3.13645958254782e-36,2.06003705656905e-34
"COL1A1_ITGA5",3.85628421598312e-24,1.16372822906752e-22
"COL1A1_CD93",1.14663833983286e-12,1.49451008165699e-11
"COL1A1_ITGA1",1.01557433573873e-08,9.39742049625022e-08
"COL1A1_CD44",1.18971499318832e-12,1.54464521035776e-11
"COL1A1_ITGAV",0.000892084982190733,0.00621250376922085
"COL1A1_ITGB1",3.34210437102911e-12,4.20866041432989e-11
"COL1A1_ITGA11",2.73794478398961e-26,1.00783353814129e-24
"COL1A1_ITGA2",8.07709454875294e-12,9.76744357192476e-11
"COL1A1_DDR1",0.000144463772007386,0.00102740945108313
"LAMA4_ITGA6",1.80488224366115e-09,1.77296436480987e-08
"LAMA4_ITGAV",2.93809421236801e-12,3.71385853581744e-11
"LAMA4_ITGB1",3.87036958260367e-07,3.25742840496701e-06
"HBEGF_CD44",6.83429641348265e-05,0.000504991414514442
"HBEGF_CD9",1.23172583244013e-11,1.45791809942487e-10
"HBEGF_ERBB2",0.000107179122208034,0.000767131570599715
"LTF_LRP1",3.07641088218834e-83,3.4350146807142e-80
"LTF_TFRC",9.41038864369401e-32,4.43971124101293e-30
"CD160_TNFRSF14",7.5372506024635e-51,1.20226214726778e-48
"FGF23_FGFR4",9.99200722162641e-16,1.64877811662811e-14
"FGF23_FGFR1",2.8101308857136e-27,1.07536909815057e-25
"FGF23_FGFR3",1.0591527654924e-13,1.47213309185077e-12
"TGFB3_ENG",1.30441866629427e-27,5.08070602638973e-26
"TGFB3_ITGB1",9.80332258908759e-44,1.05929546567671e-41
"TGFB3_ACVRL1",9.71252762542285e-17,1.73053318224836e-15
"TGFB3_ITGB6",6.53417320251037e-11,7.15277771903008e-10
"TGFB3_ITGB5",3.39139161198432e-10,3.59497912060346e-09
"TNFSF10_RIPK1",8.08242361927114e-14,1.1471893841232e-12
"TNFSF10_TNFRSF10B",0.00280016817239792,0.0192207268223242
"INHBA_ENG",1.66339174119002e-46,1.92133040839149e-44
"INHBA_SMAD3",8.88178419700125e-16,1.47283589736196e-14
"C3_CD46",1.86408601543583e-18,3.78431707617402e-17
"C3_ITGAX",9.42863766728586e-06,7.48414182683032e-05
"C3_ADRA2A",9.51268881119738e-05,0.000685260739069001
"C3_ITGB2",1.98493304015557e-08,1.81169593504342e-07
"C3_CD81",2.16063585245507e-07,1.85101668797231e-06
"LIF_IL6ST",1.62939974434484e-36,1.09159905947189e-34
"APOE_LDLR",6.83576591664625e-06,5.45184381058055e-05
"APOE_LRP5",1.7298262200427e-07,1.49961232945721e-06
"APOE_LSR",6.33876999361239e-20,1.37876352559444e-18
"APOE_SCARB1",0.000240987860532504,0.0016958745652125
"APOE_LRP8",4.19160642516288e-20,9.29841795520368e-19
"LAMA5_SDC1",2.65795449822492e-34,1.48389033060148e-32
"LAMA5_ITGA6",3.33066907387547e-16,5.69221016454943e-15
"LAMA5_BCAM",1.06412276512481e-23,3.07283512396372e-22
"LAMA5_ITGB1",2.53143405320139e-58,6.05681202799722e-56
"LAMA5_ITGA2",7.7715611723761e-16,1.2951430092474e-14
"JAG1_CD46",1.31213706566768e-10,1.4132673573206e-09
"JAG1_NOTCH4",4.52557511416707e-05,0.000339134340038227
"JAG1_NOTCH1",2.21705357850155e-07,1.89450447267236e-06
"JAG1_NOTCH2",0.00365096360020389,0.0250094509393339
"JAG1_NOTCH3",6.05703693514702e-22,1.525506611826e-20
"LAMC1_ITGA6",1.57153623447925e-10,1.68723399899247e-09
"LAMC1_ITGA1",2.66705901807995e-09,2.57459347714186e-08
"LAMC1_ITGA7",4.27464208474504e-09,4.06782824008994e-08
"LAMC1_ITGAV",9.89722703792495e-09,9.18357642065871e-08
"LAMC1_ITGB1",4.44089209850063e-15,6.95123484268964e-14
"LAMC1_ITGA2",5.55111512312578e-16,9.43885949451512e-15
"IL1RN_IL1R1",5.41042766144528e-11,5.94206322878285e-10
"CCL21_ADRA2A",9.68439478585825e-05,0.000696132775544249
"MMP7_CD44",2.48513671108341e-06,2.02049873182493e-05
"MMP7_SDC1",1.56110019934442e-49,2.17883855089909e-47
"MMP7_CD151",7.36611866658509e-41,6.85396249303021e-39
"THBS1_CD47",3.02289789105847e-05,0.000232242929835515
"THBS1_SDC1",5.76849869850484e-36,3.57828190667972e-34
"THBS1_ITGB1",7.01803060110251e-10,7.21112744040567e-09
"THBS1_LRP5",5.64488011889352e-10,5.89054128388707e-09
"THBS1_SDC4",2.55351295663786e-15,4.0925810880046e-14
"THBS1_SCARB1",4.05759625898838e-09,3.87228423706814e-08
"THBS1_ITGA6",1.66293623315994e-09,1.64802732854796e-08
"ADAM10_GPNMB",8.23785484271866e-14,1.1643171710981e-12
"ADAM10_TSPAN15",2.23884751027192e-05,0.000173598624974498
