"","combinedPval","adjustedPval"
"PSEN1_NCSTN",5.45016887387728e-05,0.000413977638650338
"FN1_IL17RC",0.000112704913035389,0.000827910744582093
"PLAU_ITGB5",2.91190129786401e-08,3.11628971086276e-07
"SPP1_ITGB5",0.000318909977157888,0.00227772231712544
"TLN1_ITGB5",3.21729209940003e-07,2.99359817245967e-06
"COL4A2_ITGB5",4.85029620240773e-05,0.00037009162248995
"ADAM9_ITGB5",5.07313854913871e-06,4.22723297232416e-05
"COL18A1_ITGB5",1.69109171110904e-12,3.33214393419171e-11
"LTBP3_ITGB5",3.70284023776257e-07,3.40752541816998e-06
"LTBP1_ITGB5",1.7478054670228e-08,1.95806641517161e-07
"MST1_MST1R",2.66003924989696e-25,3.07252595512201e-23
"LAMC3_ITGA2",1.2170264795941e-12,2.42658919314742e-11
"COL6A1_ITGA2",1.84442772705373e-16,6.17827386773431e-15
"COL6A2_ITGA2",1.69583125320116e-10,2.57021585683873e-09
"MMP1_ITGA2",1.84678760684065e-06,1.60263698180749e-05
"HSPG2_ITGA2",3.33066907387547e-15,9.53566830984348e-14
"LAMB3_ITGA2",2.56639154372351e-12,4.96915250714644e-11
"COL1A2_ITGA2",5.49438272656744e-12,1.01682413648884e-10
"COL4A1_ITGA2",2.64154476070644e-10,3.81395445537199e-09
"FN1_ITGA2",2.82608381141358e-11,4.78107284109191e-10
"COL7A1_ITGA2",7.97323720834657e-17,2.93493715180716e-15
"COL3A1_ITGA2",5.7938006122614e-20,3.34611655836742e-18
"GAS6_AXL",3.05311331771918e-14,7.63065368527697e-13
"LRPAP1_LRP8",5.56308777044379e-07,5.00931665160845e-06
"INS_INSR",1.88403403988957e-09,2.39959810329482e-08
"ARF1_INSR",3.44807946073278e-06,2.90932522246661e-05
"HRAS_INSR",8.81059913870885e-06,7.25131124239236e-05
"CALM1_INSR",2.90358848076266e-09,3.61566593947916e-08
"FN1_ROBO4",1.23456800338317e-13,2.83248536480337e-12
"CD6_ALCAM",1.45076362034757e-08,1.64176298103094e-07
"S100A9_ALCAM",9.73296998552087e-11,1.53785375173727e-09
"PLAU_MRC2",2.56270962417648e-06,2.17875647787168e-05
"LGALS9_MRC2",2.13597391218734e-06,1.83352288533208e-05
"CALM1_AQP1",1.10893418532205e-21,8.07520308652408e-20
"C1QA_CSPG4",5.58354595669996e-07,5.01425916015485e-06
"C4B_CD46",5.36082289670503e-12,9.97618440019722e-11
"SEMA4A_PLXND1",1.04972399306291e-06,9.27772353941586e-06
"SEMA4D_MET",1.20607849374288e-07,1.19881228784971e-06
"AFDN_EPHB3",0.000252347714232437,0.00181782442997341
"FAM3C_LAMP1",1.62650099713419e-23,1.47250956020806e-21
"PLAU_PLAUR",8.77076189453874e-15,2.27747240795564e-13
"FN1_PLAUR",5.38857236609402e-09,6.44645865441694e-08
"LAMB3_COL17A1",3.77342183021586e-19,1.94458760994673e-17
"MDK_SDC3",0.000286886335449488,0.00205777788626503
"COL5A1_SDC3",1.99636445764066e-22,1.63102825987713e-20
"PLAU_IGF2R",5.0885319682733e-17,1.93693634515155e-15
"EFNA1_EPHA2",1.73766457489677e-06,1.51185705617936e-05
"SEMA4D_PLXNB1",1.32064891660288e-05,0.000106596954267177
"SEMA4A_PLXNB1",0.0579744549128562,0.394709050377134
"S100A10_TRPV6",1.92495208716493e-31,4.29867071226811e-29
"B2M_TFRC",5.02511365851888e-11,8.09259986575871e-10
"SEMA3B_NRP2",7.04547531427124e-13,1.43903700772951e-11
"VEGFA_NRP2",2.48514542278144e-11,4.26896613162397e-10
"PGF_NRP2",1.65091040908452e-16,5.64290765784001e-15
"LGALS9_CD47",9.25452029676421e-07,8.2010153678027e-06
"THBS2_CD47",6.47630524763798e-08,6.55397574329412e-07
"COL4A1_CD47",1.35838837844737e-06,1.19741825289789e-05
"GNAS_ADORA1",7.94247889679411e-10,1.05995605817208e-08
"AFDN_NECTIN4",5.39837938795529e-08,5.49870612668144e-07
"AFDN_F11R",3.82693876588291e-13,8.11334492339993e-12
"CD59_CD2",2.52193875560636e-07,2.38636453958546e-06
"MDK_TSPAN1",3.33066907387547e-15,9.53566830984348e-14
"MDK_SDC4",4.4185285530407e-07,4.0001976930039e-06
"BMP2_ENG",4.56252813307856e-11,7.38313353293051e-10
"ALOX5AP_ALOX5",0.000154857511683537,0.00113012141436032
"HLA-C_NOTCH4",1.31264430628386e-05,0.000106206777381506
"SPTBN2_PTPRA",0.000422400291246072,0.00300406147047228
"MDK_SDC1",1.40998324127395e-13,3.19122737423343e-12
"LAMB2_ITGB1",1.0575241964974e-22,8.85596384705384e-21
"MDK_ITGB1",2.44249065417534e-15,7.43782128167792e-14
"ADAM9_ITGB1",1.77950211016907e-16,6.02100275670132e-15
"VEGFA_ITGB1",1.52436078240991e-25,1.89116541132732e-23
"SPON2_ITGB2",1.81132875365364e-09,2.31580241932737e-08
"ICAM2_ITGB2",1.80775563616287e-05,0.00014349368431282
"VEGFA_SIRPA",2.28661534151797e-12,4.47922126074381e-11
"ADAM9_ITGA6",2.295145418163e-08,2.52066935321204e-07
"VIM_CD44",8.824559971643e-08,8.85018003459608e-07
"SEMA4D_PLXNB2",1.48133551514107e-06,1.29895942553274e-05
"CXCL17_GPR35",2.54846078629874e-31,5.33535702158081e-29
