,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
350,0.8294411925060207,4,ICAM1_MUC1,3.2370446538154347,0.18191370794191797,-19.02346540925616,-16.418230327447137,39.62894203851455,SE,64,0.0014624812364248028,0.07042068108122956,0.0016186237335205078,54.68246315195101,-39.47504640736658,20.451580998110416,6.11590139398821e-06,3.098437933889409e-06
482,0.6307323884503369,4,COL5A1_ITGB1,8.313868603102732,0.3046127495512608,-86.49163443771619,26.573088791245546,35.39614705057054,SE,64,0.007138571344376501,0.14958918729305484,0.0011243820190429688,189.61880120887105,-106.93727708943187,20.445642651715687,6.134907109101029e-06,3.098437933889409e-06
453,0.6959642793040325,4,COL6A1_ITGA6,5.18771278254663,0.3239091873696889,-77.80609710215302,27.674951911917443,60.384192124200034,SE,64,0.0036270503658526066,0.08871475693075452,0.0014548301696777344,172.2477265377447,-97.94312073734291,20.13702363518989,7.2087650693219985e-06,3.3463309309680856e-06
461,0.6206479480121988,4,AGRN_ITGB1,5.18771278254663,0.45319250507013337,-82.48580525071463,33.482655898028334,85.21327313495735,SE,64,0.0037677363599408426,0.07760205756325249,0.0011141300201416016,181.60714283486794,-102.49819362985063,20.012388379136,7.694206850428209e-06,3.3463309309680856e-06
416,0.7465413457897396,4,COL3A1_ITGA2,3.2370446538154347,0.30035172769435553,-86.01712540359695,30.790611971715222,135.1140575584178,SE,64,0.002659650518139102,0.07816771173012962,0.001203775405883789,188.66978314063257,-106.02063286219064,20.00350745859369,7.730024450536277e-06,3.3463309309680856e-06
178,0.9385137704165726,4,THBS2_ITGA6,2.019860877041703,0.06272310354671747,-76.20697892527684,22.58798699383995,152.47440708083144,SE,64,0.004716203022043629,1.1580681799919526,0.0020308494567871094,169.04949018399236,-95.72644010876016,19.519461183483315,9.957998491461062e-06,4.0152186126888685e-06
384,0.7563087666960802,4,PDGFB_PDGFRA,3.2370446538154347,0.2850477692239713,-89.85871958230467,14.544618609856963,31.44177048603236,SE,64,0.0025094247571733445,0.07704929091950273,0.0011181831359863281,196.35297149804802,-109.28726068287648,19.428541100571806,1.0443463807741082e-05,4.0152186126888685e-06
253,0.9673490692924246,4,ANXA1_ADRA2A,2.019860877041703,0.03231488934589137,-89.2729896661077,25.661305800610144,199.60132062764797,SE,64,0.004463357453604614,3.4655960709737585,0.0014796257019042969,195.18151166565409,-108.67308494344707,19.40009527733936,1.0600177137498612e-05,4.0152186126888685e-06
412,0.6668125205137289,4,LAMB3_ITGA2,3.2370446538154347,0.4420402364012164,-76.113852989522,44.84449558262548,275.0553255971911,SE,64,0.002683222162316493,0.060647414629597704,0.0011014938354492188,168.86323831248268,-95.42358175671099,19.309728767188986,1.1113862613099101e-05,4.041404586581492e-06
435,0.6256403924387086,4,NID1_ITGB1,5.18771278254663,0.4436595237787655,-83.01789554981691,21.91344202516835,37.219771365742744,SE,64,0.0037604657400060614,0.07810126890859537,0.0011093616485595703,182.6713234330725,-102.21776920984499,19.199873660028075,1.1772118187591829e-05,4.116125240416724e-06
238,0.8786590138308098,4,NLGN2_NRXN2,2.019860877041703,0.1322140100609192,-95.43595283318885,18.009885177192537,95.27855780653644,SE,64,0.0026457828472614617,0.2098212726176618,0.0018973350524902344,207.50743799981637,-114.54465341018197,19.108700576993115,1.2348068407219692e-05,4.157598790309661e-06
86,0.956855213207513,4,LAMA4_ITGA6,2.019860877041703,0.043169043478130435,-80.4219749824487,29.58555366891326,263.18791699894877,SE,64,0.005755517230113593,2.6693816002671746,0.0016772747039794922,177.47948229833608,-99.35174593962412,18.92977095717542,1.3561967141639819e-05,4.403236084947994e-06
479,0.6114787697856988,4,VEGFA_ITGB1,5.18771278254663,0.4711063707105014,-83.32675617933201,31.868957052374377,77.02115828151331,SE,64,0.003713210161725252,0.07539162559801059,0.0010981559753417969,183.2890446921027,-102.18055243483586,18.853796255503852,1.4112994291215486e-05,4.424136141446862e-06
429,0.6254498113017849,4,LAMA5_ITGA2,5.18771278254663,0.44402064106076333,-76.0144062507467,35.05613825436439,93.29752288657342,SE,64,0.003946245547850579,0.08193304623780759,0.0011477470397949219,168.66434483493208,-94.55384935976184,18.53944310901514,1.664244104038204e-05,4.924648052161336e-06
291,0.9875165143721671,4,SEMA3B_NRP2,2.019860877041703,0.012102687635415187,-84.22550734160222,2.475825033886272,3.2679951639743425,SE,64,0.028024091621849597,137.1196513757163,0.0011103153228759766,185.08654701664312,-102.70709925201163,18.481591910409406,1.715532869994707e-05,4.924648052161336e-06
432,0.633412065336273,4,THBS1_ITGB1,5.18771278254663,0.4291187001415873,-82.42388459362675,22.283231755988204,38.570167371081894,SE,64,0.004938930747938603,0.10399977999997806,0.0011222362518310547,181.48330152069218,-100.87533772581389,18.45145313218714,1.7428788393947237e-05,4.924648052161336e-06
239,0.88865745454657,4,AFDN_NRXN2,2.019860877041703,0.11995464874920121,-95.80781170868713,21.0258810210317,129.95590008656356,SE,64,0.003482495882643004,0.3158926645129294,0.0018689632415771484,208.25115575081293,-114.2109350134989,18.40312330481177,1.7876472429345647e-05,4.924648052161336e-06
458,0.6083208954687985,4,HSPG2_ITGB1,5.18771278254663,0.47740094449424586,-80.42903126253327,28.337516973291436,60.94391320696318,SE,64,0.003974871744844795,0.08033097911343798,0.0011050701141357422,177.49359485850522,-98.7552167603323,18.32618549779903,1.861311088635631e-05,4.928190021869816e-06
460,0.6207650524607508,4,COL4A1_ITGB1,5.18771278254663,0.45296714009819883,-79.86174059684026,33.41982537707853,84.81750837042996,SE,64,0.003798121774099529,0.07824285259775056,0.0011272430419921875,176.3590135271192,-98.15138966538359,18.289649068543326,1.897353158419879e-05,4.928190021869816e-06
418,0.7552862068213765,4,CALM1_AQP1,3.2370446538154347,0.2866314036497274,-36.08036673537737,-13.544082326119959,26.267257564993884,SE,64,0.006008101476417419,0.18360348770052054,0.0013048648834228516,88.79626580419342,-54.295671472077146,18.21530473669978,1.9728710738520228e-05,4.981997661242482e-06
452,0.6108699348409754,4,COL6A1_ITGB1,5.18771278254663,0.4723148940503716,-84.30343270358078,28.846444458297537,63.31338034731087,SE,64,0.003907259421421509,0.0792597209151008,0.001111745834350586,185.24239774060024,-102.38532397045316,18.081891266872375,2.1160438172018736e-05,5.199124857989862e-06
174,0.9425833579890572,4,LAMC3_ITGA6,2.019860877041703,0.05831876892311907,-78.91416098052397,35.346876217594414,372.75583787138237,SE,64,0.005396127239608822,1.4953971637754464,0.0014891624450683594,174.46385429448662,-96.60143494072622,17.687273960202248,2.6036268742646307e-05,6.228772426470408e-06
319,0.7087147477259353,4,LAMB1_ITGB1,3.2370446538154347,0.3636000229698528,-87.85685899476468,15.67571123820628,35.31365460373077,SE,64,0.0023853906899846825,0.06074040963863556,0.0013065338134765625,192.34925032296803,-105.40350004368747,17.546641048922794,2.8034557999490062e-05,6.363381247258317e-06
488,0.40068918545459964,4,LAMB3_ITGB4,13.323870084366236,0.4362701914874708,-23.547901016548423,-2.675530658652046,0.4492077803729435,SE,64,0.013476643153265331,0.26899823608257317,0.001112222671508789,63.731334366535535,-41.077566239637314,17.52966522308889,2.8285971704455903e-05,6.363381247258317e-06
110,0.9453890027219947,4,LAMA5_ITGA6,2.019860877041703,0.055304425779456455,-72.66925447675607,30.384393053590323,275.8704180101483,SE,64,0.005038109788707329,1.526346242098319,0.0016798973083496094,161.9740412869508,-90.17136785694369,17.502113380187623,2.869884942513501e-05,6.363381247258317e-06
426,0.5799855608423259,4,TGFB3_ITGB1,5.18771278254663,0.5369485132908246,-87.07495080633075,34.646189395937014,89.73633287911397,SE,64,0.004542710507217527,0.08863969502469052,0.0011134147644042969,190.78543394610017,-104.48396656685912,17.409015760528376,3.0139299114329e-05,6.523657816954329e-06
329,0.7235945700333197,4,LAMA4_ITGB1,3.2370446538154347,0.33793108793440096,-87.0413298741613,27.470469101720266,106.71855726068469,SE,64,0.002814964751547409,0.07549460471400131,0.0011410713195800781,190.7181920817613,-104.3649872277501,17.3236573535888,3.152378099469111e-05,6.664647144754991e-06
408,0.6548774258561854,4,COL6A1_ITGA2,3.2370446538154347,0.4662192721249316,-83.09548711933488,40.0908634529772,218.94414667291773,SE,64,0.003109816333620514,0.06837881982951115,0.0010976791381835938,182.82650657210843,-100.2753536666265,17.179866547291624,3.4002100323560214e-05,7.025227339578557e-06
366,0.7092197807016517,4,MDK_ITGA6,3.2370446538154347,0.36271114058232923,-77.4744350574618,33.64446474764983,158.16315120305393,SE,64,0.002759445916387009,0.07038270351414386,0.0012981891632080078,171.58440244836228,-94.58226518718467,17.10783012972287,3.531640212217635e-05,7.037104468423404e-06
459,0.5966016369994377,4,COL5A2_ITGB1,5.18771278254663,0.5013433930391183,-85.18842689615443,32.61300511767269,80.15396754377151,SE,64,0.0058367414126894775,0.11609607584532976,0.0011172294616699219,187.01238612574753,-102.28065356690931,17.092226670754883,3.560774861022242e-05,7.037104468423404e-06
168,0.9811777839338389,4,CXCL14_CXCR4,2.019860877041703,0.018365949012383944,-77.92463560007442,24.95985991518428,189.6533690049875,SE,64,0.017859971391366643,39.452098706227666,0.001054525375366211,172.48480353358752,-94.84076496441013,16.916129364335703,3.9068200761382954e-05,7.2764189108210745e-06
121,0.9223434980507901,4,THBS1_ITGA6,2.019860877041703,0.0806075013467021,-81.0966007303168,14.413914096400545,62.32458242641102,SE,64,0.005412730693314211,0.8874117387428745,0.0018658638000488281,178.82873379407226,-97.97552909671876,16.878928366401965,3.984143015134389e-05,7.2764189108210745e-06
345,0.7068587897599512,4,LGALS3BP_ITGB1,3.2370446538154347,0.36687750921918727,-86.42442656193072,32.955638905423136,151.8993925389367,SE,64,0.002891978301819323,0.0731927825388626,0.0011222362518310547,189.4843854573001,-103.27722561012587,16.852799048195152,4.039371301434169e-05,7.2764189108210745e-06
115,0.943161852917808,4,CCL21_ADRA2A,2.019860877041703,0.05769577488945602,-93.43984556231754,6.199240916308964,13.085568314108384,SE,64,0.003671553814219986,1.035930007304235,0.0016980171203613281,203.51522345807376,-110.28564811406983,16.845802551752286,4.054289652100085e-05,7.2764189108210745e-06
361,0.6904474172402301,4,FN1_ITGB1,3.2370446538154347,0.3966255594816579,-83.9616039185172,24.5401189261995,83.99683584434106,SE,64,0.0028667106252154824,0.06898473038037299,0.0011129379272460938,184.55874017047307,-100.79444610544199,16.832842186924793,4.0820710089706225e-05,7.2764189108210745e-06
171,0.9999525818876814,4,HMGB1_CXCR4,2.019860877041703,4.5399929762484854e-05,-80.7339084606522,22.055457696936806,149.76491991636215,SE,64,9.161610094536893,2950833838.9468865,0.0009312629699707031,178.10334925474308,-97.52165830197788,16.787749841325677,4.180229122596746e-05,7.3080928716726336e-06
186,0.9498090273696631,4,ZG16B_CXCR4,2.019860877041703,0.05059174331829635,-76.87282851255607,13.86683419721777,58.39022073943554,SE,64,0.007444161333615843,2.623715628147618,0.0014729499816894531,170.3811893585508,-93.58124391691226,16.708415404356188,4.358722253350322e-05,7.433789800635866e-06
446,0.6079637699453461,4,FBN1_ITGB1,5.18771278254663,0.4781169165319033,-81.8464733024979,32.264047640434356,78.74864064720214,SE,64,0.004700331829428074,0.09494340764434904,0.0011067390441894531,180.32847893843447,-98.53026280098153,16.683789498483634,4.415671141577704e-05,7.433789800635866e-06
309,0.9192797739558153,4,ADAM9_ITGA6,2.019860877041703,0.08406689180100975,-78.12039814440203,30.013598564817656,266.22248680147476,SE,64,0.005419009642424381,0.8320772814600166,0.0025529861450195312,172.87632862224274,-94.70093533732714,16.580537192925107,4.662707924019127e-05,7.6212709520460175e-06
105,0.9805464836184083,4,LIF_IL6ST,2.019860877041703,0.018994167104483095,-86.61550777961766,15.295737791163665,72.26080637117734,SE,64,0.020548481626810684,42.60246726184191,0.0010945796966552734,189.866547892674,-103.18307631089469,16.567568531277033,4.694702906460346e-05,7.6212709520460175e-06
249,0.9272698552628623,4,CXCL2_ADRA2A,2.019860877041703,0.07509285846643309,-92.75548229797076,16.641040611647366,83.38296437465557,SE,64,0.0040103582699328585,0.7353944124218086,0.0016732215881347656,202.1464969293802,-109.28477518765472,16.52929288968396,4.790425744760629e-05,7.640232447784099e-06
206,0.8639981751224663,4,APOE_LRP1,2.019860877041703,0.15070311758217114,-78.66504746986456,35.17686866291573,356.21651068328185,SE,64,0.0031027661581906176,0.2068914372106853,0.0018630027770996094,173.9656272731678,-95.0688893467792,16.40384187691464,5.118138732762567e-05,8.02216102313882e-06
415,0.6523623349160164,4,COL7A1_ITGA2,3.2370446538154347,0.4714274003647221,-83.20718849537218,40.529245160328124,223.4816159147994,SE,64,0.003277777037811426,0.07167814719845135,0.0012590885162353516,183.04990932418303,-99.48849683195036,16.281308336578178,5.4599896150309135e-05,8.376814706073133e-06
313,0.768941956502595,4,LGALS1_ITGB1,3.2370446538154347,0.2658302553387159,-82.41806960965882,16.89911546923095,41.90347056952737,SE,64,0.0020090730648056627,0.06558540864887946,0.0012974739074707031,181.4716715527563,-98.65243057119156,16.234360961532744,5.596969690813136e-05,8.376814706073133e-06
477,0.5688728477641275,4,MDK_ITGB1,5.18771278254663,0.5619216629266058,-83.3109014671857,33.01088318596583,81.04998002997252,SE,64,0.004467465348142671,0.08624407243744973,0.0011057853698730469,183.25733526781008,-99.53719879047615,16.226297323290453,5.620842667775072e-05,8.376814706073133e-06
322,0.6643764841385165,4,LAMB1_ITGA2,3.2370446538154347,0.4469047861174352,-85.5367051013188,25.605989332970637,90.30069223366985,SE,64,0.00404687451582192,0.09093685429256737,0.0010998249053955078,187.70894253607628,-101.69575191002974,16.15904680871094,5.823973372565128e-05,8.539550399655613e-06
431,0.5829864258469232,4,LAMC1_ITGB1,5.18771278254663,0.5303680504723305,-81.79783293672303,29.672424987188837,66.0321151457891,SE,64,0.005101870569120607,0.09986728288633683,0.0011091232299804688,180.23119820688473,-97.8531222370887,16.055289300365672,6.151954016331285e-05,8.877278522844567e-06
457,0.5718583458282139,4,COL16A1_ITGB1,5.18771278254663,0.5551171235763575,-87.19472964457412,32.82448694784331,80.37364327901165,SE,64,0.004227631833864022,0.08183544188897085,0.0011224746704101562,191.02499162258692,-103.21851177468133,16.023782130107207,6.255179694714119e-05,8.885198429991648e-06
248,0.8835739087673347,4,SAA1_ADRA2A,2.019860877041703,0.12615305152547013,-94.3028317886034,14.777090031020819,64.73909979289448,SE,64,0.003202584767884298,0.27082702350964927,0.0018939971923828125,205.24119591064547,-110.26881415523818,15.965982366634776,6.449097744221088e-05,8.926101886000368e-06
151,0.9364416036943933,4,COL1A2_ITGA11,2.019860877041703,0.06498042636481997,-95.10418342997019,3.338177325520187,5.0129476504946915,SE,64,0.008877419135486548,2.0566776692686766,0.0018417835235595703,206.84389919337906,-111.05385608315527,15.949672653185075,6.504902686910174e-05,8.926101886000368e-06
436,0.5647064808199861,4,VCAN_ITGB1,5.18771278254663,0.5715378996238569,-88.54645555005041,26.3690477649521,52.11537774013282,SE,64,0.004699710850579109,0.0904034339168895,0.0011856555938720703,193.7284434335395,-104.47459029107412,15.928134741023712,6.579341230761315e-05,8.926101886000368e-06
246,0.9208890090807547,4,GNAI2_ADRA2A,2.019860877041703,0.08224696116869509,-94.15182113819081,15.664911746854322,73.90284753737836,SE,64,0.005590914458940804,0.888213362253988,0.0016770362854003906,204.9391746098203,-110.04874405137029,15.89692291317948,6.688737610160977e-05,8.926101886000368e-06
402,0.6940140708641651,4,PPY_ADRA2A,3.2370446538154347,0.390040815031324,-93.04424040745576,5.072598024820645,4.869168243207591,SE,64,0.0037757027194708827,0.0918135884868556,0.0011131763458251953,202.7240131483502,-108.90536302447626,15.861122617020499,6.816471287240944e-05,8.926101886000368e-06
478,0.5657557530655651,4,ADAM9_ITGB1,5.18771278254663,0.5691027702481549,-83.71837232423447,30.43318960950548,68.94164101756614,SE,64,0.004473884348445279,0.08613515628034342,0.0011131763458251953,184.0722769819076,-99.56383924172208,15.845466917487613,6.873098452220283e-05,8.926101886000368e-06
441,0.5913240712645188,4,COL6A3_ITGB1,5.18771278254663,0.5124353776275384,-87.81200248837038,29.1102985759819,64.02027626464152,SE,64,0.005752216037223806,0.11367151515891362,0.0011065006256103516,192.25953731017944,-103.53044750673497,15.71844501836459,7.350389375959665e-05,9.411510084455397e-06
407,0.5959117437618608,4,LAMC3_ITGA2,3.2370446538154347,0.5998893611871968,-79.83267055557243,45.43762104666185,273.0832656490702,SE,64,0.0032143261656664827,0.06387886000224845,0.0011224746704101562,176.30087344458354,-95.45389197153693,15.621221415964499,7.738126406064971e-05,9.424558144439263e-06
131,0.95075400090688,4,LAMC2_ITGA6,2.019860877041703,0.04958988682293511,-76.6022074764204,23.985331361892424,172.76603960031213,SE,64,0.014503368174408563,5.289952382560691,0.0017559528350830078,169.83994728627948,-92.2185208052523,15.616313328831893,7.758237089683373e-05,9.424558144439263e-06
247,0.903817532575717,4,AGT_ADRA2A,2.019860877041703,0.10188388065166522,-98.51197476693099,14.527150866921263,63.46632092292121,SE,64,0.003946763538561828,0.4529315322933271,0.0018486976623535156,213.65948186730066,-114.11115417914316,15.599179412212166,7.828855683944536e-05,9.424558144439263e-06
485,0.5075100987491976,4,LAMC2_ITGB4,8.313868603102732,0.5048991425853888,-35.34628660736836,-20.06985615431477,18.509863536892073,SE,64,0.011042803521614224,0.20691371724772145,0.0013480186462402344,87.32810554817542,-50.9390837766491,15.592797169280736,7.855325524763757e-05,9.424558144439263e-06
413,0.6534332838792137,4,COL4A1_ITGA2,3.2370446538154347,0.46920483000067476,-79.84337863056251,41.121056804782086,230.05933074355934,SE,64,0.0036316967596285808,0.0796020410679228,0.001440286636352539,176.3222895945637,-95.4305025130203,15.587123882457789,7.878930608751222e-05,9.424558144439263e-06
172,0.9720002336245109,4,FN1_ITGA6,2.019860877041703,0.02757899044701787,-79.76332442031466,15.925095103705711,77.59881827733575,SE,64,0.020253527334523933,20.98643174636242,0.0009272098541259766,176.162181174068,-95.1718877041026,15.408563283787942,8.659498587493264e-05,1.002957048102108e-05
354,0.6156373212030899,4,COL6A3_ITGA2,3.2370446538154347,0.5523230232883901,-80.71729116743755,38.57873689223901,198.99705956215485,SE,64,0.002887496551971163,0.05899924572148961,0.001104593276977539,178.07011466831378,-96.11923457599633,15.401943408558779,8.689887657775675e-05,1.002957048102108e-05
234,0.9888728934524167,4,THBS2_NOTCH3,2.019860877041703,0.010772886897935988,-46.51056384685377,-22.343717898677173,152.02665855906565,SE,64,0.016711885212623713,102.34693185297138,0.001398324966430664,109.65666002714623,-61.90690333703989,15.396339490186122,8.715696748007318e-05,1.002957048102108e-05
85,0.8445364696164283,4,COL1A1_ITGA2,2.019860877041703,0.17623836022055614,-83.2531754875587,37.312569866064756,397.12079172819756,SE,64,0.005243239863935709,0.28752477421689515,0.0018835067749023438,183.1418833085561,-98.61302206005267,15.359846572493964,8.885663440483249e-05,1.0097344818730967e-05
423,0.6592309401417948,4,MDK_TSPAN1,3.2370446538154347,0.4572981548884605,-80.23173270666527,16.47263970980771,37.68674398157075,SE,64,0.004138863884660383,0.09189732141321613,0.0011167526245117188,177.09899774676921,-95.56712894428512,15.335396237619847,9.001403522768125e-05,1.0102585322972083e-05
456,0.5570422845989459,4,PLAU_ITGB1,5.18771278254663,0.5896030376869075,-86.859522424617,31.99612618543875,75.90600010978379,SE,64,0.004688315356373234,0.08964668095988299,0.001119852066040039,190.35457718267267,-102.09665861967707,15.237136195060074,9.482038888852795e-05,1.051223823597871e-05
312,0.7174877473210565,4,EFNA2_EPHA2,3.2370446538154347,0.3483370538540172,-98.00971094242641,30.548880586360493,131.81104266174805,SE,64,0.004765559586992551,0.12503230527881812,0.0010943412780761719,212.6549542182915,-113.19440786645976,15.184696924033346,9.749028703254226e-05,1.0678016104331026e-05
449,0.5830273094222153,4,COL18A1_ITGB1,5.18771278254663,0.530278866434249,-83.44106182477361,33.169454338594925,82.33264951194518,SE,64,0.004845097057682777,0.09484522315476321,0.0011038780212402344,183.5176559829859,-98.57757931587113,15.136517491097521,0.00010000994417602715,1.0823587032037573e-05
462,0.5407901541427488,4,LAMB3_ITGB1,5.18771278254663,0.6296047853102978,-84.01431602137268,36.78299675176755,99.19805131132932,SE,64,0.005298431690522392,0.10029236095899279,0.0011098384857177734,184.66416437618403,-99.11361556943429,15.099299548061609,0.00010200112925762284,1.0909211685307257e-05
140,0.8849594604411278,4,APP_TSPAN15,2.019860877041703,0.12445657914300587,-92.56222171838729,28.92819595570564,244.0426955148913,SE,64,0.004990999648801809,0.4300437347101661,0.0018832683563232422,201.75997577021326,-107.4336194714318,14.871397753044505,0.00011509495952000126,1.2166486207188295e-05
480,0.48108080040351614,4,IL1RN_IL1R1,8.313868603102732,0.561220733303906,-83.0632229822314,32.53972387618568,48.54565074927841,SE,64,0.010105504341549424,0.1897110697742372,0.001096487045288086,182.76197829790146,-97.89279295412791,14.829569971896518,0.00011767586489241921,1.2296328619897514e-05
102,0.8919466098852036,4,C3_ADRA2A,2.019860877041703,0.11598180519742764,-98.1030222648738,11.158088032177977,37.89487303286973,SE,64,0.004494050517367152,0.42749738328603754,0.0021750926971435547,212.84157686318628,-112.80909315634162,14.706070891467817,0.00012564118834457183,1.2944612935823233e-05
363,0.7569966491707196,4,HSPG2_SDC1,3.2370446538154347,0.283984855465775,-28.99543955108295,-10.708324530492023,16.47974088739633,SE,64,0.0027688313119235432,0.0852862477592479,0.0012981891632080078,74.62641143560458,-43.685277550688824,14.689837999605874,0.00012672776064170943,1.2944612935823233e-05
437,0.5632922126227115,4,LUM_ITGB1,5.18771278254663,0.5748344586885134,-87.25091496432483,30.924840561196017,71.18648291968981,SE,64,0.0054445357271858865,0.1046092295421236,0.0012431144714355469,191.13736226208835,-101.84678616642935,14.595871202104519,0.00013320607620936897,1.3455159213067574e-05
434,0.5410576018899752,4,SEMA7A_ITGB1,5.18771278254663,0.6289270622396558,-87.51590036262398,31.310870376831307,72.22553925169335,SE,64,0.005259552679215285,0.09957025667004901,0.0010986328125,191.66733305868664,-101.96294476392976,14.447044401305774,0.00014415589745075952,1.4177696737065767e-05
409,0.668786934052587,4,COL6A2_ITGA2,3.2370446538154347,0.4381235078848294,-82.6067986254993,36.72787570817419,185.06295639947928,SE,64,0.0027238871623390865,0.061863627646622704,0.0010995864868164062,181.84912958443726,-97.05298594431835,14.446187318819057,0.00014422151301285435,1.4177696737065767e-05
169,0.8735307771268401,4,RTN4_GJB2,2.019860877041703,0.13861076641168726,-93.81098066026685,10.22844966825167,31.58450068330209,SE,64,0.006089515598005078,0.453172040672989,0.0022084712982177734,204.25749365397238,-108.2347820164351,14.423801356168255,0.00014594600409167935,1.4177696737065767e-05
