,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,is_svi,label,pattern_membership_0,pattern_membership_1,pattern_membership_2,pattern_membership_3,pattern_membership_4,pattern_correlation_0,pattern_correlation_1,pattern_correlation_2,pattern_correlation_3,pattern_correlation_4
PLAT_ITGB2,205,8.915501,2.2940993,73.0971128608924,6793.612,8.823885,205,1,4,0.0,0.0,0.0,0.0,1.0,-0.08475952574581457,0.13855564795811673,0.01237134537705211,0.0730680185868569,0.10925089533518773
TGFB1_ENG,546,31.212273,3.4723475,28.346456692913392,23783.752,10.0768,546,1,4,0.0,0.0,0.0,0.0,1.0,-0.009106475324262038,0.03674550022085543,-0.0728018195723529,0.040266489143100596,0.18081659206247308
TGFB1_SMAD3,340,14.843208,2.7627409,55.38057742782152,11310.524,9.333577,340,0,-1,0.0,0.0,0.0,0.0,0.0,0.15371959145916766,-0.06324057964642905,-0.08427643269700125,0.014977977006592685,0.05911965363175688
TGFB1_ACVRL1,423,22.5156,3.157664,44.48818897637795,17156.887,9.750214,423,0,-1,0.0,0.0,0.0,0.0,0.0,-0.042535754772084225,0.0007072059199309179,-0.008313688510415437,-0.05304106790786518,-0.0001411376076100284
TGFB1_ITGB6,319,13.9441395,2.7043192,58.136482939632536,10625.435,9.2711,319,0,-1,0.0,0.0,0.0,0.0,0.0,0.04694549799320435,-0.008722313255727119,-0.09309765952666033,0.07151904296572222,-0.0497927093528455
TGFB1_ITGAV,321,13.1736355,2.6513836,57.8740157480315,10038.311,9.214264,321,1,4,0.0,0.0,0.0,0.0,1.0,-0.11629614273039295,0.14977776583769517,-0.0077034031883356745,0.0859124917868196,0.23574300045445165
TGFB1_ITGB1,262,9.832731,2.3825722,65.61679790026247,7492.541,8.921797,262,1,3,0.0,0.0,0.0,1.0,0.0,0.22962850945125146,0.40640004004318325,0.1758525722793255,0.7439871775484497,-0.4861126414092807
TGFB1_CXCR4,154,4.924077,1.779025,79.79002624671917,3752.1467,8.23035,154,0,-1,0.0,0.0,0.0,0.0,0.0,0.1794053312440779,0.3685013816613915,0.15750199453111816,0.3216834967819451,-0.18207409822947676
TGFB1_ITGB5,415,25.317518,3.2702348,45.53805774278216,19291.95,9.867495,415,1,4,0.0,0.0,0.0,0.0,1.0,-0.21704628403109927,-0.029250270225947648,-0.053174266053579736,-0.0464051199936518,0.23038010897476482
COMP_ITGB1,257,10.102881,2.4072046,66.2729658792651,7698.3955,8.948897,257,1,3,0.0,0.0,0.0,1.0,0.0,0.24141845452021338,0.41495561456024954,0.1510134971591868,0.7318816995892216,-0.45450186533815634
LAMB1_ITGA7,180,8.702632,2.2723973,76.37795275590551,6631.4053,8.799723,180,1,4,0.0,0.0,0.0,0.0,1.0,-0.09074411090454142,0.02517039328069912,0.03316222570863591,-0.0884524401884954,0.12171481649704664
LAMB1_ITGAV,326,15.306349,2.7915545,57.21784776902887,11663.4375,9.3643,326,1,4,0.0,0.0,0.0,0.0,1.0,-0.14732648290641923,0.07907020562560407,0.0057834337023950555,0.03184740242794828,0.2327268279801607
LAMB1_ITGB1,244,10.862852,2.4734118,67.97900262467192,8277.493,9.021417,244,1,3,0.0,0.0,0.0,1.0,0.0,0.17064110453084952,0.38288381239614666,0.1902053360954303,0.6909655837207335,-0.5282243215625118
LAMB1_ITGA6,174,5.4593496,1.8655286,77.16535433070865,4160.0244,8.333517,174,1,4,0.0,0.0,0.0,0.0,1.0,0.09832756692706902,0.09106202814759021,0.008673866212983706,0.30084309018095773,-0.06668591692575358
LAMB1_ITGA1,273,14.007191,2.7085295,64.1732283464567,10673.4795,9.275611,273,0,-1,0.0,0.0,0.0,0.0,0.0,0.15528347375726997,0.012465400913668422,0.02913522536175807,-0.0019002315329173603,-0.16933056332205712
LAMB1_ITGA2,289,12.339731,2.5907469,62.073490813648306,9402.875,9.148877,289,1,3,0.0,0.0,0.0,1.0,0.0,0.350391885653979,0.061061135042131454,0.06392860176662941,0.34353427175648715,-0.1582916515111885
PDAP1_PDGFRB,461,24.367104,3.2334533,39.501312335958005,18567.732,9.829234,461,1,4,0.0,0.0,0.0,0.0,1.0,-0.04503679752139614,0.2239968752526735,0.07692352091259391,0.2562347337174935,-0.058626588243163184
SERPINE1_PLAUR,599,40.26246,3.719953,21.391076115485564,30679.992,10.331399,599,1,4,0.0,0.0,0.0,0.0,1.0,0.01184642127850065,-0.17072625226371543,-0.028590559948055087,-0.08516565059011177,-0.004514347110807951
SERPINE1_ITGAV,349,14.771419,2.7581995,54.199475065616795,11255.821,9.32873,349,1,4,0.0,0.0,0.0,0.0,1.0,-0.011989364139010372,0.18290366181711082,0.027079155505591205,0.18457308546823767,0.20032289854295046
SERPINE1_LRP1,524,29.298677,3.411104,31.233595800524938,22325.592,10.013534,524,0,-1,0.0,0.0,0.0,0.0,0.0,0.12595307880211892,0.47490058906806143,0.49199302360450026,0.1511893067878359,-0.46818157195970406
SERPINE1_ITGB5,424,25.81703,3.2890372,44.356955380577425,19672.576,9.887032,424,1,4,0.0,0.0,0.0,0.0,1.0,-0.12444127201711441,0.03386547572379188,0.0357155193878624,0.061193902999423344,0.16024484849334392
COL1A1_ITGA5,523,30.205301,3.440588,31.364829396325455,23016.44,10.044007,523,1,4,0.0,0.0,0.0,0.0,1.0,-0.070671978937873,-0.2416668023085463,-0.1788457013403282,-0.15168841561740676,0.10782946070482177
COL1A1_CD93,393,16.878983,2.883626,48.425196850393704,12861.785,9.462093,393,1,4,0.0,0.0,0.0,0.0,1.0,-0.044646029000627925,-0.14534741701730336,-0.03744668036072825,-0.12318742797789159,0.02087202775084908
COL1A1_ITGA1,278,11.135451,2.496131,63.51706036745407,8485.214,9.046198,278,0,-1,0.0,0.0,0.0,0.0,0.0,0.1340761226063135,0.010819235801397573,0.03126646943735326,0.06143058334714438,-0.16236669362014522
COL1A1_CD44,331,12.815821,2.6258144,56.56167979002624,9765.655,9.186729,331,0,-1,0.0,0.0,0.0,0.0,0.0,-0.06211230190371123,-0.053038264940108944,-0.12345089381243975,0.10706441843772291,0.09058593688804338
COL1A1_ITGAV,319,11.734401,2.544307,58.136482939632536,8941.613,9.098583,319,0,-1,0.0,0.0,0.0,0.0,0.0,-0.06311967520394467,0.16492322042706592,0.06889375813286848,0.16534908146202823,0.20302384301314147
COL1A1_ITGB1,252,9.201978,2.3225815,66.9291338582677,7011.9067,8.855508,252,1,3,0.0,0.0,0.0,1.0,0.0,0.17193107524278167,0.37546201599738693,0.14597245342235513,0.6993865481301945,-0.44347320157181064
COL1A1_ITGA11,352,20.49781,3.0679512,53.805774278215225,15619.332,9.656329,352,1,4,0.0,0.0,0.0,0.0,1.0,-0.13210336680277424,-0.1881723135646195,-0.1177157397385595,-0.09148172384861991,0.16789668082690312
COL1A1_ITGA2,300,11.956108,2.5615673,60.629921259842526,9110.555,9.117299,300,1,3,0.0,0.0,0.0,1.0,0.0,0.2956834814971812,0.025979969378916782,-0.031973898204048154,0.36672065229417594,-0.07720600910940568
COL1A1_DDR1,424,22.874939,3.1728294,44.356955380577425,17430.703,9.766046,424,0,-1,0.0,0.0,0.0,0.0,0.0,-0.024361917368130332,0.07306443394240511,0.2300188124810447,-0.10856677739899541,-0.07053437368530913
LAMA4_ITGA6,212,7.287724,2.1147754,72.17847769028872,5553.2456,8.622318,212,1,3,0.0,0.0,0.0,1.0,0.0,0.18234182294326434,0.11935856154123266,-0.01785946236147148,0.3595294827728241,-0.02668943216149862
LAMA4_ITGAV,360,15.720848,2.8166564,52.75590551181102,11979.286,9.391018,360,1,4,0.0,0.0,0.0,0.0,1.0,-0.08220057875525026,0.16121976167566346,-0.0024717660106155187,0.13749841365600657,0.23244327353681296
LAMA4_ITGB1,286,11.999951,2.5649457,62.467191601049876,9143.963,9.120958,286,1,3,0.0,0.0,0.0,1.0,0.0,0.2473890060344516,0.4403356744781136,0.16170897091556805,0.7850502734350724,-0.5016200720911531
HBEGF_CD44,369,15.999508,2.8331845,51.574803149606296,12191.625,9.4085865,369,0,-1,0.0,0.0,0.0,0.0,0.0,-0.01408433374129589,-0.03508021384764956,-0.15435596521738415,0.1124147989179456,0.07043063549499184
HBEGF_CD9,147,3.648543,1.5365539,80.70866141732283,2780.1897,7.930634,147,1,4,0.0,0.0,0.0,0.0,1.0,0.039593844733588936,0.1593439749552747,0.14891607252465097,0.04818530849796745,0.025765182462651567
HBEGF_ERBB2,575,33.88544,3.5520697,24.540682414698168,25820.705,10.158971,575,0,-1,0.0,0.0,0.0,0.0,0.0,-0.0762281092622881,-0.10375855740823127,-0.09738282719427126,-0.15295493891617942,-0.14363685577299756
LTF_LRP1,498,23.92427,3.215842,34.645669291338585,18230.295,9.810895,498,1,1,0.0,1.0,0.0,0.0,0.0,0.07242628684222308,0.442259691578839,0.5050818071713017,0.09018451475477154,-0.489490907291462
LTF_TFRC,256,9.351828,2.337163,66.40419947506561,7126.0923,8.871658,256,0,-1,0.0,0.0,0.0,0.0,0.0,0.08125433539663254,0.06678280861098398,-0.03394626207549044,0.15129084551702754,-0.016353034060693817
CD160_TNFRSF14,517,29.713142,3.4246907,32.1522309711286,22641.414,10.02758,517,0,-1,0.0,0.0,0.0,0.0,0.0,-0.05831518184453928,-0.2036815524763081,-0.13607218351077754,-0.08442426896640766,-0.001878390998919926
FGF23_FGFR4,399,17.932072,2.9408574,47.637795275590555,13664.239,9.522611,399,1,4,0.0,0.0,0.0,0.0,1.0,-0.03738114852533899,-0.19066107645160257,-0.16896740312088132,-0.18977344622901451,0.05470889414105571
FGF23_FGFR1,431,19.830545,3.0364203,43.43832020997376,15110.876,9.623237,431,1,4,0.0,0.0,0.0,0.0,1.0,-0.26600988145944476,0.006915034252076239,0.01049605093281333,-0.148899223545521,0.08829761758313015
FGF23_FGFR3,534,28.03728,3.3685806,29.92125984251969,21364.406,9.969528,534,1,4,0.0,0.0,0.0,0.0,1.0,-0.15781466339962144,-0.07105780985871889,0.005016049483205136,-0.2048250556553576,0.0030409752337326856
TGFB3_ENG,566,34.606236,3.5725207,25.72178477690289,26369.951,10.180018,566,1,4,0.0,0.0,0.0,0.0,1.0,0.10488529149502275,0.17252346581069694,0.060559807885943374,0.16901970422320764,0.04223420109112739
TGFB3_ITGB1,280,12.50138,2.6027918,63.254593175853024,9526.052,9.161891,280,1,3,0.0,0.0,0.0,1.0,0.0,0.2334253765889816,0.4732627564945636,0.20639112367659432,0.7806593010462903,-0.5160249284406918
TGFB3_ACVRL1,449,25.370869,3.27226,41.0761154855643,19332.602,9.8696,449,0,-1,0.0,0.0,0.0,0.0,0.0,0.025974784931512646,0.1222586413761655,0.11534739546372919,0.08266658367488464,-0.12143606916612297
TGFB3_ITGB6,344,15.775552,2.8199227,54.85564304461943,12020.971,9.394491,344,0,-1,0.0,0.0,0.0,0.0,0.0,0.08616475593981177,0.04334602127856709,-0.023873550811504166,0.1837802451353557,-0.1329920648014258
TGFB3_ITGB5,434,28.037207,3.368578,43.04461942257218,21364.352,9.969526,434,1,4,0.0,0.0,0.0,0.0,1.0,-0.1564721472555378,0.07839627521549787,0.08839802426293791,0.07893745404285467,0.15415573747281866
TNFSF10_RIPK1,200,8.860729,2.2885602,73.75328083989501,6751.876,8.817724,200,0,-1,0.0,0.0,0.0,0.0,0.0,-0.014805313242418064,0.06427167111878894,0.1860920030571951,-0.017780686584783552,-0.07171004482738215
TNFSF10_TNFRSF10B,283,12.835185,2.627215,62.86089238845145,9780.411,9.188239,283,1,4,0.0,0.0,0.0,0.0,1.0,-0.14373422696911317,-0.09362864425178612,-0.1996414489958664,-0.03512205287136125,0.2408308919508825
INHBA_ENG,556,32.694542,3.517336,27.03412073490814,24913.24,10.123195,556,1,4,0.0,0.0,0.0,0.0,1.0,0.04546786641579073,0.04898428419835621,-0.03588393619422557,0.033683390873118384,0.18174812060338102
INHBA_SMAD3,344,14.343622,2.7307,54.85564304461943,10929.84,9.299343,344,1,4,0.0,0.0,0.0,0.0,1.0,0.13699040252271588,-0.10928904545536691,-0.0769309918790085,-0.006735277983218113,0.08537519813953115
C3_CD46,173,6.178711,1.9711199,77.29658792650919,4708.1777,8.457269,173,1,0,1.0,0.0,0.0,0.0,0.0,0.37504074947312405,0.12707514054306973,0.09585486125311225,0.2818325509066045,-0.17714526316595855
C3_ITGAX,233,11.586172,2.5325987,69.4225721784777,8828.663,9.085872,233,1,4,0.0,0.0,0.0,0.0,1.0,-0.03705386897417552,0.10977329598845079,0.15709783850228998,0.04635812034976513,-1.1006380137863417e-05
C3_ADRA2A,191,9.909109,2.3895981,74.93438320209972,7550.741,8.929533,191,1,4,0.0,0.0,0.0,0.0,1.0,-0.08468821308685996,0.1332415430104337,0.5622428470075616,0.06129715562488065,-0.1469590375141335
C3_ITGB2,168,9.137072,2.316199,77.95275590551181,6962.4487,8.848431,168,1,4,0.0,0.0,0.0,0.0,1.0,0.08095744322338877,-0.02260819866521253,-0.02018057578574799,-0.03263703872792228,0.15177946321816047
C3_CD81,689,89.25827,4.502675,9.580052493438318,68014.805,11.127496,689,1,4,0.0,0.0,0.0,0.0,1.0,-0.023497756449154427,-0.06355202047031958,0.10137863826176093,-0.24116578989112847,-0.0966095276093008
LIF_IL6ST,203,6.9577527,2.0741467,73.35958005249343,5301.8076,8.575992,203,1,1,0.0,1.0,0.0,0.0,0.0,0.06202765872885272,0.329506886297609,0.1316788262704804,0.2984835822207719,-0.20408517246979324
APOE_LDLR,653,41.05898,3.7390728,14.304461942257218,31286.941,10.350988,653,1,4,0.0,0.0,0.0,0.0,1.0,-0.09227194306828701,-0.1793878764467756,-0.058790153340442686,-0.046651885304810944,0.037796170312745216
APOE_LRP5,378,15.552325,2.8065267,50.39370078740157,11850.872,9.380241,378,1,4,0.0,0.0,0.0,0.0,1.0,0.08432329209305454,-0.07150625190376105,-0.19307362664395017,0.1631206918750242,0.06653915950393574
APOE_LSR,413,22.253162,3.1464412,45.800524934383205,16956.91,9.73849,413,1,4,0.0,0.0,0.0,0.0,1.0,-0.022937098532291745,-0.1395886735426861,-0.20724008795625254,0.07688282420570461,0.19443493800855088
APOE_SCARB1,374,15.615442,2.8103325,50.91863517060368,11898.967,9.384291,374,0,-1,0.0,0.0,0.0,0.0,0.0,-0.06228871955702182,-0.03000476140936473,0.03229284767328208,-0.017811439012399097,0.009192760080690863
APOE_LRP8,222,8.159224,2.2147615,70.86614173228347,6217.328,8.735256,222,1,4,0.0,0.0,0.0,0.0,1.0,-0.03421923814343108,0.13230213334303906,0.24756148417954302,0.05172930950862465,-0.11706800609641302
LAMA5_SDC1,613,46.79802,3.8669841,19.55380577427821,35660.09,10.481815,613,1,4,0.0,0.0,0.0,0.0,1.0,0.1694501802261456,-0.09427485854192279,0.029564772747933746,-0.08158717682077264,0.08741680995315053
LAMA5_ITGA6,176,4.363818,1.679676,76.9028871391076,3325.2295,8.109594,176,1,3,0.0,0.0,0.0,1.0,0.0,0.22499330686125799,0.18027017698157288,0.017700041863863286,0.3320793680087783,-0.03225925184833529
LAMA5_BCAM,333,12.008469,2.5656006,56.2992125984252,9150.453,9.121668,333,1,4,0.0,0.0,0.0,0.0,1.0,0.05577097470472487,0.009767592249123007,0.09297904594606271,-0.04654279185669086,0.06206371228097088
LAMA5_ITGB1,252,7.747891,2.1688128,66.9291338582677,5903.893,8.683537,252,1,3,0.0,0.0,0.0,1.0,0.0,0.30420129593836326,0.35821266149580777,0.12683712831932986,0.6744320924975038,-0.4085250511687935
LAMA5_ITGA2,298,9.833443,2.382638,60.892388451443566,7493.0835,8.921869,298,1,0,1.0,0.0,0.0,0.0,0.0,0.511798137341697,0.11037542423689514,0.07499118096416377,0.35553544421258365,-0.10835098826267674
JAG1_CD46,214,5.8896956,1.9300269,71.91601049868767,4487.948,8.409373,214,1,3,0.0,0.0,0.0,1.0,0.0,0.3883553606854333,0.18063271065173903,0.08566529377114175,0.30900601817479767,-0.15940278595049454
JAG1_NOTCH4,216,7.5825357,2.1497295,71.65354330708662,5777.892,8.661967,216,0,-1,0.0,0.0,0.0,0.0,0.0,-0.09948324604997233,0.00042616716864048317,0.07141284253284166,-0.04854382502576568,0.1313844040419677
JAG1_NOTCH1,188,6.1759057,1.970729,75.32808398950131,4706.04,8.456815,188,0,-1,0.0,0.0,0.0,0.0,0.0,0.18988350620164543,0.03265574214493846,0.11062961426406343,0.11969052072081225,-0.0008518017303944795
JAG1_NOTCH2,284,9.359684,2.3379216,62.72965879265091,7132.079,8.8724985,284,1,4,0.0,0.0,0.0,0.0,1.0,-0.077144726880565,0.09592099002559638,0.03446964751796637,0.06656797109893389,0.07010550141158592
JAG1_NOTCH3,638,41.44888,3.7483006,16.27296587926509,31584.047,10.360439,638,1,4,0.0,0.0,0.0,0.0,1.0,-0.08921211992989699,-0.34646249233721543,-0.25288033683682654,-0.2717518911878275,0.22316229210502758
LAMC1_ITGA6,199,5.3779054,1.8528397,73.88451443569554,4097.964,8.318489,199,1,4,0.0,0.0,0.0,0.0,1.0,0.14474981817065893,0.10787083480782292,0.011788226347441021,0.30046821485483133,0.02887489481455595
LAMC1_ITGA1,287,11.3245125,2.5115902,62.33595800524934,8629.278,9.063032,287,0,-1,0.0,0.0,0.0,0.0,0.0,0.22271124405585735,0.05130900461769261,0.1033191092654129,0.05181969360398337,-0.12044976030610115
LAMC1_ITGA7,183,7.0883937,2.0904303,75.98425196850394,5401.356,8.59459,183,1,4,0.0,0.0,0.0,0.0,1.0,-0.06968408073666539,0.057256483605018935,0.08839214751024603,-0.07043939021300152,0.1168312052442588
LAMC1_ITGAV,339,13.078245,2.6446307,55.51181102362205,9965.623,9.206997,339,1,4,0.0,0.0,0.0,0.0,1.0,-0.08170928255228241,0.13049702854606487,0.07544107674733369,0.05552983750034682,0.25535256522714855
LAMC1_ITGB1,259,8.41441,2.2422414,66.01049868766404,6411.78,8.766048,259,1,3,0.0,0.0,0.0,1.0,0.0,0.2137938174382661,0.4292060382261981,0.2280655365645458,0.6811159687043683,-0.44954674045637155
LAMC1_ITGA2,313,11.544331,2.5292687,58.9238845144357,8796.78,9.082254,313,1,4,0.0,0.0,0.0,0.0,1.0,0.35716621302600443,0.024345726650514394,0.029329853690231514,0.2903285758585173,-0.008224930939562341
IL1RN_IL1R1,175,5.918182,1.934153,77.03412073490814,4509.655,8.414198,175,1,3,0.0,0.0,0.0,1.0,0.0,0.16389547396110568,0.2761610097632552,0.0789135190588063,0.3335300771548219,-0.14498887970618576
CCL21_ADRA2A,215,8.856035,2.288084,71.78477690288713,6748.299,8.817194,215,1,2,0.0,0.0,1.0,0.0,0.0,-0.014945711193415891,0.23270415297699365,0.6047364698444937,0.09468810316305686,-0.18683564154010082
MMP7_CD44,309,11.138429,2.4963763,59.4488188976378,8487.482,9.046466,309,1,4,0.0,0.0,0.0,0.0,1.0,-0.09212428021821956,-0.10388189953340232,-0.16945493528397973,0.09394439913614941,0.11329008222899124
MMP7_SDC1,619,50.003567,3.9318955,18.766404199475062,38102.72,10.548067,619,1,4,0.0,0.0,0.0,0.0,1.0,-0.15904031983034136,-0.41242037561701916,-0.3535011368670766,-0.10424214048693642,0.2862163074862793
MMP7_CD151,623,45.987236,3.849876,18.24146981627297,35042.273,10.464339,623,1,4,0.0,0.0,0.0,0.0,1.0,-0.15829474806671714,-0.32233037477830767,-0.24751299761563325,-0.14771117100950962,0.07931444973196597
THBS1_CD47,237,9.351536,2.3371348,68.89763779527559,7125.8706,8.871628,237,0,-1,0.0,0.0,0.0,0.0,0.0,0.12770116408472246,-0.010622773424687478,0.013091058637157257,0.000913208657775718,-0.06758273851549057
THBS1_SDC1,674,63.059574,4.1598134,11.5485564304462,48051.395,10.780047,674,1,4,0.0,0.0,0.0,0.0,1.0,-0.14243993772649474,-0.39093440727632217,-0.15721504529929747,-0.3496353680368925,0.22275075515678783
THBS1_ITGB1,260,9.873657,2.386343,65.87926509186352,7523.7266,8.92595,260,1,3,0.0,0.0,0.0,1.0,0.0,0.21146837948730215,0.41303762997019544,0.22077754395153787,0.7317582219747605,-0.5100044227379058
THBS1_LRP5,377,16.820568,2.8803532,50.5249343832021,12817.273,9.458627,377,0,-1,0.0,0.0,0.0,0.0,0.0,-0.020472665144230722,-0.14316973420687729,-0.20751737724451924,-0.05048577723128026,0.1148870879264692
THBS1_SDC4,694,68.61117,4.242925,8.923884514435699,52281.71,10.864421,694,1,4,0.0,0.0,0.0,0.0,1.0,0.012782688816754338,-0.30001982379836656,-0.10460696615473906,-0.30518244937593775,0.09292853199282912
THBS1_SCARB1,386,20.036085,3.0462394,49.34383202099738,15267.497,9.633547,386,1,4,0.0,0.0,0.0,0.0,1.0,-0.07756869110569754,-0.14551776839547326,-0.07001341495442366,-0.21577851838257875,0.08504557580509423
THBS1_ITGA6,186,6.062062,1.9547371,75.59055118110236,4619.291,8.438213,186,1,4,0.0,0.0,0.0,0.0,1.0,0.14092031356391402,0.08332051870778197,0.0005486574269635936,0.3059762803545924,-0.006000501244826878
ADAM10_GPNMB,147,5.0515113,1.800308,80.70866141732283,3849.2517,8.255894,147,1,1,0.0,1.0,0.0,0.0,0.0,0.028747544799044473,0.39970658036899676,0.2594492031523638,0.12643234880044588,-0.1732369758968084
ADAM10_TSPAN15,221,8.4977,2.2510495,70.99737532808399,6475.2476,8.775897,221,1,4,0.0,0.0,0.0,0.0,1.0,0.0009610287460843732,-0.11436749845524778,-0.16052881767724575,-0.1094089986095016,0.24008878329031297
ADAM10_CD44,356,14.397818,2.7342257,53.28083989501312,10971.137,9.303114,356,0,-1,0.0,0.0,0.0,0.0,0.0,-0.010430658904136593,-0.04705383814453579,-0.16794168584403033,0.12900966729991534,0.0973004641355237
ADAM10_CADM1,328,11.977785,2.563239,56.95538057742782,9127.072,9.11911,328,1,4,0.0,0.0,0.0,0.0,1.0,0.0960005712723949,-0.11776121612497047,-0.10736864708748238,-0.024716358697579485,0.18295980570077927
ADAM10_TSPAN14,448,19.791119,3.0345259,41.20734908136483,15080.833,9.621246,448,0,-1,0.0,0.0,0.0,0.0,0.0,-0.07937375743695674,-0.06626091589285522,0.05213851120223674,-0.12665516011843994,-0.02058925037981022
ADAM10_NOTCH1,184,6.7991176,2.0540106,75.85301837270342,5180.9277,8.552933,184,0,-1,0.0,0.0,0.0,0.0,0.0,0.20681781931075832,0.051340366592068615,0.049089583864712696,0.18496338909105686,-0.0093830443383191
ADAM10_MET,154,5.814332,1.919028,79.79002624671917,4430.521,8.396498,154,0,-1,0.0,0.0,0.0,0.0,0.0,0.00876722352189577,0.038453535710490476,0.29528053373511315,0.06603259513524937,0.06346043160605011
ADAM10_TSPAN17,433,18.775312,2.9844344,43.1758530183727,14306.788,9.56856,433,1,4,0.0,0.0,0.0,0.0,1.0,0.12802878767988604,0.007527666742859253,-0.0067214766737131336,0.03875988848195305,-0.006203305567742376
