"","gene_name","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"SEMA3F_PLXNA3","SEMA3F_PLXNA3",6.65623029985956,6.65623029985956e-08,18.7703052665602,-1526.32184246005,0.308,2.9404346040651,6.54324430974417,0.877410131345724,0.99999999,-1796.41385047609,540.184016032066,394,0,0
"SEMA3F_PLXNA1","SEMA3F_PLXNA1",6.48260024199378,6.48260024199378e-08,12.4599725444691,-1386.78269779151,0.891,1.91557940567774,6.01561588597243,1.32915142502692,0.99999999,-1764.38151229629,755.197629009561,115,0,0
"SEMA3F_NRP2","SEMA3F_NRP2",4.14222440263212,4.14222440263212e-08,13.8023404221837,-1249.73233068811,0.243,1.12622275159017,3.99541131073924,1.80714297929564,0.99999999,-1608.47166197452,717.47866257282,162,0,0
"DCN_MET","DCN_MET",3.1889777232636,3.1889777232636e-08,13.2364531383179,-1136.43084219788,0.282999999999999,0.746452863948354,2.87565404417746,2.39234249169806,0.99999999,-1483.17356803398,693.485451672208,196,0,0
"GRN_TNFRSF1A","GRN_TNFRSF1A",4.84226567770055,1.11353123387611e-07,13.2999343423512,-1297.13507219805,0.293000000000001,5.08900081220415,3.814965570448,0.432406074926499,0.999999977003922,-1590.8637887369,587.457433077717,355,0,0
"GRN_SORT1","GRN_SORT1",4.93729955152677,4.93729955152677e-08,13.3377852406959,-1305.47023459715,0.236000000000001,1.29399086837839,4.28185954588176,1.71717092735383,0.99999999,-1634.85242897748,658.764388760667,252,0,0
"GRN_TNFRSF1B","GRN_TNFRSF1B",5.46681641638762,5.46681641638762e-08,12.0450163095839,-1310.5750417434,0.262,1.42673852007406,4.84472508726166,1.63878831314995,0.99999999,-1681.90711526794,742.664147049083,127,0,0
"ICAM3_ITGB2","ICAM3_ITGB2",4.50491095103464,4.50491095103464e-08,16.8943463435211,-1345.71235996011,0.276,1.23409402572488,4.4096327205437,1.71986696794614,0.99999999,-1646.05535834682,600.685996773423,341,0,0
"EFNB1_EPHB6","EFNB1_EPHB6",6.67398000738018,6.67398000738018e-08,13.9347540565802,-1434.56003204545,0.224999999999998,2.13564011546371,6.43370522415654,1.20966295440823,0.99999999,-1789.98161726865,710.843170446406,173,0,0
"EFNB1_EPHB4","EFNB1_EPHB4",6.82489093921395,6.82489093921395e-08,16.7815669364421,-1501.91893653621,0.25,2.46285785705986,6.62091345329295,1.06073893579929,0.99999999,-1800.90973811319,597.981603153961,344,0,0
"EFNB1_ERBB2","EFNB1_ERBB2",6.02883329493943,9.60513321967219e-08,18.9135479538284,-1490.86041244029,0.178000000000001,4.20489542022985,5.56900413880432,0.583930874651928,0.999999984068007,-1734.99022433998,488.259623799378,422,0,0
"EFNB1_EPHB3","EFNB1_EPHB3",4.43703128495747,4.43703128495747e-08,13.955940584685,-1279.51624209128,0.188000000000002,1.24837334901103,4.00487705645203,1.68733671664955,0.99999999,-1609.37324217612,659.714000169673,250,0,0
"SEMA4G_PLXNB2","SEMA4G_PLXNB2",3.44468080864189,0.0841535109550613,31.2104784622428,-1426.16299081541,0.324999999999999,5.13361976540472,3.41439120157423,0.361535371997416,0.976152603570044,-1548.59853113602,244.871080641235,494,0,0
"VCL_ITGB5","VCL_ITGB5",6.45432646605384,6.45432646605384e-08,17.7436287656752,-1497.69686793268,0.247,2.79646034092842,6.66841700989679,0.908482989027923,0.99999999,-1803.63356715828,611.873398451193,326,0,0
"EFNA2_EPHA2","EFNA2_EPHA2",6.96732811512906,0.251549889356508,9.4485102970729,-1384.5454164355,0.221,2.24099719524147,6.65201176403478,1.1778549697915,0.965153879979658,-1802.69509859398,836.299364316967,46,0,0
"LGALS1_ITGB1","LGALS1_ITGB1",4.65868991556626,4.65868991556626e-08,10.2811244765643,-1196.01539312381,0.206,1.10858182983398,3.75234876957438,1.94699190680238,0.99999999,-1584.55836925071,777.085952253807,92,0,0
"TIMP1_CD63","TIMP1_CD63",3.23478871188764,3.23478871188764e-08,19.8497822138851,-1267.85441577445,0.204000000000001,5.88956011256825,3.12954134675268,0.305379655363756,0.99999999,-1515.40857489767,495.10831824644,415,0,0
"MMP2_PECAM1","MMP2_PECAM1",7.06242405505974,7.06242405505974e-08,11.6657091662336,-1397.42820437997,0.198999999999998,2.2715402642371,6.45180774455304,1.16992078299776,0.99999999,-1791.05213185745,787.247854954961,76,0,0
"MMP2_FGFR1","MMP2_FGFR1",6.96399204499273,1.42538456392276e-07,17.5666772030847,-1523.61083968987,0.269000000000002,2.75278558815917,6.95838673227126,0.958642650892317,0.999999979532077,-1819.85089091931,592.480102458888,348,0,0
"PLAT_LRP1","PLAT_LRP1",5.77426527285921,0.353994043537504,13.167270133552,-1438.47227054801,0.283999999999999,3.32444716185799,6.33457926764674,0.722817953496605,0.942235792374131,-1784.06574842416,691.1869557523,200,0,0
"PLAT_ITGB2","PLAT_ITGB2",5.28130164809693,5.28130164809693e-08,12.1681014287287,-1300.81373138743,0.183,1.26312264963144,4.57001725578216,1.81938648368299,0.99999999,-1659.66680360833,717.706144441784,160,0,0
"TGFB1_ENG","TGFB1_ENG",5.78973845841066,1.81733718156641e-07,14.264944885279,-1387.97621174064,0.222999999999999,3.67923518519388,5.89372543164109,0.653991227765195,0.999999968611067,-1756.58227579116,737.212128101034,132,0,0
"TGFB1_SMAD3","TGFB1_SMAD3",5.96496968701265,5.96496968701265e-08,16.000644725589,-1435.80617364148,0.215000000000003,2.11607354582069,5.87098714117871,1.15417951679448,0.99999999,-1755.1095157216,638.606684160234,281,0,0
"TGFB1_ACVRL1","TGFB1_ACVRL1",7.13235426360156,7.13235426360156e-08,17.1932786006158,-1526.15641257669,0.233999999999998,2.79369407532732,6.77298076129429,0.955955346395748,0.99999999,-1809.56146150734,566.810097861318,371,0,0
"TGFB1_ITGB6","TGFB1_ITGB6",6.20967096389431,6.20967096389431e-08,13.9347468375313,-1407.08653465173,0.192,1.94972116497321,5.69101942039972,1.27809103370669,0.99999999,-1743.2476923173,672.322315331132,225,0,0
"TGFB1_ITGAV","TGFB1_ITGAV",5.34989182078457,5.34989182078457e-08,22.4071675538316,-1493.97825048323,0.259,1.93088941275856,5.45288403131706,1.19788492332389,0.99999999,-1726.96194511085,465.967389255252,435,0,0
"TGFB1_ITGB1","TGFB1_ITGB1",5.23082600073219,5.23082600073219e-08,12.1843688782944,-1297.60012346531,0.273000000000003,1.49301854705859,4.51163849362206,1.53186302677401,0.99999999,-1654.76844247931,714.336638027994,170,0,0
"TGFB1_CXCR4","TGFB1_CXCR4",3.14105480795923,6.66708646636133e-08,13.4397624430316,-1135.64933842479,0.297000000000004,0.836248190246255,2.92696173694429,2.11934942476596,0.999999978774371,-1489.91147423276,708.524271615942,176,0,0
"TGFB1_ITGB5","TGFB1_ITGB5",7.12292579634114,7.12292579634114e-08,16.3549079092507,-1510.22934228565,0.170000000000002,2.80104168633982,7.04435483136977,0.952817308574445,0.99999999,-1824.52915440588,628.599624240462,297,0,0
"COMP_ITGB1","COMP_ITGB1",5.95558645148702,5.95558645148702e-08,9.32067369307555,-1255.72107541884,0.204999999999998,1.47305239855702,4.52272445961048,1.65670075835236,0.99999999,-1655.7034846474,799.964818457119,66,0,0
"LAMB1_ITGA7","LAMB1_ITGA7",5.46045505865249,5.46045505865249e-08,9.30700202850302,-1222.14091364035,0.192,1.11813675815768,4.46593981677054,2.08987106773373,0.99999999,-1650.88959104234,857.497354803973,31,0,0
"LAMB1_ITGAV","LAMB1_ITGAV",6.1036606220581,6.1036606220581e-08,15.6760964679766,-1438.13557722671,0.201000000000001,2.02867942971742,5.9455849209329,1.21781624587069,0.99999999,-1759.92007017289,643.568985892377,275,0,0
"LAMB1_ITGB1","LAMB1_ITGB1",6.17353233919729,6.17353233919729e-08,9.6258517200418,-1280.59008164068,0.197000000000003,1.44387291244965,4.73476104833846,1.72082970711651,0.99999999,-1673.15964413871,785.139124996069,81,0,0
"LAMB1_ITGA6","LAMB1_ITGA6",3.59941088798462,3.59941088798462e-08,13.4208242458767,-1187.08520668788,0.178000000000004,0.915728193276978,3.05133717851596,2.07180619645767,0.99999999,-1505.76678106074,637.363148745727,283,0,0
"LAMB1_ITGA1","LAMB1_ITGA1",6.49142980273641,6.49142980273641e-08,12.3249929133671,-1383.68320651469,0.183,1.71333497671409,5.73576863345386,1.48705797936687,0.99999999,-1746.23182701079,725.097240992197,148,0,0
"LAMB1_ITGA2","LAMB1_ITGA2",5.72908302278435,5.72908302278435e-08,12.9211974678218,-1351.72126772378,0.173000000000002,1.70365377101785,5.15158130172951,1.40495113350401,0.99999999,-1705.30554988869,707.16856432983,177,0,0
"PDAP1_PDGFRB","PDAP1_PDGFRB",6.51899496428642,6.51899496428642e-08,14.76533097381,-1444.23877600229,0.282999999999994,3.01567599682802,6.33634438962983,0.846653374195487,0.99999999,-1784.17189877248,679.866245540392,213,0,0
"SERPINE1_PLAUR","SERPINE1_PLAUR",5.98331769835576,0.109740104755556,19.8178756540201,-1519.26826279675,0.25,4.19546906362127,5.63779434163252,0.583029471758109,0.981989321568635,-1739.66763448541,440.79874337732,450,0,0
"SERPINE1_ITGAV","SERPINE1_ITGAV",5.83759859854323,5.83759859854323e-08,15.8290970250939,-1424.20591313988,0.167000000000002,2.11825432619985,5.63654162754524,1.14061482620451,0.99999999,-1739.58296713639,630.754107993026,292,0,0
"SERPINE1_LRP1","SERPINE1_LRP1",6.21354559648493,6.21354559648493e-08,14.6512378424037,-1423.47411169775,0.178999999999995,3.49195583314763,6.02566185814143,0.713840201851416,0.99999999,-1765.01724487647,683.086266357434,207,0,0
"SERPINE1_ITGB5","SERPINE1_ITGB5",7.19143291579681,7.19143291579681e-08,15.4514345464573,-1496.07058050712,0.179000000000002,2.84985665831659,6.93596694325071,0.940989332965596,0.99999999,-1818.62133433399,645.101507653731,272,0,0
"COL1A1_ITGA5","COL1A1_ITGA5",6.4366381627257,6.4366381627257e-08,17.9911389628883,-1500.84055547178,0.227000000000004,3.5341641753831,6.33583503590446,0.717865079545544,0.99999999,-1784.14127045466,566.601429965762,373,0,0
