gene,time,kappa,nu,U_tilde,e_tilde,I_tilde,pval,padj
SEMA3F_PLXNA3,0.8423037528991699,43.257676531891626,16.7887219656012,3401.653317315113,726.2411041718406,62831.00553685858,5.632568855773457e-10,3.811628787331627e-09
SEMA3F_PLXNA1,0.03412270545959473,21.035317003922938,16.788721965605447,728.0479254217838,353.15608863723475,14857.50055269948,0.006386575109141868,0.008280756178257435
SEMA3F_NRP2,0.03470158576965332,12.007409220682174,16.788721965601418,448.8330165567063,201.5890549332318,4841.1245539877855,0.0027084626097851894,0.0037903131139770075
DCN_MET,0.0360870361328125,7.638473034648896,16.788721965602768,411.39641923856686,128.24020002047433,1959.1186196287479,9.127148215326564e-06,2.0874126010978345e-05
GRN_TNFRSF1A,0.035427093505859375,174.3637007441311,16.788721965584717,10645.990053216075,2927.343692683635,1020844.9592126181,6.070345516251408e-07,1.8860067201435192e-06
GRN_SORT1,0.04024386405944824,14.89545003735518,16.788721965599784,485.4993419136318,250.07556922963906,7449.976294046491,0.01164453404757615,0.014712019998727923
GRN_TNFRSF1B,0.04344773292541504,15.165089557130303,16.78872196560581,1595.0668027718666,254.60247215817276,7722.138583490929,7.882583474838611e-15,1.6930418419870757e-13
ICAM3_ITGB2,0.040248870849609375,12.862306036144037,16.788721965603692,671.3876820380937,215.94167987732834,5555.015945082488,1.678678770589137e-05,3.513844545216245e-05
EFNB1_EPHB6,0.03437495231628418,23.734349107334726,16.788721965605884,1122.3402514301783,398.46938819766893,18914.823136139115,9.768963959422283e-05,0.00017742162485127235
EFNB1_EPHB4,0.042112112045288086,30.708504234024847,16.78872196560449,937.1246625334288,515.5565395646314,31663.940356199364,0.02110396359179334,0.02530426702511143
EFNB1_ERBB2,0.04127788543701172,95.64823751573495,16.788721965592746,4069.4927720824926,1605.8116661506517,307186.11129903124,0.0005003787966586515,0.0008322798840046257
EFNB1_EPHB3,0.03960275650024414,15.253492154397364,16.788721965594082,262.6760013597237,256.08663878454803,7812.43107109219,0.42503090524554743,0.4320272987475317
SEMA4G_PLXNB2,0.04399609565734863,207.59585353609813,16.78872196557538,9626.8073128859,3485.26906622386,1447054.813211404,0.00013462385573448366,0.00023836625352270584
VCL_ITGB5,0.03780102729797363,39.08243616388766,16.78872196560054,2372.0741683726164,656.1441544938416,51287.42406462721,6.974139115101252e-07,2.113634799300625e-06
EFNA2_EPHA2,0.037484169006347656,25.111086502528295,16.78872196560588,1970.02969510809,421.5830495452261,21172.81685025969,6.073364033909456e-10,4.0543808550692855e-09
LGALS1_ITGB1,0.03772139549255371,12.807133480558342,16.788721965596636,683.267220721647,215.01540318137793,5507.461937839952,1.1005015865261925e-05,2.4378824383136282e-05
TIMP1_CD63,0.13698220252990723,247.83686500921766,16.78872196558799,9888.95781636413,4160.864219462718,2062431.0877613311,0.0012037718110665674,0.0018297331528211824
MMP2_PECAM1,0.03575563430786133,27.087822448309424,16.788721965603262,1533.9647902499169,454.7699197382936,24637.45368140565,3.2558805478366537e-06,8.206147911384218e-06
MMP2_FGFR1,0.21178078651428223,35.16532638574735,16.78872196560445,2577.493013790222,590.3808875200463,41521.87320309924,4.913598861122637e-09,2.667382238895146e-08
PLAT_LRP1,0.03590965270996094,57.333998790752105,16.788721965595553,5596.818662810016,962.5645648737286,110375.35119698236,2.020605904817785e-13,3.4419976447585716e-12
PLAT_ITGB2,0.035448312759399414,12.50381248036342,16.78872196560491,484.1255053365516,209.92303124288216,5249.67643594094,0.0017668453714743126,0.002582312466000918
TGFB1_ENG,0.03742837905883789,73.78560547712942,16.788721965592288,4467.170638362736,1238.7660154184093,182806.20098427674,7.390714817923083e-07,2.2127352242751535e-06
TGFB1_SMAD3,0.03191184997558594,27.10400863547657,16.788721965598725,843.8813594855958,455.0416651342031,24666.906442598156,0.017728665022036627,0.021731911962496513
TGFB1_ACVRL1,0.04116082191467285,37.71944796706947,16.78872196560251,688.0037511842488,633.2613246151401,47772.535166756534,0.36011616019188186,0.36908170774852617
TGFB1_ITGB6,0.0339963436126709,23.973109717358472,16.78872196560018,545.3008881944065,402.4778736955592,19297.29244982557,0.1493769127066501,0.15869289220878524
TGFB1_ITGAV,0.04044651985168457,24.937332748676774,16.78872196559722,1377.5180017196037,418.6659460811166,20880.824015928745,5.472353486357662e-06,1.3123022438158664e-05
TGFB1_ITGB1,0.03742694854736328,19.175954339791183,16.788721965593233,1422.0128177024847,321.93976583566507,12347.004499655557,3.475407073239012e-09,1.9290461732360357e-08
TGFB1_CXCR4,0.04284334182739258,9.704170491569766,16.78872196559378,312.50524816773316,162.92062028968434,3162.0189517667945,0.013047445314658956,0.016317564520105125
TGFB1_ITGB5,0.039133310317993164,36.21890067016815,16.788721965603894,1725.511498845075,608.0690532512776,44047.18528062243,8.624362083498038e-05,0.00015779388404622336
COMP_ITGB1,0.03659844398498535,18.511889492595984,16.788721965594384,1049.282408141761,310.79096574900205,11506.656026485418,3.1927253928420996e-06,8.129929608577305e-06
LAMB1_ITGA7,0.037038564682006836,9.78896912821593,16.78872196561057,543.1073009972997,164.34428102356253,3217.5221866769934,5.000185377412869e-06,1.2228176120999788e-05
LAMB1_ITGAV,0.034862518310546875,24.326439224100753,16.78872196560206,1280.5333068712007,408.4098245465439,19870.313550714305,1.428499623901125e-05,3.0815668742670556e-05
LAMB1_ITGB1,0.04269742965698242,16.43861942557102,16.788721965599926,1137.4631595402889,275.98341103422183,9073.572523525021,2.5305413653420317e-08,1.1262048959269942e-07
LAMB1_ITGA6,0.037314414978027344,11.451688996148789,16.788721965590582,399.9998166015273,192.25922259275515,4403.385647547149,0.00579724589526065,0.007576294900155453
LAMB1_ITGA1,0.041410207748413086,17.932479173579516,16.788721965605987,410.82142602630046,301.0634069992463,10797.626551881756,0.14411513953822674,0.15376431734748167
LAMB1_ITGA2,0.03654766082763672,21.025454840192825,16.78872196559823,813.7717760872987,352.99051551223897,14843.572285837932,0.0017748896798964742,0.0025864174096426494
PDAP1_PDGFRB,0.13311100006103516,48.23833536134983,16.788721965596057,2861.7915599024745,809.860000464883,78132.59659633592,1.1756128828199763e-06,3.396214994813265e-06
SERPINE1_PLAUR,0.03578615188598633,93.3706587015526,16.788721965593894,5962.221389499197,1567.5740286847267,292730.8392434789,2.0599273109489502e-07,7.373942692817257e-07
SERPINE1_ITGAV,0.034180402755737305,28.854528887193073,16.78872196559584,1295.268105250998,484.4306629353381,27956.037115019608,0.00022521256437757486,0.00039036844492112976
SERPINE1_LRP1,0.225067138671875,66.68201262865034,16.788721965592345,1908.366381725105,1119.505770128528,149301.79580311486,0.035490229213064106,0.04086753666958897
SERPINE1_ITGB5,0.07748866081237793,38.3161600562673,16.78872196560262,2183.2775569385367,643.2793579742005,49295.98968206467,2.853664796131916e-06,7.4587852343342156e-06
COL1A1_ITGA5,0.033731937408447266,62.29638793732606,16.788721965597386,5132.278471969691,1045.876736540762,130308.68582833576,1.208195765656228e-10,1.0658012647038868e-09
COL1A1_CD93,0.03403735160827637,33.68425936993468,16.788721965599375,1378.0530804398818,565.5156651789689,38097.952687299054,0.0008636921364890693,0.0013719096959022513
COL1A1_ITGA1,0.03258323669433594,19.93554866741558,16.788721965598018,325.76414803800674,334.6923838088882,13344.552612070851,0.48499200166200207,0.4889511200429164
COL1A1_CD44,0.04027104377746582,26.464309456730142,16.78872196559528,754.5394436673762,444.3019334805162,23516.28771970382,0.03652252326914862,0.04195843370920795
COL1A1_ITGAV,0.03236579895019531,25.713397304626074,16.78872196559243,770.6670067972848,431.6950781381809,22200.694117237286,0.02456287416453662,0.028959570017377305
COL1A1_ITGB1,0.04327535629272461,18.362513303130797,16.78872196559211,945.4422702681611,308.2831304357493,11321.706167514505,2.1742999476104252e-05,4.384098669875715e-05
COL1A1_ITGA11,0.031502485275268555,26.163341629555433,16.78872196560662,2921.904253664929,439.2490683097874,22984.446869305797,4.440892098500626e-16,1.044666998409195e-14
