cell,0,1,2,3,4
C12x13,-0.1867973147157617,-0.21776377830708454,-0.30055085800275927,-0.2989950823703517,-0.3573780773096331
C12x14,-0.18041099985797335,-0.22989320717768702,-0.3019977376669483,-0.3000936057593874,-0.17432041613428206
C12x15,-0.19327715682920776,-0.20202003347336867,-0.30097739755203556,-0.2991983246233372,-0.32475651115933846
C12x16,-0.17882527631506762,-0.13385157413660737,-0.3020227535688258,-0.3001999646898155,-0.28855514138114474
C12x17,-0.20550331375878797,-0.25449794876702025,-0.30167404791357655,-0.2999203638178016,-0.19655175374763983
C12x19,-0.19671784560431751,0.5602631179601077,-0.3007256225913233,-0.2988839358538449,-0.22036013190950185
C12x20,-0.19830588192855927,1.5988349611245924,-0.30175307777299176,-0.30016687180019536,-0.11907188019865884
C12x21,-0.19755756423623363,2.0231080251903757,-0.30067659334774743,-0.29899002593012847,-0.207053962225088
C12x22,-0.19838592302039115,0.8928906453123622,-0.3025676476805515,-0.3005463496258612,-0.23640945858272622
C12x23,-0.19796285871228017,0.09377091835143757,-0.301990520616088,-0.2983030467764494,-0.21989344361048704
C12x24,-0.19705958275008173,0.10614261359081588,-0.2986095043602701,-0.30328597693101306,-0.2275698070355725
C12x25,-0.19820405802521304,0.428018662732954,-0.30392189739900455,-0.27890760920872726,-0.22397096194331229
C12x26,-0.197778838229691,0.338255882698013,-0.30138630433592095,-0.20399754445554832,-0.22677060377143823
C12x27,-0.199178015579883,-0.007416319966526264,-0.2949633822113704,-0.23262547804047917,-0.2255913476882505
C12x28,-0.1956949649405686,-0.16654593476432594,-0.3073819568149255,-0.34606328149249316,-0.22563252209781876
C12x29,-0.2013271721603489,-0.22247488209688204,-0.3179035262358873,-0.34719580032270986,-0.22608814824866277
C12x30,-0.19607281374282015,-0.2136525596682952,-0.3231223939431883,-0.39875930819461003,-0.22525681674104348
C12x31,-0.2009791888111417,-0.19681474066282192,-0.39377213437335884,-0.37005094566171476,-0.22533636711002966
C12x32,-0.18745743005861776,-0.19105795003190465,-0.3487589750082178,-0.2700954219996591,-0.2243874890914636
C12x33,0.3770985489233213,-0.025059601841381243,0.5789885181829206,-0.2813963383279619,-0.225236037090828
C12x34,0.9154007179614323,0.22316494415103347,1.2506713171644401,-0.2854990440553079,-0.22546452896905225
C13x13,-0.141274837842433,-0.20159994890208535,-0.30051213352378575,-0.29877026972218323,0.3979239863873129
C13x14,-0.03413184823628767,-0.16013147138284253,-0.3023092548257951,-0.3004532187845041,0.972087117841729
C13x15,-0.22194691357009674,-0.24315181890927418,-0.300617027331534,-0.29896077976122765,0.405482222082393
C13x16,-0.22112769099021345,-0.2858749570405743,-0.30166950274612814,-0.2998816618614553,-0.03334431407347794
C13x17,-0.18545930592614304,-0.15824415467993425,-0.3005797570436933,-0.29883388166584435,-0.30544865292624646
C13x19,-0.19994624599803168,0.6695347620669521,-0.30133609491295005,-0.2997417961026459,-0.20823916061289188
C13x20,-0.19692570528731862,0.694627843026696,-0.30145013806110277,-0.29921194754277736,-0.2271643702379338
C13x21,-0.1981637287101884,1.0246233151671709,-0.3014067524650176,-0.30042963498897496,-0.22311476704975045
C13x22,-0.19759278684930717,0.24611049551479974,-0.30057999479040076,-0.29774861403680464,-0.22802311471621522
C13x23,-0.19792133956337646,-0.2582711562216961,-0.30170389167732703,-0.3036881801851717,-0.22465100049446785
C13x24,-0.19809993379981505,-0.1955398607026533,-0.3008724816033486,-0.29130975423263133,-0.22535191286749193
C13x25,-0.1983032529334054,-0.17252172221941098,-0.30457146259769236,-0.3255033625905201,-0.22637763390370355
C13x26,-0.19688872633370894,-0.16340990888953266,-0.2909425190306913,-0.2404398044206831,-0.22447738379407173
C13x27,-0.19893029192833805,-0.225730770586849,-0.3218214008043042,-0.35821712287638713,-0.2256875026452525
C13x28,-0.19610191068153585,-0.22959575599850499,-0.29001558342111156,-0.32740067995911787,-0.22494989479446084
C13x29,-0.2006642142929024,-0.19571037456542115,-0.2812308752771266,0.10463271722407591,-0.2255485909180511
C13x30,-0.19100621556891925,-0.19986018672229158,-0.24011705637736905,-0.33171561764158064,-0.22522756427827073
C13x31,-0.20795417113037817,-0.20559891786815482,-0.23102236242170382,-0.07163717900606355,-0.2260436775655654
C13x32,-0.19353913666092015,-0.22599985292262365,-0.011706745514764999,-0.2919389240055465,-0.22541836486273512
C13x33,0.4758533985747617,-0.16064324876546485,1.7472806275133606,-0.31013274624303694,-0.22647082504366278
C13x34,1.080104209217599,0.18810668647888595,1.5730801350021748,-0.2903210291085537,-0.22456211673652315
C14x13,-0.07811669987953482,-0.19468472817752872,-0.3004987832407935,-0.29883906967447943,3.4086447927331083
C14x14,-0.014605068251068115,-0.26532483217685526,-0.30215272977524427,-0.3003320182724161,3.898011870726767
C14x15,-0.1312975347244388,-0.159064106090379,-0.3007671016512429,-0.2989984767191803,3.3569824940464894
C14x16,-0.18299918754123073,-0.06055458327310301,-0.3019484709087922,-0.30010464624446886,2.8926584635735386
C14x17,-0.21150636422303717,-0.31143362338604297,-0.30137930008767183,-0.2996715002348471,1.6828049720186014
C14x18,-0.19752802364214583,0.05214203490428526,-0.3012968930497106,-0.2994020888384298,0.02149516070230829
C14x19,-0.19514441547524125,0.69359741537957,-0.30136690180617826,-0.29983735574384285,-0.09173320641447104
C14x20,-0.19954431671175532,0.2685782972329846,-0.30114243940250396,-0.29900308238064016,-0.22062889989115744
C14x21,-0.19719984869938192,0.04209900031186503,-0.30188572443232603,-0.30077816565190096,-0.24163664733313756
C14x22,-0.1982899032025562,0.024413368527951854,-0.3011869736323413,-0.2969045670914961,-0.20884635209296284
C14x23,-0.1978114393008887,-0.15861606116896954,-0.30220582326092177,-0.30466406042379784,-0.23660491511954151
C14x24,-0.19759768536476602,-0.21266254615653227,-0.300284304712415,-0.2868964566461909,-0.2191154116472772
C14x25,-0.1980225228759015,-0.23829879003916637,-0.3023188678284534,-0.31940038277749394,-0.22871117956967602
C14x26,-0.1977354058611235,-0.21670719261924348,-0.3015938862859054,-0.2700025796782374,-0.22381450777500125
C14x27,-0.19840045876554524,-0.20070477990699587,-0.30816372852978036,-0.3962932832678703,-0.22668540975127183
C14x28,-0.19731830061902492,-0.18868395565230783,-0.24877828195775734,0.0961270257290591,-0.22502101748218178
C14x29,-0.19879009838087605,-0.2073101834485119,-0.41461263726336667,1.570087894737056,-0.22594465854706108
C14x30,-0.19859675822592954,-0.2115470817789476,-0.30435019209992836,2.2010553512994524,-0.22507118712899546
C14x31,-0.19561038181317322,-0.19991100721584576,0.08701863467926857,2.409408261869889,-0.2257981506544701
C14x32,-0.19508751835031735,-0.19686370554261617,-0.21758161381107613,0.6159786677741108,-0.22464879975424487
C14x33,-0.07022799943746282,-0.23376738510260994,1.1307972063780904,-0.09683205601130881,-0.22600666341071177
C14x34,-0.0590974462938264,-0.18039638262141935,1.820461503785148,-0.02192779370624325,-0.22484185495172046
C15x13,0.2832915226204837,-0.09870053758279149,-0.30058869128050575,-0.29886055592825467,4.314912865031904
C15x14,0.21587690705856533,-0.07818349651533246,-0.302244580161502,-0.30036303569998984,4.248007645935821
C15x15,0.47543949484342524,0.588405888754619,-0.3007271950733353,-0.2990479247925652,4.0624701759345845
C15x16,0.22999850824961746,0.8025884436479002,-0.3016487537513877,-0.2999288246910759,4.327756640202648
C15x17,-0.1713889114576211,-0.08020096041789831,-0.3010800151212397,-0.29926930076160074,3.2820717343529453
C15x18,-0.20691748795770812,-0.2716635471831682,-0.30149592886396576,-0.29981470173870955,-0.04843638032100864
C15x19,-0.19559797013996175,-0.14558725973614267,-0.30148595608033024,-0.29951769262459943,-0.3314087752809639
C15x20,-0.19890592422999254,-0.18030681617658956,-0.3012453334239777,-0.2995404688881186,-0.1392667078747598
C15x21,-0.19720209179129056,-0.17657770152567565,-0.30156609269913254,-0.3002049602008189,-0.27588494013824033
C15x22,-0.19817770542009716,-0.14725140285880894,-0.3003446686111575,-0.2991310743798138,-0.19988417466319122
C15x23,-0.1977013896524318,-0.20958892657714895,-0.3024764340771454,-0.301269861028871,-0.2389197098499091
C15x24,-0.19813053899287045,-0.21538306825680634,-0.29932208192635684,-0.30169947985873763,-0.218164489893714
C15x25,-0.1978796197271673,-0.16588963493634337,-0.30397744817156086,-0.2973064181854557,-0.22954164211538874
C15x26,-0.19783806027906692,-0.08608799983158803,-0.2975841050533743,-0.2965336988626772,-0.22324252167060335
C15x27,-0.19779463031337038,-0.19369304268143578,-0.2958823744965296,-0.27340497031417715,-0.22653083063103496
C15x28,-0.19791903285109733,-0.22111114864400824,-0.35022027212443735,-0.48026995153743585,-0.2246269871776714
C15x29,-0.19718180451308917,-0.19987088048507357,-0.24539630380515137,0.3848512748390578,-0.22601795721604168
C15x30,-0.1982579282131133,-0.20324193361374304,-0.00654025498226614,2.4880801778095947,-0.22504558006516018
C15x31,-0.19822149805679076,-0.20901525315075806,0.11017179406068585,2.184286682682344,-0.22599385546625095
C15x32,-0.19965454067521682,-0.2039744237833507,0.08474127848370824,0.8754059657974148,-0.2250633639779995
C15x33,-0.1794788569915432,-0.19341380388582785,0.4193579737600761,0.7438387507198964,-0.22624511065909667
C15x34,-0.16132524244133573,-0.2184580100093125,0.24545474443929458,0.1151319054249951,-0.2248476893555914
C16x13,-0.0961132211069101,-0.13176212764552678,-0.30039591356854956,-0.298773359570751,4.150187372116127
C16x14,-0.19948783401433076,-0.1420673085593414,-0.3021053613023293,-0.3003153175911765,3.9242045348622767
C16x15,-0.02056262146462365,-0.09190160237718094,-0.3008128923713446,-0.29905038957332697,4.063616260109649
C16x16,-0.15367017761560267,-0.07514475391081146,-0.3018863654927662,-0.29997037594749215,3.775648794578895
C16x17,-0.22832608590676143,-0.24893621744864014,-0.30107593129592936,-0.29923201323440735,2.944045448848821
C16x18,-0.18869936881513205,-0.01795010705006129,-0.3015007684755658,-0.29994065617701327,0.040820310504979695
C16x19,-0.19973643983919273,-0.20581309311425955,-0.30138902762392017,-0.299311840807203,-0.4259620342945322
C16x20,-0.1973515058756349,-0.23585733550041024,-0.3010393379880239,-0.30023275854535286,-0.14317784882065057
C16x21,-0.19813633372289888,-0.16924337431098538,-0.3019242625732401,-0.2977784591460848,-0.2603224300804666
C16x22,-0.19786698411439801,-0.22508451990686365,-0.30110021027918576,-0.3016333010813237,-0.20798597350700151
C16x23,-0.19788011004420347,-0.20986358944993666,-0.30295535707748306,-0.2933526849420606,-0.23464012291031724
C16x24,-0.19780566717171597,-0.206087960507425,-0.2992356922472303,-0.30597489887324925,-0.2204790906564239
C16x25,-0.19768298053692895,-0.21915580363777654,-0.3059125441510025,-0.2811368936037542,-0.2283004877362658
C16x26,-0.19814636112182943,-0.1403428352601634,-0.2954506381166768,-0.35217114491551776,-0.2237907021569719
C16x27,-0.19759322368438847,-0.20213107344713258,-0.31792153223223274,-0.20696025669730783,-0.22662080977259638
C16x28,-0.19845632518521394,-0.20288904974628189,-0.2517830073852704,-0.3659970322952022,-0.22494868903542065
C16x30,-0.19755579834873785,-0.20571920573287983,1.6316818579137768,1.8409486732082634,-0.2251365900102425
C16x31,-0.19763144322080173,-0.2026919736571321,1.926362112107815,0.22609760342381094,-0.2258391574251574
C16x32,-0.1998871178915235,-0.20780369657765202,2.2753008544971256,-0.20223207152893277,-0.2248833601809779
C16x33,-0.20200593902739855,-0.20841699393345156,1.6616603426842966,0.7046606213148898,-0.22603321684502437
C16x34,-0.17731647234937087,-0.1979264300023965,0.3772367985563494,0.0011710650051836504,-0.22467261308643177
C17x13,-0.21495540867229757,-0.20150831581547077,-0.30081782138904056,-0.29897486279806607,3.550265816400976
C17x14,-0.21015172874365273,-0.17861876166048804,-0.30228335619628727,-0.30041233933926154,2.7507376438944817
C17x15,-0.20927119159084673,-0.22919356803808716,-0.3006338317067096,-0.29884355222877107,2.957585172580873
C17x16,-0.22679894343031706,-0.10788937569660861,-0.3017146749525408,-0.3002629706779826,2.557216230154395
C17x17,-0.18562619751814907,-0.15998923143722088,-0.3012188578100026,-0.2994958547222011,2.4504587272769447
C17x18,-0.196429736707057,-0.18959422075710955,-0.301546453670263,-0.2997605914394392,1.1320072140191768
C17x19,-0.2009078198111645,-0.20135277367692517,-0.30117922268681196,-0.2989184886945932,-0.08257856947991983
C17x20,-0.19627947395285603,-0.11997069677283663,-0.30151958631580467,-0.30038452094771084,-0.2626437579463844
C17x21,-0.1986101202475652,-0.20978197628761977,-0.3016961820609789,-0.29883360052357405,-0.22223457682267553
C17x22,-0.19747968641297198,-0.2138473347524883,-0.3000556187744098,-0.3040875495336871,-0.22286627506376172
C17x23,-0.1980407153009391,-0.18884053778387394,-0.30157919829181035,-0.2953321738857637,-0.22832407184034037
C17x24,-0.19789975311170807,-0.20558984416882775,-0.2996531454895754,-0.31481624180712786,-0.22340601415308672
C17x25,-0.1981908233942294,-0.19284405424134607,-0.30313661459801017,-0.28247876755967893,-0.2267923091287917
C17x26,-0.1976741890637321,-0.14471313229379157,-0.2955667721323343,-0.30764818674313893,-0.22471885595630184
C17x28,-0.19728527290816608,-0.20621639244271414,-0.33450060743272647,-0.33948162597121473,-0.22512227378278818
C17x29,-0.197655706194783,-0.20393117192710658,-0.2962354823424748,-0.23668792497458635,-0.2258289672021376
C17x30,-0.19823013201657122,-0.2058044320105225,-0.004938877077557364,0.4144385524202188,-0.22514958185663667
C17x31,-0.19849074634360733,-0.20523407468106228,0.7259447993910786,-0.4213071798707808,-0.22591320733737952
C17x32,-0.19185837643225925,-0.20242528719742756,1.7343425301860764,0.03573426363442146,-0.22493470949192437
C17x33,-0.20708255366159378,-0.20494990647112085,2.7690183427081303,0.585471900302125,-0.22626241031247332
C17x34,-0.19692131713902064,-0.20757342692623068,2.3146451212811154,-0.10892584126733505,-0.2250653421846172
C18x13,-0.18813087974467718,-0.20948193855798702,-0.2999004418210336,-0.29843729386670653,1.2981847289821917
C18x14,-0.18770109489755754,-0.23211543934796205,-0.30221237074092283,-0.30053102093980016,0.22564115967072199
C18x15,-0.18692517297184652,-0.1638969585377248,-0.3009178772755484,-0.2991102847705297,0.2823875891656466
C18x16,-0.18751555120399788,-0.08297432639031746,-0.3017789175620176,-0.29982834043284406,0.07776074854308108
C18x17,-0.1969306394733368,-0.0976072018425565,-0.30113313092482247,-0.2985096094714162,0.0029713807138765603
C18x18,-0.20326178789906424,-0.16157717521304085,-0.30114705063370834,-0.30018362844763796,-0.007888419950274048
C18x19,-0.19516331254248645,-0.05037254960006726,-0.3017567656943868,-0.30001573756945504,-0.2712882624988394
C18x20,-0.19838119798925274,-0.0035982698557907155,-0.3012634725380415,-0.29985109180589603,-0.24151568869433143
C18x21,-0.19803290079715585,-0.1829517013406112,-0.3007565442238966,-0.29831773362679587,-0.2079963766354542
C18x22,-0.19769502628072036,-0.2048069772832353,-0.3024654650005911,-0.29696954445260726,-0.23365039158302778
C18x23,-0.19812359831471973,-0.2103527144985783,-0.30332729787939977,-0.29665052547107323,-0.22248701987150216
C18x24,-0.19766478105996904,-0.21377398590856725,-0.30147291207981874,-0.2935643997824804,-0.22635525231069661
C18x25,-0.19754149919689812,-0.21022604200694067,-0.30192936348548055,-0.2987861210560481,-0.2253322660977702
C18x26,-0.19788339990448303,-0.2006869760969892,-0.3062806132853639,-0.3089454167870689,-0.2253312446233105
C18x28,-0.19871475382049947,-0.20395539731947052,-0.2605524922464175,-0.24991308535920542,-0.2252668002950995
C18x29,-0.197856135069852,-0.2059158200239648,-0.3615434083158731,-0.3081487771202545,-0.22564144740053937
C18x30,-0.198124480206871,-0.20386287081113708,-0.4081666115655673,-0.2719544672352047,-0.22521949063689575
C18x31,-0.19662482687745406,-0.20557732493278585,-0.41287684469315694,-0.14490328231515126,-0.22577923549953657
C18x32,-0.20617324682663618,-0.20602208629671617,0.496771367272538,0.8659008711556955,-0.22500567536867833
C18x33,-0.18210763310332717,-0.20506661640040155,3.055611414113264,0.8173692992976807,-0.2260557994656517
C18x34,-0.03970894443840718,-0.2029735144883541,2.391859374352001,-0.2820985726259454,-0.22426980618442427
C19x13,-0.20307278987846689,-0.20624788697754856,-0.30173911045347895,-0.29979988142541936,-0.1671527366232549
C19x14,-0.20450194948422246,-0.16060931003121845,-0.30177796304685994,-0.2994055995980144,-0.3172448067978684
C19x15,-0.20847742718563506,-0.08424698983124436,-0.3006834135441222,-0.2993444684803129,-0.23255362664910748
C19x17,-0.20353306851091008,-0.07153173166508625,-0.3010992182734911,-0.30097076282480384,-0.36807272531563956
C19x18,-0.19316045172075139,0.023547434887722728,-0.3019691100203884,-0.2996974076815133,-0.28827230556498973
C19x19,-0.1990058643232471,0.058301283612599696,-0.30129032205848444,-0.2976508880769284,-0.21482131025269385
C19x20,-0.19826974019419857,-0.08058380875405034,-0.30021396143703594,-0.2994014541164276,-0.20662602207622255
C19x21,-0.1974718426205973,-0.2375135436068024,-0.30353281947633964,-0.3019262068477311,-0.23319388049760634
C19x22,-0.19810019563416056,-0.19806918664914608,-0.29988593237188327,-0.30215293575215096,-0.22610567935490952
C19x23,-0.1976849875183315,-0.2076374860964101,-0.2976109768749731,-0.3105235999349292,-0.2233210591808616
C19x24,-0.19794160298934887,-0.1886074624836799,-0.29985241748969865,-0.2978346730534845,-0.22697853566538523
C19x25,-0.19855934648150012,-0.20388202017426008,-0.30258418740106724,-0.3173930493394475,-0.2247422431377813
C19x26,-0.19817356505095907,-0.2064675253785176,-0.291716590807829,-0.2786943491556419,-0.2257887114256455
C19x27,-0.19718816357087332,-0.20568647814043647,-0.31144965250167267,-0.2750581062447699,-0.22531816242781408
C19x28,-0.19688024806959367,-0.20540390705415124,-0.31475282681950517,-0.4057998319695801,-0.22540230109708478
C19x29,-0.19749647898666642,-0.20413435389733056,-0.2750703658578253,-0.2987127911315237,-0.22568836571973797
C19x30,-0.1986553114414465,-0.2056880762354994,-0.2257153118355439,-0.3528297638195488,-0.22522191379457843
C19x31,-0.19651601643155872,-0.20421485934104736,-0.30898524956905904,-0.352512345980121,-0.22586339183452706
C19x32,-0.1938953170790818,-0.2039782587962759,0.29017541234239186,0.3138031601867003,-0.2250281156673038
C19x33,-0.20762450395767693,-0.20517911939966024,2.4040606196887584,1.1263398889958274,-0.225977626452803
C19x34,-0.18672166199988263,-0.2057120052837701,2.339510551399399,-0.19316474519081162,-0.22579640992340408
C20x13,-0.19505767452341657,-0.0720083454299008,-0.2986968490888197,-0.29723629157683507,-0.2482636494977646
C20x14,-0.1932759048019793,0.038664678676678894,-0.3032110966822476,-0.3022497438681831,-0.18821384494734414
C20x15,-0.191194020734521,0.06697349158812037,-0.3004432456302922,-0.29857692954906156,-0.21006508093018858
C20x16,-0.19838055727040635,0.0030316015521302505,-0.30220031298516575,-0.29953878361955,-0.2077875024536919
C20x17,-0.19449478633044007,0.06921785093376866,-0.3006589539751402,-0.297469307471904,-0.15175000071405334
C20x18,-0.1994342801648488,0.10343403867748309,-0.3013558663858063,-0.2978445327126517,-0.1796178928968582
C20x19,-0.19851431866391533,0.042340057006121604,-0.3006030879575432,-0.3043701671619933,-0.22612904213303311
C20x20,-0.19702131338775472,0.09076334301541031,-0.3032605557596885,-0.30003915059153685,-0.2363118346421671
C20x21,-0.19826322856777748,-0.09961069926860659,-0.3006102872200725,-0.29684746237727827,-0.22559495914908842
C20x22,-0.19777704779550245,-0.22825777919677157,-0.2977339388878229,-0.2926967642006874,-0.2222620521399227
C20x23,-0.19794801816233334,-0.184283990145725,-0.31301716029132287,-0.28641690047022617,-0.22732385948712674
C20x24,-0.19811904877099215,-0.12812569082534206,-0.30157292738068237,-0.287499675384357,-0.2249526620565559
C20x25,-0.19678997278173324,-0.19915616186838817,-0.30445328130458593,-0.3048079438264827,-0.22538168179993007
C20x26,-0.19696381141986438,-0.20989822519312293,-0.3017026459800947,-0.27206291962720613,-0.2256352828073793
C20x27,-0.19926839695140644,-0.19895908759101555,-0.3064486880685968,-0.4190720763191332,-0.22540738450110373
C20x28,-0.1997078392981689,-0.20808158507025204,-0.28316170988852724,-0.08323895150195686,-0.22552482549680447
C20x29,-0.19828555557126853,-0.20359982117708159,-0.31922450512881373,0.40297279196848435,-0.22553863874802185
C20x30,-0.19621019743741017,-0.20511090532112047,-0.31937683379409854,-0.001639295746192146,-0.22511435219487363
C20x31,-0.20167793578198884,-0.2057708533814167,-0.08475773661473274,-0.3018846952139425,-0.22601908129596027
C20x32,-0.1978691120884566,-0.2052742329788092,0.1848854374655031,0.00926050094690944,-0.22460556140497387
C20x33,-0.19692855413452337,-0.2056977966431876,1.1257436366124143,2.018031225156751,-0.22657844745713393
C20x34,-0.20146197276961605,-0.20345248573822153,2.022848252454434,0.8162101453389482,-0.22336624652329937
C21x14,-0.20225049671866474,0.23342530303067333,-0.302033287673761,-0.2991428220330753,-0.22923208287121824
C21x15,-0.20025895773193803,0.16894351055688162,-0.30003580975589383,-0.2973349657839796,-0.24458528795481962
C21x16,-0.1990528128409047,0.12424971436524336,-0.30199158722880964,-0.3029296323337999,-0.24426741691407827
C21x17,-0.19886444031181233,0.1316919219408225,-0.30146815273815086,-0.301155134616302,-0.2634381455561657
C21x18,-0.19795371233153924,0.05308318246994849,-0.3020953556229695,-0.3036697822659642,-0.2546573968299273
C21x19,-0.19703450626129027,-0.10427314166256944,-0.3015279283366233,-0.29422854499387024,-0.2295844688553508
C21x20,-0.19838096360321722,0.10472320424861672,-0.30137039159619944,-0.29148557576299966,-0.2192350144154743
C21x21,-0.19784351656072924,0.030980844411858208,-0.2967570684185803,-0.3105977773017024,-0.22405589256155758
C21x22,-0.19780547602109627,-0.19429050659862918,-0.31208397832037665,-0.30341815849312664,-0.22684700578026895
C21x23,-0.19797869669927423,-0.21324607537507917,-0.2878373060291174,-0.3343319758552849,-0.22549924791097797
C21x24,-0.19740742329094543,-0.19616932598595602,-0.28351993446270085,-0.3100387853779563,-0.22507624763240885
C21x25,-0.19904874046493165,-0.18819063558002827,-0.313661892567698,-0.29112613048620495,-0.22582871626189477
C21x26,-0.20043478597046724,-0.2134544742613724,-0.291809601444678,-0.32891239974817743,-0.22537330981993245
C21x27,-0.1954490338815005,-0.20464646112731022,-0.3039858733380149,-0.20030191897353136,-0.22545009090296134
C21x28,-0.19412938633045596,-0.20388779589066003,-0.20627495377292104,0.9657818040797685,-0.22545379881029695
C21x29,-0.19837968566368194,-0.2058286375307799,-0.3463035306052175,1.9672378175994243,-0.22542705815429578
C21x30,-0.19992997808464788,-0.20458228691424304,-0.10932693242829378,1.6635617176770765,-0.2256920547655833
C21x31,-0.19331972430820313,-0.2044150717713394,-0.19879027103285668,1.043977945331021,-0.22556244949152046
C21x32,-0.1969763569926618,-0.2032185461971307,-0.12129689579146953,0.6930207556820902,-0.22506050539569408
C21x33,-0.1958368813271848,-0.20535161207934294,0.5542584675361975,1.7720672741916497,-0.22633502668027847
C22x14,-0.19540010904808414,0.4083179869446289,-0.29885945272181086,-0.29796827952976823,-0.22204095238082114
C22x15,-0.1972068038910811,0.13038740487709422,-0.30513628226219025,-0.30580498199461287,-0.2190902295541693
C22x16,-0.19622756359078708,0.3257984316296699,-0.2992385329154196,-0.29390207162732684,-0.20412523683293507
C22x17,-0.19770780534812116,0.28229771393948866,-0.30079202969644725,-0.2936684680513605,-0.20599885372112878
C22x18,-0.197641045971534,-0.04410038093254806,-0.30199914096942787,-0.29950544207077345,-0.20759629397765939
C22x19,-0.1982915029811368,-0.23059654205474156,-0.2986211671068297,-0.2961106787337491,-0.22148749351895303
C22x20,-0.19779531674829984,-0.1880939953301095,-0.3040683478901224,-0.3277966776337591,-0.2281880601154442
