g,SOMDE,SpatialDE,adj_pvalue
ERC2,8.819583644596853e-06,1.0,0.00011146662447020288
ERICH6B,8.819583644596853e-06,1.0,0.00011146662447020288
ERCC5,8.819583644596853e-06,1.0,0.00011146662447020288
ERCC6L,8.819583644596853e-06,1.0,0.00011146662447020288
EREG,8.819583644596853e-06,1.0,0.00011146662447020288
ERICH2,8.819583644596853e-06,1.0,0.00011146662447020288
ERICH3,8.819583644596853e-06,1.0,0.00011146662447020288
ERICH4,8.819583644596853e-06,1.0,0.00011146662447020288
ERICH6,8.819583644596853e-06,1.0,0.00011146662447020288
ERVFRD-1,8.819583644596853e-06,1.0,0.00011146662447020288
ESRRG,8.819583644596853e-06,1.0,0.00011146662447020288
ERVV-1,8.819583644596853e-06,1.0,0.00011146662447020288
ERVV-2,8.819583644596853e-06,1.0,0.00011146662447020288
ERVW-1,8.819583644596853e-06,1.0,0.00011146662447020288
ESPNL,8.819583644596853e-06,1.0,0.00011146662447020288
ESR1,8.819583644596853e-06,1.0,0.00011146662447020288
ESR2,8.819583644596853e-06,1.0,0.00011146662447020288
ESRRB,8.819583644596853e-06,1.0,0.00011146662447020288
FAM9A,8.819583644596853e-06,1.0,0.00011146662447020288
FBP2,8.819583644596853e-06,1.0,0.00011146662447020288
FANCB,8.819583644596853e-06,1.0,0.00011146662447020288
FANCD2OS,8.819583644596853e-06,1.0,0.00011146662447020288
FRMPD2,8.819583644596853e-06,1.0,0.00011146662447020288
FRMPD3,8.819583644596853e-06,1.0,0.00011146662447020288
FRMPD4,8.819583644596853e-06,1.0,0.00011146662447020288
FRRS1,8.819583644596853e-06,1.0,0.00011146662447020288
FSBP,8.819583644596853e-06,1.0,0.00011146662447020288
FSCB,8.819583644596853e-06,1.0,0.00011146662447020288
FSCN3,8.819583644596853e-06,1.0,0.00011146662447020288
FSD2,8.819583644596853e-06,1.0,0.00011146662447020288
FSHB,8.819583644596853e-06,1.0,0.00011146662447020288
FSHR,8.819583644596853e-06,1.0,0.00011146662447020288
FSIP1,8.819583644596853e-06,1.0,0.00011146662447020288
FSIP2,8.819583644596853e-06,1.0,0.00011146662447020288
FTCDNL1,8.819583644596853e-06,1.0,0.00011146662447020288
FTHL17,8.819583644596853e-06,1.0,0.00011146662447020288
FTMT,8.819583644596853e-06,1.0,0.00011146662447020288
FUNDC1,8.819583644596853e-06,1.0,0.00011146662447020288
FUT5,8.819583644596853e-06,1.0,0.00011146662447020288
FRMPD1,8.819583644596853e-06,1.0,0.00011146662447020288
FRMD7,8.819583644596853e-06,1.0,0.00011146662447020288
FRMD1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXR1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXG1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXI2,8.819583644596853e-06,1.0,0.00011146662447020288
FOXI3,8.819583644596853e-06,1.0,0.00011146662447020288
FOXL2,8.819583644596853e-06,1.0,0.00011146662447020288
FOXL2NB,8.819583644596853e-06,1.0,0.00011146662447020288
FOXN1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXN4,8.819583644596853e-06,1.0,0.00011146662447020288
FOXR2,8.819583644596853e-06,1.0,0.00011146662447020288
FRG2C,8.819583644596853e-06,1.0,0.00011146662447020288
FP236240.1,8.819583644596853e-06,1.0,0.00011146662447020288
FP565260.2,8.819583644596853e-06,1.0,0.00011146662447020288
FP565260.4,8.819583644596853e-06,1.0,0.00011146662447020288
FPR2,8.819583644596853e-06,1.0,0.00011146662447020288
FREM3,8.819583644596853e-06,1.0,0.00011146662447020288
FRG2,8.819583644596853e-06,1.0,0.00011146662447020288
FRG2B,8.819583644596853e-06,1.0,0.00011146662447020288
FUT7,8.819583644596853e-06,1.0,0.00011146662447020288
FUT9,8.819583644596853e-06,1.0,0.00011146662447020288
FXYD1,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE2E,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12E,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12F,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12G,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12H,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12J,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE13,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE2A,8.819583644596853e-06,1.0,0.00011146662447020288
GAL3ST2,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12C,8.819583644596853e-06,1.0,0.00011146662447020288
GAL3ST3,8.819583644596853e-06,1.0,0.00011146662447020288
GALNT13,8.819583644596853e-06,1.0,0.00011146662447020288
GALNT17,8.819583644596853e-06,1.0,0.00011146662447020288
GALNT4,8.819583644596853e-06,1.0,0.00011146662447020288
GALNTL6,8.819583644596853e-06,1.0,0.00011146662447020288
GALP,8.819583644596853e-06,1.0,0.00011146662447020288
GALR3,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12D,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE12B,8.819583644596853e-06,1.0,0.00011146662447020288
FXYD4,8.819583644596853e-06,1.0,0.00011146662447020288
GABRA6,8.819583644596853e-06,1.0,0.00011146662447020288
FXYD6-FXYD2,8.819583644596853e-06,1.0,0.00011146662447020288
FZD9,8.819583644596853e-06,1.0,0.00011146662447020288
G6PC,8.819583644596853e-06,1.0,0.00011146662447020288
GAB4,8.819583644596853e-06,1.0,0.00011146662447020288
GABARAP,8.819583644596853e-06,1.0,0.00011146662447020288
GABRA2,8.819583644596853e-06,1.0,0.00011146662447020288
GABRA3,8.819583644596853e-06,1.0,0.00011146662447020288
GABRB2,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE10,8.819583644596853e-06,1.0,0.00011146662447020288
GABRG1,8.819583644596853e-06,1.0,0.00011146662447020288
GABRQ,8.819583644596853e-06,1.0,0.00011146662447020288
GABRR1,8.819583644596853e-06,1.0,0.00011146662447020288
GABRR3,8.819583644596853e-06,1.0,0.00011146662447020288
GAD2,8.819583644596853e-06,1.0,0.00011146662447020288
GADL1,8.819583644596853e-06,1.0,0.00011146662447020288
GAGE1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXE3,8.819583644596853e-06,1.0,0.00011146662447020288
FOXE1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXD4L6,8.819583644596853e-06,1.0,0.00011146662447020288
FCRL4,8.819583644596853e-06,1.0,0.00011146662447020288
FBXW10,8.819583644596853e-06,1.0,0.00011146662447020288
FBXW12,8.819583644596853e-06,1.0,0.00011146662447020288
FCAMR,8.819583644596853e-06,1.0,0.00011146662447020288
FCMR,8.819583644596853e-06,1.0,0.00011146662447020288
FCN2,8.819583644596853e-06,1.0,0.00011146662447020288
FCRL1,8.819583644596853e-06,1.0,0.00011146662447020288
FCRL3,8.819583644596853e-06,1.0,0.00011146662447020288
FCRL5,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO47,8.819583644596853e-06,1.0,0.00011146662447020288
FCRL6,8.819583644596853e-06,1.0,0.00011146662447020288
FCRLA,8.819583644596853e-06,1.0,0.00011146662447020288
FCRLB,8.819583644596853e-06,1.0,0.00011146662447020288
FER1L6,8.819583644596853e-06,1.0,0.00011146662447020288
FERD3L,8.819583644596853e-06,1.0,0.00011146662447020288
FETUB,8.819583644596853e-06,1.0,0.00011146662447020288
FEZF1,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO5,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO43,8.819583644596853e-06,1.0,0.00011146662447020288
FFAR2,8.819583644596853e-06,1.0,0.00011146662447020288
EID3,8.819583644596853e-06,1.0,0.00011146662447020288
FASLG,8.819583644596853e-06,1.0,0.00011146662447020288
FASTKD5,8.819583644596853e-06,1.0,0.00011146662447020288
FAT2,8.819583644596853e-06,1.0,0.00011146662447020288
FAT3,8.819583644596853e-06,1.0,0.00011146662447020288
FBLL1,8.819583644596853e-06,1.0,0.00011146662447020288
FBN2,8.819583644596853e-06,1.0,0.00011146662447020288
FBN3,8.819583644596853e-06,1.0,0.00011146662447020288
FBXL13,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO40,8.819583644596853e-06,1.0,0.00011146662447020288
FBXL16,8.819583644596853e-06,1.0,0.00011146662447020288
FBXL22,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO15,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO16,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO24,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO27,8.819583644596853e-06,1.0,0.00011146662447020288
FBXO39,8.819583644596853e-06,1.0,0.00011146662447020288
FEZF2,8.819583644596853e-06,1.0,0.00011146662447020288
FGF1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXD4L4,8.819583644596853e-06,1.0,0.00011146662447020288
FNDC8,8.819583644596853e-06,1.0,0.00011146662447020288
FLVCR2,8.819583644596853e-06,1.0,0.00011146662447020288
FMN2,8.819583644596853e-06,1.0,0.00011146662447020288
FMO3,8.819583644596853e-06,1.0,0.00011146662447020288
FMR1NB,8.819583644596853e-06,1.0,0.00011146662447020288
FNDC11,8.819583644596853e-06,1.0,0.00011146662447020288
FNDC5,8.819583644596853e-06,1.0,0.00011146662447020288
FNDC7,8.819583644596853e-06,1.0,0.00011146662447020288
FNDC9,8.819583644596853e-06,1.0,0.00011146662447020288
FLG2,8.819583644596853e-06,1.0,0.00011146662447020288
FO681492.1,8.819583644596853e-06,1.0,0.00011146662447020288
FOLR3,8.819583644596853e-06,1.0,0.00011146662447020288
FOXA1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXB2,8.819583644596853e-06,1.0,0.00011146662447020288
FOXD4,8.819583644596853e-06,1.0,0.00011146662447020288
FOXD4L1,8.819583644596853e-06,1.0,0.00011146662447020288
FOXD4L3,8.819583644596853e-06,1.0,0.00011146662447020288
FLRT1,8.819583644596853e-06,1.0,0.00011146662447020288
FLG,8.819583644596853e-06,1.0,0.00011146662447020288
FGF11,8.819583644596853e-06,1.0,0.00011146662447020288
FGF6,8.819583644596853e-06,1.0,0.00011146662447020288
FGF13,8.819583644596853e-06,1.0,0.00011146662447020288
FGF17,8.819583644596853e-06,1.0,0.00011146662447020288
FGF20,8.819583644596853e-06,1.0,0.00011146662447020288
FGF21,8.819583644596853e-06,1.0,0.00011146662447020288
FGF3,8.819583644596853e-06,1.0,0.00011146662447020288
FGF4,8.819583644596853e-06,1.0,0.00011146662447020288
FGF5,8.819583644596853e-06,1.0,0.00011146662447020288
FGF9,8.819583644596853e-06,1.0,0.00011146662447020288
FKBP6,8.819583644596853e-06,1.0,0.00011146662447020288
FGFBP2,8.819583644596853e-06,1.0,0.00011146662447020288
FGL1,8.819583644596853e-06,1.0,0.00011146662447020288
FHL5,8.819583644596853e-06,1.0,0.00011146662447020288
FHOD3,8.819583644596853e-06,1.0,0.00011146662447020288
FIGLA,8.819583644596853e-06,1.0,0.00011146662447020288
FIGNL1,8.819583644596853e-06,1.0,0.00011146662447020288
FITM1,8.819583644596853e-06,1.0,0.00011146662447020288
EIF3L,8.819583644596853e-06,1.0,0.00011146662447020288
EFCAB5,8.819583644596853e-06,1.0,0.00011146662447020288
EID2B,8.819583644596853e-06,1.0,0.00011146662447020288
DEFA3,8.819583644596853e-06,1.0,0.00011146662447020288
CYP26A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP26C1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP27C1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP2A13,8.819583644596853e-06,1.0,0.00011146662447020288
CYP2A6,8.819583644596853e-06,1.0,0.00011146662447020288
CYP2A7,8.819583644596853e-06,1.0,0.00011146662447020288
CYP2C19,8.819583644596853e-06,1.0,0.00011146662447020288
CYP2F1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP3A7,8.819583644596853e-06,1.0,0.00011146662447020288
CYP3A7-CYP3A51P,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4A11,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4A22,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4B1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4F2,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4F22,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4F8,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4X1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP24A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP1A2,8.819583644596853e-06,1.0,0.00011146662447020288
CYP1A1,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf66,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf21,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf49,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf49B,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf51A,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf51B,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf57,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf58,8.819583644596853e-06,1.0,0.00011146662447020288
CXorf67,8.819583644596853e-06,1.0,0.00011146662447020288
CYP19A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYB5D1,8.819583644596853e-06,1.0,0.00011146662447020288
CYLC1,8.819583644596853e-06,1.0,0.00011146662447020288
CYLC2,8.819583644596853e-06,1.0,0.00011146662447020288
CYP11A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP11B1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP11B2,8.819583644596853e-06,1.0,0.00011146662447020288
CYP17A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP4Z1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP51A1,8.819583644596853e-06,1.0,0.00011146662447020288
CYP7A1,8.819583644596853e-06,1.0,0.00011146662447020288
DCX,8.819583644596853e-06,1.0,0.00011146662447020288
DCDC2C,8.819583644596853e-06,1.0,0.00011146662447020288
DCHS2,8.819583644596853e-06,1.0,0.00011146662447020288
DCK,8.819583644596853e-06,1.0,0.00011146662447020288
DCLK3,8.819583644596853e-06,1.0,0.00011146662447020288
DCLRE1B,8.819583644596853e-06,1.0,0.00011146662447020288
DCST1,8.819583644596853e-06,1.0,0.00011146662447020288
DCSTAMP,8.819583644596853e-06,1.0,0.00011146662447020288
DDI1,8.819583644596853e-06,1.0,0.00011146662447020288
DCANP1,8.819583644596853e-06,1.0,0.00011146662447020288
DDIAS,8.819583644596853e-06,1.0,0.00011146662447020288
DDIT4L,8.819583644596853e-06,1.0,0.00011146662447020288
DDX4,8.819583644596853e-06,1.0,0.00011146662447020288
DDX43,8.819583644596853e-06,1.0,0.00011146662447020288
DDX47,8.819583644596853e-06,1.0,0.00011146662447020288
DDX53,8.819583644596853e-06,1.0,0.00011146662447020288
DDX59,8.819583644596853e-06,1.0,0.00011146662447020288
DCDC2B,8.819583644596853e-06,1.0,0.00011146662447020288
DCAF8L2,8.819583644596853e-06,1.0,0.00011146662447020288
CYP8B1,8.819583644596853e-06,1.0,0.00011146662447020288
DAZ2,8.819583644596853e-06,1.0,0.00011146662447020288
CYTL1,8.819583644596853e-06,1.0,0.00011146662447020288
DAB1,8.819583644596853e-06,1.0,0.00011146662447020288
DACH2,8.819583644596853e-06,1.0,0.00011146662447020288
DAND5,8.819583644596853e-06,1.0,0.00011146662447020288
DAO,8.819583644596853e-06,1.0,0.00011146662447020288
DAOA,8.819583644596853e-06,1.0,0.00011146662447020288
DAZ1,8.819583644596853e-06,1.0,0.00011146662447020288
DAZ3,8.819583644596853e-06,1.0,0.00011146662447020288
DCAF8L1,8.819583644596853e-06,1.0,0.00011146662447020288
DAZ4,8.819583644596853e-06,1.0,0.00011146662447020288
DAZL,8.819583644596853e-06,1.0,0.00011146662447020288
DBF4,8.819583644596853e-06,1.0,0.00011146662447020288
DBH,8.819583644596853e-06,1.0,0.00011146662447020288
DBNDD2,8.819583644596853e-06,1.0,0.00011146662447020288
DBX1,8.819583644596853e-06,1.0,0.00011146662447020288
DCAF12L2,8.819583644596853e-06,1.0,0.00011146662447020288
CXCR1,8.819583644596853e-06,1.0,0.00011146662447020288
CXCL9,8.819583644596853e-06,1.0,0.00011146662447020288
CXCL11,8.819583644596853e-06,1.0,0.00011146662447020288
CSN1S1,8.819583644596853e-06,1.0,0.00011146662447020288
CSAG2,8.819583644596853e-06,1.0,0.00011146662447020288
CSAG3,8.819583644596853e-06,1.0,0.00011146662447020288
CSF2RB,8.819583644596853e-06,1.0,0.00011146662447020288
CSF3,8.819583644596853e-06,1.0,0.00011146662447020288
CSH1,8.819583644596853e-06,1.0,0.00011146662447020288
CSH2,8.819583644596853e-06,1.0,0.00011146662447020288
CSHL1,8.819583644596853e-06,1.0,0.00011146662447020288
CSN2,8.819583644596853e-06,1.0,0.00011146662447020288
CRYGN,8.819583644596853e-06,1.0,0.00011146662447020288
CSN3,8.819583644596853e-06,1.0,0.00011146662447020288
CSNK1A1L,8.819583644596853e-06,1.0,0.00011146662447020288
CSNK2A3,8.819583644596853e-06,1.0,0.00011146662447020288
CSPG5,8.819583644596853e-06,1.0,0.00011146662447020288
CST11,8.819583644596853e-06,1.0,0.00011146662447020288
CST8,8.819583644596853e-06,1.0,0.00011146662447020288
CST9,8.819583644596853e-06,1.0,0.00011146662447020288
CSAG1,8.819583644596853e-06,1.0,0.00011146662447020288
CRYGD,8.819583644596853e-06,1.0,0.00011146662447020288
CSTL1,8.819583644596853e-06,1.0,0.00011146662447020288
CRISP2,8.819583644596853e-06,1.0,0.00011146662447020288
CRCT1,8.819583644596853e-06,1.0,0.00011146662447020288
CREB3L3,8.819583644596853e-06,1.0,0.00011146662447020288
CRH,8.819583644596853e-06,1.0,0.00011146662447020288
CRHBP,8.819583644596853e-06,1.0,0.00011146662447020288
