gene,time,kappa,nu,U_tilde,e_tilde,I_tilde,pval,padj
SEMA3F_PLXNA3,0.02979731559753418,36.47930171197999,16.78872196565327,2356.024576026228,612.4408539436115,44682.829383503355,1.5506778705542956e-07,5.073078596382927e-07
SEMA3F_PLXNA1,0.023795366287231445,17.489074295786313,16.788721965649017,652.6690729165219,293.6192057885353,10270.256209410929,0.002761190242695055,0.0036471336360731476
SEMA3F_NRP2,0.025180816650390625,10.309715955324014,16.788721965652915,281.3220695971584,173.0869547187906,3568.954677445521,0.05036317207416863,0.0551649822719275
DCN_MET,0.023905038833618164,9.185344872864086,16.78872196566869,480.4754201534861,154.21020122929556,2832.947762409698,1.6120987774037587e-05,3.123046258970419e-05
GRN_TNFRSF1A,0.02323293685913086,196.29022736237738,16.788721965691845,17268.134222350607,3295.462051769392,1293733.9908118013,1.1855405546157272e-11,9.010108215079525e-11
GRN_SORT1,0.025124073028564453,15.162963416785079,16.78872196566618,594.3420001769086,254.5667769799724,7719.973452952415,0.0015137284262654038,0.0020771717849308595
GRN_TNFRSF1B,0.02668905258178711,16.674883884131678,16.78872196565465,1127.4339304008668,279.9499893402622,9336.267131225546,4.731369496191462e-08,1.7186003905283692e-07
ICAM3_ITGB2,0.023928403854370117,10.532149255479567,16.788721965646566,640.231271734465,176.82132555093793,3724.617184508442,6.727076727885972e-07,1.7308207831123281e-06
EFNB1_EPHB6,0.023918867111206055,23.251562666547397,16.78872196565096,1008.5903847634429,390.36402087557406,18153.146988307653,0.00037781667653236095,0.0005719820408152675
EFNB1_EPHB4,0.02262258529663086,29.906972813170373,16.788721965655608,416.1716057077371,502.09985139473855,30032.57321031866,0.6591938332957203,0.6591938332957203
EFNB1_ERBB2,0.02788090705871582,86.0114883734049,16.788721965669062,4025.5701636766157,1444.022964154472,248405.1287846041,0.00011582651239094854,0.0001907276570704286
EFNB1_EPHB3,0.024155139923095703,15.064478532618015,16.788721965664326,281.50462462709254,252.91334164184275,7620.015211552452,0.3334985815407896,0.3362210189411226
SEMA4G_PLXNB2,0.03011798858642578,206.2824032119502,16.788721965688794,6436.071125519041,3463.217913939541,1428801.828268251,0.017402572142685258,0.02081566740553636
VCL_ITGB5,0.02391338348388672,33.54126210010645,16.78872196565108,969.0741140428254,563.1149237757172,37775.17050168559,0.03298128756068941,0.037113339532985345
EFNA2_EPHA2,0.027791976928710938,24.011157725190362,16.78872196565334,1516.1232094796196,403.1166511216704,19358.594983465926,2.716177293082822e-07,8.083081823993458e-07
LGALS1_ITGB1,0.025707006454467773,19.84925256367764,16.78872196567499,983.950292616334,333.24358251804546,13229.272069250872,4.341357379267219e-05,7.659394804850022e-05
TIMP1_CD63,0.024159669876098633,310.4409146778442,16.788721965685426,42147.025972181174,5211.906203299398,3235977.8579347907,0.0,0.0
MMP2_PECAM1,0.02820897102355957,20.342391107358264,16.788721965648108,1049.9385871881452,341.5227484179104,13894.778640754108,2.077208054140911e-05,3.946695302867731e-05
MMP2_FGFR1,0.025442838668823242,28.074749330691336,16.78872196564945,1296.799863648095,471.33916076827984,26465.45757661576,0.00014344352763862034,0.00023081792395269853
PLAT_LRP1,0.027060270309448242,48.928001591761884,16.788721965662585,4590.053060641991,821.4386150595866,80382.69973034026,1.0164091790443308e-12,8.808879551717533e-12
PLAT_ITGB2,0.022954940795898438,12.728450207207041,16.78872196565721,515.057853319867,213.69441158251092,5439.997354772796,0.0010005155872342408,0.001404132670720781
TGFB1_ENG,0.02516651153564453,76.15593851027666,16.78872196566714,5077.430203103003,1278.5608776834777,194740.00716501655,6.853684897389911e-08,2.435770028281019e-07
