,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
RTN4_GJB2,0.7474750839452029,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009869708500870797,0.0,0.0,0.000999000999000999
CD99_CD81,0.7439119699531921,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000869919247155074,0.0,0.0,0.000999000999000999
PLAT_LRP1,0.7416976072618218,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009060103437796213,0.0,0.0,0.000999000999000999
TGFB3_ITGB1,0.7290110750705612,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009486375973445518,0.0,0.0,0.000999000999000999
LAMC1_ITGA2,0.7285081351623416,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009451845492977413,0.0,0.0,0.000999000999000999
INHBA_ENG,0.7196542840421144,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0008980620335995041,0.0,0.0,0.000999000999000999
PPY_ADRA2A,0.7183557176617665,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010101251787105112,0.0,0.0,0.000999000999000999
CXCL14_CXCR4,0.7166953798386253,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0008445293922416437,0.0,0.0,0.000999000999000999
LAMC1_ITGB4,0.7118904276611846,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009540534424712602,0.0,0.0,0.000999000999000999
CALM2_AQP1,0.7107825615931753,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0008586188902367215,0.0,0.0,0.000999000999000999
COL1A2_ITGB1,0.709213174449908,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0008276971243072857,0.0,0.0,0.000999000999000999
CXCL1_ADRA2A,0.7072257377448553,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000935738154881952,0.0,0.0,0.000999000999000999
AGTRAP_RACK1,0.7057096546136236,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0008962576359701383,0.0,0.0,0.000999000999000999
