"","combinedPval","adjustedPval"
"GNAI2_ADORA1",2.62494026515014e-10,3.50308936610304e-09
"GNAI2_PTPRU",3.28732419341155e-18,1.07956271667985e-16
"AGTRAP_RACK1",1.37304190446015e-19,5.28652210562607e-18
"PKM_CD44",2.53136655514741e-06,2.15210932517079e-05
"MMP1_CD44",1.20153324290051e-07,1.15654373486429e-06
"FBN1_ITGB1",2.9364001187673e-17,8.62811440334013e-16
"PSEN1_NOTCH4",1.08801856413265e-14,2.4625219108258e-13
"PSEN1_CD44",4.24023106881943e-05,0.000334987946491028
"CSF1_SIRPA",3.47768570607698e-08,3.58436710212135e-07
"JAG2_NOTCH4",0.00115083451298692,0.00806474229734002
"EFNA5_EPHB6",2.90489623846479e-05,0.000233906778104319
"EFNA5_EPHA2",1.60316204755873e-13,3.17757808601861e-12
"FBLN1_ITGB1",2.22275899514229e-17,6.58899907026322e-16
"COL7A1_ITGB1",8.08102364835556e-18,2.57799809400478e-16
"HSP90AA1_FGFR3",1.33892896769794e-13,2.71818559566775e-12
"FGG_ITGB1",4.41957581642782e-12,7.22158023368377e-11
"FGG_ITGB2",2.19734578865705e-07,2.0502625097568e-06
"CXCL14_CXCR4",3.11785787819593e-34,9.49443537892368e-32
"RTN4_GJB2",3.75383168088948e-18,1.22079596134812e-16
"HMGB1_SDC1",3.97503943665612e-19,1.49608734146169e-17
"HMGB1_CXCR4",2.27436315131478e-27,2.30861431277063e-25
"FN1_ITGA6",4.384066910601e-05,0.000345536362511514
"FN1_CD44",5.13907665089519e-05,0.000401958194377265
"FN1_ITGB1",4.75833019208949e-06,3.93554665833009e-05
"COL18A1_ITGB1",4.15001366604884e-13,7.80971234576181e-12
"ADAM15_ITGB1",4.35059839255752e-25,3.38911302676528e-23
"CALM1_PTPRA",8.55004955724326e-12,1.35734950839948e-10
"LAMC3_ITGA6",1.03860915423581e-08,1.11865783926233e-07
"LAMC3_ITGB1",1.63263266260065e-22,1.01274529512375e-20
"COL6A1_ITGB1",2.45629561541164e-27,2.41995466056301e-25
"COL6A1_ITGA6",1.21781484896388e-09,1.46211851001209e-08
"TGM2_ITGB1",8.22133101486349e-21,3.62354830787241e-19
"TGM2_SDC4",4.75619543749417e-13,8.80210673223983e-12
"TGM2_ADGRG1",0.000540432374115163,0.00387641254064433
"THBS2_ITGB1",9.83875833807744e-19,3.54374822097413e-17
"THBS2_NOTCH4",0.000110343774680999,0.000838136511717074
"THBS2_ITGA6",7.96521071322331e-09,8.6908930799643e-08
"PTGS2_ALOX5",0.0061731278314614,0.0424601791674742
"SEMA4A_PLXNB2",0.000291498527189127,0.00213661207292917
"EFNA1_EPHB6",3.51940698806175e-12,5.86514762759179e-11
"ADAM12_ITGB1",1.32808267708545e-24,1.01106237423753e-22
"ADAM12_SDC4",8.86306583680607e-10,1.09261690335108e-08
"S100A9_ITGB2",0.00021308516492069,0.00158264017654719
"COL5A1_ITGB1",3.04293257258337e-10,4.04480232211533e-09
"CEL_CXCR4",3.29936078458104e-12,5.52592932122261e-11
"SPTAN1_PTPRA",3.33066907387547e-16,8.85454914485466e-15
"PLAU_ITGB1",8.32173680266101e-33,2.14425354596077e-30
"PLAU_ITGB2",2.14238552898038e-06,1.83538163624707e-05
"COL16A1_ITGB1",3.57331484286789e-21,1.68584812766366e-19
"HSPG2_SDC1",1.98194259191419e-35,7.37656331817771e-33
"HSPG2_ITGB1",1.76062473097098e-18,6.07995796934666e-17
"HSPG2_FGFR1",5.1479303874391e-05,0.000401958194377265
"COL5A2_ITGB1",1.46160487077121e-18,5.09993054890961e-17
"COL5A2_DDR1",0.0325180619630471,0.220944527074837
"COL4A1_ITGB1",1.55056233633033e-28,1.99765918266388e-26
"ACTR2_LDLR",3.50773444823815e-06,2.9228475773182e-05
"AGRN_ITGB1",1.9829471398225e-11,3.04691372357323e-10
"ZG16B_CXCR4",2.6244914944462e-32,6.27946504505427e-30
"LAMB3_CD151",1.18062143475038e-19,4.59851625357524e-18
"LAMB3_ITGB1",1.39555034195382e-13,2.79920399732609e-12
"LAMB3_ITGA6",1.92618565542091e-09,2.24032574589722e-08
"AFDN_EPHB6",3.96881993625087e-06,3.29067918259581e-05
"SPP1_CD44",1.88553568758465e-07,1.77414974053859e-06
"SPP1_ITGB1",3.14193115968919e-14,6.79001104101565e-13
"LGALS9_CD44",1.35697231229415e-10,1.87055389653774e-09
"LGALS9_SLC1A5",3.26557445951003e-06,2.74152498585886e-05
"MDK_ITGA6",3.26438431841325e-10,4.3049992447308e-09
"LRPAP1_LDLR",1.67367986136924e-09,1.96712991886438e-08
"HSPA8_LDLR",6.42976782927462e-11,9.28352304464119e-10
"S100A10_CFTR",1.31830865542641e-30,2.20796721822206e-28
"HSP90AA1_CFTR",7.70259267479645e-09,8.43181402688888e-08
"PLAU_ITGA3",3.21964677141295e-13,6.16276620481885e-12
"LAMA4_ITGA3",2.98483916172376e-05,0.000239767542747655
"LGALS8_ITGA3",3.94129173741931e-14,8.4090017675021e-13
"NID1_ITGA3",4.64894611695854e-09,5.20821420307426e-08
"LAMC3_ITGA3",3.28376215108506e-11,4.93255961791096e-10
"THBS1_ITGA3",0.000323848666239246,0.00235824973546324
"CALR_ITGA3",5.61309765334528e-09,6.2258860577719e-08
"TIMP2_ITGA3",1.35207924856218e-08,1.43324547091694e-07
"LAMB2_ITGA3",1.7458275094473e-06,1.511109308262e-05
"LAMA5_ITGA3",1.13280016974494e-17,3.4812268203689e-16
"ADAM9_ITGA3",0.000128228713983103,0.000969587647126689
"LAMC1_ITGA3",1.94060276200645e-28,2.40756706875576e-26
"LAMB3_ITGA3",8.69674860624088e-22,4.62404317129017e-20
"COL18A1_ITGA3",2.3709934953042e-29,3.61004981696595e-27
"LAMB1_ITGA3",3.49990302404013e-05,0.000278470649960592
"LAMC2_ITGA3",5.42699842842609e-08,5.50872724085661e-07
"FN1_ITGA3",0.000136699475383639,0.00102899283373127
"APP_CD74",3.09964133061514e-24,2.3073020007951e-22
"SLPI_CD4",2.8571114851772e-07,2.62204315848101e-06
"IL16_CD4",1.22714949313263e-10,1.71274119654618e-09
"CALM1_SCTR",1.60639608673861e-23,1.12102917009086e-21
"CALM2_KCNQ1",1.77635683940025e-15,4.40759779654988e-14
"CALM1_KCNQ1",2.78823065367401e-18,9.33972761964885e-17
"CALM3_KCNQ1",2.97206703692154e-13,5.7215653939804e-12
"LTB_TNFRSF1A",0.000276617327733764,0.0020319829153895
"LAMC3_ITGB4",3.42394516366815e-29,4.98659937076654e-27
"LAMB2_ITGB4",1.83946662828565e-21,9.19650103058887e-20
"LAMA5_ITGB4",2.56554392375609e-22,1.48168871851261e-20
"LAMC1_ITGB4",1.43168928236471e-46,1.19893129318743e-43
"LAMB3_ITGB4",4.25736451199568e-48,7.13044038648743e-45
"LAMB1_ITGB4",3.18348503033678e-22,1.80740847218638e-20
"LAMC2_ITGB4",2.25842352257271e-16,6.05202744553229e-15
"HBEGF_CD82",6.66133814775094e-16,1.70331785076594e-14
"LTB_LTBR",6.12148242651323e-07,5.52698404337402e-06
"CD55_ADGRE5",8.06590207957925e-08,7.94656685728421e-07
"AGRN_LRP1",1.12500695426121e-08,1.20397198860584e-07
"GPC3_LRP1",8.29154416902236e-23,5.34118460110135e-21
"PDGFB_LRP1",0.00033339553837175,0.00241725975421154
"A2M_LRP1",6.76685285215937e-29,9.06676244996215e-27
"SERPINA1_LRP1",2.8728212211605e-18,9.52780235902825e-17
"HSPG2_LRP1",6.05393513097852e-11,8.8168903623612e-10
"APOE_LRP1",7.33777145596323e-17,2.08299240770614e-15
"HSP90B1_LRP1",0.000106737434627746,0.000812586489807877
"MDK_LRP1",4.04528632813594e-11,5.99578899765738e-10
"PLAU_LRP1",6.66133814775094e-16,1.70331785076594e-14
"LRPAP1_LRP1",2.80398421748096e-06,2.37784741360439e-05
"C3_LRP1",1.76770095685991e-20,7.40157805287262e-19
"THBS1_LRP1",0.00062055619767909,0.00443214324330902
"HSP90AA1_LRP1",0.000580777504886276,0.00415689875335623
"CALR_LRP1",1.47593048893668e-12,2.60206305575332e-11
"C1QB_LRP1",2.66453525910038e-14,5.79570489481396e-13
"VWF_LRP1",6.32780494669305e-11,9.17585658455104e-10
"APP_LRP1",1.02140518265514e-14,2.32748148950465e-13
"PSAP_LRP1",1.84511384770936e-06,1.58476209332768e-05
"COL4A2_CD93",0.0130407830549474,0.0889667429159859
"COL1A2_CD93",0.00640941374889392,0.0439950685723429
"COL4A1_CD93",0.00438599116019511,0.0302299198758619
"C1QA_CD93",0.000492483606645444,0.00354767917848818
"HLA-B_CANX",0.000641789737089948,0.00457404489909907
"GSTP1_TRAF2",1.66833336443517e-05,0.000135971073588224
"S100A9_CD68",0.000150244847672898,0.00112589418967295
"AFDN_NECTIN2",0.00205005927966462,0.0143064109274904
"LRPAP1_SORT1",3.83026943495679e-14,8.22451391724001e-13
"PSAP_SORT1",4.00812716350174e-12,6.61379861850089e-11
"PSEN1_NOTCH2",7.71496451168474e-08,7.64579669412449e-07
"ADAM10_NOTCH2",0.00291835897454518,0.0203235302591666
"APP_NOTCH2",2.60302002175195e-10,3.48773125489036e-09
"JAG2_NOTCH2",1.29268973747543e-07,1.23717680743182e-06
"PDGFB_PDGFRA",2.01196299696872e-20,8.21886127386099e-19
"CD14_RIPK1",3.05210790441102e-06,2.58172637183086e-05
"CALR_HLA-F",4.64919547304987e-10,5.94404417348167e-09
"B2M_HLA-F",6.97220725598413e-10,8.68207477246562e-09
"PLAU_ITGAV",1.56721391419978e-09,1.85501470457583e-08
"SPP1_ITGAV",3.83815201843163e-12,6.36467622596256e-11
"NID1_ITGAV",2.55251146108471e-07,2.36845976935306e-06
"PDGFB_ITGAV",2.79632551558606e-07,2.57330850374316e-06
"CALR_ITGAV",1.82800063974753e-09,2.14099584057971e-08
"FGG_ITGAV",5.9090314863397e-08,5.94398334593814e-07
"FGA_ITGAV",4.75233719043899e-09,5.30629640903169e-08
"MFGE8_ITGAV",8.87219964162966e-10,1.09261690335108e-08
"FGB_ITGAV",6.66133814775094e-16,1.70331785076594e-14
"FBN1_ITGAV",0.00389765175457613,0.0269751075600546
"AZGP1_ITGAV",1.291339191134e-08,1.37320473177701e-07
"ADAM9_ITGAV",9.9308583578761e-10,1.20091572589439e-08
"VEGFA_ITGAV",3.2961189674537e-23,2.25326521175794e-21
"ADAM15_ITGAV",2.51785092775236e-09,2.90828878819996e-08
"COL1A2_ITGAV",8.88493893871289e-18,2.78148154722351e-16
"COL4A1_ITGAV",1.13287157432751e-12,2.00781821053549e-11
"FN1_ITGAV",1.89975701836431e-10,2.59739192822896e-09
"SAA1_SCARB1",7.26132629580434e-08,7.23906020647666e-07
"PDGFB_PDGFRB",1.80633286106513e-12,3.15138938158593e-11
"MFGE8_PDGFRB",0.000518539373611793,0.00372735995757285
"CALM1_KCNN4",0.00106717687792823,0.00749417001265071
"PSEN1_NOTCH3",1.08635583959158e-19,4.28113271147765e-18
"THBS2_NOTCH3",4.44089209850063e-16,1.17131043805951e-14
"SCGB3A1_NOTCH3",6.28507309670123e-05,0.000487340045467868
"JAG2_NOTCH3",5.80645888985654e-05,0.000452322730975442
"APP_APLP2",1.71196390397199e-13,3.3732707106904e-12
"HLA-A_APLP2",4.69673814285088e-08,4.81120772749164e-07
"GPC3_CD81",9.45240864500609e-41,6.33254081599323e-38
"CD99_CD81",7.88718561721081e-39,4.40328022201072e-36
"AFDN_NECTIN1",9.53619960775143e-10,1.16581673027011e-08
"BMP2_GPC1",4.37427871702312e-14,9.27373919297816e-13
"APP_GPC1",9.22062426411685e-12,1.45006087578853e-10
"COL18A1_GPC1",6.14514810076941e-22,3.32006187693083e-20
"VEGFA_GPC1",1.24395715950243e-10,1.72899562651556e-09
"NLGN2_NRXN2",1.51778589696505e-11,2.36470824980974e-10
"AFDN_NRXN2",4.3642600644489e-09,4.90568740781294e-08
"GPC3_IGF1R",8.94405882689853e-10,1.09743173122262e-08
"INS_IGF1R",1.18706178220407e-09,1.43032273024228e-08
"GNAI2_IGF1R",1.27122506743405e-07,1.22011996761795e-06
"S100A4_ERBB2",1.45598538810109e-17,4.39379257944843e-16
"SEMA4D_ERBB2",0.0106617626218823,0.0730340968625103
"HLA-A_ERBB2",0.0189549311676247,0.129051370856063
"HSP90B1_ERBB2",4.05525835134313e-10,5.24474377995433e-09
"HSP90AA1_ERBB2",0.000196268302882219,0.00146097628606253
"PSEN1_NOTCH1",2.18386420058891e-11,3.34031195253985e-10
"MFAP2_NOTCH1",5.55111512312578e-16,1.45269946907772e-14
"JAG2_NOTCH1",1.65180956015476e-05,0.000134952716786574
"PLAU_ST14",3.29397094798178e-05,0.000263336618697254
"SPINT1_ST14",2.62290189567693e-12,4.50560327640105e-11
"GNAI2_ADRA2A",0.000264474997848763,0.00195134600100824
"AGT_ADRA2A",1.29386569848116e-18,4.61069993506887e-17
"SAA1_ADRA2A",0.000106417809161985,0.000811998649382157
"CXCL2_ADRA2A",8.12983791398381e-09,8.84171850066426e-08
"APP_ADRA2A",4.3724505159154e-18,1.40830615435524e-16
"CXCL1_ADRA2A",3.96931046124485e-28,4.28902806701494e-26
"PPY_ADRA2A",1.32022945114745e-20,5.66970323069965e-19
"CXCL16_ADRA2A",1.12272782626377e-07,1.08693581974387e-06
"ANXA1_ADRA2A",4.2955417001167e-11,6.31086086941105e-10
"COL6A1_ITGA1",3.24488436120873e-10,4.29619728660891e-09
"COL5A1_ITGA1",8.96477131755992e-22,4.69207294194585e-20
"COL6A2_ITGA1",1.05759845325792e-12,1.88437993428893e-11
"COL6A3_ITGA1",6.43451958382002e-12,1.036235115438e-10
"COL5A2_ITGA1",6.49862719193095e-10,8.1225490515837e-09
"COL1A2_ITGA1",2.46723974584029e-10,3.33246184106907e-09
"COL4A1_ITGA1",8.33777491493493e-14,1.72401351312967e-12
"FBN1_ITGB6",1.89605514101521e-05,0.000153782325835932
"FN1_ITGB6",5.82487962641487e-05,0.000452704902932025
"CSF1_CSF1R",1.15056852934003e-11,1.80096067921825e-10
"GNAS_PTGIR",2.18725038081402e-12,3.79617919871338e-11
"FGF19_FGFR4",1.55431223447522e-15,3.94429916452617e-14
"PLAU_ITGA5",0.000667545523737934,0.00473744741877425
"SPP1_ITGA5",2.00175028775007e-07,1.87297674972062e-06
"FGG_ITGA5",7.90299974351427e-08,7.80904243721552e-07
"FGA_ITGA5",1.63107840635981e-16,4.44196610270957e-15
"FGB_ITGA5",2.26485497023532e-13,4.41080099262295e-12
"FBN1_ITGA5",1.01755048831365e-10,1.43817963368221e-09
"COL18A1_ITGA5",1.00226444938553e-31,2.09830133398923e-29
"ADAM15_ITGA5",4.26331858704998e-10,5.4715805056772e-09
"FN1_ITGA5",8.19078138647455e-12,1.3065064354216e-10
"WNT7B_LRP5",8.09092364217889e-08,7.94784221871595e-07
"DKK1_LRP5",3.11823102367247e-17,9.08272073136328e-16
"PSEN1_NCSTN",7.15084880198447e-10,8.87154673092864e-09
