"","combinedPval","adjustedPval"
"FN1_IL17RC",2.42313925282733e-05,0.000195585110372152
"PLAU_ITGB5",6.23754805584298e-08,6.25565732977585e-07
"SPP1_ITGB5",1.07987188893681e-23,7.69626284095541e-22
"TLN1_ITGB5",1.02722557912831e-21,5.29368362105171e-20
"COL4A2_ITGB5",3.56430569668264e-20,1.42135045205073e-18
"ADAM9_ITGB5",1.52399443065221e-08,1.60532057963242e-07
"COL18A1_ITGB5",8.44466425545035e-18,2.66859111385844e-16
"LTBP3_ITGB5",6.21724893790088e-15,1.46661264709142e-13
"LTBP1_ITGB5",9.90492798891296e-10,1.20091572589439e-08
"MST1_MST1R",7.38837879765697e-11,1.06218153078513e-09
"LAMC3_ITGA2",9.6708308028326e-11,1.37264203848569e-09
"COL6A1_ITGA2",1.28042467426045e-16,3.57419548466225e-15
"COL6A2_ITGA2",5.17586209212893e-34,1.44479744031851e-31
"MMP1_ITGA2",3.91522481102413e-10,5.08326219846591e-09
"HSPG2_ITGA2",9.66402848132285e-18,2.99736725860042e-16
"LAMB3_ITGA2",3.07287528755751e-12,5.17246274960506e-11
"COL1A2_ITGA2",4.91621266039754e-22,2.7446370638837e-20
"COL4A1_ITGA2",5.51510671365577e-24,4.01607303175427e-22
"FN1_ITGA2",5.41114930641129e-11,7.91515726624639e-10
"COL7A1_ITGA2",1.48769885299771e-14,3.30022533690345e-13
"COL3A1_ITGA2",5.40170445557467e-19,1.9807507182041e-17
"GAS6_AXL",3.57824880836688e-13,6.77177909345987e-12
"LRPAP1_LRP8",8.92352858272716e-12,1.40995830975506e-10
"INS_INSR",2.32558598045607e-06,1.98219037783934e-05
"ARF1_INSR",9.81489022849891e-05,0.000750614326987011
"HRAS_INSR",2.67444955071028e-11,4.05366308146434e-10
"CALM1_INSR",8.31912021655155e-17,2.34172532160258e-15
"FN1_ROBO4",6.77236045021345e-15,1.58638845518305e-13
"CD6_ALCAM",6.55476021220736e-05,0.000505909218043975
"S100A9_ALCAM",8.23563439666941e-13,1.48316554482491e-11
"PLAU_MRC2",3.39991990783162e-06,2.84717530684976e-05
"LGALS9_MRC2",5.43804778985191e-10,6.89992875254185e-09
"CALM1_AQP1",2.76510900353593e-34,9.26227709950555e-32
"C1QA_CSPG4",3.3152565983352e-05,0.00026440725716055
"C4B_CD46",3.10862446895044e-15,7.54561579300658e-14
"SEMA4A_PLXND1",9.26783094712391e-11,1.32103935041465e-09
"SEMA4D_MET",1.04127402655863e-06,9.17882209132932e-06
"AFDN_EPHB3",0.000305314779774246,0.00222813066665245
"FAM3C_LAMP1",5.40371479410171e-17,1.56041437730641e-15
"PLAU_PLAUR",1.17536065435964e-07,1.13461151533947e-06
"FN1_PLAUR",9.74230852435198e-07,8.61049625634452e-06
"LAMB3_COL17A1",1.62365126021832e-20,6.88448052887776e-19
"MDK_SDC3",0.000221855961501038,0.00164413767670876
"COL5A1_SDC3",1.41254039596879e-16,3.91039851823029e-15
"PLAU_IGF2R",9.55761270265358e-23,6.0405859976115e-21
"EFNA1_EPHA2",1.57060011707344e-06,1.37006103314321e-05
"SEMA4D_PLXNB1",0.000471959101246089,0.00340715505511535
"SEMA4A_PLXNB1",1.69599067303405e-05,0.000137889677810051
"S100A10_TRPV6",2.37887487486432e-12,4.10747929387919e-11
"B2M_TFRC",0.0008628519058691,0.00609766322239886
"SEMA3B_NRP2",2.129091061107e-28,2.54707491417876e-26
"VEGFA_NRP2",6.08207040286857e-10,7.65905731838004e-09
"PGF_NRP2",1.67533764638961e-11,2.58611674936977e-10
"LGALS9_CD47",1.46158425371468e-05,0.000119703282788815
"THBS2_CD47",1.96527194518126e-09,2.27787729149593e-08
"COL4A1_CD47",8.89042128404682e-06,7.29907273297673e-05
"GNAS_ADORA1",7.31636973227978e-14,1.53172632019555e-12
"AFDN_NECTIN4",0.00350847340632887,0.0243319307380044
"AFDN_F11R",3.04345437740494e-12,5.14881299986456e-11
"CD59_CD2",1.57902579900338e-11,2.44873048520353e-10
"MDK_TSPAN1",4.2492779983948e-29,5.93074725137949e-27
"MDK_SDC4",9.86426722526801e-08,9.63332521743248e-07
"BMP2_ENG",2.16120478326872e-27,2.262306561176e-25
"ALOX5AP_ALOX5",9.40204217194651e-05,0.000722339258268943
"HLA-C_NOTCH4",6.92733397644751e-07,6.20440354328637e-06
"SPTBN2_PTPRA",3.76547748537348e-07,3.43684150333554e-06
"MDK_SDC1",2.2113338274835e-21,1.08930854419624e-19
"LAMB2_ITGB1",6.22947620436501e-31,1.15926984585862e-28
"MDK_ITGB1",1.35669253609194e-13,2.73765590548507e-12
"ADAM9_ITGB1",1.27241592035695e-20,5.53533465370007e-19
"VEGFA_ITGB1",6.41780148571989e-21,2.90509322155072e-19
"SPON2_ITGB2",2.68713185036518e-09,3.08256070892761e-08
"ICAM2_ITGB2",4.23247814573813e-09,4.7735754170673e-08
"VEGFA_SIRPA",2.33998662174729e-18,7.91742017032282e-17
"ADAM9_ITGA6",3.41941102099952e-08,3.53518226822611e-07
"VIM_CD44",0.000169560601598562,0.00126780496456373
"SEMA4D_PLXNB2",0.00325434898983024,0.0226163542996226
"CXCL17_GPR35",1.32190190437669e-18,4.6610218224933e-17
