,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,is_svi,label,pattern_membership_0,pattern_membership_1,pattern_membership_2,pattern_membership_3,pattern_membership_4,pattern_correlation_0,pattern_correlation_1,pattern_correlation_2,pattern_correlation_3,pattern_correlation_4
THBS1_SCARB1,386,17.451036,2.9151206,49.34383202099738,13297.69,9.49542,386,0,-1,0.0,0.0,0.0,0.0,0.0,-0.16340561342989302,-0.12569278459421956,0.16466453733854672,0.11616613342111795,-0.059696630203996064
THBS1_ITGA6,207,6.006258,1.9468038,72.83464566929135,4576.7686,8.4289665,207,1,4,0.0,0.0,0.0,0.0,1.0,0.11811352097907127,0.07416565368661497,-0.19714346541842456,-0.11534585103932346,0.5172307609783974
ADAM10_GPNMB,141,4.598434,1.722487,81.49606299212599,3504.0068,8.161948,141,0,-1,0.0,0.0,0.0,0.0,0.0,0.032257602876978285,0.07049781841982324,-0.010221935370659102,-0.033631656730953814,-0.1155723458014024
ADAM10_TSPAN15,217,9.264889,2.3287292,71.5223097112861,7059.845,8.86232,217,1,4,0.0,0.0,0.0,0.0,1.0,-0.030596171219007977,-0.14735961599057082,0.020994334134901673,0.09011057241828348,0.022439913283700416
ADAM10_CD44,357,14.428044,2.736187,53.14960629921259,10994.17,9.305211,357,0,-1,0.0,0.0,0.0,0.0,0.0,-0.014395188874111226,0.10433700274300652,0.06383252473604953,0.07523724632946767,-0.05744763158628786
ADAM10_CADM1,313,12.867393,2.6295402,58.9238845144357,9804.953,9.190745,313,1,4,0.0,0.0,0.0,0.0,1.0,-0.08681970185022368,-0.06537885749196995,0.14614230474674075,0.08796258833890751,0.004973538297130851
ADAM10_TSPAN14,434,19.307251,3.010978,43.04461942257218,14712.125,9.596496,434,0,-1,0.0,0.0,0.0,0.0,0.0,-0.1843836383774024,-0.07825620336940205,0.12883095773531295,0.04550491505776246,-0.20528339374558918
ADAM10_NOTCH1,174,6.42673,2.0050857,77.16535433070865,4897.1685,8.496616,174,0,-1,0.0,0.0,0.0,0.0,0.0,0.016141562019002763,-0.04282864335634587,-0.0897148843682199,-0.03529837853477657,0.24823551778901032
ADAM10_MET,150,5.789625,1.9153957,80.31496062992126,4411.6943,8.392241,150,1,4,0.0,0.0,0.0,0.0,1.0,0.03855544604297781,0.05244806753821454,-0.11620416416335855,-0.10555456302475294,0.18411242878809372
ADAM10_TSPAN17,447,19.89378,3.0394516,41.338582677165356,15159.06,9.62642,447,1,4,0.0,0.0,0.0,0.0,1.0,-0.18285719386905347,-0.1537827194652649,0.08741727762227357,0.08633089601619474,0.11094150598235923
ADAM10_AXL,534,31.6324,3.4853058,29.92125984251969,24103.889,10.09017,534,1,4,0.0,0.0,0.0,0.0,1.0,0.14784125797140274,0.08489007051122795,-0.023646258247301807,-0.02123507248449239,-0.06799533080781753
VWF_SIRPA,265,10.640952,2.4545293,65.2230971128609,8108.4053,9.00078,265,1,4,0.0,0.0,0.0,0.0,1.0,0.1299770100434221,0.18035336597932033,-0.1963332545652437,-0.1455054296197063,0.3012756825513338
CDH1_LRP5,395,18.82551,2.9869695,48.16272965879265,14345.038,9.571229,395,1,0,1.0,0.0,0.0,0.0,0.0,0.1204552292302239,-0.07436551198352745,0.028224671611808427,0.051525233040287347,-0.044714586848233796
CDH1_IGF1R,183,6.827283,2.0576155,75.98425196850394,5202.3896,8.557066,183,0,-1,0.0,0.0,0.0,0.0,0.0,0.14226091313456174,0.04998490956481817,-0.06835651644871488,-0.1575206567625094,0.14631559117153847
CDH1_ERBB3,646,42.06374,3.7626812,15.223097112860895,32052.57,10.375164,646,0,-1,0.0,0.0,0.0,0.0,0.0,-0.1463547665871683,-0.01711516130730724,0.048176409552707924,-0.0186359436938708,-0.34132173734442567
CDH1_PTPRM,194,7.5399127,2.1447508,74.54068241469815,5745.4136,8.656331,194,1,4,0.0,0.0,0.0,0.0,1.0,0.07633211246424731,0.05852110841339464,-0.01638982800961594,-0.0728664647622374,0.16956848067947813
CDH1_PTPRF,530,34.87529,3.5800488,30.44619422572179,26574.97,10.187763,530,1,1,0.0,1.0,0.0,0.0,0.0,0.0534304285483531,0.07988474509512204,0.08171643417791767,-0.046924054913692906,-0.2537908836176625
SEMA7A_ITGB1,277,10.723492,2.4615946,63.6482939632546,8171.3003,9.008506,277,1,1,0.0,1.0,0.0,0.0,0.0,0.47642198302080524,0.7052874682270849,-0.24474891916049046,-0.3356676298874816,0.02784079129870747
SEMA7A_ITGA1,304,12.522133,2.604328,60.10498687664042,9541.865,9.163549,304,0,-1,0.0,0.0,0.0,0.0,0.0,0.004485567214133134,-0.013508618468892584,-0.17567537246590179,-0.10060548648634005,0.14417337203875144
TIMP2_CD44,364,14.544171,2.7436857,52.23097112860893,11082.658,9.313227,364,0,-1,0.0,0.0,0.0,0.0,0.0,0.001828538009831657,0.14481518977146599,0.024918248808665,0.10516048059922159,-0.06199315306043494
TIMP2_ITGB1,275,9.659976,2.366496,63.91076115485564,7360.902,8.904074,275,1,1,0.0,1.0,0.0,0.0,0.0,0.46755028040160396,0.6629535425678658,-0.2581495384769853,-0.2938698997642949,0.04160764023212432
LGALS3BP_ITGB1,275,9.635568,2.364204,63.91076115485564,7342.3027,8.901544,275,1,1,0.0,1.0,0.0,0.0,0.0,0.5437258497564099,0.7376024984399833,-0.26410804598261606,-0.35864921266045446,-0.007961124242437535
LAMC2_ITGA6,195,5.995145,1.9452163,74.40944881889764,4568.3003,8.427115,195,1,4,0.0,0.0,0.0,0.0,1.0,0.10681816960262837,0.07101398308185321,-0.1664231011349776,-0.09601999893666094,0.50498576089514
LAMC2_CD151,685,60.872437,4.125075,10.104986876640421,46384.797,10.744749,685,1,4,0.0,0.0,0.0,0.0,1.0,-0.35399132949250517,-0.3126020352272932,0.3091432402777476,0.1580391503775941,-0.2546023982658889
LAMC2_ITGB1,252,9.392562,2.3410904,66.9291338582677,7157.1323,8.876004,252,1,1,0.0,1.0,0.0,0.0,0.0,0.43711864095129316,0.6804744844696892,-0.21456786065546335,-0.34325311037347267,-0.022409451783108627
LAMC2_ITGA2,295,12.274327,2.5858319,61.28608923884514,9353.037,9.143563,295,1,4,0.0,0.0,0.0,0.0,1.0,0.08467096323400243,0.1258781164690954,-0.10758590099313263,-0.08470251986250035,0.4066153803228957
LAMC2_COL17A1,222,9.647093,2.3652868,70.86614173228347,7351.0845,8.90274,222,1,4,0.0,0.0,0.0,0.0,1.0,-0.12397274536030256,-0.2272560160273222,0.2565763210386768,0.3928865476312534,0.010745885218984966
NID1_ITGB1,276,10.579788,2.4492612,63.77952755905512,8061.7983,8.995016,276,1,1,0.0,1.0,0.0,0.0,0.0,0.49943631044375963,0.7427631510624503,-0.23895319679172308,-0.3554322612327602,-0.0663545337301282
NID1_PTPRF,518,31.22982,3.472892,32.020997375328086,23797.123,10.077362,518,1,1,0.0,1.0,0.0,0.0,0.0,0.05971008675269194,0.020341835959954313,0.11701471092755462,0.03871021593908784,-0.24099434855491744
ICAM1_ITGAX,261,10.580683,2.4493384,65.74803149606299,8062.48,8.995101,261,0,-1,0.0,0.0,0.0,0.0,0.0,0.10549063716190206,0.1088301590503878,-0.09466705332743015,-0.07510811042896445,0.12665312491760664
ICAM1_MUC1,741,113.07824,4.7368846,2.7559055118110187,86165.62,11.364038,741,1,3,0.0,0.0,0.0,1.0,0.0,-0.24356105526799235,-0.2877954597447516,0.3644213683741019,0.1616100804027244,-0.26015197791313693
ICAM1_ITGB2,207,7.83684,2.1789293,72.83464566929135,5971.6724,8.69495,207,1,4,0.0,0.0,0.0,0.0,1.0,-0.057624428168127295,0.14360367099105603,-0.03176813072797257,0.011112392565504704,0.045163907416903376
VCAN_CD44,331,11.819324,2.5509536,56.56167979002624,9006.324,9.105793,331,1,4,0.0,0.0,0.0,0.0,1.0,-0.09851643687908895,-0.02713669495174877,0.06538178101515689,0.15430024703542977,-0.05666712567708673
VCAN_ITGB1,249,7.381189,2.1259897,67.32283464566929,5624.466,8.635059,249,1,0,1.0,0.0,0.0,0.0,0.0,0.4455894802248751,0.5996999941408386,-0.24950403734721385,-0.29338417513421816,0.15161618928932072
TIMP3_CD44,349,13.304233,2.6605554,54.199475065616795,10137.825,9.224128,349,1,1,0.0,1.0,0.0,0.0,0.0,0.09876730970030147,0.23503131152242512,-0.03838699755149636,-0.07554619141092446,0.009638566972171404
TIMP3_MET,147,3.9272203,1.594775,80.70866141732283,2992.542,8.004212,147,1,4,0.0,0.0,0.0,0.0,1.0,0.09123871691645104,0.08613080120210782,-0.15180613644058055,-0.12224164407327512,0.2630663749408009
LUM_ITGB1,266,10.026493,2.4003007,65.09186351706036,7640.188,8.941308,266,1,0,1.0,0.0,0.0,0.0,0.0,0.4497113432461492,0.6392927867032508,-0.20616990327029147,-0.3161510151013819,0.04079135031530289
CGN_F11R,322,13.561151,2.6783571,57.742782152230966,10333.597,9.243253,322,1,4,0.0,0.0,0.0,0.0,1.0,-0.19796372380480412,-0.17421522414230728,0.2173169224161812,0.09703834845647687,-0.015942888391624284
CALM2_INSR,464,25.493567,3.276902,39.107611548556434,19426.098,9.874424,464,1,4,0.0,0.0,0.0,0.0,1.0,0.18226078097735673,0.19955177382262407,-0.2395747913656017,-0.3096040301993247,0.11760469690329863
CALM2_AQP1,626,41.90495,3.7589872,17.847769028871397,31931.572,10.371382,626,1,1,0.0,1.0,0.0,0.0,0.0,0.04986286624134227,0.08733108669349633,-0.08789747349782297,-0.1601500067646275,-0.2178355239283605
APP_LRP10,633,34.256992,3.5626638,16.92913385826772,26103.828,10.169875,633,0,-1,0.0,0.0,0.0,0.0,0.0,0.04266176923032774,0.029968910065018946,-0.15632400694952747,-0.1667400687601379,-0.061162690993044506
APP_PLD1,251,9.079695,2.310523,67.06036745406824,6918.7275,8.842132,251,1,1,0.0,1.0,0.0,0.0,0.0,0.028648321238186048,0.13524604954263875,-0.046640885893567116,-0.11443703098016642,-0.10904590001256528
APP_TSPAN15,196,6.667017,2.0369277,74.2782152230971,5080.267,8.533316,196,1,4,0.0,0.0,0.0,0.0,1.0,0.1505181925131528,0.034439510020643084,-0.10484036789964486,-0.0858103342311758,0.1185030247989613
APP_TNFRSF21,670,40.737812,3.7314074,12.073490813648291,31042.213,10.343136,670,1,4,0.0,0.0,0.0,0.0,1.0,-0.10338019341263939,-0.11781276327499829,0.06009270646002927,-0.13507541417775565,-0.017832095342979373
APP_NCSTN,287,10.529627,2.44492,62.33595800524934,8023.5757,8.990264,287,1,0,1.0,0.0,0.0,0.0,0.0,0.4179490773360567,0.2896487718734495,-0.2684314464672962,-0.3035715816286129,0.10671429032974776
CALM3_INSR,477,24.451658,3.236781,37.40157480314961,18632.164,9.832698,477,1,4,0.0,0.0,0.0,0.0,1.0,0.05530814733855782,0.058496004639203895,4.2858660860492e-05,-0.22409143987371102,-0.02773130095225324
CALM3_AQP1,647,42.14418,3.7645476,15.091863517060366,32113.865,10.377074,647,1,1,0.0,1.0,0.0,0.0,0.0,-0.052478510748996246,-0.07832251107872201,0.1335024928358325,-0.06399717823524506,-0.3717560746716758
TFF2_MUC6,497,30.168205,3.4393985,34.7769028871391,22988.172,10.042779,497,1,4,0.0,0.0,0.0,0.0,1.0,-0.4392064719680952,-0.36104781457561974,0.3274912235135626,0.25178845163657354,-0.4016142097052607
TFF1_MUC5AC,221,11.189597,2.500583,70.99737532808399,8526.473,9.051048,221,1,4,0.0,0.0,0.0,0.0,1.0,-0.15867463946638427,-0.1332925870024209,0.19215827590924578,0.16754128448223796,-0.006401972875962285
TNFSF12_TNFRSF25,223,7.7076206,2.1641986,70.73490813648293,5873.207,8.678327,223,0,-1,0.0,0.0,0.0,0.0,0.0,0.1979696387765152,0.22097103447236333,-0.10694539911210824,-0.10967554352513659,-0.029809669394978158
TNFSF12_TNFRSF12A,618,38.10168,3.6661654,18.89763779527559,29033.48,10.276239,618,1,4,0.0,0.0,0.0,0.0,1.0,-0.08827527465430247,-0.15844576187679915,0.25086527998636754,0.08702311248330379,-0.1400262047979691
FGF19_FGFR1,383,17.37969,2.9112463,49.73753280839895,13243.324,9.491324,383,1,4,0.0,0.0,0.0,0.0,1.0,0.02050655458049476,-0.056713194072292444,-0.0760625241764203,0.08611141248701853,-0.30033855736559445
FGF19_FGFR3,496,24.958261,3.25649,34.90813648293963,19018.195,9.853204,496,1,4,0.0,0.0,0.0,0.0,1.0,-0.12644788494442027,-0.13668313976647384,-0.05213893539635689,-0.07194436289157166,-0.06779700944665815
VCAM1_ITGB1,278,11.912317,2.5581818,63.51706036745407,9077.186,9.113629,278,1,1,0.0,1.0,0.0,0.0,0.0,0.5325090213713476,0.782365320585067,-0.24278937685348312,-0.43866858321501306,-0.015307101285764763
VCAM1_ITGB2,219,10.38451,2.4322536,71.25984251968505,7912.9966,8.976388,219,1,1,0.0,1.0,0.0,0.0,0.0,-0.07890436776442114,0.13120137495305956,0.007527832410757284,0.06015871704658407,0.013645770893446683
VCAM1_EZR,720,83.08909,4.4318767,5.511811023622048,63313.887,11.055876,720,1,2,0.0,0.0,1.0,0.0,0.0,-0.32977325533118923,-0.24582093997493598,0.6679378911325371,0.20707501061267683,-0.23515236721072763
VCAM1_MSN,438,25.154497,3.2640212,42.51968503937008,19167.727,9.861035,438,0,-1,0.0,0.0,0.0,0.0,0.0,-0.06680938719904864,0.037554062539053315,0.13946825912114974,0.04187253165134133,-0.06097545616195213
ARPC5_LDLR,668,50.99465,3.9511409,12.335958005249347,38857.926,10.567693,668,1,4,0.0,0.0,0.0,0.0,1.0,-0.24720304733052592,-0.250701729500564,0.1298989048065849,0.2194263196278944,-0.1511022488123278
COL6A3_ITGB1,280,12.039342,2.567971,63.254593175853024,9173.979,9.124235,280,1,0,1.0,0.0,0.0,0.0,0.0,0.5685786594705502,0.7586345791013099,-0.2829719877912867,-0.43201582944109207,0.0020101203933334017
COL6A3_ITGA2,329,15.064659,2.7766218,56.8241469816273,11479.2705,9.348385,329,1,4,0.0,0.0,0.0,0.0,1.0,0.1631640277136695,0.14527237986723116,-0.13410152483600626,-0.13377879290800482,0.4377068033782254
LIPH_LPAR4,286,10.790286,2.467276,62.467191601049876,8222.198,9.014714,286,0,-1,0.0,0.0,0.0,0.0,0.0,-0.017263729643714337,-0.06558101996326217,-0.02609696112782401,0.021398417202842565,-0.021319976589968825
LIPH_LPAR2,247,9.08147,2.310699,67.58530183727034,6920.08,8.842327,247,0,-1,0.0,0.0,0.0,0.0,0.0,0.00252569747930225,-0.014223118546586186,0.04140466218298666,0.05579498421574517,-0.07233916724004397
MELTF_TFRC,271,10.1193695,2.4086885,64.43569553805774,7710.9595,8.950527,271,1,4,0.0,0.0,0.0,0.0,1.0,0.3015817346234958,0.11328309528656512,-0.18377450834919548,-0.05009306973739822,0.012388870224544686
COL1A2_CD44,360,14.966066,2.7704656,52.75590551181102,11404.143,9.34182,360,1,1,0.0,1.0,0.0,0.0,0.0,0.16821983506195975,0.29736922588660075,-0.11737220581948661,-0.07566623942154986,-0.04316384126277032
COL1A2_ITGB1,273,11.621746,2.5354211,64.1732283464567,8855.7705,9.088938,273,1,1,0.0,1.0,0.0,0.0,0.0,0.5598862462203921,0.7317110730229793,-0.31730808067971106,-0.42563167656650186,0.005372924696107857
COL1A2_ITGA11,370,21.631697,3.1193514,51.44356955380578,16483.354,9.710167,370,1,4,0.0,0.0,0.0,0.0,1.0,-0.07588229259255384,-0.20728883925605804,0.20084025909649467,0.1556413035812,0.1383904852102169
COL14A1_CD44,323,14.183984,2.720241,57.61154855643045,10808.195,9.288153,323,0,-1,0.0,0.0,0.0,0.0,0.0,-0.09193226998392984,0.04627210374695695,0.09321610278676072,0.1541518569278262,-0.12558792204841346
COL6A2_ITGB1,274,11.798263,2.5493095,64.04199475065617,8990.276,9.104011,274,1,1,0.0,1.0,0.0,0.0,0.0,0.4897272786805482,0.7252777549822579,-0.24752226755241938,-0.32952210947777943,-0.06258395917266103
IL16_KCNJ15,144,5.732189,1.9069004,81.10236220472441,4367.928,8.382273,144,1,4,0.0,0.0,0.0,0.0,1.0,0.11013012878421645,0.16659685325584767,-0.14476715472055784,-0.29212555501890813,0.14957651100486552
CD14_ITGB1,264,9.266276,2.3288643,65.35433070866141,7060.903,8.86247,264,1,1,0.0,1.0,0.0,0.0,0.0,0.43652356276283766,0.6850771108886748,-0.2432392755178094,-0.3064154950454649,-0.020790592600994327
CD14_ITGB2,204,9.45952,2.3475127,73.22834645669292,7208.155,8.883107,204,1,1,0.0,1.0,0.0,0.0,0.0,-0.14890729691303142,0.08216961449711992,0.04277401273204433,0.15533433846337336,-0.08293748348434132
COL3A1_ITGB1,223,8.729319,2.2751439,70.73490813648293,6651.7407,8.802784,223,1,1,0.0,1.0,0.0,0.0,0.0,0.3961443568267188,0.6300462167321285,-0.18908365339707647,-0.2584126928166941,-0.06766164374694005
COL3A1_DDR1,413,26.809225,3.325368,45.800524934383205,20428.629,9.924742,413,0,-1,0.0,0.0,0.0,0.0,0.0,-0.21058340959869937,-0.13011617575339793,-0.025449539914516962,0.10285069219424166,-0.060489359617440897
FGB_ITGB1,268,10.215725,2.417317,64.82939632545933,7784.3823,8.960003,268,1,1,0.0,1.0,0.0,0.0,0.0,0.4480787717155367,0.7199385398194696,-0.2963302024644852,-0.4244462790219308,0.18604859412722252
FGB_ITGB2,204,8.324771,2.2326744,73.22834645669292,6343.475,8.75534,204,1,1,0.0,1.0,0.0,0.0,0.0,-0.021932496705557573,0.21517869166129372,-0.05872683545664522,-0.015525295338919153,0.008988358740211214
FGA_ITGAX,256,11.235116,2.5043101,66.40419947506561,8561.158,9.055107,256,1,4,0.0,0.0,0.0,0.0,1.0,0.19269360641599234,0.2357949298695536,-0.19943792824513645,-0.2213489406630948,0.20876617196621258
FGA_ITGB1,255,10.621951,2.4528956,66.53543307086613,8093.927,8.998993,255,1,1,0.0,1.0,0.0,0.0,0.0,0.45049729788281706,0.6892406333644377,-0.28400954599370454,-0.3856995676540574,0.11038811054342175
FGA_PLAUR,577,35.747566,3.604072,24.27821522309711,27239.645,10.212465,577,0,-1,0.0,0.0,0.0,0.0,0.0,-0.13236448067079898,-0.08865602102696091,0.12155009903100661,0.01993124177747433,-0.03767705231772942
FGA_ITGB2,202,8.840299,2.2864861,73.49081364829397,6736.3076,8.815415,202,1,1,0.0,1.0,0.0,0.0,0.0,-0.007684582778671717,0.23096881759545165,-0.0272760532790117,0.019048520343653574,-0.12307790309648953
SEMA4C_PLXNB2,678,50.972824,3.950721,11.023622047244096,38841.293,10.567265,678,0,-1,0.0,0.0,0.0,0.0,0.0,-0.12723872410893153,-0.24920659168294068,0.07247872798581659,0.07686619982587514,0.06759001064700657
HAS2_CD44,337,14.167082,2.7191274,55.77427821522309,10795.316,9.286961,337,0,-1,0.0,0.0,0.0,0.0,0.0,0.19868839747069433,0.3315819429510802,-0.13309680556186962,-0.1422700681196921,0.06204476807326234
EFEMP2_AQP1,632,39.391777,3.6986263,17.06036745406824,30016.533,10.309537,632,1,1,0.0,1.0,0.0,0.0,0.0,-0.12536862952751157,-0.07304936521473886,0.19331930035686715,0.021589783636184863,-0.4375735457053774
GNAI2_EDNRA,223,7.202608,2.1044521,70.73490813648293,5488.387,8.610572,223,0,-1,0.0,0.0,0.0,0.0,0.0,0.2309401108082198,0.0002060148905887563,-0.15334110471576845,-0.09199896004585341,0.08567508959264267
GNAI2_ADORA1,250,9.08137,2.3106892,67.19160104986877,6920.0044,8.842317,250,0,-1,0.0,0.0,0.0,0.0,0.0,-0.12878925812708208,-0.005015119436802237,0.041489350199220294,-0.012175585706488747,-0.13131577338464423
GNAI2_PTPRU,427,19.617975,3.0261633,43.96325459317585,14948.897,9.61246,427,1,4,0.0,0.0,0.0,0.0,1.0,-0.11219785003168745,-0.17969197821992192,-0.14243228405558378,0.07846853203646831,0.3022024639136867
AGTRAP_RACK1,758,112.545265,4.7322016,0.5249343832021025,85759.49,11.359314,758,1,4,0.0,0.0,0.0,0.0,1.0,-0.33917475539987657,-0.35454888715230287,0.3115644534613383,0.2721406341494826,-0.49685899781312826
PKM_CD44,303,9.227104,2.3250415,60.23622047244095,7031.053,8.858234,303,0,-1,0.0,0.0,0.0,0.0,0.0,0.0013472101052939011,0.06434880194440139,-0.03806156246636873,0.07396222852065373,-0.03758075880433097
MMP1_CD44,336,13.999751,2.7080336,55.90551181102362,10667.811,9.27508,336,0,-1,0.0,0.0,0.0,0.0,0.0,-0.08182046201854935,0.03170801381437361,0.027764079971409724,0.1597885578670917,-0.09972910937672291
FBN1_ITGB1,251,9.763985,2.376206,67.06036745406824,7440.1562,8.914782,251,1,1,0.0,1.0,0.0,0.0,0.0,0.37152716357454235,0.5969004099285815,-0.15107528650472346,-0.23496085072165318,0.040187397099829415
PSEN1_NOTCH4,198,7.687826,2.1619227,74.01574803149606,5858.1235,8.6757555,198,0,-1,0.0,0.0,0.0,0.0,0.0,0.2877536979764616,0.1109901642538145,-0.22263428362505658,-0.09259058455985321,0.19417345488382395
PSEN1_CD44,337,13.877064,2.6998208,55.77427821522309,10574.322,9.266278,337,0,-1,0.0,0.0,0.0,0.0,0.0,0.14469618048648528,0.2138010053882781,-0.09143656417693367,-0.058660564983861296,0.12589633377420406
CSF1_SIRPA,274,10.619226,2.4526613,64.04199475065617,8091.8506,8.998736,274,1,4,0.0,0.0,0.0,0.0,1.0,0.04915879831997861,0.07430806955188426,-0.14039048319054415,-0.08925358603134687,0.29947910425871127
JAG2_NOTCH4,197,7.6462173,2.157122,74.14698162729658,5826.4175,8.670329,197,1,4,0.0,0.0,0.0,0.0,1.0,0.1286323808114632,-0.08319940593784537,-0.14460327459832445,0.1174708382052594,-0.0695895552839451
EFNA5_EPHB6,319,15.506995,2.8037841,58.136482939632536,11816.33,9.377322,319,1,4,0.0,0.0,0.0,0.0,1.0,-0.19097603166120858,-0.10126036875122973,0.10668496273151618,-0.09326385600039258,0.06556357169660952
EFNA5_EPHA2,355,19.201185,3.0057414,53.41207349081365,14631.303,9.590987,355,1,4,0.0,0.0,0.0,0.0,1.0,-0.05643964695674367,-0.06579645427334002,-0.106100148158284,0.008195882093917254,0.22011790690411762
FBLN1_ITGB1,260,9.277794,2.3299856,65.87926509186352,7069.6787,8.863711,260,1,1,0.0,1.0,0.0,0.0,0.0,0.493114547140095,0.6993106096958547,-0.27806235910821875,-0.3803502873431742,0.03504110409483072
COL7A1_ITGB1,270,9.235154,2.3258283,64.56692913385827,7037.1875,8.859106,270,1,1,0.0,1.0,0.0,0.0,0.0,0.47179189694884877,0.7087894038358405,-0.27718264273333715,-0.3692187330927349,0.03835916184673831
HSP90AA1_FGFR3,532,31.410686,3.4784882,30.183727034120732,23934.943,10.083137,532,1,4,0.0,0.0,0.0,0.0,1.0,-0.19943716705058787,-0.17339942944498898,-0.03000278538473307,-0.03358088378563149,-0.09689109836678929
FGG_ITGB1,224,7.9621577,2.193011,70.60367454068242,6067.164,8.710812,224,1,1,0.0,1.0,0.0,0.0,0.0,0.3249379770218839,0.5510443598775016,-0.12397818576806292,-0.23268725850858935,0.0013956941305243837
FGG_ITGB2,165,6.1776223,1.9709681,78.34645669291338,4707.348,8.457092,165,1,1,0.0,1.0,0.0,0.0,0.0,-0.09604097122633388,0.0954887816461276,0.01869472593456885,0.09309693073139064,-0.08585334019984145
CXCL14_CXCR4,167,7.196643,2.1037247,78.08398950131233,5483.842,8.609743,167,1,0,1.0,0.0,0.0,0.0,0.0,0.45357886005043313,0.30226978064235166,-0.24392510369322093,-0.27115618383811524,0.11692920286927963
RTN4_GJB2,255,14.32061,2.729199,66.53543307086613,10912.305,9.297738,255,1,4,0.0,0.0,0.0,0.0,1.0,-0.08131201634479059,-0.20798787825261303,-0.08192857188089253,0.15458813307537791,0.3284757566251407
HMGB1_SDC1,676,60.82642,4.124331,11.286089238845143,46349.73,10.743993,676,1,4,0.0,0.0,0.0,0.0,1.0,-0.28274960688297684,-0.29351211854421816,0.19792212576188348,0.2475715765966415,-0.11360054522123748
HMGB1_CXCR4,150,5.622577,1.8904846,80.31496062992126,4284.404,8.36297,150,1,0,1.0,0.0,0.0,0.0,0.0,0.43890672536550446,0.31086614677224933,-0.2550271951293509,-0.28325740258284005,0.1320683484999768
FN1_ITGA6,203,7.4092917,2.1293373,73.35958005249343,5645.8804,8.638859,203,1,4,0.0,0.0,0.0,0.0,1.0,0.19299717567495445,0.14714296126145796,-0.2809365276663572,-0.19640195081715942,0.5905556487093369
FN1_CD44,350,15.233839,2.787098,54.06824146981628,11608.186,9.359552,350,1,4,0.0,0.0,0.0,0.0,1.0,0.14911105503342167,0.2454996318945912,-0.1797895697465534,-0.11211535035771933,0.12948754252712535
FN1_ITGB1,273,11.032863,2.4876416,64.1732283464567,8407.041,9.036943,273,1,1,0.0,1.0,0.0,0.0,0.0,0.4978993800290845,0.7170617804784793,-0.3252509455682057,-0.399363891693884,0.12672689790274214
COL18A1_ITGB1,275,10.452736,2.4382286,63.91076115485564,7964.985,8.982936,275,1,1,0.0,1.0,0.0,0.0,0.0,0.4318322537246635,0.6275811036794626,-0.25163479764414465,-0.2756873622295061,0.17120648006913608
ADAM15_ITGB1,272,11.44299,2.5211575,64.30446194225722,8719.559,9.073439,272,1,1,0.0,1.0,0.0,0.0,0.0,0.5686054666383665,0.7995903985342356,-0.3131883553226904,-0.4343369505670538,0.0012312194668050735
CALM1_PTPRA,399,20.781853,3.081077,47.637795275590555,15835.772,9.67009,399,1,4,0.0,0.0,0.0,0.0,1.0,0.30531531825144975,0.2522593272541469,-0.244071213502316,-0.43789936733536544,0.2146261884121819
LAMC3_ITGA6,204,6.3362265,1.9928246,73.22834645669292,4828.2046,8.482437,204,1,4,0.0,0.0,0.0,0.0,1.0,0.13091292538522523,0.07741040203301762,-0.18781597264416053,-0.09195188748706605,0.5582134848256806
LAMC3_ITGB1,284,10.631823,2.4537446,62.72965879265091,8101.4487,8.999922,284,1,0,1.0,0.0,0.0,0.0,0.0,0.49622056667545256,0.6957443599618418,-0.26778834766175325,-0.35273602867066794,0.0772624828570763
COL6A1_ITGB1,248,9.480985,2.3495626,67.45406824146983,7224.5103,8.885373,248,1,1,0.0,1.0,0.0,0.0,0.0,0.43613924587318836,0.6513097347401993,-0.1960589457620961,-0.27973197985859455,-0.027017641581371904
COL6A1_ITGA6,175,6.0002737,1.9459493,77.03412073490814,4572.2085,8.42797,175,1,4,0.0,0.0,0.0,0.0,1.0,0.06439813929131406,-0.004233885607117079,-0.14220029647270097,-0.055144617591848286,0.4898431557988621
TGM2_ITGB1,223,6.698466,2.041021,70.73490813648293,5104.231,8.538021,223,1,1,0.0,1.0,0.0,0.0,0.0,0.36114393030395514,0.5628884780207267,-0.19738845648621514,-0.2845493519238247,0.09136311771613925
TGM2_SDC4,651,51.926167,3.9688978,14.566929133858263,39567.74,10.585794,651,1,4,0.0,0.0,0.0,0.0,1.0,-0.3683532153269413,-0.2934449594302419,0.32930249239269405,0.2918853669463095,-0.2549583935448045
TGM2_ADGRG1,253,12.111936,2.573523,66.7979002624672,9229.295,9.130246,253,0,-1,0.0,0.0,0.0,0.0,0.0,-0.05674562185279669,0.043772562811042776,0.09385657956905252,0.04269974735576257,-0.16650702557359734
THBS2_ITGB1,276,9.799652,2.379514,63.77952755905512,7467.335,8.918427,276,1,1,0.0,1.0,0.0,0.0,0.0,0.4593198162867743,0.6993205594255631,-0.2188025582893418,-0.2894934003461362,-0.008283137812338602
THBS2_NOTCH4,205,7.4532614,2.1345522,73.0971128608924,5679.3853,8.644774,205,0,-1,0.0,0.0,0.0,0.0,0.0,0.17557532128889708,-0.05829303965567976,-0.17457527924800822,0.10375793344697887,-0.015282833115259459
