,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
423,0.8101103769930925,4,BMP2_ENG,3.2370446538154347,0.20736426286555917,-71.72576382374189,15.74451705234357,36.944039070386154,SE,64,0.0009232915310943336,0.03847947834694944,0.0015239715576171875,160.08705998092245,-97.01077947892088,25.285015655178995,4.945357132690731e-07,6.225041196841822e-06
333,0.8140492115252835,4,INHBA_ENG,3.2370446538154347,0.20208042166740983,-77.22217070669119,5.373551130506547,5.386584959943857,SE,64,0.0011473745963602575,0.04915859221556723,0.001299142837524414,171.07987374682105,-101.27584750524525,24.053676798554065,9.36871953793883e-07,6.225041196841822e-06
473,0.6589287540542895,4,HSPG2_ITGA2,5.18771278254663,0.38378876166545794,-81.43938870373148,33.61103581087472,87.23487090183957,SE,64,0.00365658433823767,0.08113319081479774,0.0011272430419921875,179.51430974090164,-104.86360093634192,23.424212232610444,1.2993282738626988e-06,6.225041196841822e-06
299,0.990953482879794,4,VEGFA_NRP2,2.019860877041703,0.008740141565494268,-84.02899573987796,9.869676309960306,31.020920148908832,SE,64,0.024377111512479586,223.9262747657811,0.0014843940734863281,184.6935238131946,-107.30692515825218,23.277929418374228,1.401996248207027e-06,6.225041196841822e-06
331,0.762260212660408,4,TGFB3_ITGB1,3.2370446538154347,0.27591511565438104,-78.63221452998502,19.6850401349927,56.11973672883044,SE,64,0.0017917569557174165,0.05658639407090281,0.0013158321380615234,173.89996139340872,-101.46370106990135,22.831486539916327,1.768446024952297e-06,6.225041196841822e-06
97,0.9605890316765064,4,TGFB3_ENG,2.019860877041703,0.03927984887153788,-74.96173631914957,0.590596289774708,1.0758743456720707,SE,64,0.005013828461854055,2.745597200443552,0.002235889434814453,166.5590049717378,-97.6295010117691,22.667764692619528,1.9257152540363975e-06,6.225041196841822e-06
458,0.6902788126845075,4,HSPG2_SDC1,5.18771278254663,0.3326840479713555,-10.687908106274755,-7.4873677035670525,4.4671094676082586,SE,64,0.003938413794515916,0.09472808833260192,0.00130462646484375,38.0113485459882,-33.206812354783025,22.51890424850827,2.080856998709635e-06,6.225041196841822e-06
412,0.7171278492952413,4,LAMB3_ITGA2,3.2370446538154347,0.34895584666885177,-77.20628584371566,36.11158172234752,182.7106524692571,SE,64,0.002261782239549148,0.05926660488473452,0.0011124610900878906,171.04810402087,-99.57375111467907,22.367465270963407,2.251560901722627e-06,6.225041196841822e-06
409,0.7165875973319844,4,COL6A1_ITGA2,3.2370446538154347,0.3498858989309393,-80.49207439594295,27.264067626295,104.58600935451597,SE,64,0.0021323232959551196,0.055768725975236924,0.001302957534790039,177.61968112532458,-102.79012352091672,22.298049124973772,2.3344364978861165e-06,6.225041196841822e-06
69,0.9999525818876813,4,SEMA3F_NRP2,2.019860877041703,4.5399929762484854e-05,-85.41229888428073,-4.578134655713972,7.920459426845194,SE,64,0.09463803593538937,30481663.813296255,0.0016372203826904297,187.46013010200014,-107.59693730162623,22.184638417345496,2.476473320744965e-06,6.225041196841822e-06
