"","gene_name","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"SEMA3F_PLXNA3","SEMA3F_PLXNA3",6.72747662537048,1.02039337752556e-07,23.2561225719277,-1591.47815235132,0.659000000000001,2.71062837092039,6.62245105539833,0.956877007458686,0.99999998483245,-1800.99820904584,419.04011338904,457,0,0
"SEMA3F_PLXNA1","SEMA3F_PLXNA1",5.50704643040246,9.92679593096906e-07,17.5356482106672,-1433.64324374653,0.353999999999999,1.68377939618445,5.62305049259419,1.39371565442044,0.999999819743773,-1738.66994563058,610.0534037681,318,0,0
"SEMA3F_NRP2","SEMA3F_NRP2",3.90103309357161,3.90103309357161e-08,14.5101467436004,-1243.02062645299,0.286,1.01838907926585,3.7668231966947,1.93943881797118,0.99999999,-1586.02522319939,686.0091934928,206,0,0
"DCN_MET","DCN_MET",2.7889998259206,2.81364869808692e-08,15.8968372215812,-1144.12433207832,0.235999999999999,0.773723747030787,2.68905067089276,2.15843173243884,0.999999989911621,-1457.61154608495,626.974428013271,286,0,0
"GRN_TNFRSF1A","GRN_TNFRSF1A",3.85314131400814,3.85314131400814e-08,20.8078429024354,-1348.10336208612,0.32,5.05016247238033,3.28478014854818,0.388688881889343,0.99999999,-1533.85402871233,371.501333252419,473,0,0
"GRN_SORT1","GRN_SORT1",4.12096723343727,4.12096723343727e-08,16.0662192843839,-1296.18474003547,0.17,1.19101798550979,3.74910132143435,1.70443820713881,0.99999999,-1584.2284922793,576.087504487643,355,0,0
"GRN_TNFRSF1B","GRN_TNFRSF1B",5.48801499260218,5.48801499260218e-08,12.9293539222439,-1335.5503744304,0.210000000000001,1.44870148927424,4.71495133274833,1.61706969418047,0.99999999,-1671.56223833596,672.023727811119,227,0,0
"ICAM3_ITGB2","ICAM3_ITGB2",4.18645931962608,4.18645931962608e-08,16.9255080515534,-1318.34731200306,0.238,1.12386017411633,4.32377911149793,1.82058582162189,0.99999999,-1638.56429313121,640.433962256314,274,0,0
"EFNB1_EPHB6","EFNB1_EPHB6",6.57811831921792,6.57811831921792e-08,13.7793401605309,-1425.4091789833,0.196000000000002,2.05818988100799,6.19387686783085,1.24613588247912,0.99999999,-1775.50765192623,700.196945885863,183,0,0
"EFNB1_EPHB4","EFNB1_EPHB4",6.41632791350562,1.02882813586275e-07,17.1552347465341,-1485.16992266224,0.186000000000003,2.34408321734187,6.25607004029983,1.08061315443402,0.999999983965469,-1779.3142217041,588.288598083712,346,0,0
"EFNB1_ERBB2","EFNB1_ERBB2",5.8356481369413,5.8356481369413e-08,20.9884339705578,-1508.72086464501,0.269000000000002,3.98709721063913,5.74394725756736,0.605881545500104,0.99999999,-1746.77470739982,476.107685509624,430,0,0
"EFNB1_EPHB3","EFNB1_EPHB3",4.64353849771853,4.64353849771853e-08,13.1385183228359,-1277.16579899599,0.189,1.27293205264639,4.1337327481846,1.69285321632381,0.99999999,-1621.43872326438,688.545848536771,199,0,0
"SEMA4G_PLXNB2","SEMA4G_PLXNB2",3.90467515033991,1.40381493479487e-07,26.7513394751358,-1420.93360018286,0.244,5.21538896225136,3.58895010448898,0.378883550736452,0.999999964047844,-1567.59538333598,293.323566306244,488,0,0
"VCL_ITGB5","VCL_ITGB5",7.29668262819414,7.29668262819414e-08,16.0904452536655,-1514.33281932572,0.173999999999999,2.69124403453848,7.01332818122872,1.00371322912312,0.99999999,-1822.84734483771,617.02905102398,308,0,0
"EFNA2_EPHA2","EFNA2_EPHA2",5.95856585185852,0.281873794152201,12.1207500570625,-1411.5328745276,0.232999999999997,2.00273328279895,5.948177529295,1.21884296898456,0.954831100027962,-1760.08617132141,697.106593587624,185,0,0
"LGALS1_ITGB1","LGALS1_ITGB1",5.07944125705449,5.07944125705449e-08,10.5758505035575,-1238.63076645911,0.227,1.43015878114028,4.18563538690298,1.57588206930705,0.99999999,-1626.19272900088,775.123925083542,83,0,0
"TIMP1_CD63","TIMP1_CD63",3.19777684951951,1.39847318596555e-07,13.1185364032229,-1134.54522718291,0.219999999999999,6.05092734143698,2.40775326560831,0.295530384630706,0.999999956267332,-1415.51326993277,561.936085499734,373,0,0
"MMP2_PECAM1","MMP2_PECAM1",6.46103710682064,6.46103710682064e-08,14.5096527839411,-1435.24265515931,0.183999999999997,1.92423623373749,6.24590400431967,1.32096931488149,0.99999999,-1778.69459786737,686.903885416116,203,0,0
"MMP2_FGFR1","MMP2_FGFR1",6.9800940982169,6.9800940982169e-08,16.8305341512795,-1511.3844729334,0.209,2.38769904766671,6.77347536693085,1.10649906804483,0.99999999,-1809.58928350681,596.409621146825,337,0,0
"PLAT_LRP1","PLAT_LRP1",6.81952691271098,6.81952691271098e-08,12.3763642940855,-1403.85182568669,0.187999999999999,2.99242058475227,6.17617130174457,0.872678929537127,0.99999999,-1774.41698110699,741.13031084059,130,0,0
"PLAT_ITGB2","PLAT_ITGB2",4.43429233915713,4.43429233915713e-08,13.8576133582565,-1276.98899688222,0.220999999999997,1.13352950412344,3.95211293245746,1.85771604478379,0.99999999,-1604.32021937768,654.662444990925,252,0,0
"TGFB1_ENG","TGFB1_ENG",6.46749035539047,6.46749035539047e-08,10.2929199490001,-1321.39707927808,0.221,3.77786026859155,5.87160566636018,0.673165738854419,0.99999999,-1755.1496530402,867.505147524253,24,0,0
"TGFB1_SMAD3","TGFB1_SMAD3",6.12050522430298,6.12050522430298e-08,14.2925301507981,-1409.76597881845,0.190999999999999,2.14972628181236,5.8672571682949,1.15082813407651,0.99999999,-1754.86738075165,690.202803866402,192,0,0
"TGFB1_ACVRL1","TGFB1_ACVRL1",7.34823266206807,7.34823266206807e-08,14.622399492452,-1486.74759483222,0.175000000000001,2.8963004356658,6.60122351454927,0.935939636358015,0.99999999,-1799.77499382412,626.054797983817,288,0,0
"TGFB1_ITGB6","TGFB1_ITGB6",6.03385309430705,6.03385309430705e-08,13.9385599732572,-1396.23205496438,0.199999999999999,1.98315504349052,5.4656400680467,1.2386274411504,0.99999999,-1727.85218488336,663.24025983797,235,0,0
"TGFB1_ITGAV","TGFB1_ITGAV",6.02584084212031,6.02584084212031e-08,13.4194882771863,-1383.37696350961,0.161999999999999,2.21714798885059,5.73584492006745,1.10716958354282,0.99999999,-1746.23689433626,725.719861653308,149,0,0
"TGFB1_ITGB1","TGFB1_ITGB1",5.73423826576901,5.73423826576901e-08,10.3231297845617,-1276.5547227797,0.210000000000001,1.60149512683986,4.71011220329517,1.49524461074288,0.99999999,-1671.17100309884,789.232560638273,63,0,0
"TGFB1_CXCR4","TGFB1_CXCR4",3.35855726175113,3.35855726175113e-08,13.2395849641592,-1156.24840087111,0.196999999999999,0.887794014128451,3.13390467684947,2.06425890177491,0.99999999,-1515.93941016935,719.382018596469,161,0,0
"TGFB1_ITGB5","TGFB1_ITGB5",6.87393500450428,6.87393500450428e-08,15.6037848151926,-1481.9613715308,0.208000000000002,2.93367077047017,6.76488794446862,0.89369913361718,0.99999999,-1809.10594466863,654.289146275661,254,0,0
"COMP_ITGB1","COMP_ITGB1",5.80250167144914,5.80250167144914e-08,10.2399600328737,-1278.28962893461,0.198,1.61463129064796,4.77878596297296,1.49188130750485,0.99999999,-1676.68590247127,796.792547073315,57,0,0
"LAMB1_ITGA7","LAMB1_ITGA7",4.16512027520451,4.16512027520451e-08,13.2710558147602,-1239.03029668172,0.295000000000002,1.05609086393777,3.8986727197757,1.932468786403,0.99999999,-1599.1332135379,720.205833712352,158,0,0
"LAMB1_ITGAV","LAMB1_ITGAV",4.98111228736303,2.55786264855654e-07,17.2690654200099,-1390.72767505594,0.283999999999999,1.94698407564637,4.98022214365712,1.14630653038595,0.999999948648768,-1692.41661736452,603.377884617159,331,0,0
