,C,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
CD99_CD81,0.2604904074708244,3.1860593232717904e-282,0.0004248094182808732,6.078413918346969e-131,0.000999000999000999,0.0009312918495980239,1.5739133056962644e-279,4.289623536662004e-129,0.000999000999000999
PLAT_LRP1,0.2641222091465602,1.7553573604678963e-279,0.0004248094182808732,7.591502778316109e-129,0.000999000999000999,0.0009462532415560034,4.3357326803557037e-277,2.5001349149921054e-127,0.000999000999000999
RTN4_GJB2,0.26965236549586186,2.468234424202107e-275,0.0004248094182808732,1.8185729438202436e-123,0.000999000999000999,0.0010039700573622372,4.064359351852803e-273,1.952989204885218e-122,0.000999000999000999
CXCL14_CXCR4,0.2710043482204033,2.5218527934800567e-274,0.0004248094182808732,1.573031990910561e-125,0.000999000999000999,0.0009044064226383381,3.11448819994787e-272,2.2855229514994622e-124,0.000999000999000999
TGFB3_ITGB1,0.27358025865036834,2.0874597918816452e-272,0.0004248094182808732,3.894229699410824e-123,0.000999000999000999,0.0009579422460027114,2.0624102743790656e-270,3.926019329610096e-122,0.000999000999000999
LAMC1_ITGA2,0.2838217026572239,7.548433275459881e-265,0.0004248094182808732,3.5716559165951255e-128,0.000999000999000999,0.000914701942178137,6.214876730128636e-263,1.0827587259393605e-126,0.000999000999000999
INHBA_ENG,0.28630158742697975,4.9193974122417266e-263,0.0004248094182808732,1.5404446455104597e-130,0.000999000999000999,0.000875746748333231,3.4716890309248758e-261,8.455329498690745e-129,0.000999000999000999
CALM2_AQP1,0.288393238560429,1.648493857060576e-261,0.0004248094182808732,3.726092781572698e-128,0.000999000999000999,0.0008715203844977899,1.0179449567349057e-259,1.0827587259393605e-126,0.000999000999000999
PPY_ADRA2A,0.28866351558589204,2.593223726392797e-261,0.0004248094182808732,2.6217981523092603e-136,0.000999000999000999,0.0008348576508692963,1.4233916898200463e-259,6.475841436203873e-134,0.000999000999000999
APP_CD74,0.2915844715162021,3.431133453610794e-259,0.0004248094182808732,4.419872738940665e-126,0.000999000999000999,0.0008612207906370116,1.6949799260837324e-257,7.529024596678237e-125,0.000999000999000999
AGTRAP_RACK1,0.2927177434316219,2.271057108697653e-258,0.0004248094182808732,8.524663935456513e-118,0.000999000999000999,0.0009400090154429964,1.0199111015424005e-256,3.75998570010314e-117,0.000999000999000999
LAMC1_ITGB4,0.2931154413161134,4.405104241462922e-258,0.0004248094182808732,2.1120849914135485e-130,0.000999000999000999,0.0008576126157037343,1.8134345794022363e-256,1.0433699857582929e-128,0.000999000999000999
CALM1_KCNQ1,0.2937158089525513,1.1967588668693481e-257,0.0004248094182808732,6.284781490855101e-139,0.000999000999000999,0.0007699192279476283,4.5476836941035233e-256,3.10468205648242e-136,0.000999000999000999
ICAM1_MUC1,0.29811424434679035,1.764955340959598e-254,0.0004248094182808732,4.0486046100225553e-128,0.000999000999000999,0.0008462113342669523,6.227770988814581e-253,1.1111170429728569e-126,0.000999000999000999
CXCL1_ADRA2A,0.2986539832007933,4.307367219715028e-254,0.0004248094182808732,5.0464402683254803e-126,0.000999000999000999,0.0008764297633861537,1.4185596043594828e-252,8.309804975175958e-125,0.000999000999000999
COL1A2_ITGB1,0.2991893304249088,1.0429017192950698e-253,0.0004248094182808732,1.5020263815487473e-126,0.000999000999000999,0.0008815536121106334,3.219959058323528e-252,2.85385012494262e-125,0.000999000999000999
MDK_SDC1,0.2999241914777698,3.5068682262138816e-253,0.0004248094182808732,1.3826650530068822e-127,0.000999000999000999,0.0008605343243665899,1.013262574251332e-251,3.25255493421619e-126,0.000999000999000999
C3_CD81,0.29995539040146707,3.6920498656931125e-253,0.0004248094182808732,2.867287903245136e-118,0.000999000999000999,0.000927075616942717,1.013262574251332e-251,1.3237759104701845e-117,0.000999000999000999
TFF2_MUC6,0.3000160368997786,4.080434639272474e-253,0.0004248094182808732,6.680262368414707e-121,0.000999000999000999,0.0008985639316650442,1.060913006210843e-251,4.4595264999957635e-120,0.000999000999000999
VCAM1_ITGB1,0.30044684704027075,8.301791710862058e-253,0.0004248094182808732,1.6198021048203613e-132,0.000999000999000999,0.0008317600974175064,2.0505425525829285e-251,1.600364479562517e-130,0.000999000999000999
CALM1_SCTR,0.3005916301069756,1.053891116669564e-252,0.0004248094182808732,1.5881964298264188e-123,0.000999000999000999,0.0008786934856242306,2.4791533887369746e-251,1.7831114462142068e-122,0.000999000999000999
COL1A1_ITGAV,0.3016039246860336,5.581043821790435e-252,0.0004248094182808732,4.65402687388417e-122,0.000999000999000999,0.0009023412558964463,1.253198021802034e-250,3.5370604241519694e-121,0.000999000999000999
LAMB1_ITGA6,0.3040938189435666,3.3331415588798875e-250,0.0004248094182808732,4.917008305110633e-119,0.000999000999000999,0.0009117399823777667,7.159008391681149e-249,2.5302105236715134e-118,0.000999000999000999
LAMA5_ITGB1,0.3063086060010999,1.2514854800988379e-248,0.0004248094182808732,6.888553572256078e-132,0.000999000999000999,0.0008253722763523526,2.5759742798701078e-247,5.671575774490837e-130,0.000999000999000999
EFNA5_EPHA2,0.310990229320189,2.5660888636682362e-245,0.0004248094182808732,2.1497121705873932e-118,0.000999000999000999,0.0008985487047080981,5.070591594608435e-244,1.0310270022040508e-117,0.000999000999000999
COL5A1_ITGB1,0.31140116754039304,4.9992673555412124e-245,0.0004248094182808732,8.896853428339491e-124,0.000999000999000999,0.0008629370332451297,9.498607975528304e-244,1.0719623399023679e-122,0.000999000999000999
HMGB1_CXCR4,0.3116881401792359,7.962806712693065e-245,0.0004248094182808732,2.8754178085433625e-116,0.000999000999000999,0.0009149004625819135,1.4568987096556941e-243,1.0680123288875347e-115,0.000999000999000999
GPC3_CD81,0.3123328257313113,2.264188156669157e-244,0.0004248094182808732,3.859410312982006e-129,0.000999000999000999,0.0008265951075811527,3.9946748192662984e-243,1.3618204961522222e-127,0.000999000999000999
LAMC3_ITGA2,0.31282925339446355,5.059397728969943e-244,0.0004248094182808732,2.260340901558408e-120,0.000999000999000999,0.0008842141489222251,8.618422338314317e-243,1.3453113317709078e-119,0.000999000999000999
FN1_ITGB1,0.3134856780969586,1.4636602207218365e-243,0.0004248094182808732,6.295048548883143e-123,0.000999000999000999,0.000875195994015914,2.4101604967886243e-242,5.980296121438986e-122,0.000999000999000999
LAMB2_ITGB4,0.3154759569499404,3.6436505390723236e-242,0.0004248094182808732,1.3525525884828158e-117,0.000999000999000999,0.0008743953973793542,5.8063334396829936e-241,5.7600084371595775e-117,0.000999000999000999
LAMB3_ITGB4,0.318731439263205,6.86117309295874e-240,0.0004248094182808732,1.0037108193809227e-122,0.000999000999000999,0.0008285284732323803,1.0591935962255055e-238,8.854163299538853e-122,0.000999000999000999
COL1A1_ITGB1,0.3187547957237269,7.123284040675476e-240,0.0004248094182808732,3.0115661780472057e-121,0.000999000999000999,0.0008725919801828028,1.0663340351799044e-238,2.1253052742218852e-120,0.000999000999000999
ADAM15_ITGB1,0.31901031602455693,1.0734161901943263e-239,0.0004248094182808732,1.9767143707583356e-125,0.000999000999000999,0.0008198028092151152,1.559610582223521e-238,2.789991140441765e-124,0.000999000999000999
SPP1_ITGB1,0.3193446609271691,1.8352407125471732e-239,0.0004248094182808732,2.4491996567656117e-117,0.000999000999000999,0.0009044064436192164,2.59031117713801e-238,9.917251069198461e-117,0.000999000999000999
COL1A1_ITGA11,0.31941019389563696,2.038608749724527e-239,0.0004248094182808732,2.379406082039233e-118,0.000999000999000999,0.0008791268164237574,2.7974242287886567e-238,1.1302178889686356e-117,0.000999000999000999
MDK_ITGA6,0.3205824737419469,1.3336274243066131e-238,0.0004248094182808732,2.8600643408741586e-119,0.000999000999000999,0.0008690019701671144,1.780572831371532e-237,1.519216972464338e-118,0.000999000999000999
COL3A1_ITGB1,0.32098056446730616,2.5218334352387676e-238,0.0004248094182808732,5.4538545408953316e-126,0.000999000999000999,0.0008123558865113827,3.2783834658103977e-237,8.690981107104174e-125,0.000999000999000999
SERPINA1_LRP1,0.32189866862322286,1.0944653516576009e-237,0.0004248094182808732,2.0091000667165444e-114,0.000999000999000999,0.0009073234034910738,1.3863227787662944e-236,6.16456790657126e-114,0.000999000999000999
COL6A2_ITGB1,0.3220650810774473,1.4277702745465368e-237,0.0004248094182808732,2.0632735113058584e-124,0.000999000999000999,0.0008267020065710377,1.763296289064973e-236,2.6822555646976157e-123,0.000999000999000999
VEGFA_SIRPA,0.322571917625799,3.2071946205212915e-237,0.0004248094182808732,5.041955924198507e-118,0.000999000999000999,0.0008367781657883826,3.8642783964329705e-236,2.2438975014000562e-117,0.000999000999000999
TLN1_ITGB5,0.3240474544215402,3.3716766246873276e-236,0.0004248094182808732,1.7932966773242435e-134,0.000999000999000999,0.0007502982194981459,3.9657339347512856e-235,2.952961861993921e-132,0.000999000999000999
COL6A3_ITGB1,0.3259418169496333,6.859903746581116e-235,0.0004248094182808732,3.235188425461375e-122,0.000999000999000999,0.0008290191076594512,7.880912676304817e-234,2.60346177712774e-121,0.000999000999000999
LAMC2_ITGB4,0.3259914626031362,7.422666164439217e-235,0.0004248094182808732,1.7696578578312961e-127,0.000999000999000999,0.0007860081093624871,8.333629739165849e-234,3.973686280766638e-126,0.000999000999000999
COL3A1_ITGA2,0.32606795776640435,8.381383579456087e-235,0.0004248094182808732,9.07308494573394e-120,0.000999000999000999,0.0008492219331925516,9.20089664055846e-234,5.093299958173372e-119,0.000999000999000999
FN1_ITGA6,0.3261086387109102,8.94065576670653e-235,0.0004248094182808732,7.415729255030209e-126,0.000999000999000999,0.0008006729329313539,9.601486845115274e-234,1.1448032037452884e-124,0.000999000999000999
ZG16B_CXCR4,0.3262537762312684,1.1257519622684111e-234,0.0004248094182808732,1.1568662028057978e-112,0.000999000999000999,0.000890706643772995,1.18323716885233e-233,3.039850554181192e-112,0.000999000999000999
FGF23_FGFR1,0.3271637736317042,4.768721482104262e-234,0.0004248094182808732,7.294621500339733e-123,0.000999000999000999,0.000807871509148872,4.90780919199897e-233,6.673227816977459e-122,0.000999000999000999
BMP2_ENG,0.3273474955636933,6.380840725324106e-234,0.0004248094182808732,7.973155320735496e-112,0.000999000999000999,0.0008860790632432166,6.432929221041037e-233,2.051426421064237e-111,0.000999000999000999
CALM1_AQP1,0.3274323568310703,7.299373349036327e-234,0.0004248094182808732,1.4563243796350278e-117,0.000999000999000999,0.0008542437197114481,7.211780868847891e-233,6.1489251584590064e-117,0.000999000999000999
FGB_ITGB1,0.32832755708392436,3.0128617790919934e-233,0.0004248094182808732,4.23692785615896e-121,0.000999000999000999,0.0008342101058160409,2.918340625238127e-232,2.9070032790868426e-120,0.000999000999000999
NLGN2_NRXN2,0.3294458809776094,1.7659608652161803e-232,0.0004248094182808732,8.955989959014153e-128,0.000999000999000999,0.000744368870607909,1.6776628219553713e-231,2.2121295198764957e-126,0.000999000999000999
LAMC2_CD151,0.3309105060701514,1.781850075981414e-231,0.0004248094182808732,2.0241651914671026e-127,0.000999000999000999,0.0007778708247963616,1.6608187500656954e-230,4.3475548025423854e-126,0.000999000999000999
HBEGF_CD82,0.33185614968914906,7.904503491984503e-231,0.0004248094182808732,3.473011113530062e-115,0.000999000999000999,0.0008415740583123922,7.23115689822286e-230,1.16712074155364e-114,0.000999000999000999
PSEN1_NOTCH3,0.3324003210834591,1.8611408264257678e-230,0.0004248094182808732,2.120153560544215e-129,0.000999000999000999,0.0007585196585521528,1.6716428513715078e-229,8.056583530068016e-128,0.000999000999000999
HSP90AA1_LRP1,0.33282566761784466,3.6329921698007004e-230,0.0004248094182808732,1.7358140235135858e-120,0.000999000999000999,0.0008418150966810284,3.204818092645618e-229,1.0586322563156931e-119,0.000999000999000999
