,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,is_svi,label,pattern_membership_0,pattern_membership_1,pattern_membership_2,pattern_membership_3,pattern_membership_4,pattern_correlation_0,pattern_correlation_1,pattern_correlation_2,pattern_correlation_3,pattern_correlation_4
LGALS1_ITGB1,259,10.956278,2.4812565,66.01049868766404,8348.684,9.029979,259,1,1,0.0,1.0,0.0,0.0,0.0,0.05421887342960953,0.7104236238866302,0.19284936497208158,-0.01532047178442475,-0.11989859639483001
TIMP1_CD63,733,82.341866,4.422951,3.8057742782152237,62744.5,11.046843,733,1,4,0.0,0.0,0.0,0.0,1.0,-0.2785606143396965,-0.08856857917873084,-0.2546591880222771,-0.18982548985361908,0.07928108859449715
MMP2_PECAM1,340,15.169049,2.783099,55.38057742782152,11558.815,9.35529,340,1,4,0.0,0.0,0.0,0.0,1.0,-0.0007466683142333153,0.23663379852639788,-0.05632792891923271,-0.24496702780418128,0.31274276040378496
MMP2_FGFR1,372,15.696264,2.815185,51.181102362204726,11960.554,9.389453,372,1,4,0.0,0.0,0.0,0.0,1.0,-0.19997070248208298,0.027351354185274127,-0.21148630039465238,-0.34486973961754125,0.34270165393256247
PLAT_LRP1,461,34.498215,3.5694823,39.501312335958005,26287.639,10.176892,461,1,0,1.0,0.0,0.0,0.0,0.0,0.6118057677152955,-0.014235129123917235,0.0394989472504094,0.09963682083143297,-0.472716247604359
PLAT_ITGB2,181,11.668879,2.5391486,76.24671916010499,8891.686,9.092984,181,1,4,0.0,0.0,0.0,0.0,1.0,-0.1288655398314571,-0.19015470619559496,-0.11030784038414523,-0.11935449432855508,0.16122907428623048
TGFB1_ENG,528,28.979567,3.400516,30.708661417322837,22082.43,10.002583,528,1,4,0.0,0.0,0.0,0.0,1.0,0.02031028574260917,0.2122758382346641,-0.014017735188715252,-0.17487810835328352,0.25401013975246944
TGFB1_SMAD3,319,12.490019,2.6019502,58.136482939632536,9517.395,9.160981,319,1,4,0.0,0.0,0.0,0.0,1.0,-0.016422827710622062,0.13892757994320476,0.1988967308919155,0.07103804028184776,0.14368236090476452
TGFB1_ACVRL1,422,20.76735,3.0804112,44.61942257217848,15824.72,9.669392,422,0,-1,0.0,0.0,0.0,0.0,0.0,0.010757368754931246,0.2157795751975502,0.008299114046298975,-0.0988093203675432,0.10021094473216433
TGFB1_ITGB6,307,11.81058,2.5502715,59.71128608923885,8999.662,9.105054,307,0,-1,0.0,0.0,0.0,0.0,0.0,0.07565076572260482,0.18138224792797486,0.18975440385415124,0.08275865589740243,-0.026911986211176964
TGFB1_ITGAV,340,13.1724825,2.6513023,55.38057742782152,10037.432,9.214176,340,1,4,0.0,0.0,0.0,0.0,1.0,-0.06561278892304204,0.2400633840798238,-0.055243028287803836,-0.23292938894571513,0.46282166143763276
TGFB1_ITGB1,259,10.225692,2.418205,66.01049868766404,7791.977,8.9609785,259,1,1,0.0,1.0,0.0,0.0,0.0,0.016359545662945875,0.7632820209359611,0.20002476103997663,-0.03407573079041522,0.02096100244671269
TGFB1_CXCR4,159,6.534567,2.0195014,79.13385826771653,4979.34,8.513253,159,1,4,0.0,0.0,0.0,0.0,1.0,-0.04877904280003603,0.43986626256561456,0.07207277622973823,-0.09228159912598415,0.22742200900843956
TGFB1_ITGB5,384,22.009447,3.1359048,49.60629921259843,16771.2,9.727478,384,1,4,0.0,0.0,0.0,0.0,1.0,-0.01385814688414207,0.11390585793518566,0.15222714367073042,0.04016835066702782,0.26133049813573017
COMP_ITGB1,269,11.112529,2.4942403,64.69816272965879,8467.747,9.044138,269,1,1,0.0,1.0,0.0,0.0,0.0,0.0093314542752006,0.8149376920105494,0.17966659886818684,-0.04136570901982235,-0.008172358008836951
LAMB1_ITGA7,137,4.7124195,1.7426426,82.02099737532808,3590.8635,8.186426,137,1,4,0.0,0.0,0.0,0.0,1.0,-0.1307297109547847,0.018303421838713106,-0.08045382545233949,-0.10820492630241926,0.266155121493565
LAMB1_ITGAV,306,12.854428,2.628605,59.84251968503938,9795.074,9.189737,306,1,4,0.0,0.0,0.0,0.0,1.0,0.03684111012081201,0.09486797672736981,0.1844122585149576,0.07986692663050465,0.2749599298444436
LAMB1_ITGB1,237,9.276154,2.329826,68.89763779527559,7068.4287,8.863535,237,1,2,0.0,0.0,1.0,0.0,0.0,0.08438607276416361,0.5745279455309426,0.5074816518317607,0.28602126097917946,-0.1716428385892044
LAMB1_ITGA6,190,7.7107825,2.1645617,75.06561679790026,5875.616,8.678737,190,1,4,0.0,0.0,0.0,0.0,1.0,0.09866225951860513,0.14193783941520222,0.6058773052853621,0.3774145934798531,-0.03598955482116344
LAMB1_ITGA1,267,12.286322,2.586735,64.96062992125984,9362.177,9.14454,267,0,-1,0.0,0.0,0.0,0.0,0.0,0.2695863033743358,0.11636629946982728,0.37614810603079357,0.2788494983497434,-0.25564603019105153
LAMB1_ITGA2,295,14.084157,2.713645,61.28608923884514,10732.128,9.281091,295,1,3,0.0,0.0,0.0,1.0,0.0,0.23116242035440251,0.1340535516217462,0.6854502789068937,0.6257820064226327,-0.26330342816353014
PDAP1_PDGFRB,457,22.75412,3.167756,40.026246719160106,17338.639,9.760751,457,1,4,0.0,0.0,0.0,0.0,1.0,0.01009247457448353,0.36408231443867867,0.07076814471362865,-0.0674491914396039,0.20609440651989352
SERPINE1_PLAUR,604,35.243958,3.5902727,20.734908136482943,26855.896,10.198278,604,1,4,0.0,0.0,0.0,0.0,1.0,0.13409115051708262,-0.198841285808202,0.023708134311696907,0.15590550764603095,-0.2657762274746791
SERPINE1_ITGAV,348,13.26226,2.6576169,54.33070866141732,10105.843,9.220968,348,1,4,0.0,0.0,0.0,0.0,1.0,0.001771292623176902,0.07732267865270072,-0.10752385419626026,-0.22564720221403586,0.4077314717089334
SERPINE1_LRP1,516,24.663824,3.2450824,32.28346456692913,18793.834,9.841337,516,1,0,1.0,0.0,0.0,0.0,0.0,0.5482222214530957,0.2163718355265034,-0.0652830717633529,-0.1270450664198206,-0.2505618563272524
SERPINE1_ITGB5,416,21.601065,3.117997,45.40682414698163,16460.012,9.70875,416,1,4,0.0,0.0,0.0,0.0,1.0,-0.10128121662375202,-0.09021372378444406,0.038429057932680984,0.0577523128954209,0.17523276451859188
COL1A1_ITGA5,513,32.650738,3.516035,32.677165354330704,24879.861,10.121854,513,1,3,0.0,0.0,0.0,1.0,0.0,-0.013474260339740193,-0.22719377042269095,0.04564498837740824,0.4059325631592015,-0.30898995245555055
COL1A1_CD93,401,19.4549,3.0182226,47.3753280839895,14824.635,9.604113,401,1,4,0.0,0.0,0.0,0.0,1.0,-0.15014935267742432,-0.2312791614896732,-0.25664504205811967,-0.16630141349623015,0.007237822942358486
COL1A1_ITGA1,288,13.603134,2.6812363,62.20472440944882,10365.588,9.246344,288,0,-1,0.0,0.0,0.0,0.0,0.0,0.2829689855260984,-0.002877664773950274,0.026870456218767713,0.02345364087480636,-0.24401157285253425
COL1A1_CD44,329,13.627366,2.6828942,56.8241469816273,10384.053,9.248123,329,0,-1,0.0,0.0,0.0,0.0,0.0,-0.23813063568978907,-0.07954219246507398,0.001166443208405685,-0.05041904638793339,0.08084485365821202
COL1A1_ITGAV,309,13.048585,2.6425216,59.4488188976378,9943.021,9.204727,309,1,4,0.0,0.0,0.0,0.0,1.0,0.02377970552583736,-0.011863553975414184,-0.08170105362052707,-0.15191345069853066,0.2616490932982012
COL1A1_ITGB1,237,8.745322,2.2767873,68.89763779527559,6663.9355,8.804616,237,1,1,0.0,1.0,0.0,0.0,0.0,0.1520370649232244,0.6620180497060434,0.28841164268324626,0.13293334083058064,-0.2675697105397078
COL1A1_ITGA11,360,22.776562,3.1687002,52.75590551181102,17355.74,9.761736,360,1,4,0.0,0.0,0.0,0.0,1.0,0.13977890807310198,-0.17025970475353946,0.1877197496217079,0.2820146060007042,-0.20666964220903083
COL1A1_ITGA2,295,12.357209,2.5920563,61.28608923884514,9416.193,9.150292,295,1,0,1.0,0.0,0.0,0.0,0.0,0.334699117571255,0.194595293200487,0.4950602056934122,0.4265602765928928,-0.2882271888361261
COL1A1_DDR1,411,21.828522,3.1280107,46.062992125984245,16633.334,9.719224,411,0,-1,0.0,0.0,0.0,0.0,0.0,0.17663924268932887,-0.14325040125135577,-0.11203206153858293,-0.10410254159711282,-0.03298724126120887
LAMA4_ITGA6,204,7.7113996,2.1646326,73.22834645669292,5876.0864,8.678817,204,1,4,0.0,0.0,0.0,0.0,1.0,0.07401451456366565,0.19306327265112788,0.5934796720425953,0.298477906064905,0.049322821720412933
LAMA4_ITGAV,336,13.710929,2.6885908,55.90551181102362,10447.728,9.254235,336,1,4,0.0,0.0,0.0,0.0,1.0,-0.037072841182335094,0.19361682041791195,0.10680321184220372,-0.08342175653358817,0.44103144394760907
LAMA4_ITGB1,276,11.338762,2.5127459,63.77952755905512,8640.137,9.064289,276,1,1,0.0,1.0,0.0,0.0,0.0,0.03498925911468563,0.7355619579017768,0.4414170322924627,0.1392127727253009,-0.0530538434143514
HBEGF_CD44,360,14.440643,2.7370033,52.75590551181102,11003.7705,9.306084,360,0,-1,0.0,0.0,0.0,0.0,0.0,-0.24183247352943557,-0.013928356503355077,0.007898479450529041,-0.12478477657265451,0.13700399178899256
HBEGF_CD9,144,3.6762512,1.5424968,81.10236220472441,2801.3035,7.938197,144,1,4,0.0,0.0,0.0,0.0,1.0,-0.03895168180120269,-0.08622439567349323,0.07559233959882311,0.08840057592400083,0.10486907783831693
HBEGF_ERBB2,571,34.857277,3.5795465,25.065616797900258,26561.246,10.187246,571,1,4,0.0,0.0,0.0,0.0,1.0,-0.00018931581006094236,-0.17000274337619664,-0.11473783032909025,-0.053237197580089636,-0.16601802430000118
LTF_LRP1,430,19.480007,3.0194492,43.56955380577428,14843.766,9.605403,430,1,1,0.0,1.0,0.0,0.0,0.0,0.17937221012220816,0.40530654425592777,-0.08809828067894758,-0.18800326103679532,0.07616949146412373
LTF_TFRC,247,8.305345,2.230589,67.58530183727034,6328.6724,8.753004,247,1,4,0.0,0.0,0.0,0.0,1.0,-0.09616126623977302,0.14406870126356228,0.009637603346118944,-0.13328608621715538,0.26970086990586345
CD160_TNFRSF14,497,26.531942,3.315347,34.7769028871391,20217.34,9.914346,497,1,4,0.0,0.0,0.0,0.0,1.0,-0.2663022454367515,-0.11108469414203569,-0.22158367567126336,-0.04608754142021441,0.014874370088327479
FGF23_FGFR4,407,17.36022,2.9101863,46.58792650918635,13228.488,9.490204,407,1,4,0.0,0.0,0.0,0.0,1.0,-0.09465094070281055,-0.030014959311010912,-0.04499763797399369,-0.044670459465654386,0.12051502290847867
FGF23_FGFR1,412,19.052893,2.9983735,45.93175853018373,14518.305,9.583235,412,1,4,0.0,0.0,0.0,0.0,1.0,-0.18920318817865708,0.09438016554459781,-0.18705114345735413,-0.2964297870952345,0.32159000202578475
FGF23_FGFR3,541,27.694475,3.3567047,29.00262467191601,21103.19,9.957227,541,1,4,0.0,0.0,0.0,0.0,1.0,-0.12249485923730148,0.0348571535880693,-0.12688573248906895,-0.21986430285003286,0.2851326096913803
TGFB3_ENG,555,33.0729,3.5285022,27.16535433070866,25201.549,10.134701,555,1,4,0.0,0.0,0.0,0.0,1.0,0.1060789189185322,-0.06041714469467892,0.032913560979510745,-0.0969477054838214,0.1597912530419677
TGFB3_ITGB1,273,10.446495,2.4376836,64.1732283464567,7960.2295,8.982339,273,1,1,0.0,1.0,0.0,0.0,0.0,0.13271508885459482,0.7131300718933996,0.3785591817250754,0.13427103216862862,-0.1830871907805539
TGFB3_ACVRL1,441,24.01906,3.2196379,42.125984251968504,18302.523,9.814849,441,0,-1,0.0,0.0,0.0,0.0,0.0,0.05197625950848149,-0.017268644714171562,0.018189573210295667,-0.012495112076105182,-0.04038914975733495
TGFB3_ITGB6,333,15.338069,2.7934978,56.2992125984252,11687.608,9.36637,333,0,-1,0.0,0.0,0.0,0.0,0.0,0.13865171723731773,-0.0011927456655121639,0.19035680058653515,0.13808830655674256,-0.16159586713093646
TGFB3_ITGB5,429,28.1784,3.3734288,43.7007874015748,21471.941,9.974549,429,1,4,0.0,0.0,0.0,0.0,1.0,0.009435227485187533,-0.1363671476887834,0.17193975950796653,0.1665968996419922,0.047444440248724185
TNFSF10_RIPK1,211,10.8686905,2.473904,72.30971128608924,8281.942,9.021954,211,1,4,0.0,0.0,0.0,0.0,1.0,-0.018300523180957345,0.10413952711081133,0.07338836735898746,0.0016231667676759398,0.15009963950360142
TNFSF10_TNFRSF10B,278,13.613098,2.6819181,63.51706036745407,10373.181,9.247075,278,1,4,0.0,0.0,0.0,0.0,1.0,-0.09263526592632178,0.060911393283959094,0.14207134391814102,0.06642954450782443,0.12825153547427684
INHBA_ENG,562,31.878443,3.4928172,26.24671916010499,24291.373,10.097918,562,1,0,1.0,0.0,0.0,0.0,0.0,0.17738726047426873,-0.009850952764108493,-0.0037837390235184996,-0.13574259385874687,0.18117366283035216
INHBA_SMAD3,352,15.350294,2.794246,53.805774278215225,11696.924,9.3671665,352,0,-1,0.0,0.0,0.0,0.0,0.0,-0.08071842712515355,-0.08144259074627007,0.11952254306756814,0.045879263935213715,0.04324648784146091
C3_CD46,190,6.154276,1.9677103,75.06561679790026,4689.558,8.453307,190,1,4,0.0,0.0,0.0,0.0,1.0,0.11445637603751059,0.22913939649149037,0.1848354136546754,0.11176301604074168,-0.025090095960509866
C3_ITGAX,247,10.75631,2.4643903,67.58530183727034,8196.309,9.011561,247,1,4,0.0,0.0,0.0,0.0,1.0,0.13706686607246038,0.0799013774556224,0.1184766896057583,0.053305303345042694,0.029424588556069418
C3_ADRA2A,210,8.396888,2.2403786,72.44094488188976,6398.428,8.763964,210,1,4,0.0,0.0,0.0,0.0,1.0,-0.1303217660844485,0.10664058729668381,-0.11947026852498714,-0.19295091553911223,0.24368315155969342
C3_ITGB2,194,8.154812,2.2142797,74.54068241469815,6213.9663,8.734715,194,1,4,0.0,0.0,0.0,0.0,1.0,-0.03384051094341762,-0.06779902955231673,-0.05914753029319632,-0.11347167748275994,0.15814251727387624
C3_CD81,708,78.268585,4.372842,7.0866141732283445,59640.66,10.99611,708,1,4,0.0,0.0,0.0,0.0,1.0,0.16119603520497455,-0.15420711114403052,-0.2847503148312529,-0.26631739366398044,-0.014095464856580964
LIF_IL6ST,211,7.7010355,2.1634421,72.30971128608924,5868.189,8.677472,211,1,4,0.0,0.0,0.0,0.0,1.0,-0.14977221781619618,0.11717903856407592,-0.062416630777104534,-0.13935356950241995,0.2083033145058525
APOE_LDLR,655,47.665985,3.8849804,14.041994750656173,36321.48,10.500192,655,1,4,0.0,0.0,0.0,0.0,1.0,0.09669343034423546,-0.0776315732515993,-0.05694624146097004,0.002822297214658623,-0.15232300169340068
APOE_LRP5,376,17.064125,2.893928,50.65616797900263,13002.863,9.4730015,376,0,-1,0.0,0.0,0.0,0.0,0.0,0.01111366890955257,0.03572256576375765,0.11518003552995969,0.006257892303893064,0.10350197433918767
APOE_LSR,430,23.918943,3.2156284,43.56955380577428,18226.234,9.810672,430,1,4,0.0,0.0,0.0,0.0,1.0,0.09470318044264714,-0.0730899922364961,0.21932777225836128,0.17196902370440342,-0.05175341060114525
APOE_SCARB1,372,18.282295,2.9591873,51.181102362204726,13931.108,9.541951,372,0,-1,0.0,0.0,0.0,0.0,0.0,0.05135018460562104,0.01667063861971805,-0.0809964286843933,-0.1213662208177437,0.1101241423057452
APOE_LRP8,210,8.881309,2.290645,72.44094488188976,6767.557,8.820044,210,0,-1,0.0,0.0,0.0,0.0,0.0,-0.168150571104493,0.07825013181050558,-0.09159922060300342,-0.15696527536572977,0.22173364892278674
LAMA5_SDC1,484,55.62897,4.036521,36.48293963254593,42389.277,10.654675,484,1,4,0.0,0.0,0.0,0.0,1.0,0.10150664502074964,-0.31978545299014427,0.3797155101142826,0.553863425036234,-0.3747856220967923
LAMA5_ITGA6,141,7.621684,2.1542804,81.49606299212599,5807.723,8.667116,141,1,4,0.0,0.0,0.0,0.0,1.0,0.1685478304322341,-0.009281503108875617,0.519865233899967,0.3636347964745392,-0.12772820116408481
LAMA5_BCAM,228,12.105241,2.573012,70.07874015748031,9224.193,9.129693,228,1,4,0.0,0.0,0.0,0.0,1.0,0.08635598264124672,-0.1373026287778933,0.2723237340087121,0.4039028900600653,-0.2356195016246589
LAMA5_ITGB1,148,6.906977,2.0677454,80.5774278215223,5263.1167,8.568668,148,1,2,0.0,0.0,1.0,0.0,0.0,0.2297885146126266,0.3484700326979915,0.5398806863736315,0.4195484525571308,-0.40175270732573326
LAMA5_ITGA2,219,12.549253,2.6063313,71.25984251968505,9562.531,9.165712,219,1,3,0.0,0.0,0.0,1.0,0.0,0.27921167038964484,0.01589144863926372,0.6508440253854075,0.6568468052595103,-0.35240210301568975
JAG1_CD46,209,5.671144,1.8977914,72.57217847769029,4321.4116,8.371569,209,1,1,0.0,1.0,0.0,0.0,0.0,0.045523276909519024,0.34724410288960944,0.10462002754274068,-0.02491503856616246,0.07419567083826356
JAG1_NOTCH4,213,8.041311,2.2018042,72.04724409448819,6127.4795,8.720702,213,1,4,0.0,0.0,0.0,0.0,1.0,-0.10224089592173535,-0.05675724004597579,-0.06615437269171637,-0.12932135454783075,0.20955264181803124
JAG1_NOTCH1,179,5.8062143,1.9178361,76.50918635170603,4424.3354,8.395102,179,0,-1,0.0,0.0,0.0,0.0,0.0,0.04898630855429088,0.02002994051804057,0.22539093052453518,0.16232639938526205,0.02195790383140854
JAG1_NOTCH2,286,9.847376,2.3839233,62.467191601049876,7503.7,8.923285,286,1,1,0.0,1.0,0.0,0.0,0.0,0.15460453810362507,0.15129849414375598,-0.06486302681100618,-0.15808385255923885,0.08026153998406117
JAG1_NOTCH3,643,40.942234,3.7362933,15.616797900262469,31197.982,10.348141,643,1,4,0.0,0.0,0.0,0.0,1.0,-0.1897484348410992,-0.35010932195233885,-0.199480066552947,-0.01443179400144054,-0.06642763078257563
LAMC1_ITGA6,171,4.6061373,1.7238619,77.55905511811024,3509.8767,8.163621,171,0,-1,0.0,0.0,0.0,0.0,0.0,0.0997112224279757,0.17552596243468102,0.2543970803625572,-0.022009545542593708,0.14630295131491805
LAMC1_ITGA1,270,14.367048,2.7322254,64.56692913385827,10947.69,9.300975,270,0,-1,0.0,0.0,0.0,0.0,0.0,0.20754088993921094,0.024849940269876643,-0.16171954484175713,-0.1238678916988019,-0.15436230262428427
LAMC1_ITGA7,186,10.572409,2.4486237,75.59055118110236,8056.1753,8.994318,186,1,4,0.0,0.0,0.0,0.0,1.0,-0.13926469439841274,-0.010144413192565632,-0.2085422031108916,-0.17807588123764595,0.2169064571788142
LAMC1_ITGAV,320,16.000689,2.8332539,58.00524934383202,12192.525,9.408661,320,1,4,0.0,0.0,0.0,0.0,1.0,-0.09005176520914956,0.05111114604051719,-0.2395282348689086,-0.3512544027854589,0.4313685791733926
LAMC1_ITGB1,249,10.4402685,2.4371395,67.32283464566929,7955.485,8.981743,249,1,1,0.0,1.0,0.0,0.0,0.0,0.05646399365707998,0.7602023632617377,0.0574564545526832,-0.10635462326851552,-0.06761178196603627
LAMC1_ITGA2,275,11.937613,2.5601387,63.91076115485564,9096.461,9.11575,275,1,1,0.0,1.0,0.0,0.0,0.0,0.2574170756872205,0.2615919700905864,0.16734905995524907,0.05927621791569084,-0.09027709945039457
IL1RN_IL1R1,152,3.4653788,1.4963541,80.05249343832021,2640.6187,7.879147,152,1,4,0.0,0.0,0.0,0.0,1.0,0.16169385493672708,0.19873434881342975,0.19156073697133827,0.06188411526759593,0.009706461186245924
CCL21_ADRA2A,219,9.005907,2.3031757,71.25984251968505,6862.5015,8.833973,219,1,4,0.0,0.0,0.0,0.0,1.0,-0.21146998132782568,0.06492903339292928,-0.10366501770811393,-0.16192690640493035,0.3083423355350085
MMP7_CD44,292,13.055324,2.6430013,61.679790026246714,9948.156,9.205243,292,1,4,0.0,0.0,0.0,0.0,1.0,-0.06947711403804482,0.372484713975726,0.3608794197081558,0.11727104463901851,0.15970242012649588
MMP7_SDC1,485,49.306583,3.918136,36.3517060367454,37571.617,10.534031,485,1,3,0.0,0.0,0.0,1.0,0.0,0.20508408942871656,0.16932365781162628,0.6593962872905356,0.6037666693508716,-0.2003006168760156
MMP7_CD151,517,47.393333,3.879362,32.1522309711286,36113.72,10.494455,517,1,3,0.0,0.0,0.0,1.0,0.0,0.1669728253071969,0.1862007264736093,0.6652219407886732,0.5871506871308241,-0.14679133198877664
THBS1_CD47,244,8.513325,2.2526934,67.97900262467192,6487.1533,8.777733,244,1,4,0.0,0.0,0.0,0.0,1.0,-0.048837170113359786,0.027079767065963576,0.00041854729579076196,0.018964557356551736,0.04827137152653931
THBS1_SDC1,690,56.80436,4.057064,9.4488188976378,43284.92,10.675583,690,1,4,0.0,0.0,0.0,0.0,1.0,-0.21667715477022267,-0.43003546522346114,-0.14658745747335497,0.048146703009453166,-0.05538038333385636
THBS1_ITGB1,269,8.518722,2.2532606,64.69816272965879,6491.266,8.778367,269,1,1,0.0,1.0,0.0,0.0,0.0,0.03878149161505068,0.7248785279772731,0.3572889992672331,0.09359010571632848,-0.020093918958530334
THBS1_LRP5,385,16.008022,2.8336852,49.4750656167979,12198.113,9.409119,385,1,4,0.0,0.0,0.0,0.0,1.0,-0.01609245247049721,-0.04938389370452148,0.0636847082724144,0.020539897581438978,0.022870974381940204
THBS1_SDC4,697,58.334564,4.083192,8.530183727034125,44450.938,10.702164,697,1,4,0.0,0.0,0.0,0.0,1.0,-0.24454029600994667,-0.34176947740318875,-0.20626891274703368,0.01574810618080623,0.011994071474692173
THBS1_SCARB1,374,16.903427,2.8849921,50.91863517060368,12880.412,9.463541,374,1,4,0.0,0.0,0.0,0.0,1.0,-0.10521322352990757,-0.22735410647550416,-0.13879473945149517,-0.08399359124362027,0.1052400674854637
THBS1_ITGA6,201,5.82191,1.9201394,73.62204724409449,4436.2954,8.3978,201,1,4,0.0,0.0,0.0,0.0,1.0,0.0819205223553843,0.1979925295856269,0.52225221696653,0.21139698535242799,0.08830690788940589
ADAM10_GPNMB,120,4.5102544,1.7066108,84.25196850393701,3436.814,8.142591,120,0,-1,0.0,0.0,0.0,0.0,0.0,-0.03653199956621608,-0.003962490293523924,-0.08886224602314514,-0.0757633104662863,0.021542366540766543
ADAM10_TSPAN15,209,9.874868,2.3864546,72.57217847769029,7524.65,8.926072,209,1,4,0.0,0.0,0.0,0.0,1.0,0.005847327991044858,-0.2303100508206557,-0.17341934577647863,-0.1873380629589671,0.20162538540452024
ADAM10_CD44,341,15.604128,2.8096514,55.249343832021005,11890.346,9.383566,341,0,-1,0.0,0.0,0.0,0.0,0.0,-0.2873623557331702,-0.10488812587330822,-0.046964385328936105,-0.08048337543723726,0.11105794024639977
ADAM10_CADM1,301,13.531887,2.6763453,60.498687664041995,10311.298,9.241093,301,1,4,0.0,0.0,0.0,0.0,1.0,-0.009173518900652735,-0.14574088150408815,-0.12652010145132164,-0.08868936473656795,0.06152427731129954
ADAM10_TSPAN14,418,21.253752,3.1025107,45.14435695538058,16195.359,9.692542,418,1,4,0.0,0.0,0.0,0.0,1.0,-0.07834717344828285,-0.2042673323537659,-0.27766987843877433,-0.12778812212494234,-0.041487793482755955
ADAM10_NOTCH1,163,6.5182385,2.0173318,78.60892388451444,4966.898,8.510752,163,1,4,0.0,0.0,0.0,0.0,1.0,0.0920284277214387,-0.05634180288364404,0.18649793099001397,0.15863143465705942,-0.053086413456475835
ADAM10_MET,137,6.270264,1.9837927,82.02099737532808,4777.9414,8.471974,137,1,4,0.0,0.0,0.0,0.0,1.0,0.009458485391536733,-0.022861487598368112,-0.026154613262613775,-0.10272868900257372,0.1310940678458443
ADAM10_TSPAN17,423,21.645731,3.1199713,44.48818897637795,16494.047,9.710815,423,1,4,0.0,0.0,0.0,0.0,1.0,0.03842662946996441,-0.21505351471640813,-0.01237208896837625,0.09566233334058918,-0.14523608792655462
