gene,time,kappa,nu,U_tilde,e_tilde,I_tilde,pval,padj
SEMA3F_PLXNA3,0.03352236747741699,42.00544943963892,16.78872196556707,2716.841127885713,705.217811680783,59245.98226497987,1.4954398830369087e-07,3.8677869226190205e-07
SEMA3F_PLXNA1,0.02323007583618164,21.27065490837372,16.788721965561898,749.3747843015005,357.1071112821009,15191.80425881556,0.005287837137290308,0.006449855668694844
SEMA3F_NRP2,0.024524211883544922,12.040135422714016,16.788721965566143,518.977455376277,202.1384860397098,4867.549492120985,0.0004145151943657499,0.0005735868515873402
DCN_MET,0.02536296844482422,6.911526344190145,16.788721965558775,227.61591798192183,116.03569415024322,1603.9675139715926,0.010542532133066107,0.012225377637874782
GRN_TNFRSF1A,0.025478363037109375,124.75158674088273,16.788721965533824,14113.004607873434,2094.419704551856,522564.36288842966,2.220446049250313e-16,2.2385721394482746e-15
GRN_SORT1,0.023418188095092773,14.179191815924355,16.78872196554201,1343.9824630252704,238.0505090936427,6750.727660634409,6.731282198302324e-13,4.156566757451685e-12
GRN_TNFRSF1B,0.024115800857543945,15.951503110717422,16.78872196556718,1372.3238750298024,267.8053506587148,8543.795768198519,2.6650015527707183e-11,1.3572275949162212e-10
ICAM3_ITGB2,0.026546955108642578,13.071995552929517,16.788721965583907,630.072960626304,219.46209887348294,5737.615161021494,7.076925017535096e-05,0.00011462298225122418
EFNB1_EPHB6,0.02386617660522461,22.818503132913776,16.7887219655729,959.3641444797219,383.0935047690436,17483.24067754268,0.0005924927935431201,0.000804097362665663
EFNB1_EPHB4,0.02464461326599121,30.021048078982343,16.788721965567007,654.952468982694,504.0150293129541,30262.11885506778,0.1823727510335056,0.18575698765062218
EFNB1_ERBB2,0.028429031372070312,88.0678963283429,16.788721965535935,2553.020467762996,1478.547425546192,260425.12277908067,0.032127535897213066,0.03457734800266504
EFNB1_EPHB3,0.02826380729675293,14.099185954584248,16.78872196554456,458.6353116375986,236.7073129320259,6674.760843677196,0.01186637134834756,0.013506883516321877
SEMA4G_PLXNB2,0.02848052978515625,193.11019775455182,16.788721965514394,6196.841316998496,3242.073418806672,1252154.8780810647,0.013483827141281046,0.015104332443974687
VCL_ITGB5,0.02728414535522461,35.26651040767929,16.78872196557257,1467.2159035409961,592.0796379304991,41761.165426501866,0.0006862269946048549,0.0009262189490021812
EFNA2_EPHA2,0.025383949279785156,23.96956943932936,16.788721965582972,1459.7224357571554,402.41843695163516,19291.593336357204,6.447651084151573e-07,1.5313171324859987e-06
LGALS1_ITGB1,0.0256655216217041,18.23313542115699,16.78872196555814,1163.3764750812284,306.11104114617456,11162.728134259121,2.100155211959276e-07,5.293248340346337e-07
TIMP1_CD63,0.02374434471130371,381.11462383906326,16.78872196548347,30789.99519745021,6398.427456613851,4877068.546577844,2.331064230531865e-10,9.927118361058116e-10
MMP2_PECAM1,0.026274681091308594,26.415153780037542,16.78872196556542,2236.033421586064,443.4766724907047,23429.009003402618,4.73214800678079e-11,2.3145357577719901e-10
MMP2_FGFR1,0.02353215217590332,29.93210384741814,16.788721965568133,2829.629456042584,502.5217693388154,30083.067570875453,7.485123632022805e-13,4.565001326196625e-12
PLAT_LRP1,0.023283720016479492,43.259518869295135,16.788721965581527,2690.25300720264,726.2720346614237,62836.35757535446,3.9267961593481004e-07,9.55584878186188e-07
PLAT_ITGB2,0.025720834732055664,9.387606015862541,16.78872196559901,649.1722130707409,157.60590732290086,2959.0843274398767,2.5735854558561755e-08,7.478536559958533e-08
TGFB1_ENG,0.028045654296875,65.43063363047496,16.7887219655486,4054.9868607210537,1098.4967160517178,143750.67234451967,4.2658661769667816e-07,1.027969703132483e-06
TGFB1_SMAD3,0.025830745697021484,25.34964672663355,16.7887219655517,1070.3794533830367,425.5881708184085,21577.01956256166,0.0005575414768570486,0.000758747905144303
TGFB1_ACVRL1,0.026871681213378906,39.17936773000057,16.788721965560743,1113.4375346002917,657.7715116054422,51542.14387101592,0.037434995031209395,0.040201929446559655
TGFB1_ITGB6,0.024356842041015625,23.492824502116797,16.78872196555465,642.4851230989957,394.4144987516088,18531.82120052382,0.04957544816731396,0.052894754632080127
TGFB1_ITGAV,0.0237882137298584,27.868028428940647,16.788721965550014,1783.4254513392589,467.8685810215281,26077.14983383213,1.9508598125828058e-07,4.967653337195392e-07
TGFB1_ITGB1,0.026418447494506836,18.468541281580453,16.78872196555406,1341.8557001083,310.06320468581174,11452.830191278088,6.3552157980595325e-09,2.012485002718852e-08
TGFB1_CXCR4,0.027343034744262695,9.413288720056244,16.78872196556981,444.1376169715478,158.03708710265877,2975.297458748008,0.00010138713392948695,0.00015950714701008458
TGFB1_ITGB5,0.025250911712646484,32.149259194317196,16.78872196557089,1741.3176825840915,539.744974012465,34704.80213671348,8.154704052021344e-06,1.579774039881782e-05
COMP_ITGB1,0.02579045295715332,19.25838242148244,16.788721965557663,1634.334741752887,323.32362798065185,12453.380147105028,4.330080738412789e-11,2.139059884775918e-10
LAMB1_ITGA7,0.02651667594909668,7.807603154738827,16.788721965571607,347.21166788643745,131.07967858242995,2046.8362240446631,0.00026008657920573164,0.0003734964247896263
LAMB1_ITGAV,0.02635812759399414,23.13282441258431,16.788721965558377,897.095492364696,388.37055734095924,17968.215819971832,0.0017319280178662577,0.002251506423226135
LAMB1_ITGB1,0.02710723876953125,16.527078956751605,16.788721965552377,917.1325800035295,277.46853350763416,9171.488722589496,4.979441224906012e-06,9.9187256657402e-06
LAMB1_ITGA6,0.0263364315032959,12.096582643422362,16.788721965559468,1170.4067597411704,203.0861627338304,4913.297102490605,2.916555885690286e-13,1.847152060937181e-12
LAMB1_ITGA1,0.02509021759033203,18.436077977715065,16.788721965567092,536.2809995343443,309.51818730337266,11412.602873291991,0.03127515308319506,0.033733462059166726
LAMB1_ITGA2,0.028739452362060547,21.447248218642038,16.788721965564008,1674.488893632059,360.07188726921913,15445.102285635674,7.086371489606336e-10,2.6777160044844092e-09
PDAP1_PDGFRB,0.025463342666625977,47.77022428277083,16.78872196555102,4293.058947250499,802.0010137154534,76623.53660039355,5.356159960001605e-12,2.8760250220008622e-11
SERPINE1_PLAUR,0.02515697479248047,95.35555877907741,16.78872196553987,4217.139856388057,1600.8979642106253,305309.0398511833,0.0002829286204242276,0.00040047776071509584
SERPINE1_ITGAV,0.024318456649780273,28.501704976314723,16.788721965551588,2169.486347520427,478.507200391526,27276.542109203165,1.5714196610616682e-09,5.666286953025285e-09
SERPINE1_LRP1,0.026568889617919922,63.69350059055749,16.78872196553828,2776.2552058545934,1069.332472426718,136219.05692802693,0.0003517358646489832,0.0004894577947509794
SERPINE1_ITGB5,0.02446603775024414,37.3339667596985,16.788721965565497,1440.0162406621089,626.7895878002423,46801.083272518736,0.0018524151908643205,0.002395531686615116
COL1A1_ITGA5,0.027532100677490234,56.09159355919338,16.78872196557002,4406.788493686843,941.7061688710558,105643.59935300077,5.802742730764976e-10,2.239496022654608e-09
COL1A1_CD93,0.06707477569580078,32.73873075264349,16.788721965576187,1827.6229745101746,549.6414481119904,35989.12676046304,4.399928390630414e-06,8.908051741686167e-06
COL1A1_ITGA1,0.02786874771118164,19.757029950138016,16.78872196557409,640.4343459419013,331.69528269838725,13106.627269183065,0.012266411957135182,0.013898182355102706
COL1A1_CD44,0.02782297134399414,24.855820189629004,16.78872196556411,777.9117410194531,417.29745438973634,20744.540983802395,0.016930439541759212,0.018668832887564844
COL1A1_ITGAV,0.02485513687133789,22.535435459809623,16.788721965566484,1011.2409603207569,378.3411603077116,17052.165599807842,0.00022647501294648098,0.0003319841436070077
COL1A1_ITGB1,0.02399921417236328,16.608680516632482,16.788721965548465,945.2757248860222,278.8385194083646,9262.279769168708,2.9253406285123518e-06,6.175719104637187e-06
COL1A1_ITGA11,0.027863025665283203,26.496819087726404,16.78872196558482,2390.93558202687,444.8477286362394,23574.09957452089,4.59332571978166e-12,2.521225450635711e-11
COL1A1_ITGA2,0.02808380126953125,22.01517555510963,16.78872196555624,1326.652647823852,369.6066614176458,16273.911074894873,8.23153644247121e-07,1.9090981232773607e-06
