"","combinedPval","adjustedPval"
"ADAM10_MET",7.35967840004292e-08,7.16648024242413e-07
"ADAM10_TSPAN17",7.87355625142538e-10,9.18955647649336e-09
"ADAM10_AXL",2.25130119746453e-06,1.83483617432385e-05
"VWF_SIRPA",7.62179208635416e-11,9.81949747708597e-10
"CDH1_LRP5",2.52464715799761e-13,4.16591270801369e-12
"CDH1_IGF1R",2.55351295663786e-15,5.44808565218446e-14
"CDH1_ERBB3",3.04856350494382e-29,2.26928083744189e-27
"CDH1_PTPRM",2.69824604319272e-21,9.93220488736116e-20
"CDH1_PTPRF",5.06227697466012e-27,2.69160215336783e-25
"SEMA7A_ITGB1",6.63369448816731e-07,5.63981369639592e-06
"SEMA7A_ITGA1",1.48955292544883e-11,2.06179786755967e-10
"TIMP2_CD44",2.39450075190106e-05,0.000183964490418208
"TIMP2_ITGB1",4.36538710893787e-27,2.35850382785978e-25
"LGALS3BP_ITGB1",5.33063832808881e-21,1.87958134357608e-19
"LAMC2_ITGA6",1.2901127785625e-05,0.000101682042228
"LAMC2_CD151",3.40171002477518e-10,4.11360923343064e-09
"LAMC2_ITGB1",3.30169034469384e-27,1.81305933815885e-25
"LAMC2_ITGA2",1.41622269467234e-11,1.97663199652791e-10
"LAMC2_COL17A1",2.2611387984206e-08,2.26770349043328e-07
"NID1_ITGB1",4.58355543140622e-17,1.1372978881119e-15
"NID1_PTPRF",5.41204858706124e-11,7.05397760985343e-10
"ICAM1_ITGAX",4.77995586587513e-20,1.61731347666738e-18
"ICAM1_MUC1",1.00047053963291e-49,3.35127308041817e-47
"ICAM1_ITGB2",9.77438443516832e-08,9.3814399401322e-07
"VCAN_CD44",0.000137791684986732,0.00098835199603579
"VCAN_ITGB1",5.84415154150537e-19,1.68759796473277e-17
"TIMP3_CD44",8.75902084196412e-09,9.40386701763995e-08
"TIMP3_MET",9.7014389854877e-09,1.03164699185028e-07
"LUM_ITGB1",3.03712923100968e-28,1.88397452154871e-26
"CGN_F11R",1.45517465854894e-08,1.51378697667944e-07
"CALM2_INSR",1.33745237107519e-10,1.69699245518919e-09
"CALM2_AQP1",1.32116539930394e-14,2.54339290953929e-13
"APP_LRP10",3.75081838699387e-07,3.35938630497827e-06
"APP_PLD1",1.44210126837852e-05,0.000112339585353068
"APP_TSPAN15",3.39392736137256e-10,4.11360923343064e-09
"APP_TNFRSF21",7.52795082979554e-27,3.94005526137576e-25
"APP_NCSTN",3.83624176869546e-09,4.21319580944123e-08
"CALM3_INSR",4.94852959942449e-07,4.32795674524059e-06
"CALM3_AQP1",1.57027724156933e-11,2.16458964287646e-10
"TFF2_MUC6",5.47007833251456e-07,4.73465232988675e-06
"TFF1_MUC5AC",1.16816034623213e-08,1.2304978328001e-07
"TNFSF12_TNFRSF25",4.82731165929451e-07,4.24410261788549e-06
"TNFSF12_TNFRSF12A",6.66133814775094e-15,1.34418456897794e-13
"FGF19_FGFR1",9.05122806704739e-08,8.73742672493232e-07
"FGF19_FGFR3",4.44089209850063e-16,9.91709504223722e-15
"VCAM1_ITGB1",1.30941099531727e-36,1.57568384222139e-34
"VCAM1_ITGB2",2.61316079885887e-10,3.22846836210585e-09
"VCAM1_EZR",4.70734562441066e-14,8.2555922079357e-13
"VCAM1_MSN",3.77919917582403e-13,6.0861402987576e-12
"ARPC5_LDLR",1.14916037058659e-18,3.2347386121802e-17
"COL6A3_ITGB1",1.05160324892495e-11,1.49260684703503e-10
"COL6A3_ITGA2",1.08679731880557e-12,1.70912752409261e-11
"LIPH_LPAR4",9.25623699910005e-09,9.8743912493035e-08
"LIPH_LPAR2",3.69741565364734e-07,3.3293607014681e-06
"MELTF_TFRC",2.36187470692428e-07,2.14988163587445e-06
"COL1A2_CD44",5.83337727355637e-05,0.000434223241306381
"COL1A2_ITGB1",1.89182003396127e-13,3.13714046138098e-12
"COL1A2_ITGA11",2.22092902498267e-22,8.96317964337197e-21
"COL14A1_CD44",1.06478159622725e-10,1.35615803357773e-09
"COL6A2_ITGB1",2.69383848561233e-10,3.30532691042777e-09
"IL16_KCNJ15",6.87885819808342e-22,2.61841932802727e-20
"CD14_ITGB1",1.66533453693773e-14,3.08197014434168e-13
"CD14_ITGB2",0.000390683294524519,0.00272072895324928
"COL3A1_ITGB1",3.33066907387547e-16,7.53833238007897e-15
"COL3A1_DDR1",3.34177130412172e-14,5.95421331325812e-13
"FGB_ITGB1",1.24243837255655e-18,3.41130490488111e-17
"FGB_ITGB2",4.51549992881439e-05,0.000341434676803887
"FGA_ITGAX",0.00336435081814557,0.0230933515520472
"FGA_ITGB1",4.02263683767091e-17,1.01312888769645e-15
"FGA_PLAUR",3.16503016302852e-24,1.45231394161721e-22
"FGA_ITGB2",0.000652570556041399,0.00452570099081206
"SEMA4C_PLXNB2",1.98237537496482e-09,2.22830761020457e-08
"HAS2_CD44",2.97391167247696e-09,3.27687590643278e-08
"EFEMP2_AQP1",9.99200722162641e-15,1.96883504515004e-13
"GNAI2_EDNRA",3.03676932289498e-05,0.000231714278661993
"GNAI2_ADORA1",2.74225087082414e-14,4.91214400153595e-13
"GNAI2_PTPRU",5.35886807853883e-22,2.08727719441555e-20
"AGTRAP_RACK1",6.34229029849998e-07,5.41957914504517e-06
"PKM_CD44",1.72592946157124e-07,1.60147938874897e-06
"MMP1_CD44",1.07469588783715e-13,1.80899773886036e-12
"FBN1_ITGB1",3.65836396931374e-28,2.22807463689333e-26
"PSEN1_NOTCH4",6.04456928954278e-10,7.15458484214298e-09
"PSEN1_CD44",8.34770180201394e-05,0.000607875455994072
"CSF1_SIRPA",1.25576640641611e-07,1.18158338703956e-06
"JAG2_NOTCH4",5.16064150207773e-05,0.000385861270541947
"EFNA5_EPHB6",4.76010338590349e-07,4.1960272705489e-06
"EFNA5_EPHA2",1.4210854715202e-14,2.70466228424652e-13
"FBLN1_ITGB1",4.68869387759696e-12,6.88846641157504e-11
"COL7A1_ITGB1",2.04436775645083e-26,1.02209139812582e-24
"HSP90AA1_FGFR3",2.64477295121277e-28,1.67154486721584e-26
"FGG_ITGB1",1.42840520694175e-16,3.36952430664505e-15
"FGG_ITGB2",0.000196355723058428,0.00138762059034329
"CXCL14_CXCR4",1.0547118733939e-14,2.06606146713275e-13
"RTN4_GJB2",3.38019015931462e-29,2.358877614511e-27
"HMGB1_SDC1",1.0373619491343e-29,8.0810421419177e-28
"HMGB1_CXCR4",8.92905411126767e-31,7.47740625317864e-29
"FN1_ITGA6",6.92643824528846e-17,1.69353787036428e-15
"FN1_CD44",1.38617176204114e-06,1.13805276356165e-05
"FN1_ITGB1",1.02692226303193e-36,1.32303012949662e-34
"COL18A1_ITGB1",4.28744608178169e-24,1.91488598859911e-22
"ADAM15_ITGB1",4.06526564690571e-24,1.84019024285916e-22
"CALM1_PTPRA",1.18231203500184e-37,1.65016124021749e-35
"LAMC3_ITGA6",6.72498390308363e-09,7.24329833933798e-08
"LAMC3_ITGB1",3.22773753336544e-29,2.30041328910369e-27
"COL6A1_ITGB1",3.48887276430485e-22,1.39126980194418e-20
"COL6A1_ITGA6",1.59769975027757e-10,2.01195861842802e-09
"TGM2_ITGB1",1.36369403335184e-23,5.93241778815444e-22
"TGM2_SDC4",1.31710864291008e-36,1.57568384222139e-34
"TGM2_ADGRG1",5.04096320241842e-10,6.00914551213051e-09
"THBS2_ITGB1",3.59305818557641e-32,3.53989880017049e-30
"THBS2_NOTCH4",1.5929382482053e-17,4.168640887668e-16
"THBS2_ITGA6",4.03177491392626e-12,6.0291178536637e-11
"PTGS2_ALOX5",0.00217220222464587,0.0149716442206173
"SEMA4A_PLXNB2",2.09720518729029e-09,2.34949891188504e-08
"EFNA1_EPHB6",0.000139233249525583,0.000996558090678746
"ADAM12_ITGB1",4.67234056748336e-19,1.38503759167693e-17
"ADAM12_SDC4",3.10138373524893e-05,0.000236106716613748
"S100A9_ITGB2",1.64545765901636e-08,1.69593367526159e-07
"COL5A1_ITGB1",2.91225819460988e-57,1.21939778636614e-54
"CEL_CXCR4",5.31731543078506e-32,4.94760974888112e-30
"SPTAN1_PTPRA",2.77555756156289e-15,5.88435227980848e-14
"PLAU_ITGB1",5.80754815053544e-24,2.55967449014211e-22
"PLAU_ITGB2",4.71603146978694e-07,4.17917356259803e-06
"COL16A1_ITGB1",4.95797514155072e-10,5.95258567655722e-09
"HSPG2_SDC1",2.56892970508551e-17,6.51904235503642e-16
"HSPG2_ITGB1",2.17892370812933e-12,3.37904352949562e-11
"HSPG2_FGFR1",3.59479113143379e-11,4.77835744602082e-10
"COL5A2_ITGB1",1.48572621366641e-19,4.78531972580888e-18
"COL5A2_DDR1",1.11433973891062e-31,1.0088379421573e-29
"COL4A1_ITGB1",1.15782856045042e-17,3.05383839160804e-16
"ACTR2_LDLR",1.02639825823357e-28,6.87624615886911e-27
"AGRN_ITGB1",9.4392250185802e-38,1.37471925770415e-35
"ZG16B_CXCR4",2.27976801936698e-38,3.63644376284997e-36
"LAMB3_CD151",9.85930259997812e-17,2.34224648977124e-15
"LAMB3_ITGB1",8.81926076612416e-09,9.43829092114093e-08
"LAMB3_ITGA6",5.14241237370427e-07,4.48581324614551e-06
"AFDN_EPHB6",3.29070104498896e-13,5.35089861138188e-12
"SPP1_CD44",8.77076189453874e-15,1.73842568417916e-13
"SPP1_ITGB1",1.87853290020845e-19,5.88085594490198e-18
"LGALS9_CD44",2.66530570502965e-07,2.41950306188785e-06
"LGALS9_SLC1A5",4.37784748452685e-08,4.33859828828522e-07
"MDK_ITGA6",5.22304421934905e-11,6.83422465227613e-10
"LRPAP1_LDLR",0.00244216741829861,0.0167977837117588
"HSPA8_LDLR",2.50065393267571e-43,5.23527047776242e-41
"S100A10_CFTR",2.26856158391797e-06,1.84441595624522e-05
"HSP90AA1_CFTR",7.1247978711636e-17,1.72941401818094e-15
"PLAU_ITGA3",4.40658001199523e-08,4.34138455089192e-07
"LAMA4_ITGA3",2.64879384713412e-16,6.11907350269535e-15
"LGALS8_ITGA3",8.88960053118535e-18,2.36329106962038e-16
"NID1_ITGA3",0.0270731396246306,0.183948909304389
"LAMC3_ITGA3",7.24843070010195e-08,7.07873059959674e-07
"THBS1_ITGA3",3.06954461848363e-12,4.67365642717798e-11
"CALR_ITGA3",6.66133814775094e-16,1.47771283741945e-14
"TIMP2_ITGA3",1.27248760417586e-06,1.05245624751016e-05
"LAMB2_ITGA3",2.01497037258134e-41,3.97031767139918e-39
"LAMA5_ITGA3",2.67261727435536e-75,2.98415261319407e-72
"ADAM9_ITGA3",2.35804131110129e-07,2.14988163587445e-06
"LAMC1_ITGA3",2.22044604925031e-15,4.76783415492174e-14
"LAMB3_ITGA3",2.0028634950478e-24,9.4492755930297e-23
"COL18A1_ITGA3",5.37739908978985e-06,4.298963518663e-05
"LAMB1_ITGA3",2.10205498673091e-40,3.9118039470901e-38
"LAMC2_ITGA3",1.45201834422792e-06,1.18919837862178e-05
"FN1_ITGA3",2.82127668244254e-19,8.67011174337286e-18
"APP_CD74",6.42071588902305e-22,2.47212094335974e-20
"SLPI_CD4",6.1327053257898e-07,5.25388851969428e-06
"IL16_CD4",1.77635683940025e-15,3.83887550022086e-14
"CALM1_SCTR",2.44164016425205e-61,1.36312575439553e-58
"CALM2_KCNQ1",2.59116573508855e-06,2.09652653858862e-05
"CALM1_KCNQ1",1.41811047513823e-32,1.48445008877196e-30
"CALM3_KCNQ1",1.60845004315568e-05,0.00012471805897941
"LTB_TNFRSF1A",1.26846863868213e-06,1.05172908071763e-05
"LAMC3_ITGB4",4.46276089334301e-25,2.19836711734998e-23
"LAMB2_ITGB4",2.86055042575909e-59,1.36885384815923e-56
"LAMA5_ITGB4",9.09787942233315e-85,1.52375693182043e-81
"LAMC1_ITGB4",1.04392173905888e-18,2.9634079907625e-17
"LAMB3_ITGB4",1.12283906474246e-44,2.89320811654055e-42
"LAMB1_ITGB4",1.13305553797726e-51,4.21710293375795e-49
"LAMC2_ITGB4",2.70742317454165e-11,3.67167897006847e-10
"HBEGF_CD82",8.05787436775063e-10,9.37202670597826e-09
"LTB_LTBR",4.5176283602899e-08,4.4377377662053e-07
"CD55_ADGRE5",3.94168768735881e-08,3.92960091883013e-07
"AGRN_LRP1",3.7851828350014e-44,9.05658233293158e-42
"GPC3_LRP1",3.15912962136335e-29,2.30041328910369e-27
"PDGFB_LRP1",5.59406352351743e-08,5.47906939429886e-07
"A2M_LRP1",8.71140937164228e-11,1.11376263739575e-09
"SERPINA1_LRP1",1.76223459602554e-07,1.6306496658214e-06
"HSPG2_LRP1",1.950080941171e-08,1.97944851913647e-07
"APOE_LRP1",4.77689742733684e-28,2.85734974586962e-26
"HSP90B1_LRP1",1.57410029455463e-09,1.79345540849712e-08
"MDK_LRP1",2.77000644643977e-13,4.52618636531376e-12
"PLAU_LRP1",4.27045446438768e-20,1.45966613735952e-18
"LRPAP1_LRP1",3.66195962442362e-12,5.52543011610055e-11
"C3_LRP1",5.6019493488435e-09,6.09247806924388e-08
"THBS1_LRP1",7.48027465369283e-06,5.96586974590052e-05
"HSP90AA1_LRP1",9.52622354333243e-08,9.16952920034202e-07
"CALR_LRP1",1.12685449785111e-24,5.39231576485739e-23
"C1QB_LRP1",0.000137222023095962,0.000986378084700556
"VWF_LRP1",1.20049017937607e-06,9.97835794207817e-06
"APP_LRP1",7.49458983761997e-08,7.27669694499255e-07
"PSAP_LRP1",1.16703727961596e-20,4.07210539117139e-19
"COL4A2_CD93",6.66244837077556e-12,9.61947532572181e-11
"COL1A2_CD93",8.12511169456798e-11,1.04278396856122e-09
"COL4A1_CD93",6.25943741283663e-12,9.0767178324892e-11
"C1QA_CD93",3.99011179652575e-08,3.96607275263206e-07
"HLA-B_CANX",4.63190417132608e-07,4.11551064044481e-06
"GSTP1_TRAF2",4.97461107806796e-05,0.000372783878810491
"S100A9_CD68",6.43929354282591e-15,1.30725343738582e-13
"AFDN_NECTIN2",3.39728245535298e-14,6.02109341850117e-13
"LRPAP1_SORT1",2.47102338590821e-11,3.36470707858344e-10
"PSAP_SORT1",1.689737239019e-11,2.31971623653446e-10
"PSEN1_NOTCH2",1.03433005937958e-07,9.87091797511633e-07
"ADAM10_NOTCH2",0.000181757308672204,0.00128717102787627
"APP_NOTCH2",2.0270868394956e-07,1.86414672721178e-06
"JAG2_NOTCH2",1.74269926989101e-06,1.42378399233708e-05
"PDGFB_PDGFRA",3.49254961259395e-19,1.05385651536732e-17
"CD14_RIPK1",2.1817985196293e-09,2.43612125697464e-08
"CALR_HLA-F",2.15528620506333e-08,2.1745649254837e-07
"B2M_HLA-F",1.87627691161651e-14,3.45327416649332e-13
"PLAU_ITGAV",1.32714333966888e-08,1.38489967320823e-07
"SPP1_ITGAV",0.00690381625494429,0.0472918037069892
"NID1_ITGAV",2.95606800491752e-19,9.00175625215894e-18
"PDGFB_ITGAV",1.86081570152652e-08,1.90035628514426e-07
"CALR_ITGAV",3.33066907387547e-16,7.53833238007897e-15
"FGG_ITGAV",1.50625825386941e-05,0.000117065165349727
"FGA_ITGAV",0.000147917710871415,0.00105645948788591
"MFGE8_ITGAV",2.15746795198116e-19,6.69154050326518e-18
"FGB_ITGAV",1.19553707356168e-06,9.96190758057235e-06
"FBN1_ITGAV",2.9219876220999e-16,6.70395405765736e-15
"AZGP1_ITGAV",7.11149731963055e-23,2.97767007930693e-21
"ADAM9_ITGAV",6.76325404791456e-07,5.73034179054752e-06
"VEGFA_ITGAV",1.25325727018399e-07,1.18158338703956e-06
"ADAM15_ITGAV",1.93161682204845e-08,1.96666593017707e-07
"COL1A2_ITGAV",7.69997750504903e-05,0.000563157006468213
"COL4A1_ITGAV",1.41222968370602e-05,0.000110526668578283
"FN1_ITGAV",6.7459888072264e-18,1.80776143183628e-16
"SAA1_SCARB1",7.5017346428119e-05,0.000549858586261178
"PDGFB_PDGFRB",1.4210854715202e-14,2.70466228424652e-13
"MFGE8_PDGFRB",4.36514520701016e-49,1.32926485768996e-46
"CALM1_KCNN4",2.81959246282884e-24,1.31177502430997e-22
"PSEN1_NOTCH3",8.06075232804293e-05,0.000588258762700017
"THBS2_NOTCH3",2.12899978874773e-17,5.44389620225972e-16
"SCGB3A1_NOTCH3",4.5526061846243e-39,8.02623731212397e-37
"JAG2_NOTCH3",4.57490729226517e-05,0.000345147586587997
"APP_APLP2",1.43783762494021e-05,0.000112268537457083
"HLA-A_APLP2",3.52365998199369e-19,1.05385651536732e-17
"GPC3_CD81",1.56550210166374e-43,3.49597170718542e-41
"CD99_CD81",8.31506790619662e-73,6.96323932889376e-70
"AFDN_NECTIN1",1.26564387858963e-08,1.32485106122845e-07
"BMP2_GPC1",1.26565424807268e-14,2.45061163615978e-13
"APP_GPC1",8.88178419700125e-16,1.94452843965436e-14
"COL18A1_GPC1",7.21644966006352e-15,1.43886423603888e-13
"VEGFA_GPC1",9.8252350811054e-19,2.81295381563213e-17
"NLGN2_NRXN2",1.73034742090294e-09,1.95156209364611e-08
"AFDN_NRXN2",1.00783518641734e-07,9.64554975723988e-07
"GPC3_IGF1R",1.14064069300923e-09,1.31298990061668e-08
"INS_IGF1R",4.88498130835069e-15,1.00387771899947e-13
"GNAI2_IGF1R",4.92539342644704e-12,7.20461797686374e-11
"S100A4_ERBB2",2.28657907154291e-16,5.31899087670024e-15
"SEMA4D_ERBB2",0.000173573608950983,0.00123181987812263
"HLA-A_ERBB2",3.00703283384607e-08,3.00676077839511e-07
"HSP90B1_ERBB2",8.61525796258533e-08,8.34060780966834e-07
"HSP90AA1_ERBB2",8.85225864627566e-17,2.12717646759787e-15
"PSEN1_NOTCH1",3.03755909314418e-11,4.05374594590796e-10
"MFAP2_NOTCH1",0.0217699741106273,0.148217103909932
"JAG2_NOTCH1",1.49880108324396e-14,2.82052211524303e-13
"PLAU_ST14",2.83499210624871e-05,0.000216811970618526
"SPINT1_ST14",1.05504788905364e-07,1.00400302824316e-06
"GNAI2_ADRA2A",2.5409293107348e-06,2.0608578871829e-05
"AGT_ADRA2A",6.68930931440615e-36,7.72660647437758e-34
"SAA1_ADRA2A",1.30455068969582e-09,1.49652377434112e-08
"CXCL2_ADRA2A",1.18194343201594e-12,1.8414661712731e-11
"APP_ADRA2A",1.39384197808123e-05,0.000109343048579401
"CXCL1_ADRA2A",2.21753957418969e-08,2.23065629763755e-07
"PPY_ADRA2A",7.64792229546174e-10,8.98884972676011e-09
"CXCL16_ADRA2A",5.9935191221161e-07,5.14781346536203e-06
"ANXA1_ADRA2A",5.95037352724148e-11,7.72556118172608e-10
"COL6A1_ITGA1",6.43929354282591e-15,1.30725343738582e-13
"COL5A1_ITGA1",1.25518330642577e-18,3.41827938993648e-17
"COL6A2_ITGA1",1.11022302462516e-14,2.16215734932498e-13
"COL6A3_ITGA1",2.60680366181987e-13,4.28039322778915e-12
"COL5A2_ITGA1",8.94679709388946e-05,0.000650088039628423
"COL1A2_ITGA1",5.15143483426073e-14,8.98736738202748e-13
"COL4A1_ITGA1",2.74225087082414e-14,4.91214400153595e-13
"FBN1_ITGB6",4.2593335789487e-06,3.41327190202711e-05
"FN1_ITGB6",6.16813022880081e-09,6.66495703236905e-08
"CSF1_CSF1R",3.53882453189061e-22,1.39458701389706e-20
"GNAS_PTGIR",1.1474686090196e-06,9.58521710721227e-06
"FGF19_FGFR4",5.79940166585065e-19,1.68759796473277e-17
"PLAU_ITGA5",7.67513053112623e-10,8.98928708543404e-09
"SPP1_ITGA5",4.49937864743788e-11,5.93368298264379e-10
"FGG_ITGA5",2.62156074626319e-10,3.22846836210585e-09
"FGA_ITGA5",2.03841206839946e-23,8.75392643275522e-22
"FGB_ITGA5",3.26295856414305e-05,0.000247844041653864
"FBN1_ITGA5",7.90811860440499e-13,1.24951889125924e-11
"COL18A1_ITGA5",1.12390696749287e-09,1.2981888627764e-08
"ADAM15_ITGA5",3.90798504668055e-14,6.88977129250165e-13
"FN1_ITGA5",3.10862446895044e-15,6.54902502789251e-14
"WNT7B_LRP5",5.32300729050306e-07,4.63128859763935e-06
