,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
MMP7_SDC1,0.8510595152818147,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001214500743369778,0.0,0.0,0.000999000999000999
LAMB2_ITGB4,0.8457495299032848,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011086956272466056,0.0,0.0,0.000999000999000999
LAMA5_ITGB4,0.8440436923899594,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011331835298931607,0.0,0.0,0.000999000999000999
CALM1_INSR,0.8436843749908086,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010747785980313742,0.0,0.0,0.000999000999000999
CALM1_AQP1,0.8349221973244775,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001015731177755596,0.0,0.0,0.000999000999000999
AGRN_LRP1,0.8312282883625435,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011174665325661892,0.0,0.0,0.000999000999000999
CALM1_SCTR,0.8292359459503332,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001012788826666603,0.0,0.0,0.000999000999000999
LAMA5_SDC1,0.8239430057421997,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011177160901041535,0.0,0.0,0.000999000999000999
ICAM1_MUC1,0.811403798896635,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009553706024766293,0.0,0.0,0.000999000999000999
MMP7_CD151,0.8062525989276271,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001088821064726531,0.0,0.0,0.000999000999000999
APP_CD74,0.7965330323952406,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009734185080422043,0.0,0.0,0.000999000999000999
LAMB2_ITGA3,0.794706070090724,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000988958835321364,0.0,0.0,0.000999000999000999
HSPA8_LDLR,0.7925823693857807,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001029868859202474,0.0,0.0,0.000999000999000999
AGT_ADRA2A,0.7923344171202038,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010059780261805283,0.0,0.0,0.000999000999000999
CALM1_PTPRA,0.786174262992029,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000929901935824948,0.0,0.0,0.000999000999000999
LAMA5_ITGA2,0.7850483807927527,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000952091410196683,0.0,0.0,0.000999000999000999
AGRN_ITGB1,0.7844761667673897,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001021693309274594,0.0,0.0,0.000999000999000999
COL5A1_ITGB1,0.783193838029988,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010265499444906516,0.0,0.0,0.000999000999000999
LAMA5_ITGA3,0.7808890291758783,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010363927819322506,0.0,0.0,0.000999000999000999
SCGB3A1_NOTCH3,0.7801983915080049,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009156825882202871,0.0,0.0,0.000999000999000999
CD99_CD81,0.7788347095545541,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010593315919793578,0.0,0.0,0.000999000999000999
ZG16B_CXCR4,0.7785064713095187,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001015282546164032,0.0,0.0,0.000999000999000999
TGFB1_CXCR4,0.7780845633271263,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009851909202591433,0.0,0.0,0.000999000999000999
CEL_CXCR4,0.7739541747347032,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009720735700457222,0.0,0.0,0.000999000999000999
LAMB3_ITGB4,0.7693588963673731,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009949586738751794,0.0,0.0,0.000999000999000999
ARPC5_LDLR,0.7687895944335236,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010415075901158883,0.0,0.0,0.000999000999000999
CALM1_KCNQ1,0.7678815086281404,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009050291496640765,0.0,0.0,0.000999000999000999
MMP7_CD44,0.7605833246462588,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009788446364418226,0.0,0.0,0.000999000999000999
LAMB3_ITGA2,0.7593671229406429,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009782379642384667,0.0,0.0,0.000999000999000999
