,gene,input_int_frac,intrinsic,interactions,environmental,noise,scaled_intrinsic,scaled_interactions,scaled_environmental,scaled_noise,label,is_sv
538,LAMA5,0.1,1.716507923280652e-06,0.0002508703893409,0.0859628783138865,0.8781501366925271,1.7799348295835415e-06,0.0002601403335474395,0.0891393037497335,0.9105987759818895,0.0,sv
539,LAMB1,0.0,0.1362464893195513,3.5059380534099965e-08,0.2379911566729788,0.489442142953101,0.15775115445878554,4.059302945335044e-08,0.2755548411092648,0.5666939638389201,0.0,sv
540,LAMB1,0.25,0.4235992825166521,0.041874144327328,0.3989584388575474,0.0135405426956015,0.4824744815044888,0.04769414611078219,0.4544088573192251,0.01542251506550394,0.0,sv
541,LAMB1,0.5,0.1917165576844814,1.2039660814825162,0.0919511493253671,0.6594941272685741,0.08928976996535269,0.560733281256712,0.04282518458746774,0.30715176419046764,1.0,sv
542,LAMB1,0.75,0.5339958787383697,0.4932239274077626,0.0871975885468559,0.5937123543808087,0.3126202087563427,0.28875085611921725,0.05104857438033454,0.3475803607441055,0.0,sv
543,LAMB1,0.99,0.0215317619997936,0.4693937915955691,0.0891084756031688,0.0672141679833436,0.03326662336572446,0.7252145214761728,0.13767280618338987,0.10384604897471286,1.0,sv
544,LAMB1,0.01,0.2122180419063783,0.0414824805032152,0.034638275541586,0.4865502919766828,0.2738689248110779,0.05353344245313478,0.04470094622807327,0.627896686507714,1.0,sv
545,LAMB1,0.1,0.3524730106511421,0.0152347030787726,0.0735421375361932,0.5515902785331334,0.355014871047179,0.01534456819533791,0.0740724869280454,0.5555680738294376,0.0,sv
546,LAMB2,0.0,0.0226322683100536,3.573442118464072e-09,0.092667698503324,0.8483607845158777,0.02348572170746833,3.708195130167866e-09,0.09616215875957387,0.8803521158247627,0.0,sv
547,LAMB2,0.25,0.0098544641565531,0.4262828797168783,0.0687405706690256,0.4079507884373709,0.010795523984274703,0.46699109956262896,0.07530500568686069,0.4469083707662357,1.0,sv
548,LAMB2,0.5,0.03571726090365,0.0261545347317164,0.0682486390238247,0.7901614570530607,0.03881121776415205,0.028420134055940155,0.07416058018575496,0.8586080679941529,0.0,sv
549,LAMB2,0.75,0.005832112178598,0.884021621245977,0.0547715274368025,0.1025273830277787,0.005569495729808178,0.8442146676559916,0.052305199014137424,0.0979106376000627,1.0,sv
550,LAMB2,0.99,4.6256618209487324e-10,1.167155012096263,0.0533812789679123,0.038771479064515,3.673178176909797e-10,0.9268226873151693,0.04238938265492422,0.030787929662588708,1.0,sv
551,LAMB2,0.01,3.260704454623843e-29,1.959350625841066e-07,0.1354143542631876,0.8213483809388478,3.408058933416814e-29,2.0478956302293275e-07,0.14153386367326096,0.858465931537176,0.0,sv
552,LAMB2,0.1,0.1618604246848959,1.934996054140632e-08,0.1550056841948963,0.7154903799623954,0.15678733402702538,1.8743486758553752e-08,0.15014743740642525,0.6930652098230625,0.0,sv
553,LAMB3,0.0,0.1634112166115446,0.0128280221681926,1.9132268174440405e-08,0.8220651729885355,0.1636887622186913,0.012849809908807899,1.916476335498356e-08,0.8234614087077374,1.0,sv
554,LAMB3,0.25,0.0401207270151464,0.3222531991688946,0.0389545481921721,0.4450127354461516,0.047404907795482606,0.38076037823625664,0.04602700156872678,0.525807712399534,1.0,sv
555,LAMB3,0.5,0.3824523030494424,0.0025573189284834,2.1268003664495487e-10,0.7220907676458649,0.34545404062763835,0.0023099250546385775,1.921054663131044e-10,0.6522360341256177,0.0,sv
556,LAMB3,0.75,0.0427773459454967,0.3084600696964915,0.0365286660800438,0.1766874718195042,0.07578541348017019,0.546475556334314,0.06471509631014447,0.31302393387537136,1.0,sv
557,LAMB3,0.99,0.0416852650596597,3.048103513254081,0.2230249621418602,0.1534180275777287,0.012026104383467434,0.8793709472530493,0.06434219552156493,0.044260752841918306,1.0,sv
558,LAMB3,0.01,0.2555017437619118,0.0233484607506278,0.0169044298033694,0.6615967407008199,0.26688397847388806,0.024388601050705973,0.0176574978054155,0.6910699226699905,1.0,sv
559,LAMB3,0.1,0.1978417495691216,0.0819537205308366,0.0062298323607775,0.8260841335646466,0.17789773484540972,0.07369213665134852,0.005601815935527512,0.7428083125677143,1.0,sv
560,LAMC1,0.0,0.1057419196005131,0.0174671388411161,5.407627453922272e-11,0.8853015790925114,0.10484958280002633,0.01731973683776658,5.361993470742398e-11,0.8778306803085871,1.0,sv
561,LAMC1,0.25,0.0002036326169384,0.2105817961643724,0.2393608155925407,0.2318891272970468,0.00029856606474753134,0.30875494865973635,0.3509507358923889,0.3399957493831273,1.0,sv
562,LAMC1,0.5,0.0323836665116153,0.6063516426970904,0.4604780870041961,0.1496623806100398,0.025930254323610333,0.4855179786092171,0.3687140831377339,0.11983768392943861,1.0,sv
563,LAMC1,0.75,0.1146874525763708,1.7022093035451853,0.0446224422915834,0.5547413988213006,0.04746485238704703,0.7044808434543316,0.018467561960268917,0.22958674219835248,1.0,sv
564,LAMC1,0.99,0.0337505608488658,1.766075350739973,0.0926484626134202,0.08175291802432,0.017095580119754674,0.8945653611890617,0.04692897468200287,0.04141008400918072,1.0,sv
