,SOMDE,SpatialDE,SPARKX,nnSVG,scGCO
COL4A1_ITGA2,0.0,0.0002837334470785,1.98626863015564e-10,0,9.222432347104675e-11
COMP_ITGB1,0.0,2.1390598847759178e-10,5.539984509286659e-28,0,3.660835437320776e-23
COL7A1_ITGA2,0.0,0.0003141196291446,4.9520836981338895e-16,0,3.7213709496695445e-10
NLGN2_NRXN2,0.0,1.696531981207249e-09,1.95156209364611e-08,0,1.8284758603666075e-11
LAMC2_ITGA2,0.0,0.0014487910698639,1.97663199652791e-10,0,1.789680635666847e-08
TGM2_ITGB1,0.0,2.8283756289429868e-11,5.93241778815444e-22,0,3.411939161735454e-23
LAMC2_ITGB1,0.0,1.7710936939252523e-08,1.81305933815885e-25,0,1.4138207523980032e-12
VCAM1_ITGB1,0.0,1.9970302056018054e-10,1.5756838422213899e-34,0,1.932749742144219e-15
LAMB1_ITGA2,0.0,2.6777160044844084e-09,2.1271764675978703e-15,0,1.1196952288603165e-18
THBS1_ITGA6,0.0,1.6219662848988173e-05,0.0001454509061107,0,2.9707330721081392e-09
COL5A2_ITGB1,0.0,4.956535851096831e-12,4.7853197258088796e-18,0,2.513730607123948e-17
ANXA1_ADRA2A,0.0,6.209026448645921e-06,7.72556118172608e-10,0,2.976991033406488e-27
COL1A1_ITGA2,0.0,1.9090981232773607e-06,3.44929984203331e-15,0,1.0213005126166113e-12
LAMC2_ITGA6,0.0,0.0072015783178602,0.000101682042228,0,7.330043838491149e-11
COL6A1_ITGB1,0.0,1.0417979812160636e-09,1.39126980194418e-20,0,1.9962567806480445e-19
CXCL2_ADRA2A,0.0,2.0247783248030575e-10,1.8414661712731e-11,0,1.829629629629629e-28
AGRN_LRP1,0.0,1.6141455987920005e-11,9.056582332931579e-42,0,7.434854836491724e-08
NID1_ITGB1,0.0,1.6577713101521378e-08,1.1372978881119e-15,0,7.866456000152859e-15
THBS1_ITGB1,0.0,2.2915689929769698e-07,6.92964715684278e-14,0,4.784610367552808e-09
MDK_ITGA6,0.0,8.293760604547804e-10,6.83422465227613e-10,0,1.1094510622842349e-18
LAMC3_ITGA6,0.0,1.6081095256406316e-05,7.24329833933798e-08,0,2.0175864221536034e-14
LUM_ITGB1,0.0,1.048483352869697e-09,1.88397452154871e-26,0,1.5946371341773015e-20
LAMB3_ITGA2,0.0,1.15046319063309e-09,5.979992372280591e-09,0,1.3454401463497008e-18
LAMC1_ITGA2,0.0,4.133060711405946e-05,1.8868991413335898e-18,0,6.9318190487780455e-12
PDGFB_PDGFRA,0.0,2.9322912460590617e-05,1.05385651536732e-17,0,4.4191413627809786e-14
CXCL14_CXCR4,0.0,0.0149047155637521,2.06606146713275e-13,0,2.935227383525857e-10
HMGB1_CXCR4,0.0,1.7788988345196994e-06,7.477406253178639e-29,0,4.102548127174574e-15
TGFB1_ITGB1,0.0,2.0124850027188522e-08,4.2822214026986696e-26,0,6.446014473463273e-26
COL1A2_ITGA11,0.0,4.750782423283864e-12,8.963179643371971e-21,0,1.5782500736557312e-21
MMP1_ITGA2,0.0,2.7345671914233367e-10,3.27240085452636e-17,0,1.5581949545261814e-21
COL6A1_ITGA2,0.0,9.142160490077233e-05,3.1537601871194704e-09,0,1.450346952450325e-10
COL18A1_ITGB1,0.0,7.163396021355132e-09,1.91488598859911e-22,0,9.182191089756737e-14
FGB_ITGB1,0.0,1.3979739846357189e-11,3.41130490488111e-17,0,1.668947322909094e-10
COL6A2_ITGA2,0.0,2.027763943751956e-06,2.46221895167548e-08,0,1.0287694844018468e-14
LRPAP1_LRP1,0.0,0.0130941301767361,5.5254301161005495e-11,0,1.4250870349723963e-10
APP_LRP10,0.0,3.811256925349494e-11,3.35938630497827e-06,0,4.196206374335428e-21
COL1A1_ITGA11,0.0,2.5212254506357108e-11,5.17831159868971e-27,0,6.522880743352999e-27
MFGE8_ITGAV,0.0,6.4710591382709566e-12,6.69154050326518e-18,0,1.8622517109869992e-22
C3_ADRA2A,0.0,5.792740011050634e-05,2.15950037376339e-09,0,2.112034929964387e-24
CXCL1_ADRA2A,0.0,6.116964215507893e-07,2.23065629763755e-07,0,4.35010353033945e-22
CD14_ITGB1,0.0,2.1847174496786545e-07,3.0819701443416797e-13,0,8.797102252576818e-10
CALM1_INSR,0.0,0.0,1.94181508429122e-43,0,1.829629629629629e-28
CXCL16_ADRA2A,0.0,0.0026885918991583,5.14781346536203e-06,0,2.5197925237714097e-23
LAMB3_ITGA6,0.0,1.8067911840390586e-09,4.48581324614551e-06,0,1.2287332599745888e-10
COL1A2_ITGB1,0.0,3.513462648384048e-07,3.1371404613809797e-12,0,1.0959901602499437e-18
ADAM15_ITGB1,0.0,5.373533993302199e-07,1.84019024285916e-22,0,1.025143635357372e-07
COL4A1_ITGB1,0.0,2.857294527243552e-09,3.05383839160804e-16,0,3.3208889098501e-11
TNFSF10_RIPK1,0.0,9.142160490077233e-05,5.0835829218723904e-23,0,3.070121925354627e-17
PDGFB_LRP1,0.0,0.000353640810713,5.47906939429886e-07,0,6.495371736208755e-11
GRN_SORT1,0.0,4.156566757451685e-12,5.73458481361014e-18,0,1.829629629629629e-28
LAMC1_ITGA6,0.0,0.0752270624100243,4.18302117468438e-06,0,1.777025161289987e-11
EFNA2_EPHA2,0.0,1.5313171324859989e-06,6.387105061952879e-11,0,1.0670270435404272e-20
ADAM10_TSPAN15,0.0,2.574712603340605e-06,1.4497447479577e-06,0,4.9165073508381313e-14
ADAM12_ITGB1,0.0,2.027763943751956e-06,1.38503759167693e-17,0,5.3125029458342335e-15
TGFB1_CXCR4,0.0,0.00015950714701,2.6372122921841703e-35,0,2.768529564780883e-12
AFDN_NRXN2,0.0,6.792961128794957e-08,9.64554975723988e-07,0,3.3189891962410495e-13
MDK_ITGB1,0.0,1.8382237688779783e-06,5.38752660602724e-16,0,9.813438448898602e-10
VEGFA_ITGB1,0.0,1.7772901837111796e-11,4.91214400153595e-13,0,1.6747857132268247e-14
CCL21_ADRA2A,0.0,0.000353640810713,0.0001288581441792,0,4.8903865860213125e-14
HSP90B1_LRP1,0.0,0.0018980684463364,1.79345540849712e-08,0,1.2091704571097743e-09
ZG16B_CXCR4,0.0,4.712001836334626e-10,3.63644376284997e-36,0,4.8701447617703205e-17
LAMB1_ITGB4,0.0,0.0,4.21710293375795e-49,0,1.3026400416728822e-25
VCAN_ITGB1,0.0,2.819459829824557e-07,1.68759796473277e-17,0,1.0290506433706913e-08
ACTR2_LDLR,0.0,0.0,6.87624615886911e-27,0,1.829629629629629e-28
APP_ADRA2A,0.0,0.0125057794988766,0.0001093430485794,0,4.122134927298892e-16
HBEGF_CD9,0.0,6.972558789702106e-05,4.8803971487242e-06,0,2.4014551102111857e-18
LGALS3BP_ITGB1,0.0,7.967814115350759e-11,1.87958134357608e-19,0,1.4085529234941997e-15
LAMC1_ITGA7,0.0,8.379577536455617e-06,1.2044206427786e-10,0,3.216034289022576e-11
LAMA4_ITGB1,0.0,1.5236826974732566e-07,1.86689314170116e-12,0,6.962323799227857e-14
APOE_LRP1,0.0,0.0004070144431373,2.85734974586962e-26,0,3.5667823173005e-12
THBS2_ITGA6,0.0,4.541853004802476e-14,6.0291178536637e-11,0,1.516887056100735e-15
C3_LRP1,0.0,0.0027411590155776,6.09247806924388e-08,0,5.143912764471734e-16
LAMB1_ITGA6,0.0,1.847152060937181e-12,1.13533143110838e-08,0,8.269473242357777e-11
MDK_TSPAN1,0.0,0.0,6.1582278505396305e-25,0,3.6129839321733456e-22
THBS1_SDC1,0.0,0.0,5.8199817939231395e-18,0,4.470807500181268e-17
APP_TSPAN15,0.0,1.7270249656336412e-05,4.11360923343064e-09,0,1.0069940140879689e-17
EFNA5_EPHA2,0.0,6.390084681922677e-06,2.70466228424652e-13,0,4.394633814623421e-25
COL6A3_ITGB1,0.0,3.864958507460159e-07,1.4926068470350301e-10,0,2.570397816838641e-10
HSPG2_ITGA2,0.0,7.444040099050801e-10,3.8316666529630296e-11,0,1.2353675510268319e-15
COL6A3_ITGA2,0.0,0.0003165665770557,1.7091275240926097e-11,0,2.178600571764418e-09
HSP90AA1_LRP1,0.0,8.288687110126325e-09,9.16952920034202e-07,0,2.144544146686925e-15
MDK_LRP1,0.0,3.120670672526881e-05,4.5261863653137595e-12,0,8.952006669002649e-16
RTN4_GJB2,0.0,0.0001559942567874,2.3588776145110003e-27,0,2.6263494936168165e-23
C4B_CD46,0.0,9.306102555228791e-11,5.0649817473881006e-21,0,5.6966356209139336e-24
HSPG2_ITGB1,0.0,5.6662869530252854e-09,3.37904352949562e-11,0,4.105530133523705e-17
SEMA3F_PLXNA1,0.0,0.0064498556686948,0.0007598519728421,0,4.10575130977456e-17
PLAU_LRP1,0.0,4.234149469845096e-05,1.4596661373595198e-18,0,0.0007126108579924
LAMA5_ITGB1,0.0,1.7541830869485934e-07,1.1026149233096301e-19,0,5.98670450800538e-16
COL3A1_ITGB1,0.0,2.0345732267404884e-14,7.53833238007897e-15,0,2.289916898615963e-25
TGFB3_ITGB1,0.0,0.0003660752449471,9.30691108562289e-13,0,0.0002278181318189
SERPINE1_LRP1,0.0,0.0004894577947509,0.0020884743991576,0,6.1619124330164e-13
LIF_IL6ST,0.0,4.138629155874864e-06,1.11642361395863e-15,0,1.919731517566501e-14
LAMC3_ITGB4,0.0,0.0,2.19836711734998e-23,0,5.443361627008451e-18
THBS2_ITGB1,0.0,1.7788988345196994e-06,3.5398988001704896e-30,0,3.9689996303664673e-13
THBS1_ITGA3,0.0,2.890089945140062e-09,4.67365642717798e-11,0,1.932749742144219e-15
APP_CD74,0.0,0.0,2.47212094335974e-20,0,1.829629629629629e-28
TFF2_MUC6,0.0,0.0,4.73465232988675e-06,0,1.829629629629629e-28
COL1A1_ITGB1,0.0,6.175719104637187e-06,4.01119673224177e-09,0,4.809799149866759e-11
LGALS1_ITGB1,0.0,5.293248340346337e-07,1.8219186522689598e-11,0,3.1129670009173554e-09
ICAM2_ITGB2,0.0,7.4714122098932546e-06,6.17697931876383e-10,0,5.3762388958241814e-14
CGN_F11R,0.0,0.0001630452090819,1.51378697667944e-07,0,1.1160176998869874e-24
A2M_LRP1,0.0,0.0002028445660856,1.1137626373957501e-09,0,1.0650787275261416e-15
SAA1_ADRA2A,0.0,2.959187431918116e-06,1.49652377434112e-08,0,1.0978209516945008e-21
SCGB3A1_NOTCH3,0.0,0.0,8.02623731212397e-37,0,1.193962008647609e-27
COL6A2_ITGB1,0.0,8.257889143334059e-08,3.30532691042777e-09,0,4.4236954379135486e-16
DKK1_LRP5,0.0,5.818349000935221e-10,1.1480944645051599e-12,0,2.333460662809172e-23
GPC3_CD81,0.0,0.0,3.49597170718542e-41,0,1.829629629629629e-28
ICAM1_ITGB2,0.0,5.017552112758968e-07,9.3814399401322e-07,0,8.422226035487761e-21
LAMB3_ITGB1,0.0,8.252179208959626e-08,9.43829092114093e-08,0,3.041119695569979e-15
PLAT_LRP1,0.0,9.55584878186188e-07,1.32569063937932e-27,0,8.434034395427701e-18
GPC3_LRP1,0.0,2.835482577810058e-06,2.30041328910369e-27,0,1.919731517566501e-14
JAG1_CD46,0.0,1.823890714694268e-06,3.69706017390102e-10,0,1.862950368271357e-09
COL3A1_ITGA2,0.0,5.3312425373309615e-05,1.01845024264118e-11,0,4.84134572382463e-19
LAMB1_ITGB1,0.0,9.9187256657402e-06,8.59107950579182e-06,0,2.632782204345626e-09
HSPG2_LRP1,0.0,3.044680867925447e-06,1.97944851913647e-07,0,2.1828493254863196e-10
FBLN1_ITGB1,0.0,0.0003407431321686,6.88846641157504e-11,0,3.2945566164695905e-08
ICAM1_ITGAX,0.0,1.15046319063309e-09,1.61731347666738e-18,0,1.0960512621388273e-13
C1QB_LRP1,0.0,8.539992258347193e-05,0.0009863780847005,0,2.0719921698775758e-12
COL16A1_ITGB1,0.0,1.469478704218521e-05,5.952585676557221e-09,0,1.1960739579165812e-12
VCAM1_EZR,0.0,0.0003769175677114,8.255592207935699e-13,0,1.7359849269676038e-21
CALR_LRP1,0.0,5.568964120411215e-06,5.392315764857391e-23,0,5.478710711637318e-05
AFDN_F11R,0.0,0.0002685814770339,6.423572925085469e-12,0,3.988901786137329e-13
TFF1_MUC5AC,0.0,2.0373557548113102e-05,1.2304978328001e-07,0,3.1869717263991865e-21
CALM2_AQP1,0.0,1.1922829873148419e-15,2.54339290953929e-13,0,4.4180832855914525e-22
AFDN_NECTIN4,0.0,0.0535612780642224,0.0017552829743651,0,3.3046949852036873e-13
ICAM3_ITGB2,0.0,0.0001146229822512,5.7017737583087e-11,0,3.7936981137819256e-12
GAS6_AXL,0.0,3.4604818003767503e-06,1.0498135097917001e-10,0,1.4518608790897388e-11
LAMB3_ITGB4,0.0,0.0,2.89320811654055e-42,0,1.829629629629629e-28
FN1_IL17RC,0.0,0.0001463188176762,2.73140329553144e-13,0,8.034094719215925e-24
JAG2_NOTCH1,0.0,0.0127679087329829,2.82052211524303e-13,0,1.2386566833826832e-16
HMGB1_SDC1,0.0,0.0,8.0810421419177e-28,0,4.954314278688061e-25
FN1_ITGA3,0.0,9.199625708054564e-07,8.67011174337286e-18,0,3.128193439362729e-13
CDH1_PTPRM,0.0,5.642058175036154e-05,9.93220488736116e-20,0,4.089029987813397e-05
FGG_ITGB1,0.0,2.2565407971558932e-05,3.3695243066450503e-15,0,1.8520043552294824e-08
CALM3_AQP1,0.0,0.0,2.16458964287646e-10,0,2.5697653248822467e-25
ADAM10_CADM1,0.0,1.2430807884048392e-06,2.05629735005552e-06,0,2.3631026631649987e-15
LAMB2_ITGB1,0.0,4.4225259556005576e-08,4.27092179435868e-08,0,1.227125840620652e-13
LRPAP1_LRP8,0.0,1.4010861034337384e-06,1.06198555597746e-06,0,4.632848050116639e-21
MMP7_CD44,0.0,1.3973287663561007e-09,0.0011007544003281,0,1.069641922714238e-16
SERPINA1_LRP1,0.0,5.119170845260429e-05,1.6306496658214e-06,0,7.907139054400471e-20
GNAS_PTGIR,0.0,0.0006151339616918,9.58521710721227e-06,0,1.526416501101048e-13
SPP1_ITGB1,0.0,3.316610419239166e-05,5.88085594490198e-18,0,9.534092063841578e-11
PSAP_SORT1,0.0,6.178211575724279e-05,2.31971623653446e-10,0,2.775526556540033e-18
APP_LRP1,0.0,0.0038694098086248,7.27669694499255e-07,0,6.160596792591306e-11
VWF_LRP1,0.0,0.0050158139755078,9.97835794207817e-06,0,5.1552710686053335e-08
EFNA1_EPHA2,0.0,6.426386225078114e-05,2.84983830348682e-05,0,1.2841883900979032e-13
ARPC5_LDLR,0.0,0.0,3.2347386121802e-17,0,6.301063325570614e-20
CD14_RIPK1,0.0,0.1484001935098135,2.43612125697464e-08,0,2.859187250736025e-20
LTF_LRP1,0.0,8.814377799077582e-15,2.9200112393523898e-36,0,2.8164538434115803e-22
SEMA7A_ITGB1,0.0,0.0045798041247714,5.63981369639592e-06,0,0.0002439681548472
PSAP_LRP1,0.0,5.0164465864836894e-09,4.0721053911713902e-19,0,3.330471402778258e-17
LAMC1_ITGA3,0.0,2.2385721394482746e-15,4.76783415492174e-14,0,2.0621371421860853e-18
HSP90AA1_CFTR,0.0,3.735820026919839e-13,1.72941401818094e-15,0,1.829629629629629e-28
MDK_SDC1,0.0,0.0,1.53730349627906e-26,0,1.0784468495503626e-17
C3_ITGAX,0.0,0.003008500479832,3.23600056729941e-06,0,4.720089764009888e-07
LAMB1_ITGA3,0.0,1.842650130603128e-12,3.9118039470901e-38,0,4.648054283047946e-16
CALR_ITGA3,0.0,5.941943908927154e-09,1.4777128374194502e-14,0,4.063085526897075e-18
JAG1_NOTCH2,0.0,9.249514400144216e-05,6.56491544687972e-08,0,4.155487388517073e-12
FBN1_ITGAV,0.0,0.0,6.7039540576573605e-15,0,1.829629629629629e-28
EFEMP2_AQP1,0.0,0.0,1.96883504515004e-13,0,7.522654250959585e-20
JAG2_NOTCH2,0.0,3.987814721508982e-05,1.42378399233708e-05,0,1.7852802665423502e-08
FN1_PLAUR,0.0,1.04658088456753e-07,1.18430284497041e-21,0,1.1706943684967341e-15
AFDN_NECTIN1,0.0,0.0016959335249266,1.32485106122845e-07,0,2.7575490446160806e-20
LAMB2_ITGA3,0.0,0.0,3.97031767139918e-39,0,1.829629629629629e-28
ALOX5AP_ALOX5,0.0,0.0002175572539409,1.83283289107251e-06,0,1.1094488943368717e-18
THBS1_LRP1,0.0,0.0766234653921623,5.96586974590052e-05,0,6.405994953716055e-09
PDAP1_PDGFRB,0.0,2.8760250220008625e-11,2.7186090591712896e-30,0,1.06967108220972e-13
C3_CD46,0.0,0.0025377176949781,9.60547234725171e-10,0,3.064619074540672e-07
TNFSF10_TNFRSF10B,0.0,3.63980574608469e-05,1.53895769012521e-07,0,3.0899397405201376e-16
PLAU_ITGB2,0.0,9.894514962922872e-05,4.17917356259803e-06,0,1.1975678511362888e-10
MFAP2_NOTCH1,0.0,0.0028556983696073,0.148217103909932,0,3.3189891962410495e-13
COL5A1_SDC3,0.0,1.675404624185466e-08,1.3399684582672599e-33,0,5.1968525271707374e-11
PSEN1_NOTCH1,0.0,0.0186139379031333,4.05374594590796e-10,0,4.53748809921872e-07
LAMB1_ITGA7,0.0,0.0003734964247896,0.00384333380822,0,3.701689450813016e-11
FGA_ITGB1,0.0,2.0719396857861738e-05,1.01312888769645e-15,0,5.1217128186601975e-14
PPY_ADRA2A,0.0,0.0079702152300451,8.98884972676011e-09,0,6.446014473463273e-26
MMP2_PECAM1,0.0,2.31453575777199e-10,3.24517116314134e-18,0,4.650145893669104e-19
LAMA5_BCAM,0.0,4.469515271915414e-07,4.769124050745059e-30,0,2.1066897312957485e-19
THBS1_SDC4,0.0,0.0,7.96839197732364e-09,0,1.903956019707805e-05
TLN1_ITGB5,0.0,1.5305850926641168e-05,2.86709311975294e-13,0,1.7502608565711102e-14
NID1_ITGAV,0.0,4.662571946657177e-10,9.00175625215894e-18,0,3.9327614836594286e-17
CSF1_CSF1R,0.0,0.0094687668992723,1.39458701389706e-20,0,3.9689996303664673e-13
LRPAP1_SORT1,0.0,0.0221468051323103,3.36470707858344e-10,0,1.3192579489998991e-16
CALM1_KCNN4,0.0,0.0,1.31177502430997e-22,0,1.829629629629629e-28
CDH1_PTPRF,0.0,8.118998284136497e-12,2.69160215336783e-25,0,2.879435906085501e-15
ADAM10_GPNMB,0.0,0.0966112741825143,1.43820091158772e-06,0,9.562496987142608e-18
APP_GPC1,0.0,7.543068148787489e-13,1.94452843965436e-14,0,1.829629629629629e-28
PLAU_ITGA3,0.0,0.0004590856944959,4.34138455089192e-07,0,9.460135119807027e-11
SEMA4D_MET,0.0,0.0002127654931047,4.87990919136871e-06,0,9.235113263167642e-23
FGA_ITGB2,0.0,0.0106143330798346,0.004525700990812,0,1.1435349791228335e-08
MMP1_CD44,0.0,2.2385721394482746e-15,1.8089977388603599e-12,0,9.477407614400726e-20
APP_PLD1,0.0,0.014283383049754,0.000112339585353,0,8.020164712737664e-16
APP_NOTCH2,0.0,0.0100021823135953,1.86414672721178e-06,0,4.155487388517073e-12
SEMA4D_PLXNB1,0.0,0.0,1.24813591622305e-07,0,7.188009045948535e-16
JAG1_NOTCH3,0.0,6.386476238327633e-09,5.83937752287999e-08,0,5.59386945063722e-22
CALM1_PTPRA,0.0,0.0,1.65016124021749e-35,0,1.829629629629629e-28
COL18A1_ITGB5,0.0,0.000316586588411,9.52790598120741e-05,0,9.704122777333753e-15
SPP1_ITGA5,0.0,7.977457078761125e-15,5.93368298264379e-10,0,1.4031169404086655e-14
LAMC1_ITGB4,0.0,0.0,2.9634079907625e-17,0,5.395469262630505e-25
PLAU_MRC2,0.0,0.0041440314521936,0.0008526384458572,0,2.077279906721524e-08
ADAM10_NOTCH1,0.0,0.0069766288669359,6.92964715684278e-14,0,6.31222634162738e-17
CALM3_KCNQ1,0.0,6.627796912118391e-10,0.0001247180589794,0,2.736884551111292e-12
GNAI2_EDNRA,0.0,0.0176306889403994,0.0002317142786619,0,4.788312088923869e-15
PTGS2_ALOX5,0.0,0.1439451952833325,0.0149716442206173,0,8.38088035303811e-14
COL5A1_ITGA1,0.0,0.0006657149044568,3.41827938993648e-17,0,9.018650958536219e-10
CXCL17_GPR35,0.0,6.925692944723142e-10,6.31832423149013e-17,0,2.6330115493954537e-21
THBS2_NOTCH3,0.0,0.0,5.44389620225972e-16,0,7.420121943181327e-23
ADAM10_AXL,0.0,0.0167206474661814,1.83483617432385e-05,0,5.6108433411872456e-15
LAMB3_ITGA3,0.0,8.814377799077582e-15,9.4492755930297e-23,0,1.1577747022561818e-18
PLAU_IGF2R,0.0,5.992389353961023e-07,7.61388902120257e-26,0,2.621362707231431e-11
HLA-C_NOTCH4,0.0,9.806619061691892e-08,0.0003324108964281,0,5.196320498359668e-28
PSEN1_NOTCH2,0.0,0.0002695062166052,9.87091797511633e-07,0,1.5791873974159976e-08
LTB_LTBR,0.0,1.4625337977728727e-14,4.4377377662053e-07,0,6.053890532868758e-22
TNFSF12_TNFRSF25,0.0,7.679179162200333e-06,4.24410261788549e-06,0,1.0372150112253546e-08
C1QA_CSPG4,0.0,0.0163431064111687,5.73034179054752e-06,0,8.148336212952918e-12
SPTAN1_PTPRA,0.0,2.944399870030701e-08,5.88435227980848e-14,0,4.7995318905257334e-18
VCAM1_ITGB2,0.0,0.0004701660691257,3.2284683621058503e-09,0,1.0393882297194315e-10
GRN_TNFRSF1A,0.0,2.2385721394482746e-15,1.03931712814895e-26,0,1.4409407187485462e-21
TNFSF12_TNFRSF12A,0.0,1.3089677490067212e-12,1.34418456897794e-13,0,1.0688046538240682e-11
JAG1_NOTCH1,0.0,0.0206722683573507,0.0004583379611806,0,8.675021036082804e-17
MELTF_TFRC,0.0,6.7348203772420295e-06,2.14988163587445e-06,0,3.2817242865229404e-17
HRAS_INSR,0.0,5.792740011050634e-05,3.80303239953474e-10,0,1.3204664113959861e-13
FN1_ITGB6,0.0,0.0066429308770951,6.66495703236905e-08,0,2.3089233510283712e-14
PDGFB_PDGFRB,0.0,6.822727250758535e-08,2.70466228424652e-13,0,3.3343686900149943e-10
GNAI2_ADRA2A,0.0,0.0867007842556437,2.0608578871829e-05,0,8.154774103698018e-15
PLAT_ITGB2,0.0,7.478536559958534e-08,0.0001077080578902,0,6.191231672731941e-18
TGM2_SDC4,0.0,1.763844279523141e-09,1.5756838422213899e-34,0,4.660927024945884e-23
CALM2_INSR,0.0,0.0140775640846721,1.69699245518919e-09,0,8.436470689519288e-16
FGG_ITGB2,0.0,1.2570590590799677e-07,0.0013876205903432,0,5.143912764471734e-16
JAG2_NOTCH3,0.0,2.925370312446908e-08,0.0003451475865879,0,4.3438481708999115e-13
HLA-B_CANX,0.0,3.5728919820028506e-07,4.11551064044481e-06,0,4.3574184818623247e-14
LTBP1_ITGB5,0.0,0.0002421402054683,0.0027072023493231,0,4.867630158928695e-11
FGB_ITGB2,0.0,7.907646782654238e-05,0.0003414346768038,0,3.2238436168127026e-12
VCAM1_MSN,0.0,5.04273691873989e-05,6.0861402987576e-12,0,4.347133427264215e-10
LTBP3_ITGB5,0.0,6.925692944723142e-10,1.4888002735496801e-19,0,6.191231672731941e-18
TGFB3_ITGB5,0.0,1.0209205541561965e-07,1.49511830600438e-17,0,1.2805873807782016e-23
