"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"85","Duct_epithelium","Pancreatic_tissue","SEMA3F","NRP2_PLXNA3",1.38022512420849e-06,0.02,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"86","Pancreatic_tissue","Pancreatic_tissue","SEMA3F","NRP2_PLXNA3",6.37997672892104e-07,0.04,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"87","Pancreatic_tissue","Cancer_region","GAS6","AXL",5.32789254412874e-06,0.01,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"88","Pancreatic_tissue","Duct_epithelium","GAS6","AXL",6.37333304647483e-06,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"89","Duct_epithelium","Pancreatic_tissue","GAS6","AXL",6.06956467889877e-06,0.01,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"90","Pancreatic_tissue","Pancreatic_tissue","GAS6","AXL",5.7888264067371e-06,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"91","Pancreatic_tissue","Cancer_region","GRN","SORT1",7.33361796942023e-07,0.01,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"92","Duct_epithelium","Duct_epithelium","GRN","SORT1",1.1006086988031e-06,0.01,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"93","Pancreatic_tissue","Duct_epithelium","GRN","SORT1",1.64902965581224e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"94","Duct_epithelium","Pancreatic_tissue","GRN","SORT1",1.08194113468436e-06,0.01,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"95","Pancreatic_tissue","Pancreatic_tissue","GRN","SORT1",1.62102458677328e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"96","Cancer_region","Duct_epithelium","COL1A2","ITGA1_ITGB1",1.61452704074529e-06,0.04,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"97","Stroma","Duct_epithelium","COL1A2","ITGA1_ITGB1",3.02127972355733e-06,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"98","Stroma","Pancreatic_tissue","COL1A2","ITGA1_ITGB1",1.34777972442838e-06,0.03,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"99","Cancer_region","Duct_epithelium","COL6A2","ITGA1_ITGB1",2.9098997724069e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"100","Duct_epithelium","Duct_epithelium","COL6A2","ITGA1_ITGB1",2.25972883890493e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"101","Stroma","Duct_epithelium","COL6A2","ITGA1_ITGB1",2.91259747179437e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"102","Stroma","Cancer_region","COL1A2","ITGA2_ITGB1",2.25939187360922e-06,0.02,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"103","Cancer_region","Duct_epithelium","COL1A2","ITGA2_ITGB1",1.72599938793826e-06,0.02,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"104","Duct_epithelium","Duct_epithelium","COL1A2","ITGA2_ITGB1",1.68404779179817e-06,0.04,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"105","Stroma","Duct_epithelium","COL1A2","ITGA2_ITGB1",3.2298760199833e-06,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"106","Cancer_region","Cancer_region","COL6A2","ITGA2_ITGB1",2.17610118169505e-06,0.03,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"107","Cancer_region","Duct_epithelium","COL6A2","ITGA2_ITGB1",3.11080519699848e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"108","Duct_epithelium","Duct_epithelium","COL6A2","ITGA2_ITGB1",2.41574678483607e-06,0.02,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"109","Stroma","Duct_epithelium","COL6A2","ITGA2_ITGB1",3.11369036128282e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"110","Cancer_region","Duct_epithelium","LAMA4","ITGA1_ITGB1",3.86496720719049e-06,0,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"111","Pancreatic_tissue","Duct_epithelium","LAMA4","ITGA1_ITGB1",2.06291015147997e-06,0,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"112","Cancer_region","Pancreatic_tissue","LAMA4","ITGA1_ITGB1",1.72414996028504e-06,0.02,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"113","Cancer_region","Cancer_region","LAMA5","ITGA1_ITGB1",3.98928695181768e-06,0,"LAMA5_ITGA1_ITGB1","LAMA5 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"114","Cancer_region","Duct_epithelium","LAMA5","ITGA1_ITGB1",7.00044621616461e-06,0,"LAMA5_ITGA1_ITGB1","LAMA5 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"115","Cancer_region","Pancreatic_tissue","LAMA5","ITGA1_ITGB1",3.12289941291875e-06,0,"LAMA5_ITGA1_ITGB1","LAMA5 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"116","Cancer_region","Cancer_region","LAMB1","ITGA1_ITGB1",3.88787995453518e-06,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"117","Cancer_region","Duct_epithelium","LAMB1","ITGA1_ITGB1",6.82250284255177e-06,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"118","Cancer_region","Pancreatic_tissue","LAMB1","ITGA1_ITGB1",3.04351765199802e-06,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"119","Cancer_region","Cancer_region","LAMB2","ITGA1_ITGB1",4.01391689088957e-06,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"120","Cancer_region","Duct_epithelium","LAMB2","ITGA1_ITGB1",7.04366541359266e-06,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"121","Cancer_region","Pancreatic_tissue","LAMB2","ITGA1_ITGB1",3.14217980323111e-06,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"122","Cancer_region","Cancer_region","LAMB3","ITGA1_ITGB1",2.23814815493767e-06,0.01,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"123","Pancreatic_tissue","Cancer_region","LAMB3","ITGA1_ITGB1",1.32111903299795e-06,0.04,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"124","Cancer_region","Duct_epithelium","LAMB3","ITGA1_ITGB1",3.92759530665764e-06,0,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"125","Pancreatic_tissue","Duct_epithelium","LAMB3","ITGA1_ITGB1",2.31835106570345e-06,0,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"126","Cancer_region","Pancreatic_tissue","LAMB3","ITGA1_ITGB1",1.75208840820244e-06,0.02,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"127","Pancreatic_tissue","Pancreatic_tissue","LAMB3","ITGA1_ITGB1",1.03421003052239e-06,0.01,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"128","Duct_epithelium","Duct_epithelium","LAMC1","ITGA1_ITGB1",3.37004748627849e-06,0,"LAMC1_ITGA1_ITGB1","LAMC1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
