"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"49","Pancreatic_tissue","Pancreatic_tissue","SPP1","ITGAV_ITGB6",8.13385165074218e-06,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"50","Pancreatic_tissue","Stroma","SPP1","ITGAV_ITGB6",4.56605772192558e-06,0.01,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"51","Pancreatic_tissue","Cancer_region","SPP1","ITGA5_ITGB1",1.56311686249196e-05,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"52","Pancreatic_tissue","Duct_epithelium","SPP1","ITGA5_ITGB1",1.32635868121072e-05,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"53","Pancreatic_tissue","Pancreatic_tissue","SPP1","ITGA5_ITGB1",1.12046867602118e-05,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"54","Stroma","Cancer_region","SEMA3B","NRP2_PLXNA1",1.36126886061749e-05,0,"SEMA3B_NRP2_PLXNA1","SEMA3B - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"55","Stroma","Pancreatic_tissue","SEMA3B","NRP2_PLXNA1",9.62984302330746e-06,0,"SEMA3B_NRP2_PLXNA1","SEMA3B - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"56","Stroma","Cancer_region","SEMA3B","NRP2_PLXNA2",7.85983577875069e-06,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"57","Stroma","Duct_epithelium","SEMA3B","NRP2_PLXNA2",7.85510660880941e-06,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"58","Pancreatic_tissue","Pancreatic_tissue","SEMA3B","NRP2_PLXNA2",2.71053253171262e-06,0.04,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"59","Stroma","Pancreatic_tissue","SEMA3B","NRP2_PLXNA2",1.33721589726145e-05,0,"SEMA3B_NRP2_PLXNA2","SEMA3B - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"60","Stroma","Cancer_region","SEMA3B","NRP2_PLXNA3",1.45860523089148e-05,0,"SEMA3B_NRP2_PLXNA3","SEMA3B - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"61","Stroma","Duct_epithelium","SEMA3B","NRP2_PLXNA3",1.19982932207447e-05,0,"SEMA3B_NRP2_PLXNA3","SEMA3B - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"62","Stroma","Pancreatic_tissue","SEMA3B","NRP2_PLXNA3",1.1509390831254e-05,0,"SEMA3B_NRP2_PLXNA3","SEMA3B - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"63","Stroma","Duct_epithelium","GAS6","AXL",1.46997232837383e-05,0.02,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"64","Cancer_region","Pancreatic_tissue","GAS6","AXL",8.23993000701037e-06,0.04,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"65","Stroma","Pancreatic_tissue","GAS6","AXL",1.33514565286901e-05,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"66","Duct_epithelium","Duct_epithelium","GRN","SORT1",1.49776237158199e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"67","Pancreatic_tissue","Duct_epithelium","GRN","SORT1",1.44896886393471e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"68","Duct_epithelium","Pancreatic_tissue","GRN","SORT1",1.47235216172686e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"69","Pancreatic_tissue","Pancreatic_tissue","GRN","SORT1",1.42436728563472e-06,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"70","Cancer_region","Duct_epithelium","COL1A1","ITGA1_ITGB1",3.17502528052382e-06,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"71","Stroma","Duct_epithelium","COL1A1","ITGA1_ITGB1",4.19614374088705e-06,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"72","Cancer_region","Cancer_region","COL1A2","ITGA1_ITGB1",6.97010107678283e-06,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"73","Cancer_region","Duct_epithelium","COL1A2","ITGA1_ITGB1",1.22308554795665e-05,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"74","Cancer_region","Pancreatic_tissue","COL1A2","ITGA1_ITGB1",5.45624916570929e-06,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"75","Pancreatic_tissue","Cancer_region","COL4A1","ITGA1_ITGB1",3.65343750424696e-06,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"76","Pancreatic_tissue","Duct_epithelium","COL4A1","ITGA1_ITGB1",6.41092903918116e-06,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"77","Pancreatic_tissue","Pancreatic_tissue","COL4A1","ITGA1_ITGB1",2.85994523564921e-06,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"78","Cancer_region","Duct_epithelium","COL4A2","ITGA1_ITGB1",3.27087046550785e-06,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"79","Duct_epithelium","Duct_epithelium","COL4A2","ITGA1_ITGB1",2.48572061796988e-06,0.03,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"80","Stroma","Duct_epithelium","COL4A2","ITGA1_ITGB1",3.84102862425286e-06,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"81","Cancer_region","Cancer_region","COL6A1","ITGA1_ITGB1",7.00105614319243e-06,0.04,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"82","Pancreatic_tissue","Cancer_region","COL6A1","ITGA1_ITGB1",4.64960695752435e-06,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"83","Cancer_region","Duct_epithelium","COL6A1","ITGA1_ITGB1",1.22851704686866e-05,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"84","Pancreatic_tissue","Duct_epithelium","COL6A1","ITGA1_ITGB1",8.1588294855647e-06,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"85","Cancer_region","Pancreatic_tissue","COL6A1","ITGA1_ITGB1",5.48048003562242e-06,0.02,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"86","Pancreatic_tissue","Pancreatic_tissue","COL6A1","ITGA1_ITGB1",3.63971752954214e-06,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"87","Duct_epithelium","Cancer_region","COL6A2","ITGA1_ITGB1",2.84344384372587e-06,0.03,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"88","Pancreatic_tissue","Cancer_region","COL6A2","ITGA1_ITGB1",2.11678035146338e-06,0.01,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"89","Duct_epithelium","Duct_epithelium","COL6A2","ITGA1_ITGB1",4.98976842266927e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"90","Pancreatic_tissue","Duct_epithelium","COL6A2","ITGA1_ITGB1",3.71455607558396e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"91","Duct_epithelium","Pancreatic_tissue","COL6A2","ITGA1_ITGB1",2.22592508023649e-06,0.02,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"92","Pancreatic_tissue","Pancreatic_tissue","COL6A2","ITGA1_ITGB1",1.65706261923545e-06,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"93","Pancreatic_tissue","Cancer_region","COL6A3","ITGA1_ITGB1",2.70742830191055e-06,0.01,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"94","Duct_epithelium","Duct_epithelium","COL6A3","ITGA1_ITGB1",3.92174606378586e-06,0.01,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"95","Pancreatic_tissue","Duct_epithelium","COL6A3","ITGA1_ITGB1",4.75098367615011e-06,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"96","Stroma","Duct_epithelium","COL6A3","ITGA1_ITGB1",5.37954614548851e-06,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"97","Pancreatic_tissue","Pancreatic_tissue","COL6A3","ITGA1_ITGB1",2.11942163782084e-06,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"98","Cancer_region","Duct_epithelium","COL1A1","ITGA2_ITGB1",3.39423466568441e-06,0.01,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"99","Stroma","Duct_epithelium","COL1A1","ITGA2_ITGB1",4.48585117988524e-06,0,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"100","Cancer_region","Cancer_region","COL1A2","ITGA2_ITGB1",9.14682444949282e-06,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"101","Cancer_region","Duct_epithelium","COL1A2","ITGA2_ITGB1",1.3075184138736e-05,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"102","Cancer_region","Pancreatic_tissue","COL1A2","ITGA2_ITGB1",5.10389962357366e-06,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"103","Pancreatic_tissue","Cancer_region","COL4A1","ITGA2_ITGB1",4.79439307296204e-06,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"104","Pancreatic_tissue","Duct_epithelium","COL4A1","ITGA2_ITGB1",6.85349667402718e-06,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"105","Pancreatic_tissue","Pancreatic_tissue","COL4A1","ITGA2_ITGB1",2.67525661105248e-06,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"106","Cancer_region","Duct_epithelium","COL4A2","ITGA2_ITGB1",3.49669685738122e-06,0,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"107","Duct_epithelium","Duct_epithelium","COL4A2","ITGA2_ITGB1",2.65734111756956e-06,0.02,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"108","Stroma","Duct_epithelium","COL4A2","ITGA2_ITGB1",4.10621961047543e-06,0,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"109","Cancer_region","Cancer_region","COL6A1","ITGA2_ITGB1",9.18744535705898e-06,0,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"110","Pancreatic_tissue","Cancer_region","COL6A1","ITGA2_ITGB1",6.1016142913722e-06,0,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"111","Cancer_region","Duct_epithelium","COL6A1","ITGA2_ITGB1",1.31332479661073e-05,0,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"112","Pancreatic_tissue","Duct_epithelium","COL6A1","ITGA2_ITGB1",8.72203453174662e-06,0,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"113","Cancer_region","Pancreatic_tissue","COL6A1","ITGA2_ITGB1",5.12656593528454e-06,0.01,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"114","Pancreatic_tissue","Pancreatic_tissue","COL6A1","ITGA2_ITGB1",3.40468093416975e-06,0.02,"COL6A1_ITGA2_ITGB1","COL6A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"115","Duct_epithelium","Cancer_region","COL6A2","ITGA2_ITGB1",3.73150474078062e-06,0.01,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"116","Pancreatic_tissue","Cancer_region","COL6A2","ITGA2_ITGB1",2.77787734879934e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"117","Duct_epithelium","Duct_epithelium","COL6A2","ITGA2_ITGB1",5.33426264455054e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"118","Pancreatic_tissue","Duct_epithelium","COL6A2","ITGA2_ITGB1",3.97100238368034e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"119","Pancreatic_tissue","Pancreatic_tissue","COL6A2","ITGA2_ITGB1",1.55004780383572e-06,0,"COL6A2_ITGA2_ITGB1","COL6A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"120","Pancreatic_tissue","Cancer_region","COL6A3","ITGA2_ITGB1",3.55297532903264e-06,0,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"121","Duct_epithelium","Duct_epithelium","COL6A3","ITGA2_ITGB1",4.19250795876332e-06,0.01,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"122","Pancreatic_tissue","Duct_epithelium","COL6A3","ITGA2_ITGB1",5.07897413627268e-06,0,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"123","Stroma","Duct_epithelium","COL6A3","ITGA2_ITGB1",5.7509518022605e-06,0.01,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"124","Pancreatic_tissue","Pancreatic_tissue","COL6A3","ITGA2_ITGB1",1.98254993189075e-06,0,"COL6A3_ITGA2_ITGB1","COL6A3 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"125","Stroma","Cancer_region","FN1","ITGA3_ITGB1",1.68126700987606e-05,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"126","Stroma","Duct_epithelium","FN1","ITGA3_ITGB1",1.71689758223216e-05,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
