,SOMDE,SpatialDE,SPARKX,nnSVG,scGCO
TFF2_MUC6,6.333813726025737e-07,0.0,1.15729024706158e-30,0,1.527692669176626e-25
VCAM1_ITGB1,2.673798267137752e-06,1.5745749407167932e-10,1.0299042888949401e-31,0,8.72423968301829e-18
CD99_CD81,2.673798267137752e-06,0.0,2.17466944926215e-45,0,1.3920522953286572e-27
INHBA_ENG,2.673798267137752e-06,1.073016680928128e-08,2.3931845230221097e-18,0,2.2465496504765175e-14
HSPG2_ITGA2,2.7458115523717264e-06,1.5151770066806902e-05,9.53566830984348e-14,0,3.0935770990233117e-11
PGF_NRP2,2.7458115523717264e-06,0.0014815486835166,5.64290765784001e-15,0,4.885635349079959e-11
TGFB3_ENG,2.798310055643602e-06,4.3021659983814085e-06,2.8815036872714604e-23,0,1.4824355559017608e-13
LAMC2_COL17A1,2.798310055643602e-06,1.199074004109066e-08,1.15399258185842e-08,0,5.9822537789629596e-18
SEMA3F_NRP2,3.0039661271450764e-06,0.003790313113977,2.15645165631981e-12,0,2.981763007301138e-07
CXCL17_GPR35,3.0039661271450764e-06,0.0,5.33535702158081e-29,0,9.88e-28
TGFB1_ENG,3.0039661271450764e-06,2.212735224275153e-06,4.96649869906221e-17,0,2.2976535208000858e-12
BMP2_ENG,3.0039661271450764e-06,0.000768459774216,7.38313353293051e-10,0,2.6642737124541347e-12
LAMB2_ITGB1,3.0039661271450764e-06,1.1498257901365604e-10,8.855963847053841e-21,0,7.422578649938457e-21
LAMB3_COL17A1,3.0039661271450764e-06,6.059236898234186e-10,1.94458760994673e-17,0,1.281794412085319e-19
VEGFA_NRP2,3.0588683187740133e-06,0.0019715909114157,4.2689661316239703e-10,0,2.4385793260338265e-10
LAMB3_ITGA6,3.098437933889409e-06,1.16102613386802e-08,3.13465964630853e-07,0,2.6363378328590627e-11
ICAM1_MUC1,3.098437933889409e-06,0.0,2.46012692535887e-17,0,2.2167515914238362e-23
COL5A1_ITGB1,3.098437933889409e-06,2.7202792852754517e-10,4.6546791180935795e-40,0,1.3371472852447281e-18
COL6A1_ITGA6,3.3463309309680856e-06,4.1442415970038833e-07,3.51595738435707e-07,0,2.7981888314641575e-10
AGRN_ITGB1,3.3463309309680856e-06,1.2997172227358074e-09,2.9242689211544597e-26,0,1.3944195661394294e-13
COL3A1_ITGA2,3.3463309309680856e-06,3.210012788604862e-06,3.34611655836742e-18,0,7.641214235597497e-15
THBS2_ITGA6,4.0152186126888685e-06,4.8663850131802645e-08,1.95441255593429e-06,0,1.249028866875605e-10
PDGFB_PDGFRA,4.0152186126888685e-06,5.009874715661894e-06,7.5472635105517395e-28,0,4.0908343863220526e-14
ANXA1_ADRA2A,4.0152186126888685e-06,1.3507123874663238e-10,9.53566830984348e-14,0,2.298300816734836e-20
LAMB3_ITGA2,4.041404586581492e-06,5.670093556897626e-07,4.96915250714644e-11,0,5.2379170089099776e-11
NID1_ITGB1,4.116125240416724e-06,1.4047510655935804e-07,1.18163735128613e-24,0,4.4320872234102755e-17
NLGN2_NRXN2,4.157598790309661e-06,1.29353625379652e-08,2.15332728015011e-12,0,2.833646635479794e-12
LAMA4_ITGA6,4.403236084947994e-06,1.0428655500796676e-05,4.31997470152884e-08,0,1.6339804724379857e-08
VEGFA_ITGB1,4.424136141446862e-06,9.445015140367255e-11,1.89116541132732e-23,0,6.381912635016422e-11
LAMA5_ITGA2,4.924648052161336e-06,0.0012092927067519,3.15155048518843e-10,0,4.524758631157835e-13
SEMA3B_NRP2,4.924648052161336e-06,0.0020940545576138,1.43903700772951e-11,0,2.4266738450939906e-10
THBS1_ITGB1,4.924648052161336e-06,2.9852301950856527e-09,1.16765271262959e-25,0,5.322916762776119e-15
AFDN_NRXN2,4.924648052161336e-06,2.8181570162614135e-07,1.06413971622863e-10,0,1.5344829240133583e-11
HSPG2_ITGB1,4.928190021869816e-06,5.219374502152263e-06,2.59904966354947e-15,0,1.0083696324685442e-05
COL4A1_ITGB1,4.928190021869816e-06,1.9372043651750508e-12,1.71187950133857e-13,0,1.46266259198729e-10
CALM1_AQP1,4.981997661242482e-06,0.0,8.07520308652408e-20,0,9.88e-28
COL6A1_ITGB1,5.199124857989862e-06,1.1486653850312223e-09,7.207402682949051e-23,0,1.253957637481014e-20
LAMC3_ITGA6,6.228772426470408e-06,8.527550110493111e-09,3.45031573228791e-08,0,2.098326195632124e-16
LAMB1_ITGB1,6.363381247258317e-06,1.1262048959269943e-07,3.76225220001056e-23,0,6.083823470722334e-16
LAMB3_ITGB4,6.363381247258317e-06,0.0,7.018315917299e-45,0,1.2095044655579665e-23
LAMA5_ITGA6,6.363381247258317e-06,0.0034122577490254,5.96324575396899e-06,0,3.64393984772357e-08
TGFB3_ITGB1,6.523657816954329e-06,3.6693908078699884e-08,6.50671424252693e-20,0,3.700092649566147e-12
LAMA4_ITGB1,6.664647144754991e-06,4.6418992358103465e-08,6.47054424425536e-18,0,1.2132138716863778e-07
COL6A1_ITGA2,7.025227339578557e-06,8.998343098314387e-07,6.1782738677343104e-15,0,2.3286264730212003e-11
MDK_ITGA6,7.037104468423404e-06,1.1317448716479425e-07,0.0008242722084325,0,8.635430874293191e-09
COL5A2_ITGB1,7.037104468423404e-06,1.2795218972855485e-07,3.49120475688763e-20,0,1.6674349900780976e-08
CXCL14_CXCR4,7.276418910821074e-06,0.0258087410687005,2.5047230264339602e-15,0,1.5066775449398328e-10
THBS1_ITGA6,7.276418910821074e-06,0.0010544685957404,0.0001043099418956,0,7.2273451305685665e-12
LGALS3BP_ITGB1,7.276418910821074e-06,4.316176305252384e-10,5.15817735638443e-12,0,4.808603932146272e-12
CCL21_ADRA2A,7.276418910821074e-06,7.778022289032724e-05,4.50094442131252e-10,0,1.825994442803022e-18
FN1_ITGB1,7.276418910821074e-06,2.2083466935161924e-06,7.42002404260299e-17,0,7.006031846066649e-11
HMGB1_CXCR4,7.3080928716726336e-06,0.0006169287990679,3.54553490838403e-31,0,3.2054159407564475e-11
ZG16B_CXCR4,7.433789800635866e-06,1.824376409886863e-07,1.77012723293197e-42,0,2.1738621569926082e-14
FBN1_ITGB1,7.433789800635866e-06,5.041703467616859e-06,4.29071433552599e-18,0,3.870979572524407e-09
ADAM9_ITGA6,7.6212709520460175e-06,2.999874041085101e-06,2.52066935321204e-07,0,1.6401337875531346e-10
LIF_IL6ST,7.6212709520460175e-06,1.5545134623984325e-11,1.7064533272663702e-35,0,1.1060278097096149e-12
CXCL2_ADRA2A,7.640232447784099e-06,1.3782861383546443e-06,5.46873327820909e-08,0,4.304753319560243e-22
