,ligand,receptor,spc
VEGFA_NRP2,VEGFA,NRP2,1.0
PGF_NRP2,PGF,NRP2,0.9523809523809522
LGALS9_CD47,LGALS9,CD47,1.0
THBS2_CD47,THBS2,CD47,1.0
COL4A1_CD47,COL4A1,CD47,1.0
GNAS_ADORA1,GNAS,ADORA1,0.7488819828697036
AFDN_NECTIN4,AFDN,NECTIN4,0.9733990147783251
AFDN_F11R,AFDN,F11R,1.0
CD59_CD2,CD59,CD2,0.5100144538509188
MDK_TSPAN1,MDK,TSPAN1,0.8628820960698691
MDK_SDC4,MDK,SDC4,1.0
BMP2_ENG,BMP2,ENG,0.7885075818036712
ALOX5AP_ALOX5,ALOX5AP,ALOX5,0.4553834808259587
HLA-C_NOTCH4,HLA-C,NOTCH4,1.0
SPTBN2_PTPRA,SPTBN2,PTPRA,0.8520179372197311
MDK_SDC1,MDK,SDC1,1.0
LAMB2_ITGB1,LAMB2,ITGB1,0.6898477866219802
MDK_ITGB1,MDK,ITGB1,0.9733990147783251
ADAM9_ITGB1,ADAM9,ITGB1,0.9733990147783251
VEGFA_ITGB1,VEGFA,ITGB1,1.0
SPON2_ITGB2,SPON2,ITGB2,0.7885075818036712
ICAM2_ITGB2,ICAM2,ITGB2,0.8986720029106785
VEGFA_SIRPA,VEGFA,SIRPA,0.9536679536679536
ADAM9_ITGA6,ADAM9,ITGA6,0.9733990147783251
VIM_CD44,VIM,CD44,0.926829268292683
SEMA4D_PLXNB2,SEMA4D,PLXNB2,0.9801587301587302
CXCL17_GPR35,CXCL17,GPR35,0.43899404603216924
