,ligand,receptor,spc
COL1A1_ITGAV,COL1A1,ITGAV,0.9733990147783251
COL1A1_ITGB1,COL1A1,ITGB1,1.0
COL1A1_ITGA11,COL1A1,ITGA11,0.9733990147783251
COL1A1_ITGA2,COL1A1,ITGA2,0.9417596034696406
COL1A1_DDR1,COL1A1,DDR1,1.0
LAMA4_ITGA6,LAMA4,ITGA6,0.8473413379073758
LAMA4_ITGAV,LAMA4,ITGAV,0.9117755629383536
LAMA4_ITGB1,LAMA4,ITGB1,0.8229218723971348
HBEGF_CD44,HBEGF,CD44,0.24955166578262736
HBEGF_CD9,HBEGF,CD9,1.0
HBEGF_ERBB2,HBEGF,ERBB2,1.0
LTF_LRP1,LTF,LRP1,1.0
LTF_TFRC,LTF,TFRC,0.0524875
CD160_TNFRSF14,CD160,TNFRSF14,0.9733990147783251
FGF23_FGFR4,FGF23,FGFR4,0.6317135549872123
FGF23_FGFR1,FGF23,FGFR1,0.5241935483870968
FGF23_FGFR3,FGF23,FGFR3,0.16312513414895902
TGFB3_ENG,TGFB3,ENG,0.0494
TGFB3_ITGB1,TGFB3,ITGB1,1.0
TGFB3_ACVRL1,TGFB3,ACVRL1,1.0
TGFB3_ITGB6,TGFB3,ITGB6,0.8229218723971348
TGFB3_ITGB5,TGFB3,ITGB5,1.0
TNFSF10_RIPK1,TNFSF10,RIPK1,0.07417417417417417
TNFSF10_TNFRSF10B,TNFSF10,TNFRSF10B,0.15561505748936838
INHBA_ENG,INHBA,ENG,0.8229218723971348
INHBA_SMAD3,INHBA,SMAD3,1.0
C3_CD46,C3,CD46,0.9733990147783251
C3_ITGAX,C3,ITGAX,0.9733990147783251
C3_ADRA2A,C3,ADRA2A,0.926829268292683
C3_ITGB2,C3,ITGB2,0.9285714285714286
C3_CD81,C3,CD81,0.008233333333333334
LIF_IL6ST,LIF,IL6ST,0.16636917792072206
APOE_LDLR,APOE,LDLR,0.7175018155410312
APOE_LRP5,APOE,LRP5,0.7392442947998503
APOE_LSR,APOE,LSR,0.7135634840387115
APOE_SCARB1,APOE,SCARB1,0.9733990147783251
APOE_LRP8,APOE,LRP8,0.9536679536679536
LAMA5_SDC1,LAMA5,SDC1,1.0
LAMA5_ITGA6,LAMA5,ITGA6,1.0
LAMA5_BCAM,LAMA5,BCAM,1.0
LAMA5_ITGB1,LAMA5,ITGB1,1.0
LAMA5_ITGA2,LAMA5,ITGA2,0.9801587301587302
JAG1_CD46,JAG1,CD46,0.6726579520697168
JAG1_NOTCH4,JAG1,NOTCH4,0.3954689188648281
JAG1_NOTCH1,JAG1,NOTCH1,1.0
JAG1_NOTCH2,JAG1,NOTCH2,1.0
JAG1_NOTCH3,JAG1,NOTCH3,1.0
LAMC1_ITGA6,LAMC1,ITGA6,0.7135634840387115
LAMC1_ITGA1,LAMC1,ITGA1,1.0
LAMC1_ITGA7,LAMC1,ITGA7,0.926829268292683
LAMC1_ITGAV,LAMC1,ITGAV,0.9117755629383536
LAMC1_ITGB1,LAMC1,ITGB1,0.7215892491966112
LAMC1_ITGA2,LAMC1,ITGA2,1.0
IL1RN_IL1R1,IL1RN,IL1R1,0.9733990147783251
CCL21_ADRA2A,CCL21,ADRA2A,0.2911362564827911
MMP7_CD44,MMP7,CD44,0.9733990147783251
MMP7_SDC1,MMP7,SDC1,0.9733990147783251
MMP7_CD151,MMP7,CD151,0.9054252199413491
THBS1_CD47,THBS1,CD47,0.6726579520697168
THBS1_SDC1,THBS1,SDC1,1.0
THBS1_ITGB1,THBS1,ITGB1,0.7841269841269841
THBS1_LRP5,THBS1,LRP5,1.0
THBS1_SDC4,THBS1,SDC4,0.9801587301587302
THBS1_SCARB1,THBS1,SCARB1,0.5007856454964772
THBS1_ITGA6,THBS1,ITGA6,0.8628820960698691
ADAM10_GPNMB,ADAM10,GPNMB,0.4444444444444444
ADAM10_TSPAN15,ADAM10,TSPAN15,1.0
ADAM10_CD44,ADAM10,CD44,0.07763023493360573
ADAM10_CADM1,ADAM10,CADM1,0.926829268292683
ADAM10_TSPAN14,ADAM10,TSPAN14,0.6898477866219802
ADAM10_NOTCH1,ADAM10,NOTCH1,0.9801587301587302
ADAM10_MET,ADAM10,MET,1.0
ADAM10_TSPAN17,ADAM10,TSPAN17,0.9733990147783251
ADAM10_AXL,ADAM10,AXL,0.3585816426523427
VWF_SIRPA,VWF,SIRPA,1.0
CDH1_LRP5,CDH1,LRP5,0.9801587301587302
CDH1_IGF1R,CDH1,IGF1R,0.9733990147783251
CDH1_ERBB3,CDH1,ERBB3,0.9285714285714286
CDH1_PTPRM,CDH1,PTPRM,0.18173122907699665
CDH1_PTPRF,CDH1,PTPRF,0.8322102425876011
SEMA7A_ITGB1,SEMA7A,ITGB1,0.6726579520697168
SEMA7A_ITGA1,SEMA7A,ITGA1,0.7135634840387115
TIMP2_CD44,TIMP2,CD44,0.7135634840387115
TIMP2_ITGB1,TIMP2,ITGB1,0.6898477866219802
LGALS3BP_ITGB1,LGALS3BP,ITGB1,1.0
LAMC2_ITGA6,LAMC2,ITGA6,0.664290997108855
LAMC2_CD151,LAMC2,CD151,0.8229218723971348
LAMC2_ITGB1,LAMC2,ITGB1,0.8945224083295609
LAMC2_ITGA2,LAMC2,ITGA2,0.37483875863115557
LAMC2_COL17A1,LAMC2,COL17A1,0.09978991596638655
NID1_ITGB1,NID1,ITGB1,0.35122644863135444
NID1_PTPRF,NID1,PTPRF,1.0
ICAM1_ITGAX,ICAM1,ITGAX,0.7928101428342159
ICAM1_MUC1,ICAM1,MUC1,0.8322102425876011
ICAM1_ITGB2,ICAM1,ITGB2,1.0
VCAN_CD44,VCAN,CD44,0.8473413379073758
VCAN_ITGB1,VCAN,ITGB1,1.0
TIMP3_CD44,TIMP3,CD44,0.9733990147783251
TIMP3_MET,TIMP3,MET,0.988988988988989
LUM_ITGB1,LUM,ITGB1,0.5846499792887153
CGN_F11R,CGN,F11R,0.5100144538509188
CALM2_INSR,CALM2,INSR,0.16990541702493553
CALM2_AQP1,CALM2,AQP1,0.008233333333333334
APP_LRP10,APP,LRP10,0.7004608294930875
APP_PLD1,APP,PLD1,1.0
APP_TSPAN15,APP,TSPAN15,1.0
APP_TNFRSF21,APP,TNFRSF21,0.5007856454964772
APP_NCSTN,APP,NCSTN,0.8986720029106785
CALM3_INSR,CALM3,INSR,1.0
CALM3_AQP1,CALM3,AQP1,0.8322102425876011
TFF2_MUC6,TFF2,MUC6,0.01235
TFF1_MUC5AC,TFF1,MUC5AC,0.9733990147783251
TNFSF12_TNFRSF25,TNFSF12,TNFRSF25,0.6898477866219802
TNFSF12_TNFRSF12A,TNFSF12,TNFRSF12A,1.0
FGF19_FGFR1,FGF19,FGFR1,0.5758582502768549
FGF19_FGFR3,FGF19,FGFR3,0.6248418922337465
VCAM1_ITGB1,VCAM1,ITGB1,0.9733990147783251
VCAM1_ITGB2,VCAM1,ITGB2,0.3954689188648281
VCAM1_EZR,VCAM1,EZR,0.38654147104851333
VCAM1_MSN,VCAM1,MSN,1.0
ARPC5_LDLR,ARPC5,LDLR,0.9801587301587302
COL6A3_ITGB1,COL6A3,ITGB1,0.48939964335248665
COL6A3_ITGA2,COL6A3,ITGA2,0.48195121951219516
LIPH_LPAR4,LIPH,LPAR4,0.8945224083295609
LIPH_LPAR2,LIPH,LPAR2,1.0
MELTF_TFRC,MELTF,TFRC,0.8945224083295609
COL1A2_CD44,COL1A2,CD44,0.926829268292683
COL1A2_ITGB1,COL1A2,ITGB1,0.5178197064989518
COL1A2_ITGA11,COL1A2,ITGA11,0.9733990147783251
COL14A1_CD44,COL14A1,CD44,0.3954689188648281
COL6A2_ITGB1,COL6A2,ITGB1,0.7885075818036712
IL16_KCNJ15,IL16,KCNJ15,0.9733990147783251
CD14_ITGB1,CD14,ITGB1,0.9523809523809522
CD14_ITGB2,CD14,ITGB2,0.9733990147783251
COL3A1_ITGB1,COL3A1,ITGB1,0.40029171055830154
COL3A1_DDR1,COL3A1,DDR1,0.48920578332343034
FGB_ITGB1,FGB,ITGB1,0.5100144538509188
FGB_ITGB2,FGB,ITGB2,1.0
FGA_ITGAX,FGA,ITGAX,1.0
FGA_ITGB1,FGA,ITGB1,1.0
FGA_PLAUR,FGA,PLAUR,0.9733990147783251
FGA_ITGB2,FGA,ITGB2,1.0
SEMA4C_PLXNB2,SEMA4C,PLXNB2,0.7928101428342159
HAS2_CD44,HAS2,CD44,0.5298155298155298
EFEMP2_AQP1,EFEMP2,AQP1,1.0
GNAI2_EDNRA,GNAI2,EDNRA,1.0
GNAI2_ADORA1,GNAI2,ADORA1,0.09978991596638655
GNAI2_PTPRU,GNAI2,PTPRU,0.8125668229295171
AGTRAP_RACK1,AGTRAP,RACK1,0.014819999999999998
PKM_CD44,PKM,CD44,0.2911362564827911
MMP1_CD44,MMP1,CD44,0.36682260340090594
FBN1_ITGB1,FBN1,ITGB1,0.9733990147783251
PSEN1_NOTCH4,PSEN1,NOTCH4,1.0
PSEN1_CD44,PSEN1,CD44,0.3591290756424703
CSF1_SIRPA,CSF1,SIRPA,0.8229218723971348
JAG2_NOTCH4,JAG2,NOTCH4,0.9117755629383536
EFNA5_EPHB6,EFNA5,EPHB6,0.9733990147783251
EFNA5_EPHA2,EFNA5,EPHA2,0.9417596034696406
FBLN1_ITGB1,FBLN1,ITGB1,0.9733990147783251
COL7A1_ITGB1,COL7A1,ITGB1,0.8322102425876011
HSP90AA1_FGFR3,HSP90AA1,FGFR3,0.7910961646248699
FGG_ITGB1,FGG,ITGB1,0.9536679536679536
FGG_ITGB2,FGG,ITGB2,0.9733990147783251
CXCL14_CXCR4,CXCL14,CXCR4,1.0
RTN4_GJB2,RTN4,GJB2,0.9054252199413491
HMGB1_SDC1,HMGB1,SDC1,0.5241935483870968
HMGB1_CXCR4,HMGB1,CXCR4,0.9054252199413491
FN1_ITGA6,FN1,ITGA6,1.0
FN1_CD44,FN1,CD44,1.0
FN1_ITGB1,FN1,ITGB1,0.4041395672270627
COL18A1_ITGB1,COL18A1,ITGB1,0.16990541702493553
ADAM15_ITGB1,ADAM15,ITGB1,0.6813793103448277
CALM1_PTPRA,CALM1,PTPRA,0.46938096821701747
LAMC3_ITGA6,LAMC3,ITGA6,0.9536679536679536
LAMC3_ITGB1,LAMC3,ITGB1,1.0
COL6A1_ITGB1,COL6A1,ITGB1,0.9733990147783251
COL6A1_ITGA6,COL6A1,ITGA6,0.9733990147783251
TGM2_ITGB1,TGM2,ITGB1,0.9733990147783251
TGM2_SDC4,TGM2,SDC4,1.0
TGM2_ADGRG1,TGM2,ADGRG1,0.6726579520697168
THBS2_ITGB1,THBS2,ITGB1,0.7928101428342159
THBS2_NOTCH4,THBS2,NOTCH4,0.8229218723971348
THBS2_ITGA6,THBS2,ITGA6,0.8229218723971348
PTGS2_ALOX5,PTGS2,ALOX5,0.16404057845888192
SEMA4A_PLXNB2,SEMA4A,PLXNB2,0.9285714285714286
EFNA1_EPHB6,EFNA1,EPHB6,1.0
ADAM12_ITGB1,ADAM12,ITGB1,0.672108843537415
ADAM12_SDC4,ADAM12,SDC4,0.48920578332343034
S100A9_ITGB2,S100A9,ITGB2,0.988988988988989
COL5A1_ITGB1,COL5A1,ITGB1,0.8042328042328043
CEL_CXCR4,CEL,CXCR4,0.0524875
SPTAN1_PTPRA,SPTAN1,PTPRA,0.9536679536679536
PLAU_ITGB1,PLAU,ITGB1,0.3954689188648281
PLAU_ITGB2,PLAU,ITGB2,1.0
COL16A1_ITGB1,COL16A1,ITGB1,0.5178197064989518
HSPG2_SDC1,HSPG2,SDC1,0.9733990147783251
HSPG2_ITGB1,HSPG2,ITGB1,0.057368482173963536
HSPG2_FGFR1,HSPG2,FGFR1,0.9261342332208474
COL5A2_ITGB1,COL5A2,ITGB1,0.16636917792072206
COL5A2_DDR1,COL5A2,DDR1,0.8473413379073758
COL4A1_ITGB1,COL4A1,ITGB1,1.0
ACTR2_LDLR,ACTR2,LDLR,0.7885075818036712
AGRN_ITGB1,AGRN,ITGB1,0.6088992974238876
ZG16B_CXCR4,ZG16B,CXCR4,0.9733990147783251
LAMB3_CD151,LAMB3,CD151,1.0
LAMB3_ITGB1,LAMB3,ITGB1,0.9733990147783251
LAMB3_ITGA6,LAMB3,ITGA6,0.9801587301587302
AFDN_EPHB6,AFDN,EPHB6,0.43899404603216924
SPP1_CD44,SPP1,CD44,0.38654147104851333
SPP1_ITGB1,SPP1,ITGB1,1.0
LGALS9_CD44,LGALS9,CD44,0.07417417417417417
LGALS9_SLC1A5,LGALS9,SLC1A5,1.0
MDK_ITGA6,MDK,ITGA6,0.9523809523809522
LRPAP1_LDLR,LRPAP1,LDLR,0.5117845117845118
HSPA8_LDLR,HSPA8,LDLR,0.8473413379073758
S100A10_CFTR,S100A10,CFTR,0.057368482173963536
HSP90AA1_CFTR,HSP90AA1,CFTR,0.9733990147783251
PLAU_ITGA3,PLAU,ITGA3,1.0
LAMA4_ITGA3,LAMA4,ITGA3,0.16636917792072206
LGALS8_ITGA3,LGALS8,ITGA3,0.9733990147783251
NID1_ITGA3,NID1,ITGA3,0.4222222222222223
LAMC3_ITGA3,LAMC3,ITGA3,0.7928101428342159
THBS1_ITGA3,THBS1,ITGA3,1.0
CALR_ITGA3,CALR,ITGA3,1.0
TIMP2_ITGA3,TIMP2,ITGA3,0.8986720029106785
LAMB2_ITGA3,LAMB2,ITGA3,1.0
LAMA5_ITGA3,LAMA5,ITGA3,1.0
ADAM9_ITGA3,ADAM9,ITGA3,0.3951367781155015
LAMC1_ITGA3,LAMC1,ITGA3,0.8473413379073758
LAMB3_ITGA3,LAMB3,ITGA3,0.988988988988989
COL18A1_ITGA3,COL18A1,ITGA3,0.9733990147783251
LAMB1_ITGA3,LAMB1,ITGA3,0.9054252199413491
LAMC2_ITGA3,LAMC2,ITGA3,0.2911362564827911
FN1_ITGA3,FN1,ITGA3,0.9733990147783251
APP_CD74,APP,CD74,0.017963636363636366
SLPI_CD4,SLPI,CD4,0.16990541702493553
IL16_CD4,IL16,CD4,0.6898477866219802
CALM1_SCTR,CALM1,SCTR,0.3954689188648281
CALM2_KCNQ1,CALM2,KCNQ1,0.7495069033530571
CALM1_KCNQ1,CALM1,KCNQ1,0.9285714285714286
CALM3_KCNQ1,CALM3,KCNQ1,1.0
LTB_TNFRSF1A,LTB,TNFRSF1A,0.9733990147783251
LAMC3_ITGB4,LAMC3,ITGB4,1.0
LAMB2_ITGB4,LAMB2,ITGB4,0.9733990147783251
LAMA5_ITGB4,LAMA5,ITGB4,0.8229218723971348
LAMC1_ITGB4,LAMC1,ITGB4,0.2408111533586819
LAMB3_ITGB4,LAMB3,ITGB4,0.7841269841269841
LAMB1_ITGB4,LAMB1,ITGB4,0.8229218723971348
LAMC2_ITGB4,LAMC2,ITGB4,0.07417417417417417
HBEGF_CD82,HBEGF,CD82,1.0
LTB_LTBR,LTB,LTBR,0.988988988988989
CD55_ADGRE5,CD55,ADGRE5,0.988988988988989
AGRN_LRP1,AGRN,LRP1,0.057368482173963536
GPC3_LRP1,GPC3,LRP1,1.0
PDGFB_LRP1,PDGFB,LRP1,0.16404057845888192
A2M_LRP1,A2M,LRP1,0.9733990147783251
SERPINA1_LRP1,SERPINA1,LRP1,0.5846153846153846
HSPG2_LRP1,HSPG2,LRP1,1.0
APOE_LRP1,APOE,LRP1,0.8520179372197311
HSP90B1_LRP1,HSP90B1,LRP1,0.11084559029764508
MDK_LRP1,MDK,LRP1,0.683547806835478
PLAU_LRP1,PLAU,LRP1,0.9733990147783251
LRPAP1_LRP1,LRPAP1,LRP1,0.5100144538509188
C3_LRP1,C3,LRP1,0.36682260340090594
THBS1_LRP1,THBS1,LRP1,1.0
HSP90AA1_LRP1,HSP90AA1,LRP1,0.7495069033530571
CALR_LRP1,CALR,LRP1,0.5
C1QB_LRP1,C1QB,LRP1,0.3951367781155015
VWF_LRP1,VWF,LRP1,0.9733990147783251
APP_LRP1,APP,LRP1,0.008233333333333334
PSAP_LRP1,PSAP,LRP1,0.07763023493360573
COL4A2_CD93,COL4A2,CD93,1.0
COL1A2_CD93,COL1A2,CD93,1.0
COL4A1_CD93,COL4A1,CD93,1.0
C1QA_CD93,C1QA,CD93,0.057368482173963536
HLA-B_CANX,HLA-B,CANX,0.8628820960698691
GSTP1_TRAF2,GSTP1,TRAF2,1.0
S100A9_CD68,S100A9,CD68,1.0
AFDN_NECTIN2,AFDN,NECTIN2,0.9733990147783251
LRPAP1_SORT1,LRPAP1,SORT1,0.0456
PSAP_SORT1,PSAP,SORT1,0.4189280868385346
PSEN1_NOTCH2,PSEN1,NOTCH2,0.9733990147783251
ADAM10_NOTCH2,ADAM10,NOTCH2,1.0
APP_NOTCH2,APP,NOTCH2,0.36682260340090594
JAG2_NOTCH2,JAG2,NOTCH2,0.36682260340090594
PDGFB_PDGFRA,PDGFB,PDGFRA,0.2927927927927928
CD14_RIPK1,CD14,RIPK1,0.9733990147783251
CALR_HLA-F,CALR,HLA-F,0.014819999999999998
B2M_HLA-F,B2M,HLA-F,0.8229218723971348
PLAU_ITGAV,PLAU,ITGAV,1.0
SPP1_ITGAV,SPP1,ITGAV,0.7135634840387115
NID1_ITGAV,NID1,ITGAV,1.0
PDGFB_ITGAV,PDGFB,ITGAV,0.16312513414895902
CALR_ITGAV,CALR,ITGAV,0.5100144538509188
FGG_ITGAV,FGG,ITGAV,0.08620163154909914
FGA_ITGAV,FGA,ITGAV,0.8229218723971348
MFGE8_ITGAV,MFGE8,ITGAV,0.020583333333333332
FGB_ITGAV,FGB,ITGAV,0.9733990147783251
FBN1_ITGAV,FBN1,ITGAV,0.008233333333333334
AZGP1_ITGAV,AZGP1,ITGAV,1.0
ADAM9_ITGAV,ADAM9,ITGAV,0.9733990147783251
VEGFA_ITGAV,VEGFA,ITGAV,0.16636917792072206
ADAM15_ITGAV,ADAM15,ITGAV,1.0
COL1A2_ITGAV,COL1A2,ITGAV,0.9801587301587302
COL4A1_ITGAV,COL4A1,ITGAV,1.0
FN1_ITGAV,FN1,ITGAV,0.5007856454964772
SAA1_SCARB1,SAA1,SCARB1,0.9536679536679536
PDGFB_PDGFRB,PDGFB,PDGFRB,0.3954689188648281
MFGE8_PDGFRB,MFGE8,PDGFRB,0.01235
CALM1_KCNN4,CALM1,KCNN4,0.09978991596638655
PSEN1_NOTCH3,PSEN1,NOTCH3,0.9733990147783251
THBS2_NOTCH3,THBS2,NOTCH3,0.8628820960698691
SCGB3A1_NOTCH3,SCGB3A1,NOTCH3,0.008233333333333334
JAG2_NOTCH3,JAG2,NOTCH3,0.7647058823529412
APP_APLP2,APP,APLP2,0.6309067688378033
HLA-A_APLP2,HLA-A,APLP2,0.8229218723971348
GPC3_CD81,GPC3,CD81,0.5241935483870968
CD99_CD81,CD99,CD81,0.9733990147783251
AFDN_NECTIN1,AFDN,NECTIN1,0.4377880184331797
BMP2_GPC1,BMP2,GPC1,1.0
APP_GPC1,APP,GPC1,0.8229218723971348
COL18A1_GPC1,COL18A1,GPC1,0.8229218723971348
VEGFA_GPC1,VEGFA,GPC1,0.48195121951219516
NLGN2_NRXN2,NLGN2,NRXN2,1.0
AFDN_NRXN2,AFDN,NRXN2,1.0
GPC3_IGF1R,GPC3,IGF1R,1.0
INS_IGF1R,INS,IGF1R,0.4222222222222223
GNAI2_IGF1R,GNAI2,IGF1R,1.0
S100A4_ERBB2,S100A4,ERBB2,1.0
SEMA4D_ERBB2,SEMA4D,ERBB2,1.0
HLA-A_ERBB2,HLA-A,ERBB2,1.0
HSP90B1_ERBB2,HSP90B1,ERBB2,0.48195121951219516
HSP90AA1_ERBB2,HSP90AA1,ERBB2,0.06974150466590431
PSEN1_NOTCH1,PSEN1,NOTCH1,1.0
MFAP2_NOTCH1,MFAP2,NOTCH1,0.3951367781155015
JAG2_NOTCH1,JAG2,NOTCH1,0.7928101428342159
PLAU_ST14,PLAU,ST14,0.9054252199413491
SPINT1_ST14,SPINT1,ST14,1.0
GNAI2_ADRA2A,GNAI2,ADRA2A,0.5007856454964772
AGT_ADRA2A,AGT,ADRA2A,0.6438998957247133
SAA1_ADRA2A,SAA1,ADRA2A,0.4444444444444444
CXCL2_ADRA2A,CXCL2,ADRA2A,0.988988988988989
APP_ADRA2A,APP,ADRA2A,1.0
CXCL1_ADRA2A,CXCL1,ADRA2A,1.0
PPY_ADRA2A,PPY,ADRA2A,0.926829268292683
CXCL16_ADRA2A,CXCL16,ADRA2A,1.0
ANXA1_ADRA2A,ANXA1,ADRA2A,0.9733990147783251
COL6A1_ITGA1,COL6A1,ITGA1,1.0
COL5A1_ITGA1,COL5A1,ITGA1,1.0
COL6A2_ITGA1,COL6A2,ITGA1,0.7439759036144579
COL6A3_ITGA1,COL6A3,ITGA1,0.9054252199413491
COL5A2_ITGA1,COL5A2,ITGA1,0.5100144538509188
COL1A2_ITGA1,COL1A2,ITGA1,1.0
COL4A1_ITGA1,COL4A1,ITGA1,0.9733990147783251
FBN1_ITGB6,FBN1,ITGB6,0.8322102425876011
FN1_ITGB6,FN1,ITGB6,0.9733990147783251
CSF1_CSF1R,CSF1,CSF1R,0.6898477866219802
GNAS_PTGIR,GNAS,PTGIR,1.0
FGF19_FGFR4,FGF19,FGFR4,0.9054252199413491
PLAU_ITGA5,PLAU,ITGA5,0.9733990147783251
SPP1_ITGA5,SPP1,ITGA5,0.8042328042328043
FGG_ITGA5,FGG,ITGA5,0.3794162826420891
FGA_ITGA5,FGA,ITGA5,0.8082460732984293
FGB_ITGA5,FGB,ITGA5,0.9417596034696406
FBN1_ITGA5,FBN1,ITGA5,0.3954689188648281
COL18A1_ITGA5,COL18A1,ITGA5,0.8610021786492374
ADAM15_ITGA5,ADAM15,ITGA5,0.9733990147783251
FN1_ITGA5,FN1,ITGA5,0.8042328042328043
WNT7B_LRP5,WNT7B,LRP5,1.0
DKK1_LRP5,DKK1,LRP5,0.16636917792072206
PSEN1_NCSTN,PSEN1,NCSTN,1.0
FN1_IL17RC,FN1,IL17RC,1.0
PLAU_ITGB5,PLAU,ITGB5,1.0
SPP1_ITGB5,SPP1,ITGB5,1.0
TLN1_ITGB5,TLN1,ITGB5,0.988988988988989
COL4A2_ITGB5,COL4A2,ITGB5,1.0
ADAM9_ITGB5,ADAM9,ITGB5,1.0
COL18A1_ITGB5,COL18A1,ITGB5,0.6898477866219802
LTBP3_ITGB5,LTBP3,ITGB5,1.0
LTBP1_ITGB5,LTBP1,ITGB5,1.0
MST1_MST1R,MST1,MST1R,0.5007856454964772
LAMC3_ITGA2,LAMC3,ITGA2,1.0
COL6A1_ITGA2,COL6A1,ITGA2,0.988988988988989
COL6A2_ITGA2,COL6A2,ITGA2,0.9733990147783251
MMP1_ITGA2,MMP1,ITGA2,0.7346817370612729
HSPG2_ITGA2,HSPG2,ITGA2,0.9801587301587302
LAMB3_ITGA2,LAMB3,ITGA2,0.9733990147783251
COL1A2_ITGA2,COL1A2,ITGA2,0.9733990147783251
COL4A1_ITGA2,COL4A1,ITGA2,1.0
FN1_ITGA2,FN1,ITGA2,0.8945224083295609
COL7A1_ITGA2,COL7A1,ITGA2,0.988988988988989
COL3A1_ITGA2,COL3A1,ITGA2,0.12835169403450428
GAS6_AXL,GAS6,AXL,0.9733990147783251
LRPAP1_LRP8,LRPAP1,LRP8,0.9733990147783251
INS_INSR,INS,INSR,0.9733990147783251
ARF1_INSR,ARF1,INSR,0.6898477866219802
HRAS_INSR,HRAS,INSR,0.5241935483870968
CALM1_INSR,CALM1,INSR,0.8125668229295171
FN1_ROBO4,FN1,ROBO4,0.9733990147783251
CD6_ALCAM,CD6,ALCAM,0.37483875863115557
S100A9_ALCAM,S100A9,ALCAM,0.9733990147783251
PLAU_MRC2,PLAU,MRC2,0.16312513414895902
LGALS9_MRC2,LGALS9,MRC2,1.0
CALM1_AQP1,CALM1,AQP1,0.008233333333333334
C1QA_CSPG4,C1QA,CSPG4,0.8945224083295609
C4B_CD46,C4B,CD46,0.8355179704016914
SEMA4A_PLXND1,SEMA4A,PLXND1,0.9733990147783251
SEMA4D_MET,SEMA4D,MET,0.9054252199413491
AFDN_EPHB3,AFDN,EPHB3,0.9733990147783251
FAM3C_LAMP1,FAM3C,LAMP1,0.7703703703703704
PLAU_PLAUR,PLAU,PLAUR,0.16312513414895902
FN1_PLAUR,FN1,PLAUR,0.8610021786492374
LAMB3_COL17A1,LAMB3,COL17A1,1.0
MDK_SDC3,MDK,SDC3,0.9054252199413491
COL5A1_SDC3,COL5A1,SDC3,0.8520179372197311
PLAU_IGF2R,PLAU,IGF2R,1.0
EFNA1_EPHA2,EFNA1,EPHA2,0.8986720029106785
SEMA4D_PLXNB1,SEMA4D,PLXNB1,0.9733990147783251
SEMA4A_PLXNB1,SEMA4A,PLXNB1,0.9733990147783251
S100A10_TRPV6,S100A10,TRPV6,0.5328443533599396
B2M_TFRC,B2M,TFRC,0.3591290756424703
SEMA3B_NRP2,SEMA3B,NRP2,0.9117755629383536
