,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
ITGA5,0.11918346790593531,4.0099005875759985e-06,0.0007408977855645652,1.9916261334573804e-06,0.000999000999000999,0.0006708902975415022,8.728258650258053e-06,4.169266860774809e-06,0.0020156994126625362
AGR2,0.11863932656577734,4.4014725429919466e-06,0.0007408977855645652,1.069068055858935e-06,0.000999000999000999,0.0006268931332953313,9.543363738320923e-06,2.2912706681062657e-06,0.0020156994126625362
CD46,0.1174591302114367,5.380083989758866e-06,0.0007408977855645652,8.335021379535235e-06,0.001998001998001998,0.0007394853710182089,1.1530817491107615e-05,1.6196989665454787e-05,0.003644068349950703
IL13RA1,0.11671417889802727,6.101286709636611e-06,0.0007408977855645652,5.601346217964931e-07,0.000999000999000999,0.0005693123035433622,1.29920511212519e-05,1.2351289309546535e-06,0.0020156994126625362
CLDN4,0.1155929143138615,7.363140653637856e-06,0.0007408977855645652,1.0107952430948863e-05,0.000999000999000999,0.0007271665484412953,1.5571689271675967e-05,1.9439773184943812e-05,0.0020156994126625362
EPHB4,0.11500025900025923,8.12699755192714e-06,0.0007408977855645652,6.170100608215989e-07,0.000999000999000999,0.0005634710800279255,1.7057831266380355e-05,1.3541223552675358e-06,0.0020156994126625362
LPAR4,0.11288479136269292,1.1516858955840092e-05,0.0007408977855645652,1.1622749160888901e-06,0.000999000999000999,0.0005745205483213074,2.378815315786216e-05,2.4786611794773005e-06,0.0020156994126625362
SCUBE2,0.10957716419901639,1.963493764600699e-05,0.0007408977855645652,4.386556308189071e-06,0.000999000999000999,0.0005965351658543619,3.941819676344065e-05,8.812588465083948e-06,0.0020156994126625362
ITGB6,0.10869937751797067,2.2567754179747546e-05,0.0007408977855645652,1.250896769056098e-06,0.000999000999000999,0.0005399710946400565,4.509510779705372e-05,2.6585128972208995e-06,0.0020156994126625362
F3,0.10856287642001734,2.3059575299688717e-05,0.0007408977855645652,9.84339012632951e-07,0.002997002997002997,0.000534294110157214,4.597909601556367e-05,2.1153623525238733e-06,0.00515924544302089
MCAM,0.10720337812987343,2.854525379425432e-05,0.0007408977855645652,4.474746659877127e-06,0.001998001998001998,0.0005726564748113563,5.6214206572241837e-05,8.983295362868434e-06,0.003644068349950703
CD82,0.10494479156335793,4.047876470170131e-05,0.0007408977855645652,2.3337974616621793e-05,0.000999000999000999,0.0006511309372026565,7.822437181447195e-05,4.264873488387892e-05,0.0020156994126625362
IL1R1,0.10310162179556187,5.356853143656526e-05,0.0007408977855645652,3.8861291713487844e-05,0.004995004995004995,0.0006779742126105613,0.00010214074955499512,6.938095619097109e-05,0.008043024488494772
ADIPOR1,0.10071366131789966,7.651427753929685e-05,0.0007408977855645652,2.280614850680429e-05,0.003996003996003996,0.0006101808084688275,0.00014281812138689488,4.173151305458188e-05,0.006631489236306364
SCARB1,0.10035643273697765,8.06550955251284e-05,0.0007408977855645652,3.220665447201121e-05,0.000999000999000999,0.0006170113192070134,0.00014999536425382924,5.803853361585229e-05,0.0020156994126625362
IL15RA,0.100002079732602,8.497022177000879e-05,0.0007408977855645652,1.1623228266199881e-05,0.003996003996003996,0.0005516604820219427,0.00015707810788288145,2.210195466904993e-05,0.006631489236306364
EPHB3,0.09893306123334418,9.93411587013604e-05,0.0007408977855645652,5.6001921600046245e-06,0.000999000999000999,0.0005042257508722332,0.00018213633597644296,1.1146459502491373e-05,0.0020156994126625362
HLA-F,0.09891885416315942,9.954669018763518e-05,0.0007408977855645652,1.894026623039391e-05,0.002997002997002997,0.0005802554479474592,0.00018245024806963703,3.5059909065283056e-05,0.00515924544302089
ITGB5,0.0966530303255628,0.00013795812990180512,0.0007408977855645652,6.270676212982718e-05,0.000999000999000999,0.0006271395916834925,0.0002480490731256361,0.00010892201663447415,0.0020156994126625362
IFNAR2,0.0917318262003159,0.0002740017720673782,0.0007408977855645652,4.810891890760782e-05,0.001998001998001998,0.0005541097879338831,0.0004732912070281763,8.507473904415692e-05,0.003644068349950703
ITGB1,0.08721713966606896,0.0005004720748236213,0.0007408977855645652,0.000108797890420953,0.003996003996003996,0.00055613114986741,0.0008295618204902379,0.0001828368041069975,0.006631489236306364
PTPRK,0.08715208480868643,0.0005047400535591606,0.0007408977855645652,0.0004433699030310656,0.00999000999000999,0.0006801572180946543,0.0008359132053758854,0.0006927344425577763,0.014832201583997276
ACVRL1,0.08667732735131217,0.0005369218131452413,0.0007408977855645652,0.0003810194344296969,0.003996003996003996,0.000650480408804533,0.0008844629985724888,0.0005990120820920642,0.006631489236306364
ROBO4,0.08627508746087226,0.0005656622518781518,0.0007408977855645652,7.531363210855346e-05,0.002997002997002997,0.0005255629944753521,0.000929885427903377,0.0001288946276595636,0.00515924544302089
VSIR,0.08489766704619056,0.0006752012372470695,0.0007408977855645652,0.0007084425786649806,0.004995004995004995,0.0007065070151226016,0.0010989495786164756,0.0010814600742694903,0.008043024488494772
ADIPOR2,0.08376639607143505,0.0007794586042177976,0.0007408977855645652,0.0003779104441719028,0.004995004995004995,0.0006056030872151256,0.0012594552606078541,0.0005946202957212827,0.008043024488494772
F11R,0.08334513852753327,0.0008219306569822171,0.0007408977855645652,4.1106922931688494e-05,0.002997002997002997,0.0004547789619569382,0.0013242479782383815,7.32495967055407e-05,0.00515924544302089
KCNN4,0.08319122321696026,0.0008379727010261462,0.0007408977855645652,0.00040580122166467003,0.012987012987012988,0.0006158379531295922,0.0013489257699529629,0.0006359945571779061,0.018594284115064003
CXCR4,0.08015110327933025,0.0012200751381106212,0.0007408977855645652,0.0009689544302226016,0.027972027972027972,0.000654538790209099,0.0019213429305291695,0.0014552569093305543,0.03668042483831957
CSPG4,0.07897244161869099,0.0014069733499998405,0.0007408977855645652,0.0007472247323078163,0.006993006993006993,0.0006021458301186517,0.0021946110302820316,0.001136001424955032,0.010841103341103341
IGF2R,0.07808400853013257,0.0015647437914546591,0.0007408977855645652,0.0005327655069037318,0.007992007992007992,0.0005679703955543083,0.0024230951998081168,0.0008245602590210004,0.012213416375519332
PTPRU,0.07508187723893532,0.0022245447951469988,0.0007408977855645652,0.0005223780186194293,0.002997002997002997,0.0005348183033756784,0.003381041530968246,0.0008093813775444295,0.00515924544302089
PLXNA2,0.07357451940101141,0.002643124997678492,0.0007408977855645652,0.00036499017735702743,0.002997002997002997,0.00048018199621268867,0.0039696664725628805,0.0005752641004884412,0.00515924544302089
NPTN,0.06772939413575889,0.005021988311375791,0.0007408977855645652,0.0019989872258524555,0.017982017982017984,0.0005614381651226503,0.0072423040738471035,0.0028798006472593066,0.024724720955319628
CD2,0.06714418404073544,0.005342859316176951,0.0007408977855645652,0.0018076619118607695,0.00999000999000999,0.0005376883391285921,0.00766936672931676,0.002616328093904293,0.014832201583997276
EPHA2,0.0658451487539086,0.006121057638325489,0.0007408977855645652,0.0026399024619460087,0.01098901098901099,0.000571829057638469,0.008714699663136366,0.0037565771647426506,0.016139386928860616
ITGAX,0.06461677663804893,0.00694764698947381,0.0007408977855645652,0.00281171678616543,0.02097902097902098,0.0005369311857145051,0.009794093924792456,0.003986837241765566,0.02827430960732096
NRXN2,0.06028522520119107,0.010700780073459426,0.0007408977855645652,0.006912527938527369,0.02197802197802198,0.0005830163270383006,0.014745939158019025,0.009323059068371496,0.029464170228042437
OSMR,0.059853939412668526,0.011157011927619531,0.0007408977855645652,0.007808336112353542,0.024975024975024976,0.0005959305094257973,0.015321674106310187,0.01044793187318272,0.03311608799848287
TRAF2,0.0582770838978808,0.012972020574635978,0.0007408977855645652,0.0026729150920876688,0.017982017982017984,0.00044583077868947556,0.017589127023091206,0.003800646911832173,0.024724720955319628
RXRA,0.05723904096586159,0.014301608137840094,0.0007408977855645652,0.005039786449153261,0.01998001998001998,0.0004853040675714495,0.019260925438534162,0.006914220298113163,0.0270848898490385
PTPRM,0.05698715632926167,0.014641395086171127,0.0007408977855645652,0.005640172160447543,0.03196803196803197,0.0004972525357976516,0.019694776084820696,0.007700049126090444,0.041251696280598014
RAMP3,0.056116164318412355,0.015870406221547895,0.0007408977855645652,0.017855378837337565,0.04795204795204795,0.0006760321499128729,0.021262469401636758,0.022839988377534027,0.05931302739813378
RIPK1,0.05475042026457511,0.01797536678542011,0.0007408977855645652,0.02457022543728682,0.03696303696303696,0.0007376169948953051,0.023945315714338423,0.030849590138469683,0.047012467933160725
APLNR,0.05399595397478196,0.019237117991449337,0.0007408977855645652,0.02433269308018582,0.04095904095904096,0.000728096558285099,0.025501747152085214,0.030578869642088956,0.05162430162430163
IL17RA,0.05396223659972132,0.019295220823513648,0.0007408977855645652,0.008630997250376526,0.025974025974025976,0.0005171917310123655,0.02557269708288522,0.011493580447232497,0.03427785267463679
LRP8,0.05358404632270423,0.019957211797385743,0.0007408977855645652,0.009090283177328962,0.025974025974025976,0.0005276309613383602,0.026412425667823057,0.012050563043390247,0.03427785267463679
GPR35,0.05289506526708781,0.021212785612930274,0.0007408977855645652,0.006621397345823232,0.02097902097902098,0.00045496069088022436,0.027954794924619563,0.008954208526057538,0.02827430960732096
TSPAN15,0.05289038022739408,0.021221547067105884,0.0007408977855645652,0.008097770605086207,0.030969030969030968,0.0004784944104236645,0.027959738947478267,0.010817055468402614,0.04005519393700158
SLC37A1,0.050389773431678136,0.026355514252695333,0.0007408977855645652,0.021481425677227328,0.055944055944055944,0.0006192196456332905,0.03425480322410169,0.027234856134621926,0.0680522616006487
ALOX5,0.04893107549768378,0.02980342667059166,0.0007408977855645652,0.023380802122087374,0.052947052947052944,0.0005765216860499205,0.03835206922955316,0.029488871557823645,0.06478787601348443
NEO1,0.04860020705719916,0.030635488770084263,0.0007408977855645652,0.01802937993996656,0.04295704295704296,0.0005486643590929219,0.039350210086499485,0.023046717692385105,0.05376614863046799
SSTR2,0.0482933800799665,0.03142419468570323,0.0007408977855645652,0.011323171071114135,0.02097902097902098,0.0004533544307825406,0.04030761446584917,0.014841385098141847,0.02827430960732096
TNFRSF1B,0.04484025844220731,0.041512280504030885,0.0007408977855645652,0.0368086836227387,0.04895104895104895,0.0005981617564436665,0.05210977001641844,0.04511953949011744,0.060414817380761654
TNFRSF14,0.044061622838367134,0.044116393815895494,0.0007408977855645652,0.027206551446508298,0.03796203796203796,0.0005243780518937205,0.055155374974577225,0.033976228154612396,0.04817329101094449
EDNRA,0.04336554917950273,0.046554425018794254,0.0007408977855645652,0.03357714805992906,0.056943056943056944,0.0005388633722467344,0.05802149308394165,0.04135821304843613,0.069056758104998
DCHS1,0.04326001895887593,0.046933314480309685,0.0007408977855645652,0.04852411581380345,0.05094905094905095,0.0007145567123976844,0.058467595561296506,0.05847831793496805,0.06264521994859074
NOTCH1,0.04267498691645078,0.04907884632884085,0.0007408977855645652,0.03293009917751921,0.054945054945054944,0.0005347571004660671,0.06096350798158487,0.040588092647909614,0.06701231460846845
ITGA1,0.041704513026352086,0.052809991224768815,0.0007408977855645652,0.04742129316127319,0.061938061938061936,0.0005690624394990767,0.06522074818000326,0.057260544598240086,0.07445107122040139
DSG2,0.03940652065754898,0.06254274246413682,0.0007408977855645652,0.03636063084676011,0.056943056943056944,0.0004957865950391415,0.07627863760759344,0.04459971005621279,0.069056758104998
NECTIN4,0.03876076887290612,0.06551543893712164,0.0007408977855645652,0.02882394741408656,0.04495504495504495,0.00042377643558541485,0.07962551436749195,0.035823596875800084,0.05595319043133494
PLXNA3,0.03454453613326479,0.08768467735259144,0.0007408977855645652,0.06241736014099719,0.07992007992007992,0.0004988964657519849,0.10414304837301827,0.07391285528260244,0.09384261856384726
ALCAM,0.03413561591884099,0.09010183278008799,0.0007408977855645652,0.10517059444788246,0.0919080919080919,0.0007573631775861016,0.10676397637912337,0.12042615667083134,0.1065293999873439
TNFRSF10B,0.03192156793020907,0.10405354530280064,0.0007408977855645652,0.08412040493072315,0.09090909090909091,0.0005090471642436604,0.1219749708748016,0.0975838661231274,0.10548100548100549
CADM1,0.026857689158660592,0.14169199787542053,0.0007408977855645652,0.11206275010994071,0.1028971028971029,0.0005100077061300295,0.16187984445091544,0.12763718538032226,0.11808939569581149
LMBR1L,0.026378568783502285,0.1456792076883403,0.0007408977855645652,0.10118751600853737,0.07492507492507493,0.0004419524374264612,0.1659933969188704,0.11607965608296959,0.08868649907886388
ADORA1,0.02536053469976171,0.15439950359276433,0.0007408977855645652,0.11073656604843274,0.11588411588411589,0.0004441117971413767,0.17500073711438216,0.12633294667136205,0.13147982328710117
PLXNA1,0.024803420818272626,0.15931484047523736,0.0007408977855645652,0.1462289322795316,0.15284715284715283,0.0005065518651242016,0.17984144916915448,0.1635150613207906,0.1689857290095008
RAMP2,0.02343877032520335,0.17178304338337602,0.0007408977855645652,0.1498859114975455,0.12287712287712288,0.0005086892609015884,0.1925916362239095,0.1671355188946656,0.13870898518956773
BDKRB2,0.021072432824813074,0.19483744901977307,0.0007408977855645652,0.13061283039693983,0.12987012987012986,0.00039049756254728215,0.216094555441048,0.14744138479881091,0.14557244322257376
IL17RC,0.020237673850050226,0.20339964392859877,0.0007408977855645652,0.19690245197711032,0.18681318681318682,0.0005130087104354114,0.22465335696922814,0.21513558819190537,0.20331598978244844
FGFRL1,0.020046878601095365,0.20538771285289914,0.0007408977855645652,0.1503767780034757,0.1258741258741259,0.0004215563928032656,0.22658011967424987,0.16756766987378172,0.14174808242604856
MET,0.01959572811432338,0.21013432808642774,0.0007408977855645652,0.19919301095680608,0.17182817182817184,0.0004995443591551722,0.23153801326048673,0.217340409413477,0.18803392685745626
ROR2,0.01798927882568063,0.22755086052714013,0.0007408977855645652,0.22316864863458408,0.21678321678321677,0.00048278624677880873,0.2487681395890243,0.24137678837783214,0.23333985204766303
PTGIR,0.016580253823152858,0.24347395099506475,0.0007408977855645652,0.21130447049522683,0.18181818181818182,0.00046382958608189457,0.26456933810425554,0.22965730279140426,0.19826636825464494
TNFRSF25,0.016106839118051025,0.24895595745388666,0.0007408977855645652,0.20283095305623777,0.2087912087912088,0.0004029907905823715,0.26995715839272105,0.22113685270694727,0.22543310819573154
ESAM,0.01554262554051716,0.25557421335709885,0.0007408977855645652,0.23948533425564744,0.14185814185814186,0.0005102438815006427,0.27653347901240183,0.25767643155596076,0.15799447010782075
COL17A1,0.011042725390551395,0.3114547020674987,0.0007408977855645652,0.31123217898859656,0.22077922077922077,0.0005031218377307668,0.33052456593244156,0.327980889527069,0.23732065315270243
ITGB2,0.010616529720645678,0.3170110450669261,0.0007408977855645652,0.2927122528481204,0.26873126873126874,0.00044684021648790947,0.3356552158069654,0.31010385025538345,0.2844820202559201
NECTIN1,0.009256411727341953,0.33501575381564286,0.0007408977855645652,0.3279779175204256,0.27472527472527475,0.0004920627433354551,0.35311103343628003,0.34297259840387767,0.2904417045352829
APCDD1,0.008746341007328757,0.3418697599907524,0.0007408977855645652,0.32608586273373685,0.3046953046953047,0.00045863412309617293,0.359249695068422,0.3413138034352936,0.31886452193971415
NRP2,0.004446930621649466,0.40152109995993057,0.0007408977855645652,0.408138963754759,0.34965034965034963,0.00042343957844059464,0.41374296792185555,0.41762766011623115,0.3615709841390775
IL11RA,0.0020222035480858464,0.43631010840685347,0.0007408977855645652,0.4749944321471008,0.32867132867132864,0.0005691506299142751,0.4442705190692664,0.4780782553314643,0.3421590534069549
OGFR,0.0015207627728597046,0.4435759430655394,0.0007408977855645652,0.4582523526072009,0.43456543456543456,0.00041312380528082016,0.45070456676527787,0.4628970823349843,0.44032492561904324
PVR,0.0014825856444451678,0.4441299361050002,0.0007408977855645652,0.45952274873734933,0.3876123876123876,0.0004626055785585468,0.4511629365493276,0.4640963555380287,0.3970750248283288
NOTCH4,-0.00017670484781095053,0.4682989073643873,0.0007408977855645652,0.4968209838468748,0.41858141858141856,0.00041129951389325283,0.473131101013875,0.49708818767468776,0.4259075473296075
TNFRSF4,-0.004526191584125478,0.46802050734483147,0.0007408977855645652,0.41437297971380876,0.47652347652347654,0.0005850133397579445,0.47295832142900174,0.42324590039948146,0.47858152285001304
NPTXR,-0.0104523038989058,0.3828657265518384,0.0007408977855645652,0.3211935940656424,0.3646353646353646,0.0004960098000489503,0.39724559175196966,0.33688807526411396,0.37553607123638494
LPAR2,-0.01574389260276971,0.3112297102475925,0.0007408977855645652,0.21186654897827328,0.024975024975024976,0.00032684265186064693,0.33034861409125404,0.23017854970756144,0.03311608799848287
ITGA7,-0.015925306832216855,0.30887821267365634,0.0007408977855645652,0.2254986273623426,0.24475524475524477,0.0004392292300475627,0.328102265879649,0.24375514997273565,0.2610816171595988
