,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
PLD1,0.13062233993207079,5.174039681143938e-07,0.0007408977855645652,3.492892508560885e-08,0.000999000999000999,0.000585383378198428,1.2462803392518049e-06,8.812763603199955e-08,0.0020156994126625362
IL4R,0.12900370313515436,6.984905668305785e-07,0.0007408977855645652,3.48140008710196e-07,0.000999000999000999,0.0006790742618914688,1.6574302098135453e-06,7.856730241049754e-07,0.0020156994126625362
IGF1R,0.12869996847952944,7.386720787261325e-07,0.0007408977855645652,2.0857464277934668e-07,0.000999000999000999,0.0006361828222697982,1.7431411718268692e-06,4.826099010578499e-07,0.0020156994126625362
TSPAN17,0.12808417097063976,8.270653557573837e-07,0.0007408977855645652,6.12660765453299e-08,0.000999000999000999,0.0005858320477545684,1.9418812580908536e-06,1.502971310766972e-07,0.0020156994126625362
ITGA2,0.1255756649820204,1.3040340753889268e-06,0.0007408977855645652,6.970187215182833e-07,0.000999000999000999,0.0006776117026105495,2.9884747130586095e-06,1.5207433482382873e-06,0.0020156994126625362
ERBB2,0.12335865756932678,1.9368647189432764e-06,0.0007408977855645652,1.177475595026678e-06,0.001998001998001998,0.0006712513828266659,4.344711413353064e-06,2.510118905975512e-06,0.003644068349950703
ADGRE5,0.1219260948026441,2.492541790743985e-06,0.0007408977855645652,4.941174133188397e-07,0.000999000999000999,0.000620346580688712,5.528964918180517e-06,1.0964887808081291e-06,0.0020156994126625362
SORT1,0.12153220231635023,2.670294508511084e-06,0.0007408977855645652,1.1025317914192811e-07,0.001998001998001998,0.000550819657766754,5.902144020594202e-06,2.6295854392782086e-07,0.003644068349950703
BCAM,0.12019032254103137,3.3714783884697397e-06,0.0007408977855645652,7.812718066935176e-07,0.000999000999000999,0.0006248263897499427,7.402132527950282e-06,1.695286918023531e-06,0.0020156994126625362
MSN,0.11971673202268178,3.658611662404887e-06,0.0007408977855645652,4.9801504919955164e-08,0.000999000999000999,0.0005116315067415762,7.997928589064503e-06,1.2309220503023463e-07,0.0020156994126625362
