"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"20","Pancreatic_tissue","Duct_epithelium","SPP1","ITGAV_ITGB5",7.84534900836321e-07,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"21","Duct_epithelium","Pancreatic_tissue","SPP1","ITGAV_ITGB5",3.87174086195791e-07,0.01,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"22","Pancreatic_tissue","Pancreatic_tissue","SPP1","ITGAV_ITGB5",1.23256521815571e-06,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"23","Pancreatic_tissue","Stroma","SPP1","ITGAV_ITGB5",4.33135870082041e-07,0.02,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263"
"24","Pancreatic_tissue","Cancer_region","SPP1","ITGAV_ITGB6",4.04931294111201e-07,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"25","Pancreatic_tissue","Duct_epithelium","SPP1","ITGAV_ITGB6",5.87606194613655e-07,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"26","Pancreatic_tissue","Pancreatic_tissue","SPP1","ITGAV_ITGB6",5.33733610657475e-07,0,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"27","Pancreatic_tissue","Stroma","SPP1","ITGAV_ITGB6",2.99542082127032e-07,0.01,"SPP1_ITGAV_ITGB6","SPP1 - (ITGAV+ITGB6)","SPP1","Secreted Signaling","PMID: 21907263"
"28","Pancreatic_tissue","Cancer_region","SPP1","ITGA5_ITGB1",1.02572089897794e-06,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"29","Pancreatic_tissue","Duct_epithelium","SPP1","ITGA5_ITGB1",8.70301177575925e-07,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"30","Pancreatic_tissue","Pancreatic_tissue","SPP1","ITGA5_ITGB1",7.35335552542345e-07,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"31","Pancreatic_tissue","Cancer_region","NAMPT","INSR",2.14241565835733e-08,0.04,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"32","Duct_epithelium","Pancreatic_tissue","NAMPT","INSR",3.7000900903662e-08,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"33","Pancreatic_tissue","Pancreatic_tissue","NAMPT","INSR",5.09232005307982e-08,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"34","Stroma","Pancreatic_tissue","NAMPT","INSR",2.5850373133717e-08,0.04,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"35","Pancreatic_tissue","Cancer_region","NAMPT","ITGA5_ITGB1",2.7120790086614e-08,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"36","Pancreatic_tissue","Duct_epithelium","NAMPT","ITGA5_ITGB1",2.30112764463558e-08,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"37","Pancreatic_tissue","Pancreatic_tissue","NAMPT","ITGA5_ITGB1",1.94429422004432e-08,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"38","Cancer_region","Cancer_region","ANGPTL2","ITGA5_ITGB1",2.56333062432182e-08,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"39","Cancer_region","Duct_epithelium","ANGPTL2","ITGA5_ITGB1",2.17491842668938e-08,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"40","Cancer_region","Pancreatic_tissue","ANGPTL2","ITGA5_ITGB1",1.83765642170986e-08,0,"ANGPTL2_ITGA5_ITGB1","ANGPTL2 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 24478758"
"41","Cancer_region","Cancer_region","MDK","SDC1",4.24751603568292e-07,0.01,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"42","Duct_epithelium","Cancer_region","MDK","SDC1",5.04587528728511e-07,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"43","Pancreatic_tissue","Cancer_region","MDK","SDC1",8.10966978107147e-07,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"44","Pancreatic_tissue","Duct_epithelium","MDK","SDC1",4.319196466796e-07,0,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"45","Pancreatic_tissue","Pancreatic_tissue","MDK","SDC1",2.09802047726045e-07,0.01,"MDK_SDC1","MDK - SDC1","MK","Secreted Signaling","PMID: 28356350"
"46","Pancreatic_tissue","Cancer_region","MDK","ITGA6_ITGB1",4.14631057834961e-08,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"47","Pancreatic_tissue","Duct_epithelium","MDK","ITGA6_ITGB1",3.78560016771737e-08,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"48","Pancreatic_tissue","Pancreatic_tissue","MDK","ITGA6_ITGB1",3.35096755486531e-08,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"49","Pancreatic_tissue","Cancer_region","MDK","LRP1",1.37282035470192e-07,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"50","Pancreatic_tissue","Duct_epithelium","MDK","LRP1",1.54983989670428e-07,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"51","Cancer_region","Pancreatic_tissue","MDK","LRP1",7.45648494399076e-08,0.04,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"52","Duct_epithelium","Pancreatic_tissue","MDK","LRP1",8.85800441795557e-08,0.01,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"53","Pancreatic_tissue","Pancreatic_tissue","MDK","LRP1",1.4236611834832e-07,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"54","Pancreatic_tissue","Cancer_region","MDK","NCL",1.72873517361239e-07,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"55","Pancreatic_tissue","Duct_epithelium","MDK","NCL",1.52443278072286e-07,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"56","Cancer_region","Pancreatic_tissue","MDK","NCL",1.38664230147716e-07,0.01,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"57","Duct_epithelium","Pancreatic_tissue","MDK","NCL",1.64727492364418e-07,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"58","Pancreatic_tissue","Pancreatic_tissue","MDK","NCL",2.64749531662119e-07,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"59","Cancer_region","Cancer_region","POSTN","ITGAV_ITGB5",1.03941367109518e-07,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"60","Cancer_region","Duct_epithelium","POSTN","ITGAV_ITGB5",1.03307413672291e-07,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"61","Cancer_region","Pancreatic_tissue","POSTN","ITGAV_ITGB5",1.62309616858325e-07,0,"POSTN_ITGAV_ITGB5","POSTN - (ITGAV+ITGB5)","PERIOSTIN","Secreted Signaling","PMID: 26721738"
"62","Pancreatic_tissue","Cancer_region","C3","ITGAX_ITGB2",1.6754775970582e-07,0.01,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"63","Pancreatic_tissue","Duct_epithelium","C3","ITGAX_ITGB2",3.74419678340559e-07,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"64","Duct_epithelium","Pancreatic_tissue","C3","ITGAX_ITGB2",2.70050481956238e-07,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"65","Pancreatic_tissue","Pancreatic_tissue","C3","ITGAX_ITGB2",5.85591058850806e-07,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"66","Pancreatic_tissue","Stroma","C3","ITGAX_ITGB2",2.08901725577593e-07,0.03,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"67","Pancreatic_tissue","Cancer_region","PRSS3","PARD3",3.46140418798832e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"68","Pancreatic_tissue","Duct_epithelium","PRSS3","PARD3",2.16207642857105e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"69","Pancreatic_tissue","Pancreatic_tissue","PRSS3","PARD3",3.40065444734884e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"70","Pancreatic_tissue","Stroma","PRSS3","PARD3",2.58945560999162e-07,0,"PRSS3_PARD3","PRSS3 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"71","Pancreatic_tissue","Cancer_region","PRSS2","PARD3",1.68838869869603e-06,0,"PRSS2_PARD3","PRSS2 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"72","Pancreatic_tissue","Duct_epithelium","PRSS2","PARD3",1.0546225661103e-06,0,"PRSS2_PARD3","PRSS2 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"73","Pancreatic_tissue","Pancreatic_tissue","PRSS2","PARD3",1.65871228702852e-06,0,"PRSS2_PARD3","PRSS2 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"74","Pancreatic_tissue","Stroma","PRSS2","PARD3",1.26308892347721e-06,0,"PRSS2_PARD3","PRSS2 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"75","Pancreatic_tissue","Cancer_region","PRSS1","PARD3",7.23471927200085e-07,0,"PRSS1_PARD3","PRSS1 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"76","Pancreatic_tissue","Duct_epithelium","PRSS1","PARD3",4.51899716241282e-07,0,"PRSS1_PARD3","PRSS1 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"77","Pancreatic_tissue","Pancreatic_tissue","PRSS1","PARD3",7.10769236126446e-07,0,"PRSS1_PARD3","PRSS1 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"78","Pancreatic_tissue","Stroma","PRSS1","PARD3",5.41226856972323e-07,0,"PRSS1_PARD3","PRSS1 - PARD3","PARs","Secreted Signaling","KEGG: hsa04080"
"79","Cancer_region","Cancer_region","SEMA3F","NRP2_PLXNA1",1.05739660301819e-08,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"80","Pancreatic_tissue","Cancer_region","SEMA3F","NRP2_PLXNA1",9.61894153133791e-09,0.01,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"81","Cancer_region","Pancreatic_tissue","SEMA3F","NRP2_PLXNA1",7.48054431093309e-09,0.01,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"82","Pancreatic_tissue","Pancreatic_tissue","SEMA3F","NRP2_PLXNA1",6.80491276432453e-09,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"83","Cancer_region","Pancreatic_tissue","SEMA3F","NRP2_PLXNA2",1.03884566499481e-08,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"84","Pancreatic_tissue","Pancreatic_tissue","SEMA3F","NRP2_PLXNA2",9.45018636785002e-09,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"85","Cancer_region","Cancer_region","SEMA3F","NRP2_PLXNA3",1.1330181607416e-08,0.04,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"86","Pancreatic_tissue","Cancer_region","SEMA3F","NRP2_PLXNA3",1.03068567990044e-08,0.02,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"87","Pancreatic_tissue","Duct_epithelium","SEMA3F","NRP2_PLXNA3",8.4779774173274e-09,0.04,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"88","Pancreatic_tissue","Pancreatic_tissue","SEMA3F","NRP2_PLXNA3",8.13342592123788e-09,0.01,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"89","Pancreatic_tissue","Cancer_region","GAS6","AXL",2.45981476500812e-07,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"90","Pancreatic_tissue","Duct_epithelium","GAS6","AXL",2.94253965943212e-07,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"91","Duct_epithelium","Pancreatic_tissue","GAS6","AXL",2.25087770606133e-07,0.01,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"92","Pancreatic_tissue","Pancreatic_tissue","GAS6","AXL",2.67295635150014e-07,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"93","Cancer_region","Duct_epithelium","GRN","SORT1",2.24161549476111e-07,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"94","Pancreatic_tissue","Duct_epithelium","GRN","SORT1",1.77159701666553e-07,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"95","Cancer_region","Pancreatic_tissue","GRN","SORT1",2.2036163528849e-07,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"96","Duct_epithelium","Pancreatic_tissue","GRN","SORT1",1.4163908345163e-07,0.02,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"97","Pancreatic_tissue","Pancreatic_tissue","GRN","SORT1",1.74156355264369e-07,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"98","Cancer_region","Cancer_region","COL1A1","ITGA1_ITGB1",3.94425715575915e-07,0.03,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"99","Cancer_region","Duct_epithelium","COL1A1","ITGA1_ITGB1",6.92167130114004e-07,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"100","Pancreatic_tissue","Duct_epithelium","COL1A1","ITGA1_ITGB1",1.89774998183577e-07,0.03,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"101","Cancer_region","Pancreatic_tissue","COL1A1","ITGA1_ITGB1",3.08771429613079e-07,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"102","Cancer_region","Cancer_region","COL1A2","ITGA1_ITGB1",2.10972439922493e-07,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"103","Cancer_region","Duct_epithelium","COL1A2","ITGA1_ITGB1",3.70230553161611e-07,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"104","Cancer_region","Pancreatic_tissue","COL1A2","ITGA1_ITGB1",1.65157416165394e-07,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"105","Cancer_region","Duct_epithelium","COL4A1","ITGA1_ITGB1",2.79948792895091e-08,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"106","Pancreatic_tissue","Duct_epithelium","COL4A1","ITGA1_ITGB1",2.26905823347483e-08,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"107","Cancer_region","Duct_epithelium","COL4A2","ITGA1_ITGB1",3.45735263269445e-07,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"108","Pancreatic_tissue","Duct_epithelium","COL4A2","ITGA1_ITGB1",1.65709426391621e-07,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"109","Cancer_region","Pancreatic_tissue","COL4A2","ITGA1_ITGB1",1.54230219896103e-07,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"110","Cancer_region","Cancer_region","COL6A2","ITGA1_ITGB1",1.83853179550214e-07,0.01,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"111","Cancer_region","Duct_epithelium","COL6A2","ITGA1_ITGB1",3.22639689260565e-07,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"112","Pancreatic_tissue","Duct_epithelium","COL6A2","ITGA1_ITGB1",7.97607227069831e-08,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"113","Cancer_region","Pancreatic_tissue","COL6A2","ITGA1_ITGB1",1.43927429263303e-07,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"114","Cancer_region","Duct_epithelium","COL6A3","ITGA1_ITGB1",1.11279518969367e-07,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"115","Duct_epithelium","Duct_epithelium","COL6A3","ITGA1_ITGB1",1.23802245490251e-07,0.01,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"116","Pancreatic_tissue","Duct_epithelium","COL6A3","ITGA1_ITGB1",1.10014707924494e-07,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"117","Cancer_region","Cancer_region","COL1A1","ITGA2_ITGB1",5.1761763287384e-07,0,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"118","Cancer_region","Duct_epithelium","COL1A1","ITGA2_ITGB1",7.39957305660978e-07,0,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"119","Pancreatic_tissue","Duct_epithelium","COL1A1","ITGA2_ITGB1",2.02877941289429e-07,0.04,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"120","Cancer_region","Pancreatic_tissue","COL1A1","ITGA2_ITGB1",2.88829372020925e-07,0,"COL1A1_ITGA2_ITGB1","COL1A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"121","Cancer_region","Cancer_region","COL1A2","ITGA2_ITGB1",2.76866185037322e-07,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"122","Cancer_region","Duct_epithelium","COL1A2","ITGA2_ITGB1",3.95792971951752e-07,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"123","Cancer_region","Pancreatic_tissue","COL1A2","ITGA2_ITGB1",1.54490658575785e-07,0,"COL1A2_ITGA2_ITGB1","COL1A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"124","Pancreatic_tissue","Cancer_region","COL4A1","ITGA2_ITGB1",1.69684769424876e-08,0.04,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"125","Cancer_region","Duct_epithelium","COL4A1","ITGA2_ITGB1",2.99277840366651e-08,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"126","Pancreatic_tissue","Duct_epithelium","COL4A1","ITGA2_ITGB1",2.42572519215545e-08,0,"COL4A1_ITGA2_ITGB1","COL4A1 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"127","Cancer_region","Cancer_region","COL4A2","ITGA2_ITGB1",2.5854807320088e-07,0,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"128","Pancreatic_tissue","Cancer_region","COL4A2","ITGA2_ITGB1",1.23920963258632e-07,0.03,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"129","Cancer_region","Duct_epithelium","COL4A2","ITGA2_ITGB1",3.69606423189423e-07,0,"COL4A2_ITGA2_ITGB1","COL4A2 - (ITGA2+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
