"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"170","Cancer_region","Duct_epithelium","LAMB3","ITGA6_ITGB1",1.53779116865834e-06,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"171","Cancer_region","Pancreatic_tissue","LAMB3","ITGA6_ITGB1",1.36121625247845e-06,0.01,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"172","Cancer_region","Cancer_region","LAMC1","ITGA6_ITGB1",2.59699488575577e-06,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"173","Cancer_region","Duct_epithelium","LAMC1","ITGA6_ITGB1",2.37107792794027e-06,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"174","Cancer_region","Pancreatic_tissue","LAMC1","ITGA6_ITGB1",2.09880624885816e-06,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"175","Stroma","Pancreatic_tissue","LAMC2","ITGA6_ITGB1",1.45991015280635e-06,0.03,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"176","Cancer_region","Cancer_region","LAMC3","ITGA6_ITGB1",1.63486552984112e-06,0.03,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"177","Cancer_region","Pancreatic_tissue","LAMC3","ITGA6_ITGB1",1.3212530863297e-06,0.03,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"178","Duct_epithelium","Duct_epithelium","LAMA5","ITGA7_ITGB1",2.31453961439573e-06,0.01,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"179","Pancreatic_tissue","Duct_epithelium","LAMA5","ITGA7_ITGB1",1.77693384628717e-06,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"180","Stroma","Duct_epithelium","LAMA5","ITGA7_ITGB1",3.44954266982318e-06,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"181","Pancreatic_tissue","Pancreatic_tissue","LAMA5","ITGA7_ITGB1",1.17237424941517e-06,0.01,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"182","Stroma","Pancreatic_tissue","LAMA5","ITGA7_ITGB1",2.27591948081309e-06,0.01,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"183","Cancer_region","Duct_epithelium","LAMB1","ITGA7_ITGB1",2.56810033196964e-06,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"184","Pancreatic_tissue","Duct_epithelium","LAMB1","ITGA7_ITGB1",1.03493601964011e-06,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"185","Cancer_region","Pancreatic_tissue","LAMB1","ITGA7_ITGB1",1.6943686242124e-06,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"186","Cancer_region","Duct_epithelium","LAMB3","ITGA7_ITGB1",2.17474626293747e-06,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"187","Pancreatic_tissue","Duct_epithelium","LAMB3","ITGA7_ITGB1",6.47587140414592e-07,0.03,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"188","Stroma","Duct_epithelium","LAMB3","ITGA7_ITGB1",1.36510846339329e-06,0.03,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"189","Cancer_region","Pancreatic_tissue","LAMB3","ITGA7_ITGB1",1.43484522058169e-06,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"190","Cancer_region","Duct_epithelium","LAMC1","ITGA7_ITGB1",3.35316571691705e-06,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"191","Cancer_region","Pancreatic_tissue","LAMC1","ITGA7_ITGB1",2.21232963170931e-06,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"192","Duct_epithelium","Duct_epithelium","LAMC2","ITGA7_ITGB1",1.87438970745932e-06,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"193","Stroma","Duct_epithelium","LAMC2","ITGA7_ITGB1",2.33242354785556e-06,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"194","Duct_epithelium","Pancreatic_tissue","LAMC2","ITGA7_ITGB1",1.23667864218131e-06,0.01,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"195","Stroma","Pancreatic_tissue","LAMC2","ITGA7_ITGB1",1.53887776386503e-06,0.01,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"196","Cancer_region","Duct_epithelium","LAMC3","ITGA7_ITGB1",2.11089882011849e-06,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"197","Duct_epithelium","Duct_epithelium","LAMC3","ITGA7_ITGB1",1.4182296271097e-06,0.01,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"198","Pancreatic_tissue","Duct_epithelium","LAMC3","ITGA7_ITGB1",8.56499805859827e-07,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"199","Cancer_region","Pancreatic_tissue","LAMC3","ITGA7_ITGB1",1.39272050063647e-06,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"200","Cancer_region","Cancer_region","COL1A1","ITGA11_ITGB1",3.89735827118041e-06,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"201","Pancreatic_tissue","Cancer_region","COL1A1","ITGA11_ITGB1",3.80675294123798e-06,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"202","Duct_epithelium","Cancer_region","COL4A1","ITGA11_ITGB1",3.03576957350707e-06,0.01,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"203","Pancreatic_tissue","Cancer_region","COL4A1","ITGA11_ITGB1",2.70059550686766e-06,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"204","Stroma","Cancer_region","COL4A1","ITGA11_ITGB1",3.15751563595111e-06,0.02,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"205","Cancer_region","Cancer_region","COL4A2","ITGA11_ITGB1",3.74362587086993e-06,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"206","Duct_epithelium","Cancer_region","COL4A2","ITGA11_ITGB1",3.04532872258964e-06,0.01,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"207","Pancreatic_tissue","Cancer_region","COL4A2","ITGA11_ITGB1",1.47025545744299e-06,0.04,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"208","Pancreatic_tissue","Cancer_region","COL6A2","ITGA11_ITGB1",3.29488996135071e-06,0.01,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"209","Stroma","Cancer_region","COL6A2","ITGA11_ITGB1",9.69706527192682e-06,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"210","Cancer_region","Cancer_region","COL6A3","ITGA11_ITGB1",3.61321085500692e-06,0.01,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"211","Duct_epithelium","Cancer_region","COL6A3","ITGA11_ITGB1",3.75569723874701e-06,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"212","Pancreatic_tissue","Cancer_region","COL6A3","ITGA11_ITGB1",1.80389080198207e-06,0.01,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"213","Pancreatic_tissue","Cancer_region","FN1","ITGAV_ITGB1",1.55468012549951e-06,0.03,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"214","Pancreatic_tissue","Duct_epithelium","FN1","ITGAV_ITGB1",3.4199237182182e-06,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"215","Duct_epithelium","Pancreatic_tissue","FN1","ITGAV_ITGB1",1.8794780769404e-06,0.03,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"216","Pancreatic_tissue","Pancreatic_tissue","FN1","ITGAV_ITGB1",3.16169278808153e-06,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"217","Pancreatic_tissue","Cancer_region","FN1","ITGAV_ITGB6",1.85818377918031e-06,0.02,"FN1_ITGAV_ITGB6","FN1 - (ITGAV+ITGB6)","FN1","ECM-Receptor","KEGG: hsa04512"
"218","Pancreatic_tissue","Duct_epithelium","FN1","ITGAV_ITGB6",2.69641800494074e-06,0,"FN1_ITGAV_ITGB6","FN1 - (ITGAV+ITGB6)","FN1","ECM-Receptor","KEGG: hsa04512"
"219","Pancreatic_tissue","Pancreatic_tissue","FN1","ITGAV_ITGB6",2.44911725846451e-06,0,"FN1_ITGAV_ITGB6","FN1 - (ITGAV+ITGB6)","FN1","ECM-Receptor","KEGG: hsa04512"
"220","Cancer_region","Cancer_region","LAMA5","ITGA6_ITGB4",7.23674859103859e-06,0.01,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"221","Duct_epithelium","Cancer_region","LAMA5","ITGA6_ITGB4",9.53272755558002e-06,0,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"222","Pancreatic_tissue","Cancer_region","LAMA5","ITGA6_ITGB4",7.31821093198976e-06,0,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"223","Stroma","Cancer_region","LAMA5","ITGA6_ITGB4",1.4206927893152e-05,0,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"224","Cancer_region","Cancer_region","LAMB1","ITGA6_ITGB4",1.05768937620497e-05,0,"LAMB1_ITGA6_ITGB4","LAMB1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"225","Duct_epithelium","Cancer_region","LAMB1","ITGA6_ITGB4",5.61655676569076e-06,0,"LAMB1_ITGA6_ITGB4","LAMB1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"226","Pancreatic_tissue","Cancer_region","LAMB1","ITGA6_ITGB4",4.26258524393698e-06,0,"LAMB1_ITGA6_ITGB4","LAMB1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"227","Cancer_region","Pancreatic_tissue","LAMB1","ITGA6_ITGB4",2.87535228746734e-06,0.03,"LAMB1_ITGA6_ITGB4","LAMB1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"228","Cancer_region","Cancer_region","LAMB3","ITGA6_ITGB4",8.95699516325189e-06,0,"LAMB3_ITGA6_ITGB4","LAMB3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"229","Duct_epithelium","Cancer_region","LAMB3","ITGA6_ITGB4",4.19634951475754e-06,0.03,"LAMB3_ITGA6_ITGB4","LAMB3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"230","Pancreatic_tissue","Cancer_region","LAMB3","ITGA6_ITGB4",2.66729664311692e-06,0,"LAMB3_ITGA6_ITGB4","LAMB3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"231","Stroma","Cancer_region","LAMB3","ITGA6_ITGB4",5.62264022062769e-06,0,"LAMB3_ITGA6_ITGB4","LAMB3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"232","Cancer_region","Cancer_region","LAMC1","ITGA6_ITGB4",1.380975653175e-05,0,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"233","Duct_epithelium","Cancer_region","LAMC1","ITGA6_ITGB4",5.13965349207756e-06,0,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"234","Stroma","Cancer_region","LAMC1","ITGA6_ITGB4",4.96197700802783e-06,0.01,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"235","Cancer_region","Pancreatic_tissue","LAMC1","ITGA6_ITGB4",3.75430021470098e-06,0.01,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"236","Cancer_region","Cancer_region","LAMC2","ITGA6_ITGB4",4.69309702659063e-06,0,"LAMC2_ITGA6_ITGB4","LAMC2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"237","Duct_epithelium","Cancer_region","LAMC2","ITGA6_ITGB4",7.72005972446841e-06,0,"LAMC2_ITGA6_ITGB4","LAMC2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"238","Stroma","Cancer_region","LAMC2","ITGA6_ITGB4",9.60648593682417e-06,0,"LAMC2_ITGA6_ITGB4","LAMC2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"239","Cancer_region","Cancer_region","LAMC3","ITGA6_ITGB4",8.69405525079876e-06,0,"LAMC3_ITGA6_ITGB4","LAMC3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"240","Duct_epithelium","Cancer_region","LAMC3","ITGA6_ITGB4",5.84138496116077e-06,0,"LAMC3_ITGA6_ITGB4","LAMC3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"241","Pancreatic_tissue","Cancer_region","LAMC3","ITGA6_ITGB4",3.52771161700481e-06,0,"LAMC3_ITGA6_ITGB4","LAMC3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"242","Stroma","Cancer_region","LAMC3","ITGA6_ITGB4",5.99721644872736e-06,0,"LAMC3_ITGA6_ITGB4","LAMC3 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"243","Cancer_region","Cancer_region","COL1A1","SDC1",3.37231783968083e-05,0,"COL1A1_SDC1","COL1A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"244","Duct_epithelium","Cancer_region","COL1A1","SDC1",2.0831202960294e-05,0.01,"COL1A1_SDC1","COL1A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"245","Pancreatic_tissue","Cancer_region","COL1A1","SDC1",3.2928561091487e-05,0,"COL1A1_SDC1","COL1A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"246","Pancreatic_tissue","Duct_epithelium","COL1A1","SDC1",1.75446735063054e-05,0,"COL1A1_SDC1","COL1A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"247","Pancreatic_tissue","Pancreatic_tissue","COL1A1","SDC1",8.52253066492824e-06,0.01,"COL1A1_SDC1","COL1A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"248","Cancer_region","Cancer_region","COL4A1","SDC1",2.04207488500614e-05,0.02,"COL4A1_SDC1","COL4A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"249","Duct_epithelium","Cancer_region","COL4A1","SDC1",2.62707312614719e-05,0,"COL4A1_SDC1","COL4A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"250","Pancreatic_tissue","Cancer_region","COL4A1","SDC1",2.33652997842482e-05,0,"COL4A1_SDC1","COL4A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"251","Stroma","Cancer_region","COL4A1","SDC1",2.73249563438103e-05,0,"COL4A1_SDC1","COL4A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"252","Pancreatic_tissue","Duct_epithelium","COL4A1","SDC1",1.24477956608959e-05,0,"COL4A1_SDC1","COL4A1 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"253","Cancer_region","Cancer_region","COL4A2","SDC1",3.23934952918195e-05,0,"COL4A2_SDC1","COL4A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"254","Duct_epithelium","Cancer_region","COL4A2","SDC1",2.6353427302723e-05,0,"COL4A2_SDC1","COL4A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"255","Pancreatic_tissue","Cancer_region","COL4A2","SDC1",1.27235681838699e-05,0,"COL4A2_SDC1","COL4A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"256","Stroma","Cancer_region","COL4A2","SDC1",2.17276450152932e-05,0,"COL4A2_SDC1","COL4A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"257","Cancer_region","Duct_epithelium","COL4A2","SDC1",1.72563728617976e-05,0.02,"COL4A2_SDC1","COL4A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"258","Cancer_region","Cancer_region","COL6A2","SDC1",3.76014360860804e-05,0.01,"COL6A2_SDC1","COL6A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"259","Duct_epithelium","Cancer_region","COL6A2","SDC1",4.00555898579161e-05,0,"COL6A2_SDC1","COL6A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"260","Pancreatic_tissue","Cancer_region","COL6A2","SDC1",2.85037735035548e-05,0,"COL6A2_SDC1","COL6A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"261","Stroma","Cancer_region","COL6A2","SDC1",8.38671186804669e-05,0,"COL6A2_SDC1","COL6A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"262","Stroma","Duct_epithelium","COL6A2","SDC1",4.468902017268e-05,0.01,"COL6A2_SDC1","COL6A2 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"263","Cancer_region","Cancer_region","COL6A3","SDC1",3.1265457490214e-05,0,"COL6A3_SDC1","COL6A3 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"264","Duct_epithelium","Cancer_region","COL6A3","SDC1",3.24983525322566e-05,0,"COL6A3_SDC1","COL6A3 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"265","Pancreatic_tissue","Cancer_region","COL6A3","SDC1",1.56098265849675e-05,0,"COL6A3_SDC1","COL6A3 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"266","Stroma","Cancer_region","COL6A3","SDC1",2.41815075988236e-05,0.02,"COL6A3_SDC1","COL6A3 - SDC1","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"267","Cancer_region","Cancer_region","FN1","SDC1",2.12338043244751e-05,0.03,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"268","Duct_epithelium","Cancer_region","FN1","SDC1",2.27370518844245e-05,0,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"269","Pancreatic_tissue","Cancer_region","FN1","SDC1",3.82270389413542e-05,0,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"270","Stroma","Cancer_region","FN1","SDC1",2.45439832403118e-05,0,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"271","Pancreatic_tissue","Duct_epithelium","FN1","SDC1",2.03690934874907e-05,0,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"272","Pancreatic_tissue","Pancreatic_tissue","FN1","SDC1",9.89458786959497e-06,0.01,"FN1_SDC1","FN1 - SDC1","FN1","ECM-Receptor","KEGG: hsa04512"
"273","Cancer_region","Cancer_region","COMP","SDC1",3.54723872829277e-05,0,"COMP_SDC1","COMP - SDC1","THBS","ECM-Receptor","KEGG: hsa04512"
"274","Duct_epithelium","Cancer_region","COMP","SDC1",2.82207491317993e-05,0,"COMP_SDC1","COMP - SDC1","THBS","ECM-Receptor","KEGG: hsa04512"
"275","Pancreatic_tissue","Cancer_region","COMP","SDC1",1.60226026793636e-05,0,"COMP_SDC1","COMP - SDC1","THBS","ECM-Receptor","KEGG: hsa04512"
"276","Stroma","Cancer_region","COMP","SDC1",3.11632495438692e-05,0,"COMP_SDC1","COMP - SDC1","THBS","ECM-Receptor","KEGG: hsa04512"
"277","Pancreatic_tissue","Cancer_region","ADGRE5","CD55",3.00303118446991e-06,0.04,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"278","Cancer_region","Duct_epithelium","ADGRE5","CD55",4.06068175356137e-06,0.01,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"279","Pancreatic_tissue","Duct_epithelium","ADGRE5","CD55",3.80795670340389e-06,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"280","Pancreatic_tissue","Duct_epithelium","APP","CD74",5.29707273800426e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"281","Cancer_region","Pancreatic_tissue","APP","CD74",5.1299711472801e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"282","Duct_epithelium","Pancreatic_tissue","APP","CD74",6.76344635609615e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"283","Pancreatic_tissue","Pancreatic_tissue","APP","CD74",7.24814495889921e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"284","Stroma","Pancreatic_tissue","APP","CD74",6.32600992634491e-05,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"285","Pancreatic_tissue","Cancer_region","CD46","JAG1",9.02049701886383e-07,0.01,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"286","Pancreatic_tissue","Duct_epithelium","CD46","JAG1",1.30189492938963e-06,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"287","Pancreatic_tissue","Pancreatic_tissue","CD46","JAG1",9.12008106904616e-07,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"288","Pancreatic_tissue","Stroma","CD46","JAG1",1.33355550571607e-06,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448"
"289","Pancreatic_tissue","Duct_epithelium","CD99","CD99",5.14743152048868e-06,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"290","Stroma","Duct_epithelium","CD99","CD99",6.78641100863061e-06,0.01,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"291","Duct_epithelium","Pancreatic_tissue","CD99","CD99",5.14743152048868e-06,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"292","Pancreatic_tissue","Pancreatic_tissue","CD99","CD99",4.11523895530072e-06,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"293","Stroma","Pancreatic_tissue","CD99","CD99",5.42568940965517e-06,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"294","Duct_epithelium","Stroma","CD99","CD99",6.78641100863061e-06,0.01,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"295","Pancreatic_tissue","Stroma","CD99","CD99",5.42568940965517e-06,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"296","Cancer_region","Cancer_region","EFNA1","EPHA2",2.91920900916259e-06,0,"EFNA1_EPHA2","EFNA1 - EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347"
"297","Pancreatic_tissue","Cancer_region","EFNA1","EPHA2",2.01642245695861e-06,0,"EFNA1_EPHA2","EFNA1 - EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347"
"298","Stroma","Cancer_region","EFNA1","EPHA2",3.67392040811307e-06,0,"EFNA1_EPHA2","EFNA1 - EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347"
"299","Pancreatic_tissue","Cancer_region","EFNB1","EPHB3",5.7056825576862e-07,0.04,"EFNB1_EPHB3","EFNB1 - EPHB3","EPHB","Cell-Cell Contact","PMID: 15114347"
"300","Pancreatic_tissue","Cancer_region","EFNB1","EPHB4",1.99691624285113e-06,0,"EFNB1_EPHB4","EFNB1 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
