"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"71","Cancer_region","Duct_epithelium","LAMB2","ITGA2_ITGB1",1.86406976694034e-06,0.01,"LAMB2_ITGA2_ITGB1","LAMB2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"72","Duct_epithelium","Duct_epithelium","LAMB2","ITGA2_ITGB1",2.63653483657306e-06,0,"LAMB2_ITGA2_ITGB1","LAMB2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"73","Pancreatic_tissue","Duct_epithelium","LAMB2","ITGA2_ITGB1",9.52372159400413e-07,0.04,"LAMB2_ITGA2_ITGB1","LAMB2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"74","Cancer_region","Cancer_region","LAMB3","ITGA2_ITGB1",2.46120199367374e-06,0.01,"LAMB3_ITGA2_ITGB1","LAMB3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"75","Cancer_region","Duct_epithelium","LAMB3","ITGA2_ITGB1",3.51836040165558e-06,0,"LAMB3_ITGA2_ITGB1","LAMB3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"76","Pancreatic_tissue","Duct_epithelium","LAMB3","ITGA2_ITGB1",1.35424158764377e-06,0.01,"LAMB3_ITGA2_ITGB1","LAMB3 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"77","Stroma","Cancer_region","LAMC2","ITGA2_ITGB1",2.47488900370097e-06,0.02,"LAMC2_ITGA2_ITGB1","LAMC2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"78","Pancreatic_tissue","Duct_epithelium","LAMC2","ITGA2_ITGB1",1.67413872386349e-06,0,"LAMC2_ITGA2_ITGB1","LAMC2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"79","Stroma","Duct_epithelium","LAMC2","ITGA2_ITGB1",3.5379328426399e-06,0,"LAMC2_ITGA2_ITGB1","LAMC2 - (ITGA2+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"80","Stroma","Cancer_region","LAMB1","ITGA3_ITGB1",7.02722981331899e-06,0,"LAMB1_ITGA3_ITGB1","LAMB1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"81","Duct_epithelium","Duct_epithelium","LAMB1","ITGA3_ITGB1",4.88989811413162e-06,0.04,"LAMB1_ITGA3_ITGB1","LAMB1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"82","Stroma","Duct_epithelium","LAMB1","ITGA3_ITGB1",7.17614433257611e-06,0,"LAMB1_ITGA3_ITGB1","LAMB1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"83","Stroma","Pancreatic_tissue","LAMB1","ITGA3_ITGB1",5.10475670872205e-06,0,"LAMB1_ITGA3_ITGB1","LAMB1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"84","Duct_epithelium","Cancer_region","LAMB2","ITGA3_ITGB1",4.21600868397215e-06,0,"LAMB2_ITGA3_ITGB1","LAMB2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"85","Duct_epithelium","Duct_epithelium","LAMB2","ITGA3_ITGB1",4.30534883026177e-06,0,"LAMB2_ITGA3_ITGB1","LAMB2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"86","Duct_epithelium","Pancreatic_tissue","LAMB2","ITGA3_ITGB1",3.06264136195521e-06,0,"LAMB2_ITGA3_ITGB1","LAMB2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"87","Cancer_region","Cancer_region","LAMB3","ITGA3_ITGB1",5.62606238520894e-06,0,"LAMB3_ITGA3_ITGB1","LAMB3 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"88","Cancer_region","Duct_epithelium","LAMB3","ITGA3_ITGB1",5.74528423537058e-06,0,"LAMB3_ITGA3_ITGB1","LAMB3 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"89","Cancer_region","Pancreatic_tissue","LAMB3","ITGA3_ITGB1",4.0869206000794e-06,0,"LAMB3_ITGA3_ITGB1","LAMB3 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"90","Pancreatic_tissue","Cancer_region","LAMC2","ITGA3_ITGB1",2.6770566167045e-06,0.01,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"91","Stroma","Cancer_region","LAMC2","ITGA3_ITGB1",5.65738437752306e-06,0.01,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"92","Pancreatic_tissue","Duct_epithelium","LAMC2","ITGA3_ITGB1",2.73378570093861e-06,0,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"93","Stroma","Duct_epithelium","LAMC2","ITGA3_ITGB1",5.77726912239449e-06,0.01,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"94","Pancreatic_tissue","Pancreatic_tissue","LAMC2","ITGA3_ITGB1",1.94469151034583e-06,0.02,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"95","Stroma","Pancreatic_tissue","LAMC2","ITGA3_ITGB1",4.10968787800606e-06,0,"LAMC2_ITGA3_ITGB1","LAMC2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"96","Duct_epithelium","Cancer_region","THBS1","ITGA3_ITGB1",4.49789088971978e-06,0.04,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"97","Duct_epithelium","Duct_epithelium","THBS1","ITGA3_ITGB1",4.59320455206275e-06,0.02,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"98","Duct_epithelium","Pancreatic_tissue","THBS1","ITGA3_ITGB1",3.26740552078222e-06,0.03,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"99","Cancer_region","Cancer_region","COL1A2","ITGA3_ITGB1",4.80394646097997e-06,0.01,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"100","Cancer_region","Duct_epithelium","COL1A2","ITGA3_ITGB1",4.90574609483791e-06,0.03,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"101","Cancer_region","Pancreatic_tissue","COL1A2","ITGA3_ITGB1",3.48972655548577e-06,0.04,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"102","Stroma","Cancer_region","COL4A2","ITGA3_ITGB1",5.44686572903728e-06,0.03,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"103","Stroma","Duct_epithelium","COL4A2","ITGA3_ITGB1",5.56228921630021e-06,0,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"104","Stroma","Pancreatic_tissue","COL4A2","ITGA3_ITGB1",3.95676419925643e-06,0.03,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"105","Pancreatic_tissue","Cancer_region","COL6A1","ITGA3_ITGB1",2.75268069799614e-06,0.01,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"106","Pancreatic_tissue","Duct_epithelium","COL6A1","ITGA3_ITGB1",2.81101239300141e-06,0.03,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"107","Cancer_region","Pancreatic_tissue","COL6A1","ITGA3_ITGB1",3.09461408208595e-06,0.04,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"108","Pancreatic_tissue","Cancer_region","COL6A2","ITGA3_ITGB1",2.95806206346081e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"109","Stroma","Cancer_region","COL6A2","ITGA3_ITGB1",5.94543212042211e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"110","Pancreatic_tissue","Duct_epithelium","COL6A2","ITGA3_ITGB1",3.02074618046212e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"111","Stroma","Duct_epithelium","COL6A2","ITGA3_ITGB1",6.07142112352488e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"112","Pancreatic_tissue","Pancreatic_tissue","COL6A2","ITGA3_ITGB1",2.14881716682656e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"113","Stroma","Pancreatic_tissue","COL6A2","ITGA3_ITGB1",4.31892937449951e-06,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"114","Stroma","Cancer_region","LAMB1","ITGA6_ITGB1",2.40673179380685e-06,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"115","Stroma","Duct_epithelium","LAMB1","ITGA6_ITGB1",2.19736419166424e-06,0.01,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"116","Stroma","Pancreatic_tissue","LAMB1","ITGA6_ITGB1",1.94504861751083e-06,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"117","Duct_epithelium","Cancer_region","LAMB2","ITGA6_ITGB1",1.44390022799585e-06,0.01,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"118","Duct_epithelium","Duct_epithelium","LAMB2","ITGA6_ITGB1",1.31829028154322e-06,0.01,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"119","Duct_epithelium","Pancreatic_tissue","LAMB2","ITGA6_ITGB1",1.16692203792769e-06,0.01,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"120","Cancer_region","Cancer_region","LAMB3","ITGA6_ITGB1",1.92684368052413e-06,0.01,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"121","Cancer_region","Duct_epithelium","LAMB3","ITGA6_ITGB1",1.75922234443838e-06,0.01,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
