,SOMDE,SpatialDE,SPARKX,nnSVG,scGCO
LAMC2_ITGA2,4.325912497753196e-06,0.0002708138437125,9.59440970544696e-10,0,1.6883896449512691e-09
APP_CD74,4.325912497753196e-06,0.0,3.54987009990467e-39,0,1.0598941341952624e-26
LUM_ITGB1,4.325912497753196e-06,1.04267155869528e-08,4.87543072387854e-25,0,3.1747115380493653e-17
BMP2_ENG,4.325912497753196e-06,5.930739678582044e-09,1.1906020151861e-27,0,4.614311784784708e-12
CDH1_PTPRF,4.325912497753196e-06,9.6598146963724e-06,5.20422048408411e-25,0,3.90810381007196e-13
LAMB3_ITGA6,4.340644405525558e-06,9.22232164940473e-09,6.23369186864882e-08,0,1.6116733837896343e-08
SEMA4D_PLXNB1,4.365638766475182e-06,0.0,1.09203677606155e-25,0,3.1593097451168895e-19
COL6A3_ITGA2,4.863231891104433e-06,1.1402192360939616e-05,8.595701158186749e-11,0,2.238441672648132e-13
LAMB2_ITGB4,5.190513967408111e-06,0.0,9.35243036153708e-38,0,1.5745496608694942e-20
ADAM15_ITGB1,5.373793270406869e-06,7.386132227723517e-10,1.69863675068821e-19,0,3.3078068772555426e-12
FN1_ITGA2,5.373793270406869e-06,1.2039864371183246e-10,8.16648844444464e-08,0,1.537618064845494e-15
ADAM12_ITGB1,5.373793270406869e-06,4.416092311457051e-14,3.62846136853217e-24,0,1.5974063698597692e-24
FGB_ITGB1,5.373793270406869e-06,1.0183253580309907e-11,2.30896764496315e-20,0,1.3860083557284056e-23
VEGFA_NRP2,5.373793270406869e-06,1.172646125944986e-05,0.000489763753641,0,2.9046353407504825e-20
FGA_PLAUR,5.373793270406869e-06,0.0,1.18436942490422e-30,0,1.6466666666666663e-28
LAMA4_ITGB1,5.438712231437439e-06,2.987368107517281e-09,1.65490344793926e-26,0,2.297004361325516e-17
AFDN_NRXN2,5.438712231437439e-06,9.01385602137189e-08,3.51619315785297e-08,0,7.976995483578249e-13
LAMB3_ITGA2,5.438712231437439e-06,3.99529328539764e-07,9.26137988307483e-10,0,7.369610940899893e-12
AGRN_ITGB1,5.868518368576285e-06,6.387579798428076e-10,1.7994677207018902e-23,0,1.1356432509331085e-15
COL1A2_ITGAV,6.524339677435537e-06,0.0,1.76938515250195e-25,0,1.0731051017780895e-24
EFNA2_EPHA2,6.9006834197824255e-06,1.5221107251643197e-07,1.3174065524858799e-12,0,3.851823480609046e-21
CGN_F11R,6.9006834197824255e-06,3.5529778329786355e-05,1.03290981460051e-09,0,2.308972883383514e-13
MMP7_CD151,7.719876541324201e-06,0.0,4.11353691775485e-07,0,2.229091181664132e-12
FGG_ITGB1,7.861814702278284e-06,6.00744260538683e-13,1.51217727956732e-19,0,4.409799611771086e-21
THBS2_ITGA6,8.067577974595229e-06,2.859775908145172e-13,8.17018570173787e-12,0,1.6585371223855564e-16
MMP1_CD44,8.067577974595229e-06,0.0,1.40927140073897e-13,0,1.6466666666666663e-28
COL1A2_ITGA2,8.717679242729241e-06,6.176296847697089e-13,3.54540132151653e-16,0,1.6431765100955384e-27
COMP_ITGB1,8.813074707024189e-06,1.0850746137158753e-07,5.5136642159869e-22,0,3.2246057985111706e-14
COL4A1_ITGA2,8.987958471889974e-06,2.268770460480964e-06,2.50114915723612e-10,0,4.157201488725942e-15
COL7A1_ITGA2,8.987958471889974e-06,0.0009525108668487,1.08793665369803e-08,0,1.4405398479803982e-08
CDH1_ERBB3,8.987958471889974e-06,6.710811681634797e-13,3.91840336300967e-48,0,1.3419572369635734e-24
LAMB2_ITGB1,8.987958471889974e-06,3.041484529365468e-09,3.57644115726517e-21,0,1.501632088202278e-09
FBN1_ITGB1,9.345273750854765e-06,3.4249716194458616e-11,1.57443169354989e-19,0,2.86433049169083e-22
THBS2_ITGB1,9.53860091540979e-06,1.6438998551641137e-08,1.93748147055106e-35,0,1.0269593162628306e-15
S100A10_TRPV6,9.53860091540979e-06,4.0114801532742236e-09,1.16385441941726e-24,0,1.6466666666666663e-28
FN1_ROBO4,9.903942486598283e-06,0.0001664945126297,2.28583985394822e-29,0,3.7439547393601536e-21
ICAM2_ITGB2,9.903942486598283e-06,1.794908065275579e-07,2.01217288459002e-10,0,7.607569763904693e-07
CXCL16_ADRA2A,1.0153395463126978e-05,6.520725444825694e-07,1.5085158655797499e-12,0,4.2112973555406863e-16
LAMC1_ITGA6,1.0153395463126978e-05,0.0001747890755383,2.18079775365295e-08,0,1.5487536568376964e-10
LIF_IL6ST,1.0153395463126978e-05,2.655595743306094e-10,1.0296852845883e-38,0,2.4940492779748762e-19
CDH1_PTPRM,1.0186236608131876e-05,1.1413053222686375e-05,1.57728859366096e-34,0,6.317055644359655e-08
ANXA1_ADRA2A,1.0198838255502034e-05,0.0013061472914388,2.10918527113807e-06,0,2.2095694562588644e-24
SERPINA1_LRP1,1.0600737668746032e-05,1.4122435284694542e-09,1.42797712602888e-27,0,1.4764207273810927e-16
PLAU_LRP1,1.0600737668746032e-05,0.0891058664260351,2.42112605657258e-06,0,6.358355793422278e-14
LAMB1_ITGA2,1.1218188528233526e-05,4.038020569701112e-06,6.26736056659244e-12,0,4.947877471140219e-13
COL3A1_ITGB1,1.1463477324966869e-05,8.692449745753363e-08,1.14092008350855e-31,0,3.2874229491431325e-14
FN1_IL17RC,1.1573145397658132e-05,3.8968828164343e-14,8.22869878477336e-12,0,3.4508729088753857e-19
PLAU_ITGB1,1.2389894751652162e-05,1.2469050783265097e-06,4.01721489086814e-18,0,3.6558664144622e-10
HMGB1_SDC1,1.2544550806048818e-05,0.0023333066220373,2.2632227614248496e-11,0,1.6361693560950368e-17
LAMC1_ITGA2,1.2544550806048818e-05,0.0008516642065721,2.01585810438e-12,0,5.207822487774982e-13
MDK_ITGA6,1.2577836265119832e-05,4.142775795005586e-09,9.436137214008549e-12,0,6.01895398304113e-14
COL6A1_ITGA2,1.304379270789428e-05,0.0020555363925128,1.8013138208631803e-09,0,2.5463469293741724e-08
PPY_ADRA2A,1.304379270789428e-05,2.5842948191668626e-08,2.9845789239178e-07,0,2.4524612098238086e-26
LAMB3_ITGB1,1.304379270789428e-05,4.825696663480179e-06,5.55332477869141e-18,0,1.0786568884434592e-08
LAMC3_ITGA6,1.304379270789428e-05,0.0621345618622147,6.38140089284242e-07,0,1.5802606284827068e-10
FBLN1_ITGB1,1.3089496100668952e-05,4.3424349083873973e-13,6.45236905954146e-22,0,2.6639479537573788e-20
APP_ADRA2A,1.3143334790454592e-05,1.2039864371183246e-10,1.0998894063919001e-21,0,3.083615248454061e-25
LAMA5_ITGA2,1.3303657535009322e-05,1.321766112020221e-09,6.6375733216332104e-31,0,1.1386531727660438e-15
LAMB1_ITGA6,1.3455152557741307e-05,9.282097129562192e-09,1.6571311663841998e-13,0,1.0963855404253941e-13
FN1_ITGAV,1.423595974277331e-05,6.108294566001399e-12,8.69542391384568e-13,0,9.586945225345588e-20
SEMA3B_NRP2,1.4907604907839015e-05,0.0416685710517661,1.34893715929575e-10,0,2.600199519603182e-12
LAMB1_ITGB1,1.4996604523716548e-05,2.87578079629217e-10,7.76230495357394e-20,0,2.349366529661902e-15
LAMC2_ITGB1,1.506284597732327e-05,4.8573170048316374e-09,1.34971857968919e-16,0,7.224011049203705e-13
THBS1_SDC1,1.506284597732327e-05,0.0020288630225138,5.05814459779265e-16,0,1.8197233868003057e-13
CALM2_AQP1,1.506284597732327e-05,0.0,8.26600543940869e-35,0,1.4077988395361544e-24
LAMC2_ITGA6,1.514743795353113e-05,3.726096212192287e-05,8.07015172806155e-05,0,4.431778266914143e-11
LAMC1_ITGB1,1.5551157967333672e-05,5.527497570516638e-08,2.14102032274676e-23,0,1.6267507872475128e-17
CXCL1_ADRA2A,1.5894432787185224e-05,0.0564869602195608,1.17643769129033e-07,0,1.6204954651701594e-10
COL7A1_ITGB1,1.5943728852373176e-05,3.361389886375138e-09,3.89299596474915e-19,0,1.2733679034471297e-15
COL16A1_ITGB1,1.5943728852373176e-05,1.0049580874162416e-07,9.14028314976259e-18,0,3.3626615093335807e-12
CDH1_LRP5,1.5943728852373176e-05,2.7859218566548314e-11,1.8586355263407598e-29,0,7.646313687727768e-10
EFNA5_EPHA2,1.6450367450678974e-05,5.507557206747212e-07,5.84185816428048e-10,0,2.683947360327238e-22
MMP1_ITGA2,1.6450367450678974e-05,6.108294566001399e-12,0.0004754224788401,0,1.2176076735268145e-23
HBEGF_CD9,1.6450367450678974e-05,0.0002518532233761,1.68022061509005e-08,0,3.55785314091262e-17
HMGB1_CXCR4,1.731800615545618e-05,3.506851111539476e-06,6.09048931372683e-39,0,1.3846281551805191e-14
IL16_KCNJ15,1.731800615545618e-05,5.1373813782528127e-14,9.26406759275571e-23,0,1.6466666666666663e-28
LAMA5_ITGA6,1.731800615545618e-05,3.1666204826503887e-11,1.70871388609937e-21,0,8.978390143088429e-20
FN1_ITGA3,1.7495114540752176e-05,0.0,6.64138201169294e-12,0,1.7279854047412734e-14
FGA_ITGB1,1.7504184025059084e-05,8.129393606574817e-08,8.21197698280874e-11,0,1.5544482447907322e-16
THBS1_ITGB1,1.7504184025059084e-05,5.886717143377149e-07,1.16597077588491e-06,0,4.182693223548322e-16
PLAT_LRP1,1.7504184025059084e-05,9.585729670342452e-10,1.4312563543960499e-34,0,2.3689587903476882e-14
MDK_TSPAN1,1.7504184025059084e-05,1.5805867253324652e-12,5.03737583110469e-26,0,2.747081902089194e-16
LAMA4_ITGA6,1.7504184025059084e-05,0.0176915924216854,1.60741678821149e-06,0,5.13617603923062e-10
FGA_ITGAX,1.7504184025059084e-05,3.4009880752479967e-09,8.87849269294561e-07,0,2.6859172092508812e-14
HSP90B1_LRP1,1.7710271825311885e-05,2.428890917595118e-10,4.20751478583571e-39,0,2.122577663981458e-14
COL1A2_CD44,1.854591766087677e-05,0.0,5.37859317105258e-23,0,1.6926504642657816e-27
CALM3_KCNQ1,1.899587939391268e-05,0.0,1.61869829393934e-24,0,1.6466666666666663e-28
CALM1_KCNN4,1.9670963481682003e-05,0.0,8.26600543940869e-35,0,6.338072965391001e-25
C3_ADRA2A,1.9670963481682003e-05,0.0007781958521602,2.40645795093345e-05,0,1.0472119910839942e-21
COL1A1_ITGA11,1.9670963481682003e-05,0.0,1.56676064783477e-36,0,1.6466666666666663e-28
COL1A1_ITGB1,1.9670963481682003e-05,3.7492494943014258e-06,2.84812549272993e-21,0,5.344911790050602e-08
VCAM1_ITGB1,1.9751650933687625e-05,2.555487824672397e-06,2.68068914127251e-11,0,2.467957230244405e-07
APP_TSPAN15,1.9751650933687625e-05,1.4488523946723533e-06,4.01873949657367e-05,0,5.657059022063271e-12
APP_LRP1,1.9751650933687625e-05,8.569255114881319e-08,7.58323675324458e-26,0,6.501351963933879e-12
CALR_LRP1,1.9751650933687625e-05,0.0040710464065629,2.28863414146807e-07,0,1.679911262798727e-14
HSPG2_ITGA2,1.992492249054523e-05,0.0049400614966378,1.84951584888101e-07,0,4.4149901319451286e-10
SAA1_ADRA2A,2.086991846706812e-05,0.0141441999415326,9.59015719483969e-06,0,5.381237880342418e-17
CD14_ITGB1,2.086991846706812e-05,5.656360063681737e-07,2.8093610383920804e-15,0,7.952283187894521e-21
JAG1_NOTCH1,2.198395021251793e-05,0.00011994521768,1.31318221206749e-10,0,4.450147410719099e-13
JAG1_NOTCH3,2.210660726870329e-05,0.0,8.460626906272531e-17,0,3.1043346774704357e-21
HSPG2_ITGB1,2.321677971121565e-05,1.7034724144809748e-10,1.68831163194597e-22,0,3.5503923712512748e-12
COL6A3_ITGB1,2.3294867302809643e-05,6.372144108426003e-05,1.5427175921107397e-11,0,5.956464793399618e-09
HSP90AA1_LRP1,2.3294867302809643e-05,0.0077515581883745,1.24678746886498e-06,0,1.1422551871327052e-15
FN1_CD44,2.3294867302809643e-05,1.651101262184754e-11,3.89156498260903e-05,0,4.698645823447876e-21
ADAM9_ITGA6,2.3300151805282148e-05,0.0402497729376859,6.03656686521725e-06,0,5.33396900409336e-11
THBS1_LRP1,2.346551642529302e-05,0.0050718855736874,2.06125893621588e-08,0,4.625247375595209e-17
FN1_ITGB1,2.351949660820404e-05,2.597986352385029e-07,3.6749055839679703e-09,0,6.38023076833336e-14
LAMC3_ITGA2,2.503563305772792e-05,0.0002954198461813,3.77414198699003e-13,0,2.683947360327238e-22
TNFSF10_RIPK1,2.5838526751616828e-05,0.0087712774960787,2.6342566576103203e-09,0,6.675495967823074e-21
PDGFB_PDGFRA,2.657836471092493e-05,0.002692696694755,3.8803222503897e-18,0,2.007774740307735e-11
JAG2_NOTCH1,2.657836471092493e-05,0.0122583500975072,2.82193068215657e-06,0,1.941072719644715e-13
LAMB1_ITGA7,2.682041177566514e-05,1.1288912044241348e-06,5.09696498978678e-15,0,2.4457581998969547e-12
CXCL14_CXCR4,2.694321793352363e-05,2.854856186283234e-06,2.20892412489858e-35,0,6.601345493341756e-13
FN1_PLAUR,2.735926129724291e-05,0.0,1.26064767486066e-14,0,1.841435241460494e-17
THBS2_NOTCH4,2.7365648352307744e-05,1.4589210623978392e-06,1.76379929928301e-26,0,3.482557737759479e-19
THBS1_ITGA6,2.7979192460589083e-05,0.0024332009433145,0.0001056975249465,0,2.1916391728945423e-11
ADAM10_CADM1,2.7979192460589083e-05,2.692025801415688e-07,2.89938517040059e-07,0,4.9533480314285513e-14
SERPINE1_LRP1,2.8121950158721444e-05,0.0001539015036912,4.10716512638108e-20,0,9.285881572305385e-14
PSEN1_NOTCH1,2.9231278425592103e-05,1.915399026936647e-05,2.55388685878275e-19,0,1.4936555826365097e-14
SCGB3A1_NOTCH3,3.13842598699125e-05,3.9742766243828064e-15,1.6571311663841998e-13,0,4.6013721599833496e-10
VCAN_ITGB1,3.217923247103981e-05,4.242512073064516e-05,3.56965457016877e-26,0,1.0397881592376469e-11
COL18A1_ITGB1,3.453909371068627e-05,6.671060601417462e-09,1.8697404938333203e-15,0,5.403196111248553e-16
CALM3_AQP1,3.626417949218522e-05,0.0,8.503287207548229e-36,0,5.759750478649521e-19
FN1_ITGA5,3.665803251208285e-05,0.0,1.0934157040641799e-18,0,3.167811875126125e-20
TGFB1_ITGB1,3.798430125875339e-05,2.7325784891643e-07,2.94492416228872e-13,0,9.123100474024388e-11
EFEMP2_AQP1,4.143447308198773e-05,0.0,1.14070708510073e-22,0,4.925338473214851e-22
ADAM10_AXL,4.191810672684896e-05,0.0006892054691122,4.48067476159002e-07,0,2.2230957448700127e-10
AFDN_F11R,4.34186636353057e-05,1.1890982695323738e-05,5.950612321246881e-15,0,4.091373291185327e-15
MMP7_SDC1,4.4064906120001565e-05,0.0,2.13468021583934e-22,0,2.643271911438146e-26
COL6A1_ITGB1,4.882674361957463e-05,2.824561670367752e-06,1.7721542520939901e-10,0,4.947877471140219e-13
VEGFA_ITGB1,4.915064272311189e-05,0.0,7.43782128167792e-13,0,5.273112302746353e-25
MFAP2_NOTCH1,5.056649354118119e-05,0.0017311316332854,4.47082153543481e-14,0,4.985131021558482e-12
JAG1_CD46,5.056649354118119e-05,2.4467573635864967e-06,1.7907676384865902e-15,0,1.6112970872553516e-10
ADAM10_NOTCH1,5.065454475248437e-05,0.0161480931103422,3.33446296411717e-05,0,4.44065354282974e-13
CALM1_PTPRA,5.126828357478529e-05,1.5311976087933125e-11,4.92369106865073e-22,0,3.8351447629793716e-20
VCL_ITGB5,5.661666611377152e-05,2.3735186778968877e-08,1.52358675381455e-28,0,8.503351521293652e-18
CEL_CXCR4,5.661666611377152e-05,0.0022697497408611,3.2143263543513597e-26,0,4.89125647448521e-11
ZG16B_CXCR4,5.857169466722017e-05,0.0184290840013859,2.5435874509309403e-15,0,1.8149166731843598e-09
FGA_ITGA5,5.86572651937122e-05,0.0,3.02939501177095e-32,0,1.6466666666666663e-28
TNFSF12_TNFRSF12A,6.168148261059508e-05,0.0,1.3809785407078e-18,0,1.6466666666666663e-28
COL5A2_ITGB1,6.51554508936397e-05,3.5413706308026426e-06,1.9732995237104699e-13,0,3.8065178501384526e-16
EFNA1_EPHA2,6.594701507188728e-05,3.995897439551162e-05,1.30754137245372e-05,0,8.476299341270175e-17
AGTRAP_RACK1,6.834405818427322e-05,0.0,2.16722973378647e-16,0,1.168838675866481e-19
CD99_CD81,6.834405818427322e-05,0.0,1.08062438253945e-32,0,4.749334622716574e-17
CCL21_ADRA2A,6.834405818427322e-05,0.0025242620691201,4.27794832841149e-06,0,6.167626722316352e-18
MMP2_PECAM1,6.961534694474498e-05,2.815733037677517e-11,7.024224418837451e-31,0,4.694576671188564e-21
CD160_TNFRSF14,6.961534694474498e-05,0.0,1.7925924824851002e-16,0,1.6466666666666663e-28
ALOX5AP_ALOX5,7.049189068551625e-05,0.0047782426560078,9.81850976598612e-07,0,7.646313687727768e-10
INS_INSR,7.055981061348832e-05,0.0,4.4847606069492e-40,0,1.6466666666666663e-28
MDK_ITGB1,7.060676646831908e-05,4.692300600827841e-05,3.00518031582946e-13,0,1.3026493525723937e-12
APP_NOTCH2,7.152019000105457e-05,9.811039255848533e-08,2.4317629914239e-11,0,3.8222909029302146e-17
CALM2_KCNQ1,7.424521249391663e-05,0.0,3.8867106322478403e-20,0,1.6466666666666663e-28
PSEN1_NOTCH3,7.586407310113427e-05,0.0,2.15426309163519e-27,0,1.6466666666666663e-28
ACTR2_LDLR,7.586407310113427e-05,0.0,7.77966522085749e-21,0,8.689053722508053e-20
LAMB3_ITGB4,7.667385109249825e-05,0.0,2.48649841599302e-39,0,2.635033229212302e-23
SPP1_ITGB1,7.821842765614998e-05,4.333856175086728e-05,2.89248605398586e-14,0,1.8805779521622554e-09
APOE_LRP8,7.895150673559807e-05,1.4312960525582802e-07,4.35267508269271e-16,0,1.3621005880632476e-27
GRN_TNFRSF1A,7.895150673559807e-05,0.0,1.4053975317949998e-20,0,2.070431604061635e-18
C3_ITGAX,7.971205686333422e-05,0.0087648523397389,1.33917273407234e-07,0,5.6994705370800535e-08
HSPG2_SDC1,7.989151573845064e-05,0.0,7.62420339379889e-30,0,1.2950309808061998e-18
LAMC1_ITGA7,8.061441769945895e-05,4.702780779126227e-05,1.24962447599755e-12,0,2.7919796816947186e-12
LAMC1_ITGB4,8.246541793417226e-05,0.0,1.46249294864453e-14,0,2.1188650363493422e-14
C3_LRP1,8.246541793417226e-05,0.0014849612788025,1.2507700204968401e-09,0,1.37923000251168e-17
FGF23_FGFR1,8.607847162564209e-05,0.0,8.80514766970384e-37,0,1.6466666666666663e-28
FGF23_FGFR3,8.61899003507507e-05,0.0,1.21014198256354e-32,0,1.6466666666666663e-28
AFDN_NECTIN4,8.61899003507507e-05,0.1400233951604947,0.0028706853233223,0,2.683947360327238e-22
ADAM10_GPNMB,8.844344571595776e-05,3.747308920739703e-05,3.16107404471311e-13,0,7.496453596234013e-12
C1QA_CSPG4,8.927964816772733e-05,1.4488523946723533e-06,2.10652157467308e-10,0,2.106371219760492e-15
GPC3_LRP1,9.00190293852781e-05,9.613934793812836e-05,1.26064767486066e-14,0,1.0294392223967229e-19
FAM3C_LAMP1,9.222602071215424e-05,0.0,2.079994061562e-20,0,1.2699435206130957e-18
CXCL2_ADRA2A,9.24186772613456e-05,0.0290855426946659,0.0006640671987139,0,2.677016832495275e-09
A2M_LRP1,9.450828251665488e-05,0.0046218897233488,0.0432928883810195,0,1.1446217062354369e-12
LAMB2_ITGA3,0.0001020232743801,1.62393314188834e-08,9.07011654287291e-17,0,8.0885543642501735e-22
CALM1_INSR,0.0001069989633503,5.95777597798688e-10,3.16107404471311e-13,0,1.403246953954148e-26
IL16_CD4,0.0001077054515251,3.0662322623668644e-12,1.93748147055106e-35,0,1.6466666666666663e-28
CD14_RIPK1,0.0001079576249912,0.287029305428238,1.40128655243494e-07,0,5.305784739975613e-16
NLGN2_NRXN2,0.0001080532445817,0.000360134199754,2.66594357482344e-10,0,1.097029640601822e-15
LAMB1_ITGB4,0.0001085720707276,2.5594341461025275e-14,1.72526782306962e-13,0,1.80417805819648e-13
THBS1_ITGA3,0.0001086063404164,0.0163874290725627,3.35458182255632e-10,0,3.5181388312838326e-11
SPP1_ITGA5,0.0001165815908433,1.7858072744147426e-13,1.2507700204968401e-09,0,6.845498273061214e-15
SEMA7A_ITGA1,0.0001212200036039,0.0012386591288497,7.35827239096478e-14,0,2.1911365073111952e-14
LRPAP1_LRP1,0.0001216743600227,5.161342465415614e-08,5.0885886173168e-25,0,9.29647916925628e-15
SEMA4D_MET,0.0001230349267044,2.2294554193046668e-05,1.63606220178682e-07,0,1.4617618273362582e-23
PLAT_ITGB2,0.0001269699277296,1.0210032762800593e-07,1.97882003309891e-08,0,1.1708234344405423e-17
APP_PLD1,0.00012809380059,0.0018109396320482,1.02572193301853e-07,0,4.053723106202671e-07
THBS1_LRP5,0.0001320701357117,0.0002065259231055,3.6293515938923e-05,0,1.3465322875846925e-12
FGB_ITGB2,0.000133096292868,0.000584903209876,8.50729232904925e-07,0,2.495713929925163e-13
ADAM10_MET,0.0001345872896958,0.0008877869288018,0.0011699671829767,0,1.5801760351423278e-17
GNAI2_ADRA2A,0.0001376775285293,0.2035478401954115,4.73731710340443e-07,0,2.1916391728945423e-11
MDK_SDC4,0.0001381537852183,2.175712388030604e-11,1.44392554151669e-18,0,6.031791372286326e-15
COL6A1_ITGA6,0.0001386204916243,2.392798972816421e-05,0.0036606868903676,0,5.386376255561805e-13
COL18A1_ITGA3,0.0001386204916243,1.6438998551641137e-08,1.05024159204369e-17,0,2.2449811014299278e-15
S100A4_ERBB2,0.0001476478764232,4.998038624945719e-09,1.1871840751378901e-20,0,1.6466666666666663e-28
LAMC3_ITGA3,0.0001490985852596,2.6006368966081805e-11,7.024917431852701e-18,0,1.223978532516366e-17
C1QB_LRP1,0.0001494069494675,0.0354205836300377,6.15497977561043e-06,0,3.459292051531556e-12
CALM1_SCTR,0.0001496603280106,0.0,3.2503279000932495e-11,0,2.09094491919594e-20
CSF1_CSF1R,0.0001496603280106,0.0062004167665038,3.87886274282856e-16,0,8.308439172522017e-15
MDK_LRP1,0.0001506699954877,0.0005152524378633,3.33110174038191e-08,0,8.844846090950275e-13
TIMP2_ITGB1,0.0001545066655671,1.0210032762800593e-07,2.71869532048286e-09,0,2.428370534113885e-13
PTGS2_ALOX5,0.0001554864832989,0.0107169678344842,1.40295273842412e-05,0,1.5887317919990073e-12
LRPAP1_LRP8,0.0001732414850623,6.922605084589265e-10,2.5481424761304e-12,0,3.574787656750744e-21
COL4A1_CD47,0.0001772338349761,1.6147527759358126e-12,5.05102321307251e-09,0,1.6466666666666663e-28
COL1A2_ITGA11,0.0001772338349761,0.0020567111302264,0.0097072919536467,0,2.8227626829289845e-16
COL6A2_ITGA1,0.0001922456080403,0.0052910288053866,1.66208296797272e-14,0,3.6255211686610886e-20
C3_ITGB2,0.0001926522808973,1.5114262328982053e-07,1.64773890710527e-08,0,1.951893856522255e-17
TGFB3_ACVRL1,0.0001928272625338,1.7878972931780383e-10,1.03845156944057e-41,0,5.907732382136458e-21
PDAP1_PDGFRB,0.0001928272625338,3.674445722301466e-06,1.5237740780593401e-19,0,3.208832935662607e-11
ADAM9_ITGA3,0.0001945250895413,2.2601504252980694e-08,0.0002045639488917,0,1.3075850960722097e-19
THBS1_SDC4,0.0001945250895413,0.0024461220431586,6.09524834966057e-07,0,3.873823709908225e-14
CDH1_IGF1R,0.0001945250895413,0.0002707490994529,1.45174018475973e-24,0,2.1916391728945423e-11
LAMA5_ITGB1,0.0001968022599121,0.0001301137540312,9.825244782052719e-11,0,6.589477363123182e-14
INS_IGF1R,0.0002011535037947,3.361389886375138e-09,2.3936109972849398e-29,0,5.382873318004765e-28
IL1RN_IL1R1,0.000203773808451,6.440383825665003e-05,2.71372439311236e-16,0,2.939927789152352e-13
DKK1_LRP5,0.0002047690162815,1.4048132901777182e-10,6.94425789991355e-27,0,1.6466666666666663e-28
C3_CD81,0.0002074684473405,0.0,0.000229514464954,0,8.168562183696929e-17
AGRN_LRP1,0.0002105964981178,0.0010466652353702,8.54921986399761e-15,0,1.1316739836871624e-11
