,SOMDE,SpatialDE,SPARKX,nnSVG,scGCO
TNFSF12_TNFRSF12A,1.5116290413583856e-06,0.0,4.60077068656855e-21,0,7.39052825453605e-21
COL3A1_ITGA2,1.5116290413583856e-06,1.584960710974251e-05,4.03177380728196e-17,0,1.2830262002715184e-14
COL1A1_ITGA11,1.6628584038815643e-06,7.950011698903001e-14,1.00783353814129e-24,0,4.902188752208308e-22
COL6A2_ITGA1,1.6855994854448788e-06,2.4141925623361996e-10,5.22746732157871e-16,0,4.1041971291461367e-20
LAMB1_ITGA6,1.6855994854448788e-06,7.811359415155506e-10,3.83170507535976e-10,0,2.3194422828662982e-14
ACTR2_LDLR,1.6855994854448788e-06,0.0,1.43512296305253e-39,0,9.148148148148147e-29
THBS1_SDC1,1.6855994854448788e-06,0.0,3.5782819066797198e-34,0,1.2773821585189509e-21
PLAU_ITGB1,1.6855994854448788e-06,0.0,1.38772377176516e-51,0,7.862322233091378e-25
LAMB2_ITGB1,1.931465317770356e-06,5.46318780347832e-07,5.19879932958207e-38,0,8.11573611688654e-18
PLAT_ITGB2,1.9506656237126124e-06,2.0299616471689533e-09,8.40712406005919e-30,0,2.5514697843033806e-17
LTF_TFRC,2.0650563222957302e-06,1.5456524522146364e-06,4.43971124101293e-30,0,9.877464538077749e-24
CD160_TNFRSF14,2.0650563222957302e-06,0.0,1.20226214726778e-48,0,9.148148148148147e-29
LAMB1_ITGA2,2.1094213331124778e-06,1.1183511160612142e-05,5.47546789067946e-10,0,4.6220318124230365e-11
LAMC1_ITGA2,2.136355326224967e-06,8.557368774618668e-09,9.43885949451512e-15,0,7.473201903373778e-12
COL6A1_ITGA2,2.173109053018069e-06,5.689529844139798e-14,3.8811571854832e-17,0,3.7266576597951466e-18
LAMA5_ITGA2,2.586109428431873e-06,9.971293970805371e-09,1.2951430092474e-14,0,2.5046735020201247e-20
SEMA4D_ERBB2,2.7278277666523853e-06,0.0,3.95235982234498e-58,0,1.868108958872913e-21
MFAP2_NOTCH1,2.7278277666523853e-06,0.000159524910252,4.55923896647849e-31,0,4.420917520880644e-21
LAMC1_ITGB4,3.117272440591347e-06,0.0,1.70272365338785e-47,0,9.877464538077749e-24
SEMA3F_NRP2,3.222368989603828e-06,0.0001624757727406,2.4565958154415e-17,0,7.040443396427387e-08
S100A4_ERBB2,3.222368989603828e-06,6.347636441973249e-13,1.2420854866693002e-32,0,3.125250597801942e-15
COL1A2_ITGA1,3.222368989603828e-06,1.442045716554072e-13,3.27926614402723e-12,0,6.970294183162527e-14
VCAM1_MSN,3.234305945922144e-06,1.3964104434204548e-07,6.484462995464281e-09,0,2.4529156636878952e-18
PGF_NRP2,3.2754828482477786e-06,0.0061953504730211,8.13956355042753e-11,0,1.0026830037531729e-08
COL6A1_ITGB1,3.5238461125085662e-06,2.0596148485338e-08,3.73205491056343e-07,0,4.351977693202858e-17
COL5A2_ITGB1,3.812298801590176e-06,9.842109766067253e-13,6.02426433429348e-16,0,1.28163031056257e-25
CGN_F11R,3.880291390988656e-06,9.221060148506152e-07,1.77535072592666e-10,0,2.128300917816385e-12
LAMB3_ITGA6,3.880291390988656e-06,0.0,1.2148672578219399e-18,0,2.983021451143619e-23
THBS2_ITGB1,4.189764707582216e-06,0.0,1.10884950300244e-13,0,1.2201342639780747e-28
EFNA1_EPHA2,4.321923347658828e-06,8.562749877051426e-08,3.2831238373255897e-18,0,7.684734147109955e-27
COL7A1_ITGA2,4.55290115404138e-06,2.0627824667940334e-06,2.5671649501687904e-19,0,2.961870157707529e-12
TGFB3_ITGB1,4.55290115404138e-06,1.8281672472160917e-15,1.05929546567671e-41,0,9.148148148148147e-29
COL1A2_CD93,4.55290115404138e-06,2.2205764779945468e-10,1.05427408925043e-08,0,1.2818035741691684e-21
COL1A1_ITGA2,4.65011302848776e-06,0.0001005500930419,9.76744357192476e-11,0,7.284268896677602e-11
NID1_ITGA3,4.65011302848776e-06,1.0338043105938781e-13,1.76573647666447e-19,0,9.148148148148147e-29
CALM1_AQP1,4.737677710568009e-06,0.0,0.0001393845208135,0,9.148148148148147e-29
VCAM1_ITGB2,4.737677710568009e-06,2.483972496076186e-08,5.836558305456131e-09,0,4.789363606404302e-16
CSF1_CSF1R,4.771529079919021e-06,7.848169645028077e-12,6.88621983104292e-29,0,9.148148148148147e-29
APP_LRP1,4.771529079919021e-06,0.0,5.616786436959199e-41,0,1.6272117936286286e-14
VCAM1_EZR,5.084048598240751e-06,0.0,2.47746320661376e-05,0,9.9364973422649e-19
COMP_ITGB1,6.530741167295959e-06,7.759113370216535e-08,6.525786311379849e-30,0,2.2591361620256797e-11
LAMC3_ITGA6,6.530741167295959e-06,1.4963083763483642e-10,3.20862297362098e-10,0,8.314929694418266e-14
GPC3_LRP1,6.597889735772034e-06,2.255958383064657e-12,7.75769552916124e-54,0,9.148148148148147e-29
PPY_ADRA2A,7.77740467324593e-06,2.4795478462241773e-13,3.6994761203756596e-26,0,9.148148148148147e-29
LAMB2_ITGA3,7.77740467324593e-06,1.440374194776314e-14,1.79983114443486e-20,0,4.524102843878993e-27
MMP1_ITGA2,7.783860595690761e-06,3.605201949710216e-05,3.85671902112117e-07,0,1.9280307656228717e-11
MDK_TSPAN1,7.783860595690761e-06,3.999115853285199e-15,7.54064830400526e-14,0,9.148148148148147e-29
LAMC1_ITGA6,7.783860595690761e-06,3.6210265819512094e-09,1.6872339989924702e-09,0,4.577614852152012e-17
THBS1_ITGA6,7.783860595690761e-06,7.6739839329992e-13,1.64802732854796e-08,0,1.1134192487934994e-16
COL18A1_ITGB1,7.783860595690761e-06,8.933773471893025e-07,4.25674075833319e-22,0,7.430875035425881e-16
LGALS9_MRC2,8.128298700782468e-06,4.10361475775164e-07,6.180247443406701e-20,0,4.204435345123661e-15
AFDN_NRXN2,8.190899055128686e-06,6.909696981249881e-09,1.27470974944242e-10,0,1.6095336798750322e-12
LAMA4_ITGA6,8.931073563458257e-06,1.0537026806645142e-09,1.77296436480987e-08,0,1.4384290919662569e-15
THBS1_ITGA3,9.190461642511553e-06,2.289646358163842e-14,2.4143116161378798e-30,0,4.1208485999446873e-19
ADAM9_ITGA6,9.358952468631266e-06,6.497811361248544e-09,1.38775533564732e-08,0,2.2296214993885663e-19
TGM2_SDC4,9.358952468631266e-06,0.0,3.0230833573878797e-34,0,6.94254205644593e-17
VCAM1_ITGB1,9.358952468631266e-06,6.65249748292522e-14,1.28740558227857e-08,0,6.893423425132217e-18
HSPG2_ITGA2,9.742400815288783e-06,1.856538996610387e-11,3.57146484450614e-13,0,6.94254205644593e-17
ANXA1_ADRA2A,9.783127607850906e-06,2.3968668391853515e-06,5.43017787412813e-10,0,5.579113437009205e-23
A2M_LRP1,9.783127607850906e-06,1.323015771011645e-13,1.08018854333238e-55,0,1.7267252339477465e-22
LIF_IL6ST,1.0302654678458666e-05,9.114743303552008e-11,1.09159905947189e-34,0,3.255823384441382e-25
NLGN2_NRXN2,1.0413174665721428e-05,8.502415161344635e-09,1.35213596238976e-08,0,1.6465450859371318e-11
CXCL14_CXCR4,1.2221628267653744e-05,0.0035774209608854,2.1192373812816902e-24,0,2.279626709591087e-09
HSPG2_ITGB1,1.3115187254564e-05,0.0,5.6065271625410894e-36,0,9.148148148148147e-29
EFNA5_EPHA2,1.3115187254564e-05,7.51161012847098e-07,3.52945021738097e-17,0,1.3732182897800673e-18
PDGFB_PDGFRA,1.3146020696664052e-05,0.006262896259484,1.22419046965631e-10,0,7.748082448269166e-13
VEGFA_NRP2,1.336080155597358e-05,0.0013184550203112,3.23383533985996e-14,0,1.5505517465500226e-11
CALR_ITGA3,1.336080155597358e-05,3.500745792541451e-15,3.25629135257158e-15,0,6.614517279340085e-17
SPINT1_ST14,1.4102967951346373e-05,2.4544937970993885e-07,2.6772537823873e-29,0,1.3923280839185834e-05
PLAU_LRP1,1.423597587171674e-05,0.0,1.7318876580870402e-60,0,1.1472827893937684e-14
THBS1_LRP1,1.4564915602119884e-05,4.925191305938945e-07,6.316544314758731e-09,0,1.9660031410490699e-13
COL6A1_ITGA1,1.4670820698515608e-05,2.7401201832379714e-09,6.809273004353021e-14,0,9.503061701787572e-21
LAMC3_ITGB1,1.5520768294802917e-05,1.526554321502687e-05,2.6237295248666004e-16,0,1.6010606377431886e-07
HBEGF_CD9,1.5520768294802917e-05,9.482150654150276e-05,1.45791809942487e-10,0,1.1696771469073936e-19
CD14_ITGB1,1.553955955263617e-05,5.5040724077451946e-08,3.59382001019256e-11,0,3.4544917964547065e-11
APP_CD74,1.553955955263617e-05,0.0,9.94884031660234e-59,0,9.148148148148147e-29
ZG16B_CXCR4,1.5583601387686655e-05,1.1186606114963484e-09,2.72673414348899e-41,0,1.1124084538583098e-10
COL5A1_ITGA1,1.603591217598031e-05,4.9561745594851776e-12,5.54723810615403e-38,0,4.438426409777668e-13
FN1_ITGA2,1.7338203651011357e-05,0.0014205613755411,4.2011884941357e-17,0,6.597422397476997e-13
FBN1_ITGB1,1.7338203651011357e-05,1.1881406662964277e-06,3.8303463364392104e-23,0,3.553282143737454e-16
LAMB2_ITGB4,1.881592955965242e-05,0.0,5.3577502109468006e-21,0,1.9828946968593623e-21
LAMB1_ITGA3,1.931152999157155e-05,8.079360170786355e-09,1.0349649187696499e-12,0,2.1741435567361805e-25
AFDN_F11R,1.948664843957922e-05,3.088261168447581e-06,8.39768240755453e-12,0,3.22765812390039e-14
COL6A3_ITGB1,2.030035235334121e-05,7.859101875032263e-12,4.89289648463689e-36,0,2.241590161237997e-18
COL1A2_CD44,2.0313510929179587e-05,3.546644459599216e-13,1.9229208996955698e-11,0,4.422876876098581e-22
FGG_ITGB1,2.0472304074879256e-05,3.2872700138260794e-08,6.93501477787079e-16,0,1.5967587415330134e-12
LAMA5_BCAM,2.04770770551816e-05,1.4751840622067343e-10,3.07283512396372e-22,0,2.059948972078518e-27
SEMA4D_MET,2.064560236188804e-05,4.10361475775164e-07,0.0001900315890338,0,7.292558465519339e-11
PSAP_LRP1,2.1725411189039214e-05,0.0060185306556137,0.0007541409227633,0,3.3265466009104653e-18
FGA_ITGB1,2.2869258357089737e-05,6.640706699159312e-06,3.6078051522234706e-15,0,1.5505517465500226e-11
COL6A3_ITGA2,2.310779331911575e-05,1.1144949352207927e-06,1.44620785998923e-10,0,6.156695169865664e-18
LAMC2_ITGA2,2.3903164635051687e-05,0.0001931186175208,2.7388676671399602e-15,0,2.0971122166457105e-20
HSP90AA1_LRP1,2.701442431182935e-05,0.0,2.62742548527565e-12,0,2.0703624313745214e-21
LAMB3_ITGB1,2.7261727700241247e-05,1.9005247825543861e-07,3.2945262075738603e-10,0,2.360213336767954e-13
APP_PLD1,2.760359250601313e-05,3.0190029359354714e-08,5.2875506741786103e-14,0,4.524102843878993e-27
LAMB1_ITGB4,2.8507339943963563e-05,0.0,4.4550143024017795e-33,0,7.357909806297011e-28
THBS2_ITGA6,2.8507339943963563e-05,3.836067343131448e-06,1.55914733185032e-07,0,5.389408476015248e-22
FGB_ITGB1,2.9457100484830207e-05,9.57292358216626e-06,1.04675798347436e-17,0,1.4022703225080045e-12
LGALS9_SLC1A5,2.999078964090768e-05,1.81961614235008e-11,6.32066645172072e-12,0,1.8114113261398094e-13
EFNA2_EPHA2,3.094632003026106e-05,7.031873734718949e-05,2.47840692188316e-05,0,2.2838515958357492e-17
FN1_ITGB1,3.1355453240149656e-05,5.195927420883908e-06,5.877276291335019e-22,0,2.293374887822615e-11
COL4A1_ITGB1,3.1355453240149656e-05,0.0,6.26365827860038e-22,0,1.814223104208904e-21
LAMC2_ITGB1,3.15291242249534e-05,6.336983057148601e-07,1.87769787651626e-15,0,8.493507942871448e-17
CEL_CXCR4,3.1863942218964434e-05,0.0090866310788266,8.51853035679351e-13,0,8.868751769868313e-13
SPP1_ITGAV,3.233937624641287e-05,0.0,3.8599580509215597e-22,0,9.148148148148147e-29
SERPINE1_ITGAV,3.57821394213537e-05,9.758025498740607e-12,7.17335260869209e-36,0,2.1741435567361805e-25
LAMB1_ITGA7,3.7940357478308354e-05,3.442376605965371e-06,6.95189583026373e-09,0,7.20508467989692e-13
LAMC1_ITGA7,3.7940357478308354e-05,0.0002143884122224,4.06782824008994e-08,0,1.021791914014864e-11
CALM1_KCNN4,3.882425840367361e-05,0.0,5.632807128136071e-44,0,4.6122005811281727e-26
ADAM12_ITGB1,4.001360303422176e-05,7.378323361858599e-05,1.11567319225169e-14,0,1.344215349266352e-07
COL1A2_ITGB1,4.001360303422176e-05,3.532944631290391e-11,4.0925810880046e-14,0,3.0157534710986844e-15
HMGB1_CXCR4,4.085213125249356e-05,1.7728802433946346e-07,9.06031546172122e-31,0,1.0382012431758737e-13
VCAN_ITGB1,4.152179031534238e-05,0.0002626220449929,1.50766647601579e-13,0,1.3697654897365634e-12
TIMP2_ITGB1,4.194972032662431e-05,1.3233798228681615e-06,1.56242382078418e-16,0,2.3972407089116507e-09
COL4A1_ITGA2,4.202105986260853e-05,3.420531824308026e-07,3.93159621989277e-06,0,4.970925389660229e-16
CDH1_PTPRM,4.202105986260853e-05,1.0488603247998917e-07,2.1485934725461902e-23,0,1.1147161256418727e-19
LAMC2_COL17A1,4.296456601753536e-05,5.109850474712153e-08,2.28688581678651e-05,0,6.717078031728148e-25
FAM3C_LAMP1,4.371478758623914e-05,0.0,5.55269870277569e-21,0,3.6494619638207886e-21
PSEN1_NOTCH3,4.482806691708572e-05,0.0,7.905102240781671e-17,0,1.7652005451572274e-24
TIMP1_CD63,4.687464680318915e-05,0.0,2.0528352466323102e-20,0,4.1363590777683243e-13
C3_ITGAX,4.746233830291266e-05,0.0033052067592111,7.48414182683032e-05,0,3.1633873037143467e-08
APOE_LRP1,4.792314416316801e-05,1.57334119250459e-06,2.6441252791947503e-21,0,8.926382314179161e-16
ADAM9_ITGB1,4.792314416316801e-05,1.4915114887369508e-06,1.8141027516287602e-14,0,7.886048171924675e-10
GNAI2_EDNRA,4.792314416316801e-05,1.8016232084837846e-11,7.79361346140604e-16,0,9.148148148148147e-29
VEGFA_ITGB1,4.792314416316801e-05,0.0001793801688397,3.22524993630281e-13,0,1.4377751625448836e-11
ICAM1_ITGB2,5.198493890032427e-05,1.4644725031737479e-09,3.04124247961942e-13,0,2.0283264107508907e-09
SERPINE1_PLAUR,5.344254075423139e-05,3.8840097232543225e-05,1.1159648715176398e-11,0,9.327556429308033e-13
HSPG2_LRP1,5.713667111163112e-05,3.5762577472400733e-13,1.21737689782353e-26,0,2.768059296540706e-26
COL1A1_ITGB1,5.743309538441914e-05,0.0003171139291142,4.208660414329889e-11,0,5.823566305400548e-12
LAMC1_ITGB1,6.292301580171246e-05,8.488970173451475e-05,6.95123484268964e-14,0,7.886048171924675e-10
LAMC2_ITGA6,6.292301580171246e-05,0.2146290305104324,3.21725322706988e-05,0,6.981367831816553e-11
ADAM10_CADM1,6.306423272966997e-05,8.637024441908739e-05,7.54535742642464e-08,0,3.834087960070362e-11
GRN_SORT1,6.306423272966997e-05,0.0009494418852078,3.60158076985739e-09,0,2.296497914587216e-12
ADAM12_SDC4,6.306423272966997e-05,0.0,3.20862297362098e-10,0,2.9249022301368335e-18
AGT_ADRA2A,6.583387678895656e-05,4.0462908535533615e-09,3.95246689544058e-06,0,4.240097156932002e-28
LAMB1_ITGB1,6.656096881775313e-05,4.012667129946851e-07,1.7243360215343998e-17,0,5.30940549042597e-10
LGALS3BP_ITGB1,6.764114904745592e-05,4.012667129946851e-07,5.36816666416754e-13,0,2.1653150084383087e-14
PLAU_ST14,6.817727197161696e-05,8.645501731936096e-12,8.7618108112763e-39,0,7.82211980233252e-22
TIMP2_ITGA3,6.850905877225059e-05,0.0,4.58892791997094e-23,0,1.1441197997796237e-22
TNFSF10_RIPK1,6.882497996019225e-05,0.0371208964132734,1.1471893841231999e-12,0,2.076012107732831e-23
FBLN1_ITGB1,6.962616037229502e-05,4.081852352321307e-06,1.13659206460641e-11,0,1.513102078795757e-16
TGFB1_CXCR4,7.095553587236269e-05,0.0318716577715076,1.4783438167302e-12,0,4.9157740507984186e-11
C3_ADRA2A,7.248444239838737e-05,0.0047525534454658,0.000685260739069,0,5.848322219108057e-22
TLN1_ITGB5,7.248444239838737e-05,4.016897115014509e-12,5.258745215466521e-31,0,7.366973564478539e-18
TGFB1_ITGB1,7.366297681314559e-05,1.1881406662964277e-06,3.0695723144567403e-09,0,7.567815147401133e-17
APOE_LRP8,7.366297681314559e-05,4.0449272733264716e-10,9.298417955203681e-19,0,9.148148148148147e-29
APP_TSPAN15,7.385306446675618e-05,5.96786647520121e-08,3.1993676159303e-06,0,5.444734035551403e-26
ADAM10_NOTCH1,7.408060614664538e-05,0.0017714548673396,5.261690164331099e-13,0,1.0382012431758737e-13
PSEN1_NOTCH1,7.500659382544865e-05,0.0005261899030669,1.65189863916148e-08,0,4.735577334792131e-13
LTBP1_ITGB5,8.084608022512929e-05,8.37218921430215e-10,5.71606464645654e-22,0,5.147789994953403e-18
MDK_ITGB1,8.24816337292809e-05,1.3265457096308294e-07,1.3806345584067401e-24,0,1.211464865586764e-13
LRPAP1_LRP1,8.387368579190655e-05,0.0043301840582625,1.1844261620823199e-12,0,9.148148148148147e-29
LAMC2_ITGB4,8.489201199184442e-05,0.0,4.12143763394566e-24,0,9.148148148148147e-29
GNAI2_PTPRU,8.489201199184442e-05,0.0,1.70613789047384e-22,0,2.4489952694010983e-27
COL3A1_ITGB1,8.570433582700422e-05,0.0006169447140412,5.9642906504021e-14,0,1.613237992622895e-13
AFDN_NECTIN4,8.806700485852963e-05,0.0120408056602038,7.72334588533691e-06,0,4.7880453239107e-18
SPP1_ITGB1,8.957708076026978e-05,0.0,4.24819040253489e-23,0,2.9842036450549577e-25
SPP1_CD44,9.047541350961985e-05,0.0,2.6194903143949602e-17,0,9.148148148148147e-29
PLAU_ITGB2,9.07588631637476e-05,0.0045820917984392,2.78892738539617e-10,0,2.5345553132879442e-08
C3_LRP1,9.174719029961858e-05,0.0190394278288087,0.001531953452795,0,1.999137534328687e-15
COL1A2_ITGAV,9.233325957524572e-05,2.3845659746296838e-15,1.11567319225169e-14,0,1.7087600604989018e-20
CALM1_PTPRA,9.677199631176817e-05,9.473230281028837e-14,3.07218893842269e-20,0,1.121619505998455e-25
TFF1_MUC5AC,9.704206728238416e-05,8.567761768381698e-12,1.6047940308368e-08,0,9.926994369918198e-22
FGB_ITGB2,9.868520419397895e-05,1.6445506120142004e-06,3.78242700243326e-07,0,4.567782157866619e-15
NID1_ITGB1,9.900052033481042e-05,8.63320912483745e-06,2.15101251316821e-23,0,3.719829560654706e-12
TNFSF12_TNFRSF25,9.900052033481042e-05,0.0008140354698508,8.07534882010745e-12,0,1.2417329216442806e-12
PDGFB_LRP1,9.900052033481042e-05,0.0003768575597469,4.85123315865241e-07,0,9.148148148148147e-29
THBS1_ITGB1,0.0001038700371735,1.6324805043774103e-08,7.21112744040567e-09,0,1.7764771080003983e-16
TIMP3_CD44,0.0001038700371735,1.6112668417102755e-05,7.3118896701025105e-09,0,9.926994369918198e-22
MDK_LRP1,0.0001045704740508,0.0003260266100945,4.27059315749379e-24,0,3.582318924960129e-11
LAMC2_CD151,0.0001054689876019,0.0,2.26799562113225e-27,0,8.662192230434753e-27
CSF1_SIRPA,0.0001056529890241,1.3305878138433637e-13,1.5548230975728802e-25,0,2.483849509227869e-22
MDK_ITGA6,0.0001067944805155,8.027808211788416e-07,6.5058463965888e-08,0,5.03840316192698e-12
THBS2_NOTCH3,0.0001076317339531,0.0285314596544886,5.29376214118583e-06,0,1.8043573862708007e-10
HLA-B_CANX,0.0001076317339531,1.0318025046943402e-09,7.27441438909226e-17,0,1.5122468945438136e-15
VWF_LRP1,0.0001076317339531,0.0012535266155317,5.81728449107551e-10,0,2.945811190659085e-09
GAS6_AXL,0.0001079538987913,0.0055843844577969,2.93040875369537e-07,0,4.0956704213753594e-11
ADAM10_GPNMB,0.0001080207469068,0.045961968397434,1.1643171710980998e-12,0,4.6805741493186156e-11
ICAM2_ITGB2,0.000108033068156,1.543287975553455e-08,5.46905404577757e-08,0,1.9718549289096216e-16
LAMC2_ITGA3,0.0001088552585821,0.0,5.61500240059186e-23,0,1.264017921058673e-15
JAG1_NOTCH1,0.0001088552585821,0.1182894423158458,1.89450447267236e-06,0,5.605595820618867e-19
TGM2_ITGB1,0.0001088552585821,2.3405552124918088e-06,4.2363503264224204e-17,0,9.001192603948047e-13
LGALS9_CD47,0.0001088552585821,1.480815470245034e-14,7.66223830310786e-13,0,9.148148148148147e-29
FGA_ITGAX,0.0001136706436058,0.0104976243255121,8.75662679361991e-05,0,1.4345296215412972e-09
DKK1_LRP5,0.0001157959558205,5.469629954605172e-10,2.3415303990591898e-28,0,2.4098517122253507e-25
CXCL16_ADRA2A,0.000117552120983,0.0079783074940866,2.13086914846995e-06,0,1.485425919930068e-10
FGG_ITGB2,0.0001177701041723,0.0003997300550802,0.0005073210757409,0,1.333887629599265e-18
CALR_ITGAV,0.0001188640544812,9.596720608862264e-08,0.000646578145244,0,5.001584722843431e-15
CXCL2_ADRA2A,0.0001192131817151,0.0894619509816773,1.92643485838238e-08,0,1.319200265560593e-10
JAG1_CD46,0.0001198339755689,0.0003019258575203,1.4132673573206e-09,0,6.502921541846005e-10
ADAM15_ITGB1,0.0001198339755689,6.640706699159312e-06,7.6576143170985e-20,0,3.513755733080932e-13
HSP90B1_LRP1,0.0001199538455751,0.0069025206117224,0.0134720725591366,0,1.651534202525574e-12
PLAU_ITGAV,0.0001206296191854,2.0191384481706319e-10,1.17712250892459e-24,0,1.36741445368333e-12
ADAM10_TSPAN15,0.0001218798500007,0.0025385317732828,0.0001735986249744,0,5.148381865723376e-18
FGF19_FGFR4,0.0001252952902553,8.083713578429773e-05,5.562031940010899e-23,0,2.412858645635725e-12
CCL21_ADRA2A,0.0001279205473413,0.0128042308143223,0.0006961327755442,0,9.164221757295771e-24
APP_NOTCH2,0.0001281412838651,7.386666234585017e-13,1.5230541752718198e-22,0,2.3546176633593787e-24
SPP1_ITGA5,0.0001281412838651,0.0,7.264848693731921e-14,0,4.7426702790071386e-27
DCN_MET,0.0001312156519152,0.000307956393838,7.13193685667385e-13,0,3.3532426030239764e-20
CALM1_INSR,0.0001375696354614,5.7969638479154166e-12,6.1079388365139095e-12,0,5.1219246100472363e-26
SERPINA1_LRP1,0.000139618914804,1.1921918489804352e-08,2.38630983268968e-31,0,1.1802053034577375e-10
HSP90AA1_CFTR,0.0001425508969523,0.0,5.9345035673700295e-28,0,6.905488785005602e-28
LAMA4_ITGB1,0.0001425508969523,1.4168107796896311e-05,3.25742840496701e-06,0,1.3926088493149605e-15
