,SOMDE,SpatialDE,SPARKX,nnSVG,scGCO
CD99_CD81,0.0,0.0,4.53485433319664e-58,0,4.660377358490566e-29
CALM1_AQP1,0.0,0.0,2.03771207420894e-51,0,4.660377358490566e-29
SEMA4D_PLXNB1,0.0,0.0,1.24673069354114e-50,0,4.660377358490566e-29
CALM1_SCTR,0.0,0.0,4.8400438534827704e-45,0,4.660377358490566e-29
ACTR2_LDLR,0.0,0.0,1.9770387956638e-30,0,1.5138516024829335e-26
SEMA7A_ITGB1,0.0,0.0,1.38907477388096e-62,0,1.918207390352089e-22
SEMA4D_PLXNB2,0.0,0.0,2.0294202048696e-75,0,4.660377358490566e-29
GNAI2_ADRA2A,0.0,2.2694489965441128e-15,9.72146014314079e-32,0,4.42522264246377e-27
MMP2_FGFR1,0.0,0.0,1.02908212199462e-45,0,4.660377358490566e-29
CD160_TNFRSF14,0.0,0.0,9.45370688983744e-51,0,4.660377358490566e-29
TGFB3_ITGB1,0.0,0.0,5.988580835536619e-57,0,4.660377358490566e-29
CDH1_ERBB3,0.0,0.0,4.7382441879371303e-63,0,6.665097392611271e-29
ANXA1_ADRA2A,0.0,7.835002488068963e-16,5.75248507450984e-31,0,4.660377358490566e-29
ADAM12_SDC4,0.0,0.0,2.17937103135301e-33,0,6.168568082434786e-19
LTF_LRP1,0.0,0.0,2.3436334485093697e-78,0,4.660377358490566e-29
HSP90AA1_CFTR,0.0,0.0,1.8880065268913202e-44,0,4.660377358490566e-29
LAMA5_SDC1,0.0,0.0,4.600273552466969e-28,0,4.660377358490566e-29
CALM1_INSR,0.0,0.0,1.2072216741566e-35,0,0.1999501683457802
VCAN_CD44,0.0,0.0,6.7382589145995705e-37,0,4.660377358490566e-29
C3_CD81,0.0,0.0,7.01595430036979e-65,0,4.660377358490566e-29
LAMA5_ITGA3,0.0,0.0,3.11786035287556e-26,0,8.979144039428733e-25
LGALS1_ITGB1,0.0,0.0,5.84416510854269e-64,0,4.660377358490566e-29
TGFB3_ITGB5,0.0,7.72119798265567e-14,1.4273231882347e-41,0,4.660377358490566e-29
CXCL2_ADRA2A,0.0,0.0,6.72271507692637e-32,0,1.6397280618783027e-24
TGFB3_ENG,0.0,3.48393737578279e-13,1.05620256908817e-46,0,4.660377358490566e-29
NID1_ITGA3,0.0,0.0,1.33789417055907e-37,0,2.160816626909277e-26
CALM1_KCNQ1,0.0,0.0,3.2816718651069998e-28,0,4.660377358490566e-29
COL1A2_ITGA11,0.0,0.0,1.6298891308990599e-49,0,4.660377358490566e-29
CDH1_PTPRF,0.0,3.448048330273042e-09,1.54116554803198e-33,0,1.7006357390610277e-18
VCAN_ITGB1,0.0,0.0,4.73536488754725e-49,0,4.68201251126345e-29
SEMA4D_ERBB2,0.0,7.539101886489099e-13,3.6555178830908796e-49,0,1.087720563099185e-28
FGF19_FGFR1,0.0,0.0,1.66641897265833e-30,0,4.660377358490566e-29
LAMA5_ITGB4,0.0,0.0,1.30232076981769e-24,0,1.6863271571697032e-23
LAMA5_ITGA6,0.0,5.019180973043032e-06,9.95477566866369e-24,0,4.660377358490566e-29
