"","combinedPval","adjustedPval"
"COL6A1_ITGA6",0.000526749471905452,0.00366068689036766
"TGM2_ITGB1",3.81106290969768e-09,3.83360530705138e-08
"TGM2_SDC4",4.33949379863988e-26,1.88779077806488e-24
"TGM2_ADGRG1",8.42476591267349e-07,7.07278506002029e-06
"THBS2_ITGB1",1.67737452275134e-37,1.93748147055106e-35
"THBS2_NOTCH4",3.10667386603183e-28,1.76379929928301e-26
"THBS2_ITGA6",5.56110713034741e-13,8.17018570173787e-12
"PTGS2_ALOX5",1.7172019955991e-06,1.40295273842412e-05
"SEMA4A_PLXNB2",2.93886048829961e-09,2.99218599150168e-08
"EFNA1_EPHB6",0.000803964854701245,0.00556412932597368
"ADAM12_ITGB1",8.44912223121032e-26,3.62846136853217e-24
"ADAM12_SDC4",1.32078026293669e-08,1.27867444291822e-07
"S100A9_ITGB2",1.54002065044789e-06,1.2643633387853e-05
"COL5A1_ITGB1",7.90949479662032e-43,1.89245788010817e-40
"CEL_CXCR4",5.94944077065068e-28,3.21432635435136e-26
"SPTAN1_PTPRA",1.92684816229872e-16,3.77447797978301e-15
"PLAU_ITGB1",1.66699520570539e-19,4.01721489086814e-18
"PLAU_ITGB2",0.000351747407407288,0.0024649523128522
"COL16A1_ITGB1",3.90202613394976e-19,9.14028314976259e-18
"HSPG2_SDC1",1.04700026595508e-31,7.62420339379889e-30
"HSPG2_ITGB1",4.58657491688614e-24,1.68831163194597e-22
"HSPG2_FGFR1",3.53450602119665e-12,4.77400157910279e-11
"COL5A2_ITGB1",1.15463194561016e-14,1.97329952371047e-13
"COL5A2_DDR1",3.00991479518231e-07,2.60524607354562e-06
"COL4A1_ITGB1",4.94043683133868e-34,4.24332461896884e-32
"ACTR2_LDLR",2.50829810907554e-22,7.77966522085749e-21
"AGRN_ITGB1",4.35134548181899e-25,1.79946772070189e-23
"ZG16B_CXCR4",1.27570554162529e-16,2.54358745093094e-15
"LAMB3_CD151",1.58056419544481e-19,3.864533583835e-18
"LAMB3_ITGB1",2.32100243301012e-19,5.55332477869141e-18
"LAMB3_ITGA6",6.27147533904804e-09,6.23369186864882e-08
"AFDN_EPHB6",1.05084923873733e-07,9.36177248245509e-07
"SPP1_CD44",4.51860771022439e-13,6.6678265674954e-12
"SPP1_ITGB1",1.55431223447522e-15,2.89248605398586e-14
"LGALS9_CD44",1.78668191352926e-12,2.49368453929256e-11
"LGALS9_SLC1A5",7.46069872548105e-14,1.19574543093004e-12
"MDK_ITGA6",6.56363852158393e-13,9.43613721400855e-12
"LRPAP1_LDLR",1.51784538873212e-05,0.00011715027687741
"HSPA8_LDLR",2.84927357782356e-39,4.14965344103091e-37
"S100A10_CFTR",1.9811638107825e-08,1.86412873752963e-07
"HSP90AA1_CFTR",1.06725739357216e-12,1.52127182937808e-11
"PLAU_ITGA3",5.62618285293581e-08,5.12119764868889e-07
"LAMA4_ITGA3",8.1556983388964e-13,1.16748365673517e-11
"LGALS8_ITGA3",5.09478135790609e-06,4.00609704190347e-05
"NID1_ITGA3",0.00281787992590699,0.0192241215792004
"LAMC3_ITGA3",2.95702382319555e-19,7.0249174318527e-18
"THBS1_ITGA3",2.6939228625622e-11,3.35458182255632e-10
"CALR_ITGA3",3.24851257005321e-13,4.96873631739488e-12
"TIMP2_ITGA3",3.47978707785376e-34,3.0674294843297e-32
"LAMB2_ITGA3",4.03453625529771e-18,9.07011654287291e-17
"LAMA5_ITGA3",1.59912567383558e-55,8.92764389460367e-53
"ADAM9_ITGA3",2.68094624186199e-05,0.00020456394889172
"LAMC1_ITGA3",1.93578486573642e-12,2.68068914127251e-11
"LAMB3_ITGA3",1.28831525477566e-19,3.17313649618096e-18
"COL18A1_ITGA3",4.54623312791437e-19,1.05024159204369e-17
"LAMB1_ITGA3",5.85076431747211e-10,6.38380690102841e-09
"LAMC2_ITGA3",0.00127711004268272,0.00876625321808099
"FN1_ITGA3",4.48086012738713e-13,6.64138201169294e-12
"APP_CD74",1.80158961318063e-41,3.54987009990467e-39
"SLPI_CD4",8.72569502647913e-05,0.000634022423290846
"IL16_CD4",1.62585400740759e-37,1.93748147055106e-35
"CALM1_SCTR",2.37732056262985e-12,3.25032790009325e-11
"CALM2_KCNQ1",1.3459678434984e-21,3.88671063224784e-20
"CALM1_KCNQ1",6.7956442695305e-09,6.7347185345738e-08
"CALM3_KCNQ1",3.67260302802033e-26,1.61869829393934e-24
"LTB_TNFRSF1A",2.07744144109512e-08,1.94924346971213e-07
"LAMC3_ITGB4",1.67406835335926e-24,6.5204902316094e-23
"LAMB2_ITGB4",5.86324800603514e-40,9.35243036153708e-38
"LAMA5_ITGB4",1.55033173638976e-77,2.60654027952031e-74
"LAMC1_ITGB4",7.7715611723761e-16,1.46249294864453e-14
"LAMB3_ITGB4",1.1876887868461e-41,2.48649841599302e-39
"LAMB1_ITGB4",9.99200722162641e-15,1.72526782306962e-13
"LAMC2_ITGB4",1.13883323618746e-17,2.46112656661559e-16
"HBEGF_CD82",4.95321561544415e-11,5.96826297398467e-10
"LTB_LTBR",4.96163074608091e-05,0.000372941278923868
"CD55_ADGRE5",1.40013285798712e-06,1.1551775160974e-05
"AGRN_LRP1",4.44089209850063e-16,8.54921986399761e-15
"GPC3_LRP1",6.66133814775094e-16,1.26064767486066e-14
"PDGFB_LRP1",9.0738749847219e-11,1.06275283376887e-09
"A2M_LRP1",0.00635881443076769,0.0432928883810195
"SERPINA1_LRP1",2.30202214577209e-29,1.42797712602888e-27
"HSPG2_LRP1",9.45169524646516e-07,7.87570010225728e-06
"APOE_LRP1",2.33272109455562e-05,0.000178807978366086
"HSP90B1_LRP1",2.26095876913494e-41,4.20751478583571e-39
"MDK_LRP1",3.29162519463466e-09,3.33110174038191e-08
"PLAU_LRP1",2.78996781344354e-07,2.42112605657258e-06
"LRPAP1_LRP1",1.07857457247385e-26,5.0885886173168e-25
"C3_LRP1",1.07599262832991e-10,1.25077002049684e-09
"THBS1_LRP1",1.97529548273678e-09,2.06125893621588e-08
"HSP90AA1_LRP1",1.41067225678526e-07,1.24678746886498e-06
"CALR_LRP1",2.45281790434149e-08,2.28863414146807e-07
"C1QB_LRP1",7.29477034111525e-07,6.15497977561043e-06
"VWF_LRP1",0.000369959719551671,0.0025817769403191
"APP_LRP1",1.47150742718001e-27,7.58323675324458e-26
"PSAP_LRP1",4.88907659801363e-07,4.18847181556074e-06
"COL4A2_CD93",2.092993802294e-05,0.000160800341357918
"COL1A2_CD93",1.81014337882131e-20,4.6641782247834e-19
"COL4A1_CD93",5.63230129202452e-10,6.16552361559372e-09
"C1QA_CD93",1.50178949089128e-17,3.20416536624865e-16
"HLA-B_CANX",6.3427485486045e-10,6.89814456088916e-09
"GSTP1_TRAF2",2.04676598780651e-07,1.79009026517421e-06
"S100A9_CD68",6.46011876166419e-05,0.000476639645113837
"AFDN_NECTIN2",7.105427357601e-15,1.25931365615711e-13
"LRPAP1_SORT1",8.46869463444477e-10,9.09216676066974e-09
"PSAP_SORT1",2.97006863547722e-10,3.31627658212413e-09
"PSEN1_NOTCH2",1.16178955344992e-09,1.23937671445032e-08
"ADAM10_NOTCH2",2.84097190217381e-11,3.51158480334156e-10
"APP_NOTCH2",1.73505654288419e-12,2.4317629914239e-11
"JAG2_NOTCH2",7.68651808868981e-11,9.1628134984998e-10
"PDGFB_PDGFRA",1.59860573687756e-19,3.8803222503897e-18
"CD14_RIPK1",1.45997987033297e-08,1.40128655243494e-07
"CALR_HLA-F",1.00605220820782e-08,9.82498535984126e-08
"B2M_HLA-F",1.69513292291867e-11,2.15900438131504e-10
"PLAU_ITGAV",5.63636515238386e-09,5.61908183459122e-08
"SPP1_ITGAV",0.00164830352349332,0.0112679943429794
"NID1_ITGAV",6.07958128284736e-13,8.81591111222257e-12
"PDGFB_ITGAV",9.2694828183526e-05,0.000669180129368607
"CALR_ITGAV",0.000140037174920282,0.000991716898207984
"FGG_ITGAV",5.25533383918278e-20,1.32359214659992e-18
"FGA_ITGAV",2.85438339631128e-13,4.38592626495274e-12
"MFGE8_ITGAV",1.09930540292957e-06,9.13731989360614e-06
"FGB_ITGAV",1.38881128819435e-11,1.78926803382488e-10
"FBN1_ITGAV",3.5527136788005e-15,6.39812583370144e-14
"AZGP1_ITGAV",5.10703389577927e-08,4.67404800186522e-07
"ADAM9_ITGAV",2.90996760021756e-09,2.97180167498752e-08
"VEGFA_ITGAV",8.35451822778368e-24,2.94580041432645e-22
"ADAM15_ITGAV",2.10045092430278e-10,2.36898113865143e-09
"COL1A2_ITGAV",3.53909049733782e-27,1.76938515250195e-25
"COL4A1_ITGAV",1.48100706603605e-23,5.11435546451664e-22
"FN1_ITGAV",5.37347943918576e-14,8.69542391384568e-13
"SAA1_SCARB1",9.72293582195416e-05,0.000697406598074592
"PDGFB_PDGFRB",1.09926351942923e-17,2.39103871434505e-16
"MFGE8_PDGFRB",2.31267108113091e-26,1.06119824472304e-24
"CALM1_KCNN4",7.84001897599995e-37,8.26600543940869e-35
"PSEN1_NOTCH3",3.53716987050731e-29,2.15426309163519e-27
"THBS2_NOTCH3",8.71873355925865e-32,6.49002553520753e-30
"SCGB3A1_NOTCH3",9.54791801177635e-15,1.6571311663842e-13
"JAG2_NOTCH3",1.88066848905155e-06,1.52534368920221e-05
"APP_APLP2",2.37423822824212e-08,2.22150236570896e-07
"HLA-A_APLP2",3.93685084532081e-13,5.91356822081388e-12
"GPC3_CD81",3.56270568602213e-13,5.37566857948298e-12
"CD99_CD81",1.12911270319901e-34,1.08062438253945e-32
"AFDN_NECTIN1",5.47196646636383e-05,0.000407320648728716
"BMP2_GPC1",3.05041991666144e-09,3.09635823790681e-08
"APP_GPC1",3.57086509727988e-06,2.84793233361254e-05
"COL18A1_GPC1",2.11719530796017e-12,2.90654204593438e-11
"VEGFA_GPC1",6.67576393184024e-24,2.37891338824446e-22
"NLGN2_NRXN2",2.12498907359304e-11,2.66594357482344e-10
"AFDN_NRXN2",3.48502016134233e-09,3.51619315785297e-08
"GPC3_IGF1R",1.99081073848362e-09,2.07099769862349e-08
"INS_IGF1R",3.50141943686307e-31,2.39361099728494e-29
"GNAI2_IGF1R",3.9504843840632e-11,4.84722540479284e-10
"S100A4_ERBB2",3.89856908158454e-22,1.18718407513789e-20
"SEMA4D_ERBB2",2.3390337770691e-18,5.3299688624084e-17
"HLA-A_ERBB2",6.77737586003424e-05,0.000497205969002318
"HSP90B1_ERBB2",3.80640460617698e-06,3.02857524169773e-05
"HSP90AA1_ERBB2",1.51008204385406e-06,1.24282977004654e-05
"PSEN1_NOTCH1",9.60653313858173e-21,2.55388685878275e-19
"MFAP2_NOTCH1",2.44249065417534e-15,4.47082153543481e-14
"JAG2_NOTCH1",3.26868111466538e-07,2.82193068215657e-06
"PLAU_ST14",1.21746506096532e-05,9.50615141993924e-05
"SPINT1_ST14",1.66754537551e-16,3.2857480002377e-15
"GNAI2_ADRA2A",5.19030652901264e-08,4.73731710340443e-07
"AGT_ADRA2A",2.93557334743998e-52,1.40475442663471e-49
"SAA1_ADRA2A",1.15664897593071e-06,9.59015719483969e-06
"CXCL2_ADRA2A",9.17883381041928e-05,0.000664067198713987
"APP_ADRA2A",3.41489099337914e-23,1.0998894063919e-21
"CXCL1_ADRA2A",1.21166485733681e-08,1.17643769129033e-07
"PPY_ADRA2A",3.2165088925673e-08,2.9845789239178e-07
"CXCL16_ADRA2A",9.59232693276135e-14,1.50851586557975e-12
"ANXA1_ADRA2A",2.42420836849e-07,2.10918527113807e-06
"COL6A1_ITGA1",2.58578358725003e-09,2.64880468065588e-08
"COL5A1_ITGA1",3.33066907387547e-15,6.03066590406318e-14
"COL6A2_ITGA1",8.88178419700125e-16,1.66208296797272e-14
"COL6A3_ITGA1",1.37386768628289e-10,1.58145716519553e-09
"COL5A2_ITGA1",4.99521169380918e-21,1.38284671089502e-19
"COL1A2_ITGA1",3.27867063710156e-24,1.23399471002887e-22
"COL4A1_ITGA1",1.50919232666524e-09,1.59474349563615e-08
"FBN1_ITGB6",5.92551375344641e-05,0.00043912998100128
"FN1_ITGB6",1.44767502430199e-08,1.39346912735781e-07
"CSF1_CSF1R",1.8411790430945e-17,3.87886274282856e-16
"GNAS_PTGIR",1.90006305134105e-08,1.80301284472495e-07
"FGF19_FGFR4",3.84913048190285e-27,1.89609125024533e-25
"PLAU_ITGA5",2.31485389301511e-07,2.0192861835191e-06
"SPP1_ITGA5",1.07912012659028e-10,1.25077002049684e-09
"FGG_ITGA5",2.29264940848242e-23,7.60364420927644e-22
"FGA_ITGA5",3.34620170932037e-34,3.02939501177095e-32
"FGB_ITGA5",0.000839113990127704,0.00579541761707912
"FBN1_ITGA5",1.35447209004269e-13,2.11026557294118e-12
"COL18A1_ITGA5",6.66133814775094e-16,1.26064767486066e-14
"ADAM15_ITGA5",5.76932123489415e-05,0.000428502828019434
"FN1_ITGA5",4.27613186673139e-20,1.09341570406418e-18
