"","combinedPval","adjustedPval"
"WNT7B_LRP5",1.76641976201708e-06,1.43965226955845e-05
"DKK1_LRP5",1.18166720843219e-28,6.94425789991355e-27
"PSEN1_NCSTN",4.2871182515114e-07,3.69165727055223e-06
"FN1_IL17RC",5.62550006577567e-13,8.22869878477336e-12
"PLAU_ITGB5",0.000100998246297834,0.000721350776270057
"SPP1_ITGB5",5.53324053242932e-11,6.64325402970512e-10
"TLN1_ITGB5",2.35145236615608e-13,3.62979388815526e-12
"COL4A2_ITGB5",3.557154570899e-13,5.37566857948298e-12
"ADAM9_ITGB5",6.89093782035854e-10,7.44598489035886e-09
"COL18A1_ITGB5",1.69975472028541e-20,4.44817433065694e-19
"LTBP3_ITGB5",2.63937122989555e-05,0.000201851453584716
"LTBP1_ITGB5",0.00104745339305889,0.0072194473242991
"MST1_MST1R",7.05600022854469e-11,8.44123649987114e-10
"LAMC3_ITGA2",2.27595720048157e-14,3.77414198699003e-13
"COL6A1_ITGA2",1.58099755509511e-10,1.80131382086318e-09
"COL6A2_ITGA2",1.62371481755946e-30,1.06646127757705e-28
"MMP1_ITGA2",6.42942894126808e-05,0.00047542247884012
"HSPG2_ITGA2",1.95459060048364e-08,1.84951584888101e-07
"LAMB3_ITGA2",7.79685205287706e-11,9.26137988307483e-10
"COL1A2_ITGA2",1.67231072831529e-17,3.54540132151653e-16
"COL4A1_ITGA2",1.98616678659391e-11,2.50114915723612e-10
"FN1_ITGA2",8.28912627426348e-09,8.16648844444464e-08
"COL7A1_ITGA2",1.01658204076926e-09,1.08793665369803e-08
"COL3A1_ITGA2",4.36921242182983e-20,1.10875283117612e-18
"GAS6_AXL",3.89133170131117e-12,5.23485212696408e-11
"LRPAP1_LRP8",1.64313007644523e-13,2.5481424761304e-12
"INS_INSR",2.0082834598482e-42,4.4847606069492e-40
"ARF1_INSR",4.36653729840586e-08,4.02935992254643e-07
"HRAS_INSR",1.04360964314765e-14,1.79270564225057e-13
"CALM1_INSR",1.88737914186277e-14,3.16107404471311e-13
"FN1_ROBO4",3.27552957073896e-31,2.28583985394822e-29
"CD6_ALCAM",1.97364280474233e-07,1.73065581541179e-06
"S100A9_ALCAM",1.72283207700019e-08,1.63947877665931e-07
"PLAU_MRC2",4.9655779196689e-05,0.000372941278923868
"LGALS9_MRC2",9.01083686111193e-07,7.52707542084525e-06
"CALM1_AQP1",1.50945478338826e-10,1.72567100056044e-09
"C1QA_CSPG4",1.64763758192521e-11,2.10652157467308e-10
"C4B_CD46",9.69091473734807e-11,1.13106714988694e-09
"SEMA4A_PLXND1",6.60230869975464e-10,7.15719517319449e-09
"SEMA4D_MET",1.714357589222e-08,1.63606220178682e-07
"AFDN_EPHB3",1.38085824734624e-05,0.000107319178922247
"FAM3C_LAMP1",6.95463920432846e-22,2.079994061562e-20
"PLAU_PLAUR",7.82369282026352e-07,6.58467329296198e-06
"FN1_PLAUR",6.66133814775094e-16,1.26064767486066e-14
"LAMB3_COL17A1",2.205824412016e-11,2.75703105542465e-10
"MDK_SDC3",2.0963764058024e-10,2.36898113865143e-09
"COL5A1_SDC3",1.30002651707322e-21,3.78669114260702e-20
"PLAU_IGF2R",9.11183468274641e-22,2.67735829203216e-20
"EFNA1_EPHA2",1.59651584863418e-06,1.30754137245372e-05
"SEMA4D_PLXNB1",2.15167010757568e-27,1.09203677606155e-25
"SEMA4A_PLXNB1",1.97099003784729e-11,2.49140349048597e-10
"S100A10_TRPV6",2.57113491804255e-26,1.16385441941726e-24
"B2M_TFRC",3.05429194324969e-06,2.453465779523e-05
"SEMA3B_NRP2",1.03494990355557e-11,1.34893715929575e-10
"VEGFA_NRP2",6.65261704398956e-05,0.000489763753641024
"PGF_NRP2",7.59392548843607e-14,1.21130232301612e-12
"LGALS9_CD47",7.11403351863683e-17,1.46195436395358e-15
"THBS2_CD47",3.23501248977731e-06,2.5862318276465e-05
"COL4A1_CD47",4.59910887151693e-10,5.05102321307251e-09
"GNAS_ADORA1",9.17090646622709e-05,0.000664067198713987
"AFDN_NECTIN4",0.000412216291637346,0.00287068532332239
"AFDN_F11R",3.07328082993265e-16,5.95061232124688e-15
"CD59_CD2",2.36110991236028e-23,7.75392410786875e-22
"MDK_TSPAN1",9.62451413803662e-28,5.03737583110469e-26
"MDK_SDC4",5.81933091369094e-20,1.44392554151669e-18
"BMP2_ENG",1.88380944309825e-29,1.1906020151861e-27
"ALOX5AP_ALOX5",1.10504868811034e-07,9.81850976598612e-07
"HLA-C_NOTCH4",0.000103431076341365,0.000735589718392412
"SPTBN2_PTPRA",7.03505324265361e-19,1.6140613798367e-17
"MDK_SDC1",6.91652967823492e-29,4.13719252276728e-27
"LAMB2_ITGB1",1.14242934064833e-22,3.57644115726517e-21
"MDK_ITGB1",1.77635683940025e-14,3.00518031582946e-13
"ADAM9_ITGB1",5.67383421339976e-28,3.11567622333266e-26
"VEGFA_ITGB1",4.57411886145564e-14,7.43782128167792e-13
"SPON2_ITGB2",8.8141698317834e-07,7.38119937402852e-06
"ICAM2_ITGB2",1.56783475091515e-11,2.01217288459002e-10
"VEGFA_SIRPA",2.28925941967131e-23,7.60364420927644e-22
"ADAM9_ITGA6",7.13640827543216e-07,6.03656686521725e-06
"VIM_CD44",2.25305130108211e-09,2.32933302258031e-08
"SEMA4D_PLXNB2",2.01898586145507e-21,5.73134806107817e-20
"CXCL17_GPR35",8.08579263265034e-31,5.41699092780628e-29
