gene,time,kappa,nu,U_tilde,e_tilde,I_tilde,pval,padj
SEMA3F_PLXNA3,0.0372617244720459,30.824649914942434,16.788721965749616,1038.7829255110344,517.5064771135361,31903.91197147984,0.008399492059333435,0.009950477403622822
SEMA3F_PLXNA1,0.0277099609375,18.434903344638006,16.788721965724196,670.5940103892775,309.4984667181265,11411.14863852465,0.0037113489782319986,0.004595003496858665
SEMA3F_NRP2,0.02779078483581543,10.771864764587836,16.7887219657255,584.3489956462874,180.84584258506035,3896.0939191284197,7.904841366923598e-06,1.468041968142954e-05
DCN_MET,0.022681713104248047,7.736193963628469,16.788721965767223,242.18048678143518,129.88080952860508,2009.5662693327472,0.016892400916651118,0.019361591769897105
GRN_TNFRSF1A,0.027517080307006836,96.74735266046436,16.788721965725493,13051.193210586465,1624.2644047365286,314286.5623577683,0.0,0.0
GRN_SORT1,0.02505016326904297,8.385150909460041,16.788721965701317,255.04219299879,140.77596725937215,2360.855459790083,0.021707729720476854,0.024708798345427573
GRN_TNFRSF1B,0.0282900333404541,9.334011138538413,16.78872196569364,423.4416388021142,156.70611782960896,2925.393298597366,0.00019108347943119774,0.0002913433297500361
ICAM3_ITGB2,0.027278900146484375,13.922232986768574,16.788721965755208,549.6881096099106,233.7364987573233,6508.267986421996,0.0013796357370708945,0.0018126065268963347
EFNB1_EPHB6,0.0265810489654541,18.47624936682186,16.78872196572047,791.2197496228499,310.1926135888911,11462.392160829135,0.00045573415034450004,0.0006582826616087223
EFNB1_EPHB4,0.02793288230895996,26.331083614290286,16.788721965711538,606.3868256352989,442.0652418562225,23280.113692575305,0.14033822203516566,0.14383211967919468
EFNB1_ERBB2,0.024590253829956055,72.87404315542942,16.78872196575476,2084.846609218921,1223.4620490569182,178317.25232400792,0.03558531485847194,0.03923916415197575
EFNB1_EPHB3,0.026473522186279297,12.180741297845763,16.788721965762313,264.2411766940816,204.49907898641132,4981.900753562406,0.18713212606519913,0.19060468098187291
SEMA4G_PLXNB2,0.024777650833129883,66.19816511811301,16.78872196572212,5326.846244605227,1111.3825888089639,147142.97624674338,2.659878983735098e-10,9.805822522127899e-10
