"","gene_name","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"SEMA3F_PLXNA3","SEMA3F_PLXNA3",6.5855654109623,6.5855654109623e-08,16.356606728135,-1480.3766123303,0.952,2.4580840525637,6.57768754988641,1.04399833164846,0.99999999,-1798.41415118304,636.075077705475,326,0,0
"SEMA3F_PLXNA1","SEMA3F_PLXNA1",6.25095232425411,6.25095232425411e-08,12.4597307977094,-1372.91248913423,0.336,1.836504003765,6.15145604568431,1.36138579195601,0.99999999,-1772.88927023284,799.953562197221,111,0,0
"SEMA3F_NRP2","SEMA3F_NRP2",5.1564806291337,5.1564806291337e-08,8.31884200403423,-1161.02640133466,0.241999999999999,1.16707311781814,4.4455390179077,1.94571232358983,0.99999999,-1649.14516274053,976.237522811753,21,0,0
"DCN_MET","DCN_MET",2.70815329540632,2.70815329540632e-08,16.5199829446498,-1144.89961102133,0.305,0.733422795846711,2.76480939224479,2.24379004916689,0.99999999,-1468.19705037377,646.594878704888,305,0,0
"GRN_TNFRSF1A","GRN_TNFRSF1A",6.10576896615496,0.0233806823807663,12.8782870625239,-1380.47734982072,1.05,4.99658732308196,6.45794709967723,0.494534622199702,0.99618533014831,-1791.41450813908,821.874316636739,94,0,0
"GRN_SORT1","GRN_SORT1",4.45447939566911,4.45447939566911e-08,14.4573054733277,-1292.3961132058,0.243,0.972478921966628,3.94947276230798,2.17029255323436,0.99999999,-1604.06561102355,623.338995635514,344,0,0
"GRN_TNFRSF1B","GRN_TNFRSF1B",5.03283695246009,5.03283695246009e-08,14.0539133600005,-1329.78563192656,0.235000000000001,1.14013944856521,4.69607359268467,1.96765275524908,0.99999999,-1670.03372711257,680.496190372039,255,0,0
"ICAM3_ITGB2","ICAM3_ITGB2",5.72334044337567,5.72334044337567e-08,11.951485302096,-1325.44087401297,0.249000000000001,1.30544341093143,4.51135707355631,1.83259602172654,0.99999999,-1654.74467630447,658.607604583005,289,0,0
"EFNB1_EPHB6","EFNB1_EPHB6",6.0528321093797,2.59973228883264e-07,21.7265090160312,-1532.41493923701,0.315000000000001,1.81591377757445,6.06369114797756,1.35482777121519,0.999999957049326,-1767.4142643385,469.998650202976,447,0,0
"EFNB1_EPHB4","EFNB1_EPHB4",8.32228884520031,8.32228884520031e-08,13.3692710857067,-1505.16877742895,0.23,2.4335565478779,7.17697616932501,1.18544101749104,0.99999999,-1831.6354083261,652.933261794295,295,0,0
"EFNB1_ERBB2","EFNB1_ERBB2",6.91545489326448,6.91545489326448e-08,20.454005757745,-1566.0190714433,0.266999999999999,4.08392893579044,6.64734645246681,0.643920423659136,0.99999999,-1802.42779490137,472.817446916145,445,0,0
"EFNB1_EPHB3","EFNB1_EPHB3",4.48375824710725,4.48375824710725e-08,15.6950103093632,-1321.00408591058,0.207999999999998,1.13423209055215,4.01068200323832,1.86689186702112,0.99999999,-1609.92509017469,577.842008528235,383,0,0
"SEMA4G_PLXNB2","SEMA4G_PLXNB2",6.77499269742481,1.01841069236426,8.45365730349606,-1496.29421573147,0.321999999999999,4.24443934727117,7.61696912610959,0.613245095810178,0.869324011419891,-1854.30505694485,716.021682426755,211,0,0
"VCL_ITGB5","VCL_ITGB5",6.82188731101147,0.0657286006179296,14.1254377003827,-1460.03652626625,0.332000000000001,2.73800472263038,7.07775317766852,0.953933449867862,0.990456988098458,-1826.33126407044,732.589475608379,195,0,0
"EFNA2_EPHA2","EFNA2_EPHA2",7.17357578275771,0.0367400972852388,7.98579608303024,-1284.15222736078,0.294,2.20446121368186,6.60331304570284,1.21496952099669,0.994904509331286,-1799.8955753186,1031.48669591564,10,0,0
"LGALS1_ITGB1","LGALS1_ITGB1",7.1549041315859,7.1549041315859e-08,6.52197350859464,-1199.05814951436,0.226000000000003,1.61080182597498,4.90796270444444,1.66057997434143,0.99999999,-1686.84808545611,975.579871883493,22,0,0
"TIMP1_CD63","TIMP1_CD63",2.0200236329491,2.0200236329491e-08,24.0709433219687,-1142.38716629636,0.367000000000001,5.98314964970917,2.03812574131017,0.237546348927181,0.99999999,-1352.01450444948,419.254676306249,467,0,0
"MMP2_PECAM1","MMP2_PECAM1",6.07524471716236,0.0119510784043451,13.7633477773039,-1397.44123813467,0.334,2.05524656177609,6.11720876737213,1.19927272838612,0.998036685724312,-1770.76218515437,746.641894039411,183,0,0
"MMP2_FGFR1","MMP2_FGFR1",6.46060688230276,1.80115145676884e-07,19.0306808805253,-1519.04289553562,0.349999999999998,2.36642266689112,6.41630794446027,1.07409907178053,0.999999972121018,-1788.94996577893,539.814140486626,415,0,0
"PLAT_LRP1","PLAT_LRP1",6.28772696460539,6.28772696460539e-08,12.5218643599035,-1376.79714109549,0.227999999999998,3.21572658722531,6.18864633023043,0.779772151814451,0.99999999,-1775.18577327316,796.777264355344,114,0,0
"PLAT_ITGB2","PLAT_ITGB2",6.17209638750559,6.17209638750559e-08,9.93830358718164,-1291.53402802072,0.234000000000002,1.39890445734619,5.02705498467733,1.77594002771613,0.99999999,-1695.98271081137,808.897365581295,108,0,0
"TGFB1_ENG","TGFB1_ENG",7.61436835985574,7.61436835985574e-08,11.4151458900773,-1418.7899969795,0.254000000000001,3.54686918048308,7.13428252420815,0.777985980149643,0.99999999,-1829.36218730584,821.144380652672,96,0,0
"TGFB1_SMAD3","TGFB1_SMAD3",5.80389670879466,5.80389670879466e-08,19.0408397005952,-1478.35994726948,0.280000000000001,1.87171120063249,5.82673229303595,1.2871258072488,0.99999999,-1752.22670122428,547.733507909604,411,0,0
"TGFB1_ACVRL1","TGFB1_ACVRL1",8.61816138675448,8.61816138675448e-08,13.3292713409431,-1517.49857084057,0.251000000000001,2.74217912321148,7.68632895674242,1.07056117981302,0.99999999,-1857.75872768692,680.520313692707,254,0,0
"TGFB1_ITGB6","TGFB1_ITGB6",6.75766496745061,6.75766496745061e-08,13.3535720478111,-1425.43745909847,0.251000000000001,1.84248705187204,6.15592080705438,1.41089236630123,0.99999999,-1773.16570186844,695.456485539943,238,0,0
"TGFB1_ITGAV","TGFB1_ITGAV",6.09923948555485,8.03860307798262e-08,16.8533398941363,-1460.40546691461,0.292999999999999,1.87669243841383,5.87926055462713,1.31596621270817,0.999999986820319,-1755.64604416362,590.481154498011,375,0,0
