,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
HSPA8_LDLR,0.8796205724660521,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011644604584173867,0.0,0.0,0.000999000999000999
THBS2_NOTCH3,0.8651589534762851,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011575297384158875,0.0,0.0,0.000999000999000999
MMP1_CD44,0.8632140746286008,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011287338569227604,0.0,0.0,0.000999000999000999
TIMP2_ITGA3,0.8565053582780665,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010817393403840538,0.0,0.0,0.000999000999000999
RTN4_GJB2,0.8517982366733733,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0011874900289389387,0.0,0.0,0.000999000999000999
FGA_PLAUR,0.8424233417493299,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009873091631745603,0.0,0.0,0.000999000999000999
VEGFA_SIRPA,0.8261504569765914,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001046080729888545,0.0,0.0,0.000999000999000999
IL16_KCNJ15,0.8245031472813974,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001114120171765218,0.0,0.0,0.000999000999000999
FN1_ITGA3,0.8150978432048764,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010715268667184444,0.0,0.0,0.000999000999000999
TFF2_MUC6,0.8120639521214361,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009904252324768612,0.0,0.0,0.000999000999000999
FN1_CD44,0.8092544583190622,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010050264172065924,0.0,0.0,0.000999000999000999
LTF_LRP1,0.80270968834077,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.000993366526442126,0.0,0.0,0.000999000999000999
FGF23_FGFR3,0.8014879907897098,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010275722892820304,0.0,0.0,0.000999000999000999
AGT_ADRA2A,0.8001436636992043,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.001015216705774369,0.0,0.0,0.000999000999000999
FN1_PLAUR,0.7914361739321114,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010332283978444314,0.0,0.0,0.000999000999000999
IL16_CD4,0.7903856591867298,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009626451328144859,0.0,0.0,0.000999000999000999
CXCL14_CXCR4,0.7898940685314446,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009157114111842925,0.0,0.0,0.000999000999000999
FN1_ITGA2,0.78900463935954,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009371772339057995,0.0,0.0,0.000999000999000999
FN1_ITGA5,0.7882197836202238,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010003340955637892,0.0,0.0,0.000999000999000999
HSP90B1_LRP1,0.7868701071606247,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0009785544809908404,0.0,0.0,0.000999000999000999
COL1A2_CD44,0.7867567950838482,0.0,0.0004248094182808732,0.0,0.000999000999000999,0.0010029806472154062,0.0,0.0,0.000999000999000999
