,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
381,0.9138052610762291,4,AGT_ADRA2A,3.2370446538154347,0.08344570335991236,-77.33944575433887,16.699461346925148,44.31685587033191,SE,64,0.00034937354242410947,0.048050485121225894,0.0015704631805419922,171.3144238421164,-123.61747044376442,46.27802468942555,1.026079221588816e-11,2.7983978770604074e-10
446,0.7975837786760597,4,HSPA8_LDLR,5.18771278254663,0.18817182878570407,-87.20280430997182,-16.53072651714694,24.44011288579525,SE,64,0.0008512262443195012,0.03266741447017205,0.001331329345703125,191.04114095338232,-132.04740621638018,44.84460190640836,2.1330825994425595e-11,2.908748999239854e-10
489,0.7143206202677687,4,LAMA5_ITGB4,13.323870084366236,0.11665322615005481,-39.5623742207045,-13.183548139923317,7.40710645491425,SE,64,0.00529193942643618,0.13732176153607104,0.0015387535095214844,95.76028077484769,-81.6611651689316,42.098790948227105,8.677680796154164e-11,7.888800723776513e-10
420,0.9540160214026061,4,ICAM1_MUC1,5.18771278254663,0.03573851322882007,-49.751444614271435,14.917251411563926,22.13681736987577,SE,64,0.00020733300745688662,0.08561530909784006,0.0014977455139160156,116.13842156198156,-82.84956259291498,33.09811797864354,8.762349401614244e-09,5.596457150516785e-08
488,0.5570281181468987,4,LAMA5_SDC1,13.323870084366236,0.23195839137412638,-37.48493509692664,-3.9580654435500984,1.1443231645441363,SE,64,0.007719578850177635,0.147606852611967,0.0013747215270996094,91.60540252729197,-69.89416423287324,32.409229135946596,1.248919156981998e-08,5.596457150516785e-08
430,0.8335830888566306,4,RTN4_GJB2,5.18771278254663,0.14802469216073466,-87.8001022494739,8.12228373901619,8.363719827301594,SE,64,0.001314422398328493,0.06548216257964976,0.0013012886047363281,192.23573683238646,-120.08529498575311,32.285192736279214,1.331239518620464e-08,5.596457150516785e-08
423,0.7783750767991514,4,COL1A2_ITGB1,5.18771278254663,0.21111314795986008,-81.72200097074729,18.598885685194414,29.508970172274843,SE,64,0.002955576261911319,0.1013853924884637,0.0011408329010009766,180.07953427493325,-113.8594397812208,32.13743881047351,1.4364240019659746e-08,5.596457150516785e-08
295,0.8148092542124629,4,TGFB3_ITGB1,3.2370446538154347,0.20106672446691728,-79.69632153628268,-0.6839654338936827,1.3587571699579368,SE,64,0.0009678700353376322,0.041693736431744115,0.0013225078582763672,176.02817540600404,-110.29717251585286,30.600850979570183,3.1695469582260216e-08,9.929320631700757e-08
414,0.7122680708621282,4,LTF_LRP1,5.18771278254663,0.2995230063571688,-84.06204360523942,29.721027393423313,70.24282338967176,SE,64,0.0025917448095254575,0.0667842040982994,0.0011754035949707031,184.75961954391752,-114.59840309982398,30.53635949458456,3.276675808461249e-08,9.929320631700757e-08
476,0.7056538932718864,4,TFF2_MUC6,8.313868603102732,0.2170293881562565,-58.16568550584113,-9.325713116253844,5.319453040478461,SE,64,0.005245154521908637,0.1322309757977359,0.0014178752899169922,132.96690334512095,-86.81952087331969,28.653835367478557,8.654241645533745e-08,2.3602477215092032e-07
479,0.6176238492366334,4,LAMA5_ITGA3,8.313868603102732,0.3221207721797817,-52.131145102468295,-1.265753466329848,0.7242038400814776,SE,64,0.0066108835449943705,0.1354999812902941,0.0011115074157714844,120.89782253837528,-79.60723354420398,27.476088441735683,1.5904882633144268e-07,3.9433593305316374e-07
325,0.8177332832499797,4,VCAM1_EZR,3.2370446538154347,0.19718440804669154,-26.751463593905278,-14.110989466965416,29.22511735764297,SE,64,0.001207723371814795,0.053141413634673174,0.00152587890625,70.13845952124925,-53.67191521977503,26.920451625869752,2.1200360544870733e-07,4.683576023515487e-07
403,0.8705147724877298,4,LAMB3_COL17A1,3.2370446538154347,0.1315894143259548,-87.98565817642877,-2.272120076920679,2.870862192593778,SE,64,0.0011073809129673127,0.07950583377340817,0.0013151168823242188,192.60684868629622,-114.8062098250201,26.820551648591334,2.2325045712090485e-07,4.683576023515487e-07
411,0.7024388851909557,4,LGALS1_ITGB1,5.18771278254663,0.3140893691555857,-82.77997600326479,20.931717556461617,35.38076471206513,SE,64,0.0026831104736224198,0.06695044456185117,0.0011136531829833984,182.19548433996826,-109.27885113378261,26.498875130517817,2.6369161421069265e-07,5.136849627481027e-07
372,0.8467117440171508,4,THBS2_NOTCH3,3.2370446538154347,0.16015856715593915,-94.38427866875654,1.862193625898517,2.8258599793160215,SE,64,0.0018856458851193904,0.10551111014912282,0.001322031021118164,205.40408967095175,-120.26134622209243,25.87706755333589,3.638663461646985e-07,6.615751748449064e-07
339,0.8689104839444686,4,FN1_ITGA6,3.2370446538154347,0.13346573979886434,-81.26031095861921,39.61442377691336,235.27494329093253,SE,64,0.00109132878023347,0.07690610454628123,0.0013356208801269531,179.1561542506771,-106.91793754605906,25.65762658743985,4.0768109321742685e-07,6.949109543478867e-07
343,0.7991979084092817,4,LAMC3_ITGB1,3.2370446538154347,0.22227507669294644,-86.32485467695456,-0.2232142746246959,1.5070932484126975,SE,64,0.001269591714979431,0.049221902948484914,0.0013704299926757812,189.2852416873478,-111.82190853936069,25.497053862406133,4.430589551907005e-07,7.107897676856159e-07
314,0.7973510876125728,4,LGALS3BP_ITGB1,3.2370446538154347,0.22483895673700827,-85.52079200930066,25.046091061317085,91.94925807641026,SE,64,0.001570290069462801,0.06017502363029231,0.001312255859375,187.67711635204,-109.27744953682631,23.756657527525647,1.0931659185642317e-06,1.5648966204691432e-06
