,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,is_svi,label,pattern_membership_0,pattern_membership_1,pattern_membership_2,pattern_membership_3,pattern_membership_4,pattern_correlation_0,pattern_correlation_1,pattern_correlation_2,pattern_correlation_3,pattern_correlation_4
LAMB1_ITGB1,259,8.534796,2.254948,66.01049868766404,6503.514,8.7802515,259,1,4,0.0,0.0,0.0,0.0,1.0,0.08753903769884229,-0.24729133618483218,-0.40731314304164973,0.10015844158890541,0.5262723832870023
LAMB1_ITGA6,181,4.372394,1.6812737,76.24671916010499,3331.7642,8.111557,181,1,4,0.0,0.0,0.0,0.0,1.0,0.15065483990507328,-0.3131987613621939,-0.14671205340219237,0.5637198086377594,0.258409765778852
LAMB1_ITGA1,276,9.901913,2.3889382,63.77952755905512,7545.2573,8.928807,276,0,-1,0.0,0.0,0.0,0.0,0.0,0.05935430560491002,-0.029140211489406594,-0.03128497732254334,0.007163872614139738,0.05760315127892423
LAMB1_ITGA2,300,9.764306,2.3762357,60.629921259842526,7440.401,8.914814,300,1,0,1.0,0.0,0.0,0.0,0.0,0.5569819218681327,-0.22028492928571752,-0.12535820052006416,0.2637259542608193,0.21313047460829315
PDAP1_PDGFRB,473,21.50143,3.1135788,37.92650918635171,16384.09,9.704127,473,1,4,0.0,0.0,0.0,0.0,1.0,0.13881043546667723,-0.059188483266902576,-0.31025296348982434,0.02628436067043787,0.2793949341232597
SERPINE1_PLAUR,560,30.008848,3.4342725,26.509186351706038,22866.742,10.037482,560,0,-1,0.0,0.0,0.0,0.0,0.0,0.23488102225887703,-0.16794044928793195,-0.05186699323950367,0.19384400995134926,0.06290429796959997
SERPINE1_ITGAV,337,12.710068,2.6181304,55.77427821522309,9685.071,9.178444,337,1,4,0.0,0.0,0.0,0.0,1.0,0.02343714469778749,0.12261957935230405,-0.47219589729319966,0.083282238255537,0.41720820712674056
SERPINE1_LRP1,488,23.096764,3.1820776,35.95800524934383,17599.734,9.775696,488,1,4,0.0,0.0,0.0,0.0,1.0,0.008048402845247233,-0.3826943018993069,-0.18862176557136495,0.11893852186537664,0.3535868881238791
SERPINE1_ITGB5,390,20.341904,3.0606725,48.818897637795274,15500.53,9.648694,390,1,4,0.0,0.0,0.0,0.0,1.0,0.0005524898386308741,-0.2837865818981443,-0.31041331452490156,0.35523773445892115,0.389505173447085
COL1A1_ITGA5,499,25.701424,3.2847168,34.51443569553806,19584.484,9.882544,499,1,2,0.0,0.0,1.0,0.0,0.0,0.03225506509011824,-0.22210967848363675,0.20166873853979903,0.24705001386128664,-0.12468788138887144
COL1A1_CD93,396,15.0976515,2.7786734,48.03149606299213,11504.41,9.350573,396,1,4,0.0,0.0,0.0,0.0,1.0,-0.11756669221627028,0.011013280052496757,0.11564574385063045,-0.10317026283713633,-0.12450734795185922
COL1A1_ITGA1,265,10.209071,2.4167233,65.2230971128609,7779.312,8.959352,265,0,-1,0.0,0.0,0.0,0.0,0.0,0.12207985558549286,-0.13020656374462763,0.030093320942171244,0.17074733237631975,0.05057370214022963
COL1A1_CD44,334,11.221938,2.5032325,56.16797900262467,8551.117,9.053934,334,0,-1,0.0,0.0,0.0,0.0,0.0,-0.03287339079799879,0.07190577987377593,-0.1262526606693054,0.11658001840397812,0.10912723530169778
COL1A1_ITGAV,313,10.756575,2.4644127,58.9238845144357,8196.51,9.011586,313,0,-1,0.0,0.0,0.0,0.0,0.0,0.10845406156019242,0.11252919953042499,-0.19529055236186088,0.1692514842514909,0.22679826335588377
COL1A1_ITGB1,244,8.686145,2.2706964,67.97900262467192,6618.8423,8.797827,244,1,4,0.0,0.0,0.0,0.0,1.0,0.1075271186097294,-0.34837252648188166,-0.34494758463827474,0.24152909228748345,0.525021291648743
COL1A1_ITGA11,354,20.103912,3.0494585,53.54330708661416,15319.181,9.636927,354,1,2,0.0,0.0,1.0,0.0,0.0,0.12027463882031475,-0.15147555892357994,0.25451243909793103,0.29357483344923596,-0.13622634021561253
COL1A1_ITGA2,297,10.827173,2.4703996,61.023622047244096,8250.306,9.0181265,297,1,0,1.0,0.0,0.0,0.0,0.0,0.5991920844351126,-0.36060651368112795,0.002464535596291887,0.45863910932786817,0.1658058389177319
COL1A1_DDR1,406,19.601854,3.025381,46.71916010498688,14936.613,9.611638,406,0,-1,0.0,0.0,0.0,0.0,0.0,-0.06108390533730361,-0.09123219105060185,0.06197620433709185,0.13982926727166953,-0.008918555964547485
LAMA4_ITGA6,174,5.999612,1.9458547,77.16535433070865,4571.704,8.42786,174,0,-1,0.0,0.0,0.0,0.0,0.0,0.15207348126673992,-0.19775068590107162,-0.13085284436039726,0.3861170133585463,0.1947491361311924
LAMA4_ITGAV,322,16.859478,2.8825343,57.742782152230966,12846.922,9.4609375,322,1,1,0.0,1.0,0.0,0.0,0.0,0.027891819988293022,0.48137677310555543,-0.22179222218813294,-0.1855344258692906,0.09275910163060345
LAMA4_ITGB1,248,11.701607,2.5417285,67.45406824146983,8916.624,9.095785,248,1,4,0.0,0.0,0.0,0.0,1.0,0.11806513736341193,-0.17904850527524804,-0.3964434150023114,-0.057945519738851606,0.48666828711097265
HBEGF_CD44,348,13.111225,2.6469705,54.33070866141732,9990.754,9.209516,348,0,-1,0.0,0.0,0.0,0.0,0.0,-0.036604672898261505,0.21635304882889866,-0.11398151242461152,-0.04292020247129376,0.04553621950784646
HBEGF_CD9,132,4.0054417,1.6105256,82.67716535433071,3052.1467,8.023928,132,1,4,0.0,0.0,0.0,0.0,1.0,0.17779975611463195,-0.16650688466086322,0.06572787252146739,0.06648928364619763,0.028233849131038102
HBEGF_ERBB2,567,31.638319,3.485487,25.590551181102363,24108.398,10.090357,567,0,-1,0.0,0.0,0.0,0.0,0.0,-0.053928009915937186,-0.026445387507953104,0.2532072633024696,-0.13447639797401673,-0.2733633499361761
LTF_LRP1,412,23.66181,3.205256,45.93175853018373,18030.299,9.799865,412,1,4,0.0,0.0,0.0,0.0,1.0,-0.035246575155913715,-0.27100857761520725,-0.5273100102456815,0.032601066755212044,0.5734787256136472
LTF_TFRC,222,8.824384,2.2848675,70.86614173228347,6724.18,8.813614,222,1,4,0.0,0.0,0.0,0.0,1.0,-0.07766546859177578,-0.1562379669979895,-0.42775930588839084,0.08304583329310378,0.47790660079342545
CD160_TNFRSF14,375,38.243618,3.6697888,50.78740157480315,29141.637,10.279958,375,1,2,0.0,0.0,1.0,0.0,0.0,-0.04243622394144007,0.10082216132638226,0.408551381296136,-0.13949177129326693,-0.42751065919644304
FGF23_FGFR4,286,14.028292,2.7099345,62.467191601049876,10689.559,9.277116,286,1,4,0.0,0.0,0.0,0.0,1.0,-0.14138167800654652,-0.1290226828124312,-0.5566857784005163,0.033558644897188496,0.4771793694897869
FGF23_FGFR1,312,16.93993,2.887029,59.05511811023623,12908.227,9.465697,312,1,4,0.0,0.0,0.0,0.0,1.0,-0.16711802794457145,-0.1471626558880159,-0.5982108192475565,-0.005297854456608375,0.5271134392835062
FGF23_FGFR3,384,24.520603,3.2394862,49.60629921259843,18684.7,9.835514,384,1,4,0.0,0.0,0.0,0.0,1.0,-0.1876822418918278,-0.1176059878953022,-0.6894633090950265,0.007321308480824984,0.5809475171510906
TGFB3_ENG,394,22.44004,3.1544456,48.29396325459317,17099.31,9.746852,394,1,4,0.0,0.0,0.0,0.0,1.0,-0.015414887465368482,0.08641456463117529,-0.385994163204781,-0.18511021361352295,0.3093944299825345
TGFB3_ITGB1,193,8.903366,2.2928748,74.67191601049869,6784.3647,8.822523,193,1,4,0.0,0.0,0.0,0.0,1.0,-0.04368225776897391,-0.20753687776977386,-0.5458324141962265,-0.0665094555368097,0.6036979029596192
TGFB3_ACVRL1,303,14.506026,2.7412288,60.23622047244095,11053.592,9.310601,303,1,4,0.0,0.0,0.0,0.0,1.0,-0.12087556938687309,0.08412854235446816,-0.2978106291184139,-0.2359533927180547,0.2001848833166843
TGFB3_ITGB6,202,7.2066226,2.1049414,73.49081364829397,5491.4463,8.611129,202,1,4,0.0,0.0,0.0,0.0,1.0,0.0034368836142575185,-0.06400389700695311,-0.2807220515383194,-0.08021755840272489,0.2539763371242357
TGFB3_ITGB5,270,14.103732,2.714942,64.56692913385827,10747.044,9.282479,270,1,4,0.0,0.0,0.0,0.0,1.0,-0.1845952438398544,0.005607916514322139,-0.4733387477864638,-0.09523607053468985,0.39122224161043756
TNFSF10_RIPK1,207,9.3508005,2.3370638,72.83464566929135,7125.31,8.871549,207,1,4,0.0,0.0,0.0,0.0,1.0,0.010412568152648247,-0.1060248182024046,-0.10720453967665547,-0.04755094091527396,0.07922221778331845
TNFSF10_TNFRSF10B,249,8.166311,2.215535,67.32283464566929,6222.729,8.736125,249,0,-1,0.0,0.0,0.0,0.0,0.0,-0.034871669299434936,0.05795180310121365,-0.1628099866044802,0.040965134273463315,0.11540735665007489
INHBA_ENG,557,32.2673,3.504575,26.902887139107612,24587.684,10.110042,557,1,0,1.0,0.0,0.0,0.0,0.0,0.2415896737085184,0.10145706008740513,0.06690802889992224,0.06695116216592528,-0.06508346432385441
INHBA_SMAD3,354,16.621557,2.869123,53.54330708661416,12665.627,9.446726,354,1,2,0.0,0.0,1.0,0.0,0.0,0.05788357076880779,-0.006657846382872442,0.147158774259763,0.125057008564624,-0.09073202163918599
C3_CD46,197,6.990508,2.0782545,74.14698162729658,5326.767,8.5806875,197,1,4,0.0,0.0,0.0,0.0,1.0,0.22481792024187797,-0.14445770197074007,-0.20388700203154625,0.06416727694161058,0.22414595721905298
C3_ITGAX,263,12.031978,2.5674062,65.48556430446195,9168.367,9.123624,263,1,4,0.0,0.0,0.0,0.0,1.0,0.1596111502397766,-0.05800405516293362,-0.10032739302356633,0.035796555350264936,0.11238048073368126
C3_ADRA2A,216,9.581725,2.3591285,71.65354330708662,7301.2744,8.895941,216,1,4,0.0,0.0,0.0,0.0,1.0,0.007090226879299895,0.07774395112168368,-0.16214439385530213,-0.14898376198933583,0.08499797243064969
C3_ITGB2,209,10.537956,2.4456422,72.57217847769029,8029.9224,8.991055,209,1,4,0.0,0.0,0.0,0.0,1.0,0.17231440486989116,0.10152295027805644,0.030924855780637403,-0.1324295323106031,-0.05968272532123439
C3_CD81,733,89.530495,4.5056868,3.8057742782152237,68222.234,11.130541,733,1,2,0.0,0.0,1.0,0.0,0.0,-0.1165108882995446,0.44526158034420005,0.32792825932103387,-0.4948742078322486,-0.437078732559226
LIF_IL6ST,207,8.710643,2.2732224,72.83464566929135,6637.51,8.800643,207,1,4,0.0,0.0,0.0,0.0,1.0,-0.11836885336529436,-0.08517406983256932,-0.32790958483377436,-0.06361024136725402,0.267131573389116
APOE_LDLR,580,48.313675,3.8982015,23.884514435695536,36815.02,10.513688,580,1,2,0.0,0.0,1.0,0.0,0.0,-0.23453243670394675,0.37260355090231684,0.43755917902909514,-0.5176958118425186,-0.5559616674829299
APOE_LRP5,307,15.351181,2.7943,59.71128608923885,11697.6,9.367225,307,1,2,0.0,0.0,1.0,0.0,0.0,-0.06076367467913849,0.19108086397298535,0.17142558003812322,-0.21595680935615508,-0.19793203158921116
APOE_LSR,345,21.454792,3.111504,54.7244094488189,16348.552,9.701956,345,1,2,0.0,0.0,1.0,0.0,0.0,-0.07293587194928601,0.16371398073421684,0.30262424985134373,-0.19092689158201231,-0.30717103097295717
APOE_SCARB1,305,20.066467,3.0476825,59.973753280839894,15290.647,9.635062,305,1,0,1.0,0.0,0.0,0.0,0.0,0.09546390338299908,0.23805582238326245,0.14623343024966357,-0.23776359603752825,-0.28931239078411436
APOE_LRP8,167,10.612755,2.452104,78.08398950131233,8086.919,8.998127,167,1,1,0.0,1.0,0.0,0.0,0.0,-0.25423217103005497,0.19963257301824894,-0.009176348208977473,-0.2492697345624488,-0.13655903147757767
LAMA5_SDC1,620,59.30979,4.0994945,18.635170603674545,45194.062,10.718743,620,1,2,0.0,0.0,1.0,0.0,0.0,0.23390059151105702,-0.0041965340872245,0.5039756370855802,0.20498769699856267,-0.42053694221379195
LAMA5_ITGA6,177,7.111514,2.0932846,76.77165354330708,5418.9736,8.597846,177,1,3,0.0,0.0,0.0,1.0,0.0,0.1659487019159718,-0.29292960884315766,-0.00885937206279137,0.7208766239957374,0.14148550061162138
LAMA5_BCAM,341,15.843276,2.8239515,55.249343832021005,12072.576,9.398774,341,1,2,0.0,0.0,1.0,0.0,0.0,0.032781376121100096,0.034446470658729134,0.1417352015296168,0.01439517545738078,-0.14449017701294187
LAMA5_ITGB1,205,7.812341,2.1761532,73.0971128608924,5953.004,8.691819,205,1,4,0.0,0.0,0.0,0.0,1.0,0.20773562984833477,-0.33227620358810034,-0.10454715506032741,0.3235086994837664,0.3123419023830603
LAMA5_ITGA2,270,13.096762,2.645945,64.56692913385827,9979.732,9.208412,270,1,2,0.0,0.0,1.0,0.0,0.0,0.6560608016860411,-0.3577656894863604,0.14929919543658235,0.4479837732075837,0.03903615557767787
JAG1_CD46,204,6.8402543,2.0592713,73.22834645669292,5212.274,8.558964,204,1,4,0.0,0.0,0.0,0.0,1.0,0.10190724732911184,-0.2727905857514056,-0.3475400561764478,0.1691428689560622,0.38279598929618336
JAG1_NOTCH4,218,8.048941,2.2026477,71.39107611548556,6133.293,8.72165,218,0,-1,0.0,0.0,0.0,0.0,0.0,-0.026730883125172383,-0.03823269357840955,-0.14034517156273268,0.11786346772539483,0.17393762924257813
JAG1_NOTCH1,185,8.569494,2.2585804,75.7217847769029,6529.9546,8.784308,185,1,4,0.0,0.0,0.0,0.0,1.0,0.2503690000853926,-0.25571614590657726,-0.11083127987517476,0.2468121443445838,0.1917627365333939
JAG1_NOTCH2,272,9.082079,2.3107595,64.30446194225722,6920.544,8.842394,272,1,4,0.0,0.0,0.0,0.0,1.0,0.13221643418490975,-0.1458110396756402,-0.24035929149231727,0.10090133158105097,0.30383666711651147
JAG1_NOTCH3,597,40.899426,3.7352722,21.653543307086608,31165.363,10.347095,597,1,2,0.0,0.0,1.0,0.0,0.0,0.07271400040260276,-0.2578611975055336,0.08335503925205061,0.31471087962307775,0.025330030043226506
LAMC1_ITGA6,189,5.1478815,1.8161075,75.19685039370079,3922.6855,8.274787,189,1,4,0.0,0.0,0.0,0.0,1.0,0.15415748333076965,-0.22714667025906946,-0.09429847759471777,0.48352951435636277,0.1804752432423388
LAMC1_ITGA1,275,12.893913,2.631451,63.91076115485564,9825.162,9.192803,275,0,-1,0.0,0.0,0.0,0.0,0.0,0.004672190476813911,0.05209681370626279,0.0868867145013284,-0.12979206376196106,-0.09079980969451464
LAMC1_ITGA7,170,9.204708,2.3228493,77.69028871391076,7013.988,8.855804,170,1,4,0.0,0.0,0.0,0.0,1.0,-0.13353605019086875,0.10589939628112108,-0.04742458748236061,-0.19013892324256407,-0.028371026969733582
LAMC1_ITGAV,337,13.793628,2.6941965,55.77427821522309,10510.744,9.260248,337,1,1,0.0,1.0,0.0,0.0,0.0,0.005567288069638773,0.5105332466113339,-0.1993123148439625,-0.19181769431516374,0.07256658587908156
LAMC1_ITGB1,256,9.888704,2.3877258,66.40419947506561,7535.1924,8.927472,256,1,4,0.0,0.0,0.0,0.0,1.0,0.11121739713803154,-0.17321787866968053,-0.34092258570335215,-0.028482440305672478,0.4514286377926573
LAMC1_ITGA2,306,11.281101,2.5080616,59.84251968503938,8596.199,9.059192,306,1,0,1.0,0.0,0.0,0.0,0.0,0.6251094944389413,-0.15381746702464577,-0.04102760495239263,0.06544881816748435,0.1261346620603054
IL1RN_IL1R1,150,5.5183063,1.8746146,80.31496062992126,4204.949,8.344255,150,1,4,0.0,0.0,0.0,0.0,1.0,0.1357745470487364,-0.037458406809344515,-0.05982452968174896,-0.04624412148011951,0.10480062463131114
CCL21_ADRA2A,198,7.2244396,2.1071103,74.01574803149606,5505.023,8.613598,198,1,4,0.0,0.0,0.0,0.0,1.0,-0.04754208880879738,0.08097948809660399,-0.19211953965610715,-0.11462993351203238,0.10526735700999972
MMP7_CD44,331,12.829414,2.6267977,56.56167979002624,9776.014,9.187789,331,1,4,0.0,0.0,0.0,0.0,1.0,-0.019253732541876144,-0.10714814956790052,-0.44118636645884496,0.1818952957038101,0.41516780508694967
MMP7_SDC1,632,52.59114,3.9813838,17.06036745406824,40074.45,10.598519,632,1,4,0.0,0.0,0.0,0.0,1.0,0.19450450458978924,-0.13981015869001606,-0.025176417939930293,0.2569539151504938,0.05374386687074978
MMP7_CD151,631,45.853153,3.8470182,17.191601049868765,34940.1,10.461419,631,1,0,1.0,0.0,0.0,0.0,0.0,0.03790415546221057,-0.19681143415309285,-0.013767322721001474,0.16784075039341126,0.01589485609287985
THBS1_CD47,229,8.307597,2.230831,69.94750656167979,6330.389,8.753275,229,1,4,0.0,0.0,0.0,0.0,1.0,-0.03822652605506853,-0.1638415523162062,-0.33937856286153334,0.057365476824962125,0.3112989194796635
THBS1_SDC1,646,49.428318,3.920553,15.223097112860895,37664.38,10.536497,646,1,0,1.0,0.0,0.0,0.0,0.0,0.25924454319328366,-0.028560321783889394,0.05977954332346307,0.055664001917719294,-0.09138220992119683
THBS1_ITGB1,253,9.483024,2.3497572,66.7979002624672,7226.064,8.885588,253,1,4,0.0,0.0,0.0,0.0,1.0,0.14974787275603638,-0.35064114538444013,-0.5097160418628282,0.19585388708296333,0.6286424052757322
THBS1_LRP5,356,14.720823,2.754986,53.28083989501312,11217.268,9.325298,356,1,4,0.0,0.0,0.0,0.0,1.0,0.10342065438977667,-0.22549172879353863,-0.12441991663329259,0.12174125067661185,0.17762856020737935
THBS1_SDC4,649,53.03377,3.9896092,14.82939632545932,40411.734,10.6069,649,1,0,1.0,0.0,0.0,0.0,0.0,0.1473851472624038,-0.10648329251693794,-0.12374308210525985,0.021489622639806968,0.05582031851591732
THBS1_SCARB1,341,13.822651,2.6961565,55.249343832021005,10532.86,9.26235,341,0,-1,0.0,0.0,0.0,0.0,0.0,0.18589521404573073,-0.0766199464403615,-0.05222765150793572,0.038553340041083094,0.0039389748240246415
THBS1_ITGA6,186,6.1045003,1.9607284,75.59055118110236,4651.6294,8.445188,186,1,4,0.0,0.0,0.0,0.0,1.0,0.13793978026005396,-0.33743171879563283,-0.2856844049084761,0.5524052574064452,0.37126908550232757
ADAM10_GPNMB,142,4.3190827,1.6713009,81.36482939632546,3291.141,8.099294,142,1,4,0.0,0.0,0.0,0.0,1.0,-0.25579183896960955,-0.14776428099151703,-0.2871788667527813,-0.027947479125111745,0.2993882541626508
ADAM10_TSPAN15,218,6.8291035,2.057848,71.39107611548556,5203.777,8.557332,218,1,0,1.0,0.0,0.0,0.0,0.0,0.08800864365058651,0.24024552326599935,-0.06933125988325341,-0.06514843741608564,-0.02963873994249137
ADAM10_CD44,350,11.938585,2.560214,54.06824146981628,9097.202,9.115832,350,1,4,0.0,0.0,0.0,0.0,1.0,-0.008237084293384815,0.10762941895163898,-0.26857693338317523,0.022456807186777273,0.19260873901907477
ADAM10_CADM1,318,10.275182,2.422604,58.26771653543308,7829.6885,8.965806,318,1,1,0.0,1.0,0.0,0.0,0.0,0.07926518263924681,0.22427218625453024,-0.05993828942135651,-0.13507179169495961,-0.031793507853406115
ADAM10_TSPAN14,430,15.739765,2.817787,43.56955380577428,11993.701,9.3922205,430,0,-1,0.0,0.0,0.0,0.0,0.0,-0.12194375910590097,0.10893581070803444,-0.09793826498233454,-0.14872198169528347,-0.008019703848938242
ADAM10_NOTCH1,179,5.6409593,1.8932564,76.50918635170603,4298.411,8.366234,179,0,-1,0.0,0.0,0.0,0.0,0.0,0.22910681515242218,-0.148084784399528,-0.21621786939104062,0.15659491476877216,0.239242920895447
ADAM10_MET,148,4.6349106,1.7289813,80.5774278215223,3531.8018,8.169847,148,1,4,0.0,0.0,0.0,0.0,1.0,0.0485299110331459,0.019481943521664297,-0.16014151450636105,0.04906037787641066,0.13308175829945548
ADAM10_TSPAN17,427,15.581203,2.8082697,43.96325459317585,11872.877,9.382096,427,0,-1,0.0,0.0,0.0,0.0,0.0,0.08699486660028656,-0.1384051112739779,0.020940882830568906,0.1505662167742518,0.04114302133005274
