,C,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
HSPA8_LDLR,0.12600344566934513,0.0,0.0004248094182808732,1.7403115574933443e-154,0.000999000999000999,0.0011034005550342122,0.0,8.59713909401712e-152,0.000999000999000999
THBS2_NOTCH3,0.13940279250532123,0.0,0.0004248094182808732,4.637451814614675e-146,0.000999000999000999,0.001133745911664468,0.0,3.818168660699416e-144,0.000999000999000999
TIMP2_ITGA3,0.15037333865347355,0.0,0.0004248094182808732,4.006604620132715e-147,0.000999000999000999,0.0010965410099451841,0.0,4.948156705863903e-145,0.000999000999000999
RTN4_GJB2,0.15821225545376405,0.0,0.0004248094182808732,1.1842386816897944e-144,0.000999000999000999,0.0011065389490465005,0.0,5.850139087547584e-143,0.000999000999000999
IL16_KCNJ15,0.16515776514976546,0.0,0.0004248094182808732,2.752534610368315e-134,0.000999000999000999,0.00111414048211199,0.0,2.8930895691956335e-133,0.000999000999000999
FGA_PLAUR,0.1669466393025207,0.0,0.0004248094182808732,5.745012787744204e-151,0.000999000999000999,0.0010346266301439148,0.0,1.4190181585728184e-148,0.000999000999000999
VEGFA_SIRPA,0.17286397999562442,0.0,0.0004248094182808732,7.206994332501086e-146,0.000999000999000999,0.0010288302299534082,0.0,5.086078857507909e-144,0.000999000999000999
MMP1_CD44,0.18429074130621267,0.0,0.0004248094182808732,1.623574412962061e-143,0.000999000999000999,0.0011428557870640343,0.0,5.7799479991572705e-142,0.000999000999000999
FGF23_FGFR3,0.18679231857807282,0.0,0.0004248094182808732,5.5371312671658165e-142,0.000999000999000999,0.0009975621884982966,0.0,1.6090252035175962e-140,0.000999000999000999
TFF2_MUC6,0.18726094482088385,0.0,0.0004248094182808732,2.1028325483297745e-139,0.000999000999000999,0.0010414336352357926,0.0,4.5165186038039503e-138,0.000999000999000999
FN1_ITGA3,0.18946076478236842,0.0,0.0004248094182808732,8.107834569801052e-148,0.000999000999000999,0.0009894970439003551,0.0,1.3350900924939065e-145,0.000999000999000999
CXCL14_CXCR4,0.19559307713927296,0.0,0.0004248094182808732,2.8846458424474087e-143,0.000999000999000999,0.0009589245403211997,0.0,9.500100307793466e-142,0.000999000999000999
LTF_LRP1,0.19839374123009906,0.0,0.0004248094182808732,1.6670257858542572e-126,0.000999000999000999,0.0011216190056527226,0.0,7.696362039364515e-126,0.000999000999000999
IL16_CD4,0.2061170275583942,0.0,0.0004248094182808732,2.5861447086983706e-133,0.000999000999000999,0.001034437872456331,0.0,2.2813490823160626e-132,0.000999000999000999
HSP90B1_LRP1,0.21247864131011504,0.0,0.0004248094182808732,1.3838228080286814e-137,0.000999000999000999,0.0009892107068103615,0.0,2.3572705764350643e-136,0.000999000999000999
COL1A2_ITGB1,0.21279073604554063,0.0,0.0004248094182808732,1.689997930385585e-144,0.000999000999000999,0.0009379913759227811,0.0,6.957158146753992e-143,0.000999000999000999
FN1_PLAUR,0.21342985294646957,0.0,0.0004248094182808732,3.2093222044655534e-132,0.000999000999000999,0.0010419551895193078,0.0,2.5165161412793387e-131,0.000999000999000999
FN1_ITGA5,0.21507451899422136,0.0,0.0004248094182808732,3.297131036486154e-132,0.000999000999000999,0.0010338466193482278,0.0,2.54497301878775e-131,0.000999000999000999
VEGFA_ITGB1,0.21561554353123588,0.0,0.0004248094182808732,2.059393491212876e-146,0.000999000999000999,0.000902959256030871,0.0,2.0346807693183212e-144,0.000999000999000999
AGT_ADRA2A,0.21899357650990708,0.0,0.0004248094182808732,1.0089240671486872e-127,0.000999000999000999,0.0011020538629090294,0.0,5.1382318471283654e-127,0.000999000999000999
CD160_TNFRSF14,0.21901416136719185,0.0,0.0004248094182808732,6.782383883472601e-142,0.000999000999000999,0.0009477094879597761,0.0,1.8613875769085918e-140,0.000999000999000999
FN1_CD44,0.22203396137395148,0.0,0.0004248094182808732,8.140976906981564e-131,0.000999000999000999,0.0011030405524014547,0.0,5.7452037029269895e-130,0.000999000999000999
INS_INSR,0.2244108066381411,3.46937541171814e-310,0.0004248094182808732,1.890991329245048e-137,0.000999000999000999,0.0009648561628623441,7.45161501473374e-309,3.1138323888235127e-136,0.000999000999000999
VEGFA_GPC1,0.2244996374390616,4.08066973806313e-310,0.0004248094182808732,1.8669720103413676e-134,0.000999000999000999,0.0009841374443833205,8.39937854417994e-309,2.004965593714425e-133,0.000999000999000999
FN1_ITGA2,0.2278714011496447,1.9054460079443e-307,0.0004248094182808732,4.34591096619984e-141,0.000999000999000999,0.0009734983834090637,3.765161311697937e-306,1.1299368512119585e-139,0.000999000999000999
VEGFA_ITGAV,0.23048745385968128,2.2029260438318563e-305,0.0004248094182808732,8.10692409924152e-141,0.000999000999000999,0.0009168908435419418,4.185559483280527e-304,1.9070573833453863e-139,0.000999000999000999
TGFB3_ITGB1,0.2327691292550101,1.3696420421198826e-303,0.0004248094182808732,2.3196684672596938e-125,0.000999000999000999,0.0010371196971198518,2.5059376622489703e-302,9.392755924805646e-125,0.000999000999000999
LAMA5_ITGB4,0.2341956221081426,1.7999481309833757e-302,0.0004248094182808732,1.0535146863996776e-127,0.000999000999000999,0.0010096330374937729,3.1756227739492414e-301,5.310574031443272e-127,0.000999000999000999
CALM2_AQP1,0.23482117843949277,5.56114668500279e-302,0.0004248094182808732,7.344937820893774e-134,0.000999000999000999,0.0009534397756138596,9.473125732384063e-301,7.114508399061812e-133,0.000999000999000999
COL4A1_ITGB1,0.23612120760829375,5.781005013038866e-301,0.0004248094182808732,7.499970093253624e-138,0.000999000999000999,0.0009264227718535899,9.519388254804e-300,1.3232090093097464e-136,0.000999000999000999
CALM2_INSR,0.23935844228234798,1.934445817411852e-298,0.0004248094182808732,5.705527360609539e-141,0.000999000999000999,0.0008972688726970502,3.082633012262758e-297,1.409265258070556e-139,0.000999000999000999
COL1A2_CD44,0.23954747265857454,2.7141937006605076e-298,0.0004248094182808732,6.916248646975291e-133,0.000999000999000999,0.001028219019227254,4.190036525394659e-297,5.694378052676323e-132,0.000999000999000999
CALM3_AQP1,0.239816284763012,4.392788478048174e-298,0.0004248094182808732,8.587107892449806e-134,0.000999000999000999,0.0009441212861227553,6.575871236835751e-297,8.157752497827317e-133,0.000999000999000999
EFNA2_EPHA2,0.2441997936732561,1.1017941955318727e-294,0.0004248094182808732,4.106390338667896e-130,0.000999000999000999,0.0009918588801268813,1.6008421546845444e-293,2.6344893861064162e-129,0.000999000999000999
SPINT1_ST14,0.24667243350825088,8.93191687990184e-293,0.0004248094182808732,1.6327446114809344e-127,0.000999000999000999,0.0009847225648654855,1.2606762681918596e-291,8.147230687591733e-127,0.000999000999000999
APP_CD74,0.24739306727475607,3.2069242098696263e-292,0.0004248094182808732,2.956223243806723e-126,0.000999000999000999,0.00100000652160518,4.400612665765543e-291,1.315652506703172e-125,0.000999000999000999
MMP1_ITGA2,0.24862473502893492,2.8423805838626166e-291,0.0004248094182808732,1.6380419430810078e-143,0.000999000999000999,0.0009146457535491149,3.7949621849408987e-290,5.7799479991572705e-142,0.000999000999000999
COL1A2_ITGAV,0.24886553834204792,4.352763692652935e-291,0.0004248094182808732,6.725004065087586e-131,0.000999000999000999,0.0009431396789844965,5.658592800448816e-290,4.81471305529459e-130,0.000999000999000999
FGF23_FGFR4,0.2559572189761341,1.1558802057114226e-285,0.0004248094182808732,3.4254586313689944e-136,0.000999000999000999,0.0008908677991890134,1.4641149272344688e-284,4.573450172692658e-135,0.000999000999000999
SEMA4G_PLXNB2,0.25782633312439235,3.047683863830524e-284,0.0004248094182808732,3.248225180552422e-127,0.000999000999000999,0.0009537078417224982,3.7638895718306974e-283,1.5731600384244083e-126,0.000999000999000999
LGALS1_ITGB1,0.25850291149354426,9.942182091652218e-284,0.0004248094182808732,3.3315214890453196e-124,0.000999000999000999,0.0009705900939487342,1.1979116959210232e-282,1.2659781658372216e-123,0.000999000999000999
TIMP2_ITGB1,0.2589771962959941,2.2760261099498177e-283,0.0004248094182808732,1.544338839504973e-135,0.000999000999000999,0.0009035044780430082,2.6770402340838335e-282,1.8607399675986746e-134,0.000999000999000999
FGG_ITGB1,0.26145726252605334,1.7151663868337618e-281,0.0004248094182808732,3.671003347199488e-137,0.000999000999000999,0.0008631728850033457,1.970446965339252e-280,5.656333965908341e-136,0.000999000999000999
TGFB3_ENG,0.2615245923246074,1.9283225401207115e-281,0.0004248094182808732,1.9723255598765087e-130,0.000999000999000999,0.000936544953881143,2.1649803064082536e-280,1.3532344813597158e-129,0.000999000999000999
COL5A1_ITGB1,0.262885045767888,2.0517595708339637e-280,0.0004248094182808732,1.7968439064982736e-133,0.000999000999000999,0.0008932002611064879,2.252376062204396e-279,1.6437794255743465e-132,0.000999000999000999
CALM1_SCTR,0.26291013471559627,2.1431238127796215e-280,0.0004248094182808732,7.23674485831226e-145,0.000999000999000999,0.0008372958827881607,2.3015286163328975e-279,3.972168844451396e-143,0.000999000999000999
FN1_ITGA6,0.2641577284648632,1.8668409082277034e-279,0.0004248094182808732,1.288697889996048e-128,0.000999000999000999,0.000933559977954704,1.9621689546052883e-278,7.073519529533864e-128,0.000999000999000999
COL6A2_ITGA2,0.26461685007509783,4.136704834220771e-279,0.0004248094182808732,1.625821439506123e-144,0.000999000999000999,0.0008333049538418143,4.2573587252188764e-278,6.957158146753992e-143,0.000999000999000999
LAMC3_ITGB4,0.26475186170889276,5.226692327058124e-279,0.0004248094182808732,4.726957499582606e-136,0.000999000999000999,0.0008754099826475452,5.269359203197374e-278,6.145044749457387e-135,0.000999000999000999
FGA_ITGA5,0.26591425462745494,3.9079767176702543e-278,0.0004248094182808732,4.246441193000865e-118,0.000999000999000999,0.0010164174625182636,3.8610809970582113e-277,1.0183213346322463e-117,0.000999000999000999
ICAM1_MUC1,0.2674532711242203,5.580159659803839e-277,0.0004248094182808732,1.3076024418503815e-119,0.000999000999000999,0.0009890418725836073,5.405095827339404e-276,3.4728796036241317e-119,0.000999000999000999
CEL_CXCR4,0.2679537107749804,1.3231090281047207e-276,0.0004248094182808732,1.5459025406695561e-131,0.000999000999000999,0.0008791173200596683,1.2569535766994847e-275,1.1398147090906877e-130,0.000999000999000999
LGALS3BP_ITGB1,0.26865464382639664,4.429268981725905e-276,0.0004248094182808732,6.024626515724347e-138,0.000999000999000999,0.0008493782822667509,4.1284129754199944e-275,1.1022835180621583e-136,0.000999000999000999
SERPINA1_LRP1,0.2689467111701533,7.325428127690218e-276,0.0004248094182808732,1.0913762650525547e-121,0.000999000999000999,0.0009706797465415494,6.701410176072162e-275,3.32802391935779e-121,0.000999000999000999
THBS2_ITGB1,0.2695183838053909,1.9600160753796837e-275,0.0004248094182808732,9.3669334404184e-120,0.000999000999000999,0.0009812459769580912,1.760450802250116e-274,2.514817999764505e-119,0.000999000999000999
LAMA5_SDC1,0.27024943137567153,6.892247206727217e-275,0.0004248094182808732,3.499063166560912e-127,0.000999000999000999,0.0009197535932836781,6.079946643077223e-274,1.678191460467078e-126,0.000999000999000999
APOE_LRP8,0.2705815194684368,1.2197034935165002e-274,0.0004248094182808732,9.27225224208997e-146,0.000999000999000999,0.000825411132459064,1.0570763610476334e-273,5.725615759490557e-144,0.000999000999000999
CALM2_KCNQ1,0.2727281149050811,4.851804871852366e-273,0.0004248094182808732,2.2997818644466963e-128,0.000999000999000999,0.0008745223633908494,4.13239932188805e-272,1.2348828706920304e-127,0.000999000999000999
COL18A1_ITGB5,0.2729901183764992,7.600230155853985e-273,0.0004248094182808732,2.074214528668604e-129,0.000999000999000999,0.0008926867499226029,6.363582537274354e-272,1.2054846790144594e-128,0.000999000999000999
THBS2_NOTCH4,0.2744071724529244,8.587385892437584e-272,0.0004248094182808732,1.0073117830403354e-136,0.000999000999000999,0.0008796249613196402,7.070281051440277e-271,1.463564767123311e-135,0.000999000999000999
LAMA5_ITGA2,0.2750696783891466,2.663639499699557e-271,0.0004248094182808732,5.0206861803205886e-136,0.000999000999000999,0.000865636285881075,2.1571113325435756e-270,6.359535828406079e-135,0.000999000999000999
TIMP2_CD44,0.2774645057059087,1.5806089727861328e-269,0.0004248094182808732,2.7788411785067906e-125,0.000999000999000999,0.0009321581012577521,1.2593884396070156e-268,1.1099510465585608e-124,0.000999000999000999
FN1_ITGB1,0.2789873464749679,2.1058517046006125e-268,0.0004248094182808732,8.763045214156411e-131,0.000999000999000999,0.0009070746484158527,1.6512551461471467e-267,6.097104698300376e-130,0.000999000999000999
INS_IGF1R,0.2792697384032771,3.401818600578396e-268,0.0004248094182808732,2.5652668861380806e-126,0.000999000999000999,0.0009197957564565584,2.6257787323214496e-267,1.1520380379565563e-125,0.000999000999000999
TGM2_SDC4,0.2801533883664455,1.5238323643378855e-267,0.0004248094182808732,3.7553202342975996e-126,0.000999000999000999,0.0008987442485417842,1.1581125968967931e-266,1.641706367914172e-125,0.000999000999000999
LUM_ITGB1,0.28103755653276064,6.819410193985388e-267,0.0004248094182808732,6.81218693998184e-125,0.000999000999000999,0.0009290665461602207,5.104225205801184e-266,2.670809800278594e-124,0.000999000999000999
FN1_ITGAV,0.28131837898713996,1.0971972035426527e-266,0.0004248094182808732,2.7819437458493234e-133,0.000999000999000999,0.0008407198330129021,8.089782366418962e-266,2.4110179130694137e-132,0.000999000999000999
EFEMP2_AQP1,0.2817231254850357,2.1768267993978344e-266,0.0004248094182808732,9.099363047745597e-126,0.000999000999000999,0.0009098090096633916,1.5814006454448973e-265,3.8750735737813145e-125,0.000999000999000999
